Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
CHOLN	0.138725246984643	-0.0193520613758616	0.387270954881819	0.0851757820575863	-0.0501480017197474	0.187974970592535	0.184955370377176	0.0154421857874969	0.0254885602950056	0.00210766790111021
TFAT	0.175357201399841	0.340151074513166	0.0785709579490422	-0.116930901037465	-0.145558203215875	0.0428092673848538	-0.0252138613464954	-0.0518802755165613	-0.0018470231609258	0.142958394573099
CARB	0.00802655583142469	0.320084218959058	-0.231939260482978	0.228355434732954	0.0881166461657255	0.0390256724625794	-0.00717780491365136	-0.0680299679634661	0.0471530428202175	-0.180401447018044
MOIS	0.0553523924853531	-0.0464186627745737	-0.230014873709174	0.228718496419773	0.0652891470164697	0.649904072351253	0.153012919669612	0.303997643523383	-0.0477067540700682	-0.24592974351861
CAFF	0.246173239879673	0.214458278070396	-0.194969276226348	0.0625139380551418	0.101805875424753	0.0733707612630189	-0.0751439934418969	0.270479527758813	0.121097736383528	0.257558753873795
CALC	0.0478461919903669	0.383147002284919	-0.0232463531694934	-0.110394105029847	0.143247452064492	-0.016063512405886	-0.237132717269073	-0.0739202057470071	-0.199024195159037	-0.135358486366488
FIBE	-0.314161975675307	0.17938269213755	-0.0764425874566457	0.0168331164493911	-0.0477885198550168	-0.0398790390320896	-0.0620804818695155	0.218098523828143	-0.0829434763944373	0.385273966390247
FDFE	-0.205922390947779	0.236107838680835	-0.0657757372280738	0.32810953413421	0.168303434141439	0.00840193372673062	-0.0890507478789774	0.0283994387990363	0.116801871182212	-0.0769280868268346
MAGN	-0.206262606969441	0.216109300638232	0.0642055913706686	0.191574127180995	-0.0506999170791645	0.217072046962212	-0.318090872267874	-0.488089593195415	-0.16036469630325	-0.158565367838617
PHOS	0.173987278872381	0.225440820946475	0.285856657617649	0.0308036246693956	0.0311415363233081	0.143818991758858	0.0386642506784744	-0.262646246029595	-0.115709785214324	0.193967791212011
POTA	-0.144217631467419	0.174954143609436	0.149718567686981	-0.257186376254956	-0.296411473604178	0.151241557382303	-0.186688202454191	0.455230590584902	-0.272301244909124	-0.0954304985057224
SODI	0.239801468905501	-0.0259589923738981	0.0424617679280491	0.410783222835891	-0.183451384408812	-0.0505998137371718	0.237189185989093	-0.0478189537850714	-0.00697122430345424	-0.18018429250891
ZINC	0.181758477644405	0.26601643848951	0.139360981644584	-0.027505756533669	0.318981358131144	-0.154039127659139	0.0483213440254895	0.0618520449290998	0.101286555873124	-0.276601661576554
COPP	-0.212654826911809	0.0405470092176722	0.0503060251645061	0.189459939903445	-0.460883741461734	0.139582585016694	0.0131781933836457	-0.184349914804645	0.352429506994531	0.171332821389296
VC	-0.323531368130121	-0.0127370568464042	0.0023202961322187	-0.247520197828261	-0.00886123718894325	-0.0225790065192451	-0.00428137010256414	0.116975214126488	0.308933966059582	-0.295319501813277
LYCO	0.134480880563435	0.28884671761457	-0.234186668275539	-0.0912699182555292	-0.167499644938218	-0.0261819999971273	0.0676580086527506	0.0744015011763668	-0.24745047755213	0.077464141502291
NIAC	0.293238574531715	0.0977061011573557	0.149492907718697	-0.0902780938393332	-0.088900138199824	0.0994240399424619	-0.226579940818365	0.181144466833413	0.370786395023795	-0.218618056743799
LZ	-0.277534661105483	0.020946475600185	0.204649028246098	-0.00579026215899131	0.0937090717134808	0.230784516729196	-0.306872793144231	0.0344459808398093	0.244400941417115	0.0249326626002291
FF	-0.304368344597139	0.0755348442526638	0.115171574803523	0.0278822903371521	-0.125799388729127	-0.180917308740225	0.297375637176268	0.0487922825380547	-0.275575198163593	-0.458317018860178
VB12	0.0936807623219753	-0.0466655084170765	0.397265498797455	0.159781577845777	0.0889541163553142	0.144644914619522	0.0513777173455893	0.181307075875588	-0.0933820438918051	0.101817642626323
VARA	-0.125881169966747	0.209613457815359	0.19872219373953	0.0913405593048216	0.353688157212379	-0.295470289260343	0.14011829758784	0.11251940510577	0.22068668822133	0.0845829282442114
BCAR	-0.244435255983447	-0.02192977228644	0.23228004599826	0.22568217656205	0.23021471742047	0.0807045636226537	0.0768591645300841	0.182369059164711	-0.0863874148408601	0.17686028690865
CRYP	0.00230968302184178	0.0118896705812175	-0.0131611164832544	-0.495818045526447	0.235910261665477	0.366543296846141	0.251981263726812	-0.27231481731243	0.161717433740657	-0.0335334422493093
VITD	0.106504075626934	-0.107817501208413	0.39033032144542	-0.085569532448079	-0.0239620235746854	-0.029686241112813	-0.19011400533691	-0.0192473861176854	-0.238123757114609	-0.0740012819859663
M221	0.19010157193024	-0.251158273448338	-0.0299878877323862	0.155906179520272	-0.0212531398322505	-0.162206494513607	-0.517017581125126	0.0704763846394753	0.0770506925588989	-0.164047976741204
PFAT	0.05689567482222	0.276854533699463	0.139202455621456	-0.023734996368379	-0.400285000909754	-0.147733092407272	0.195113799462987	0.0678266339922221	0.297953765553871	-0.0576135409079837
