"Sample"	"X84498"	"X85230"	"X85239"	"X86149"	"X86687"	"X86918"	"X87223"	"X90164"	"X90375"	"X91414"	"X91856"	"X91911"	"X92119"	"X92750"	"X93208"	"X93413"	"X93508"	"X84583"	"X84642"	"X84646"	"X84668"	"X84720"	"X85516"	"X86641"	"X87148"	"X87319"	"X87806"	"X87824"	"X87859"	"X88738"	"X88851"	"X88982"	"X88984"	"X89068"	"X89122"	"X90571"	"X91064"	"X91683"	"X91725"	"X92160"	"X92568"	"X93374"	"X84611"	"X87127"	"X91356"	"X91643"	"X92918"	"X83832"	"X85325"	"X87322"	"X93016"	"X91128"	"X85711"	"X87084"	"X90653"	"X92524"	"X86192"	"X90582"	"X87503"	"X87778"	"X92929"	"X85016"	"X88244"	"X92299"	"X92849"	"X90156"	"X83757"	"X83887"	"X89014"	"X92085"	"X84217"	"X90210"	"X86143"	"X83891"	"X93113"	"X84051"	"X85249"	"X84796"	"X85618"	"X92814"	"X93532"	"X92554"	"X88848"	"X89402"	"X87560"	"X91069"	"X92409"	"X92901"	"X91865"	"X87783"	"X85166"	"X92872"	"X85867"	"X88046"	"X93196"	"X86239"	"X89028"	"X91010"	"X93608"	"X87081"	"X84805"	"X85233"	"X88908"	"X89288"	"X90075"	"X90859"	"X92368"	"X85756"	"X87870"	"X91702"	"X89395"	"X85522"	"X89565"	"X89652"	"X90000"	"X87641"	"X87454"	"X91482"	"X92407"	"X85614"	"X87638"	"X85192"	"X93052"	"X90677"	"X90409"	"X93438"	"X93286"	"X92703"	"X92562"	"X87577"	"X92386"	"X93386"	"X91507"	"X85368"	"X89400"	"X89168"	"X85761"	"X88518"	"X89616"	"X89253"
"X84498"	0	0.360727419994865	0.360111540021595	0.410725031167309	0.420171140774472	0.392508846468025	0.327425493604598	0.36479287138073	0.381214541335552	0.403592447660434	0.422495480529452	0.3732132985127	0.348997479424293	0.392908766993737	0.368784885242199	0.360226641811726	0.361093679852078	0.402238492800795	0.350178676286167	0.397527365772099	0.377815680965502	0.412118142857626	0.369240512556519	0.422710192887224	0.393837615257499	0.352075595949957	0.404067942860765	0.362495668007795	0.360574015492906	0.384668863703991	0.390809642568749	0.404778549382353	0.411537446530343	0.388822370275804	0.379693499619216	0.39929093407521	0.402028464719776	0.449834553231476	0.382914065933844	0.42268727129622	0.37396721064168	0.382814163120168	0.439799357498489	0.433439064219516	0.379041016108471	0.361545651342731	0.370286046916301	0.418008903688309	0.355260561538399	0.408832935806269	0.424940166472782	0.408135212746924	0.393241244263887	0.372738959521625	0.400469624233088	0.41869073720856	0.377495652740527	0.40026363353804	0.426296859384127	0.42106935337923	0.362689914467034	0.412765160434741	0.402751844723199	0.416294473692012	0.387975400774215	0.441267465166279	0.407816877969099	0.409323855124139	0.359253204946661	0.41417737413018	0.372291475246403	0.414303335543541	0.416309849251586	0.434783580477065	0.439195476761305	0.361392562103479	0.389637699732207	0.373261273084928	0.337327637227941	0.366887260781374	0.467851235177941	0.364886762342504	0.38224477510164	0.424081468238617	0.357381913311097	0.367520366218073	0.437213234188344	0.346346681675061	0.365263963644411	0.365721946430012	0.392598418946758	0.407618201333079	0.384746316875187	0.36726514611019	0.392265677037964	0.364332443717129	0.411958109888966	0.398303370972655	0.394018708083067	0.361502674224757	0.410835060121175	0.411158779886721	0.356056289772116	0.407922504842147	0.376233439832072	0.433297760851736	0.407999315469106	0.419865359887227	0.435306285051067	0.379148275170542	0.376982685789889	0.426116486206137	0.432047434635371	0.428388930319551	0.36203636597575	0.440547235352941	0.395406179584395	0.400715398143011	0.349530518267656	0.360147351119193	0.375608884604825	0.377589273490228	0.378289155733416	0.321356182446117	0.354341784730894	0.408718141638048	0.388642785767536	0.381310154540894	0.403425120788685	0.349487284399305	0.399669505970716	0.410057616812967	0.392031127824857	0.434999035449316	0.381933438240965	0.361226860602519	0.386876802714896	0.336504035579661	0.394037607436137	0.338037707704905
"X85230"	0.360727419994865	0	0.287596645515261	0.332467139071854	0.362849450866101	0.367891809847955	0.303951731721112	0.350201236342089	0.369800387735773	0.392583586397813	0.388521958253835	0.320191011698943	0.335917028380467	0.336166810075604	0.32330348413762	0.335784757499687	0.309929261538511	0.374093852591194	0.323893654206361	0.390654437376628	0.319526851909617	0.359005045151703	0.354452483262634	0.414615169215664	0.35061195444847	0.317132452117107	0.393551194362528	0.346063474764176	0.30313883395108	0.360377731131006	0.345479293534316	0.375333261608766	0.386793665540522	0.381694005149075	0.350987140532134	0.359905821587387	0.375217094737382	0.416644460673138	0.355634413456885	0.391143536975892	0.367268690579101	0.368966101645253	0.433592737797786	0.427232444518813	0.376487024900253	0.395157434093887	0.368795141288124	0.409499363271365	0.391063778872088	0.401943371021835	0.386707168780187	0.398213473179998	0.385914813756891	0.391357495575139	0.380473588653313	0.412484117507857	0.370494683378713	0.394056782941369	0.380637274634889	0.413911866626504	0.361956478260128	0.406558540734038	0.396163837830443	0.413777526848771	0.377136170190978	0.435060845465576	0.411594233564611	0.402143218833361	0.38808564151315	0.40873095735217	0.377393884698058	0.368933430553003	0.410103229550883	0.427823649766198	0.432988857060602	0.349028600690629	0.397014873495166	0.3325787263331	0.276101017547347	0.335142008384432	0.461644225548083	0.358275996888591	0.376038155400937	0.416900831947839	0.349154943186138	0.36131374651737	0.431006614487641	0.339114020759294	0.366979257715299	0.364231040801835	0.385365758030991	0.395029894300372	0.378487672549495	0.349446347461608	0.386100095988209	0.360606754099162	0.394626567874809	0.392082297632702	0.382150050537914	0.337319182197621	0.405561326766146	0.408522522818461	0.323926955542091	0.39533419780944	0.326897904405942	0.427011652159246	0.395329463567863	0.410327783569048	0.403939921977157	0.347018940940517	0.376166000341839	0.42181681003137	0.389505288517406	0.411252288629455	0.320543652260591	0.419911525789005	0.395447097780797	0.368065822959281	0.311100423900055	0.367610539355805	0.347085553788538	0.346571713622239	0.38908801203921	0.285036810518884	0.348135165030191	0.380474252464561	0.355706281802068	0.375103534840191	0.391056184286191	0.325382418034653	0.391523015607871	0.403850997112264	0.360924944552953	0.427818399158538	0.374239627854231	0.328968217389902	0.381521240255417	0.400518278436785	0.386856971145359	0.348461187894975
"X85239"	0.360111540021595	0.287596645515261	0	0.364769435117172	0.377167811196856	0.345572884384628	0.274271707659428	0.341161245501197	0.332568238277447	0.346686733004608	0.344917531652096	0.330177901138005	0.300290207152808	0.285981269414965	0.326092148581609	0.316525600041254	0.318721079584446	0.359859961753733	0.301191649999397	0.354417776621755	0.299834244346636	0.368479710931203	0.325891844239397	0.379827843430954	0.351177771013147	0.321365559508439	0.361507136334403	0.313610699488866	0.309552551890564	0.331624754845992	0.315021037058308	0.359012717677489	0.351463847562686	0.345866679818591	0.30968943674757	0.313511880344219	0.3561216132222	0.417732288357664	0.359708726275438	0.384438565308964	0.329838239820491	0.342402925789531	0.395375152180272	0.386918737958722	0.338103239446705	0.359260100346917	0.327782710899606	0.375421351193992	0.358202109937636	0.363780746164994	0.378511953535469	0.358504167319088	0.35053810585338	0.351237298388851	0.357133450704571	0.370006306866644	0.333981233722055	0.357538071448128	0.38933667604789	0.376001050126459	0.333087542492059	0.369016810993875	0.351281291804973	0.373219539260084	0.345272262363709	0.395110535655657	0.375590536912551	0.365842257073679	0.354750692329325	0.369768994827355	0.339036413556255	0.340313251624599	0.364093773264783	0.389050450157175	0.395713878710846	0.31501280163982	0.356701166935075	0.322894659863901	0.249921200767167	0.324057125625967	0.418230779246871	0.313074163167155	0.337731454142477	0.381225176357654	0.30248294102357	0.324038768167614	0.390692907927551	0.302865083624601	0.324552901944578	0.322978358835357	0.346324087256553	0.36141654110977	0.330304652625053	0.319343025079062	0.338042928347246	0.323331775749406	0.369480679801512	0.353981629343754	0.349284328614008	0.276069611757326	0.364440061456157	0.364362529298137	0.273021629251285	0.35942806753266	0.320515650414974	0.383730455968413	0.358550344186724	0.373358578705512	0.392065673628213	0.288891022205763	0.337693476007677	0.388623316961275	0.38924859905301	0.384939634619088	0.300731964047344	0.394224952523385	0.355299849060882	0.330175660553673	0.258731647543039	0.330922487207425	0.332127286554365	0.289954257947142	0.352812067583902	0.251407917728991	0.310860186680435	0.347670577286037	0.311835261819005	0.337860858840431	0.360354627799116	0.289680248985961	0.359943016385187	0.366576018762508	0.348549529774398	0.389390140497756	0.339197997480463	0.315300729675599	0.344914425258237	0.363513921860258	0.347876668513978	0.32978143828165
"X86149"	0.410725031167309	0.332467139071854	0.364769435117172	0	0.376698322514054	0.380047808286001	0.328902314422456	0.36672441579366	0.381988415485282	0.394010414184605	0.423635760793877	0.340278385969873	0.34397611068937	0.386817941745744	0.34981806872474	0.358032845375772	0.321437544139219	0.380455368788405	0.357046210752905	0.405486712584631	0.34737052463398	0.374527411139866	0.377820342693332	0.403357522327615	0.366817571647727	0.376819043846294	0.406903468650096	0.338249405938607	0.387982525882952	0.400081254192652	0.383976208609733	0.382794754180649	0.409949291505964	0.394423752304136	0.381284508425359	0.396699708479866	0.377491373222942	0.444030481334653	0.353168178086783	0.435526232814392	0.381649209997865	0.380331262030498	0.44524785564931	0.429037717127704	0.367954894020199	0.394328840565329	0.380602838296105	0.43892205554185	0.41146501779505	0.407242921332172	0.421791854446382	0.400029899346084	0.401981497039911	0.403867271170864	0.403203930127081	0.423223598550173	0.36745505984495	0.408981462634659	0.404638067298417	0.42076054961443	0.384508088607712	0.415087290416385	0.406923037645026	0.42656602208543	0.391999793441663	0.447885525918491	0.412993655972957	0.412289979996201	0.408149892911256	0.421931384751341	0.417660605867823	0.411921607249434	0.42423991885772	0.441855879743808	0.44690065591661	0.351954326942724	0.398820146104057	0.377700056325599	0.345445026417224	0.398129449489551	0.473172736495146	0.366769667781906	0.330106464369869	0.427238628677375	0.389079069045226	0.375225545373378	0.438184798860553	0.345952883687375	0.381704459630192	0.376324841660702	0.386900240412252	0.397961172598518	0.391502236138534	0.359730180082043	0.398150230083194	0.388253154016245	0.406947596280039	0.405359704365303	0.400583230612144	0.376040831229016	0.417586987683271	0.4137597731552	0.361081594845289	0.409941120590235	0.379173642852299	0.427988292059225	0.407215307632431	0.424112411787055	0.437879539069957	0.385876531250136	0.392121894675413	0.429955562943125	0.417715366738861	0.431010114041599	0.362479834547332	0.439188568379456	0.406344900261864	0.392015445859585	0.357645360827555	0.382365878393956	0.367802647982001	0.378970603551147	0.388964148008599	0.330955039836946	0.351839505941453	0.41659085334908	0.396891096632916	0.389304250026962	0.41216537356471	0.360601732510001	0.417734191623386	0.417855633867662	0.399736306980163	0.440761019283202	0.390427017858924	0.368606410659468	0.386411669551431	0.395930485853032	0.400545650922582	0.378470594150634
"X86687"	0.420171140774472	0.362849450866101	0.377167811196856	0.376698322514054	0	0.384980768410702	0.338356224846969	0.379235692833941	0.393307992272636	0.421122947942084	0.433463542007548	0.34432800620622	0.359170970984635	0.399352542615897	0.368455171288479	0.379233849662078	0.323291854833677	0.373963790696284	0.364403745913315	0.414935540285364	0.370557261030597	0.398571838969159	0.381563176138712	0.43822095535865	0.38183721928665	0.371126929764751	0.410939655573409	0.373896141591931	0.389986616313781	0.39901796057238	0.395085441890475	0.378592522711794	0.427476109572159	0.384351754942984	0.396867206364993	0.383032544601044	0.399788176891881	0.442917293770054	0.39011107580961	0.439604552744976	0.39210439075613	0.383704949587575	0.457171443118057	0.443371868117363	0.394475045812831	0.41298509521225	0.392476465639438	0.424311701710568	0.420870088751265	0.426202171694703	0.439675124314794	0.425927051715376	0.39584721611619	0.402088248205015	0.417981912847317	0.432416171804149	0.375071613381005	0.400158611772935	0.450176189918839	0.416685610826542	0.393927056363008	0.417697422587029	0.413912903691868	0.438626831523137	0.370089519624322	0.424787010699667	0.434067588885859	0.426681770944629	0.405947004540811	0.423812021865084	0.430172467813594	0.415347536125352	0.433667765072077	0.4397333462792	0.450176531754114	0.364948505173645	0.420268816099334	0.383931735160712	0.355672055394868	0.407557210487038	0.485644715371363	0.376632388268371	0.377924998516629	0.415999150270096	0.398036819944202	0.377150556211441	0.437918031340502	0.363704597495551	0.394139850361321	0.387991540677803	0.409956334767248	0.423801504487521	0.401977429523184	0.369508586764517	0.409354038592377	0.397881972729681	0.430329141944258	0.404666203922195	0.39188976475584	0.388443191228004	0.422749001459658	0.431776465422629	0.338991005717889	0.34306328710681	0.401529998505519	0.451132491666951	0.422384644713545	0.441628396863218	0.452905187499163	0.390856416729363	0.401526965631629	0.449462830832225	0.450097061195756	0.434237197783694	0.38018168970799	0.458025359552824	0.410019984968439	0.418085077243788	0.367087082499933	0.391770949350172	0.386589939597633	0.395789621377521	0.413660529726648	0.340437907790417	0.371699700551385	0.415404278950112	0.406296167589131	0.388037542474751	0.419459910569874	0.370006803466216	0.42761583870844	0.4155644716432	0.409389043645348	0.433391371273932	0.388186450361155	0.379061591417733	0.412804398825574	0.424353435731208	0.404708069511921	0.3906209521526
"X86918"	0.392508846468025	0.367891809847955	0.345572884384628	0.380047808286001	0.384980768410702	0	0.312104310997317	0.339421688160404	0.367525848500294	0.392213055507909	0.398960333559832	0.34583275234313	0.323545874780127	0.367194687966861	0.341974847526986	0.343594667227574	0.315650665091819	0.378187378468426	0.339612795904013	0.382496946004416	0.316400501594114	0.369356160528124	0.350434255614482	0.392576252911502	0.368207783024236	0.347090937642763	0.381976195707056	0.346191147974286	0.363915027689385	0.376682913787446	0.356415728920309	0.365675554725194	0.395235965544155	0.372863961252529	0.358798575862043	0.363628742319083	0.360566506815569	0.426063680120645	0.366919759195458	0.413010978786062	0.361612833217555	0.344281874764176	0.428282866595765	0.421542716316752	0.368820671255379	0.38681807957167	0.361333011459162	0.418648588679263	0.387685448220878	0.394392742686458	0.410649514425885	0.387663893531181	0.37551997755213	0.385174058558881	0.386127979513749	0.399874653754643	0.367506860906853	0.390441128720311	0.422249611990664	0.397127463889291	0.366000478434833	0.400385829348729	0.390584941239607	0.343085803744472	0.376485469988377	0.430532516042648	0.409140916969447	0.395623951776861	0.368431243819319	0.391360363360839	0.391398971593485	0.394287946772854	0.404251535199131	0.424432638228279	0.428207680257265	0.348767789302674	0.391525268445814	0.348382088185553	0.323276044357113	0.368038190345237	0.437011345437811	0.346532282388072	0.37150982597801	0.409144620176536	0.34987725602606	0.356951704110388	0.423334777092049	0.324541117517261	0.337602778831441	0.353733076092388	0.379300827454107	0.384814521396675	0.374084883649369	0.354284267733331	0.381571766565281	0.369955394801505	0.397823339035935	0.381126911527986	0.383033812301711	0.348176185858528	0.36900567409903	0.391632006607379	0.339306257674607	0.383864093303938	0.360648906736545	0.410946782229908	0.374643127891235	0.408049101646039	0.421873413079539	0.366657061810009	0.37355913708166	0.419613701651201	0.419682634074311	0.415897716959019	0.339676850217033	0.429296168766525	0.376352921622204	0.389626495081621	0.337562154420948	0.3618760137387	0.365040222497139	0.35699819985461	0.369915676385164	0.312511329862241	0.343773122623209	0.396550576276681	0.377728267861605	0.370741492433209	0.385118363081257	0.328250645159205	0.399833566681345	0.399488954705282	0.381462465717172	0.41976321311479	0.369190660074718	0.331604286781472	0.383969118737894	0.396426857803032	0.381595748808179	0.362694374224424
"X87223"	0.327425493604598	0.303951731721112	0.274271707659428	0.328902314422456	0.338356224846969	0.312104310997317	0	0.298188912769169	0.300872938019787	0.32837730077221	0.339226461862272	0.273877499346759	0.267133724028492	0.307534942333227	0.286921129846399	0.281716456135421	0.28094851387335	0.312925269760144	0.262973137574454	0.322109368836474	0.291246654796059	0.335547456658128	0.250897062695777	0.345501805274096	0.325536104847332	0.285642837362135	0.325789566066514	0.26134133646634	0.282106280423294	0.305940320756313	0.301862583074852	0.313365114511431	0.324239863566431	0.312021552707242	0.293373773693131	0.309155304837628	0.29985611812349	0.380432113316908	0.32641173723013	0.353220445170365	0.287761546360197	0.306746177523626	0.347295430288405	0.346068206173429	0.308687408333188	0.326951357715471	0.300041411386589	0.346624200161534	0.328124441581391	0.333441203292411	0.350627366372793	0.333491997462528	0.31434574329578	0.320416236553011	0.320236107147872	0.343280663476199	0.302319098810696	0.325640886421	0.357381703280667	0.345333365497425	0.301167512394053	0.336936392306166	0.324099866897635	0.345865863120844	0.31337507733658	0.365932149509228	0.338992621980768	0.328463330941327	0.325341636089232	0.32550795004849	0.315042659983639	0.324705045699234	0.34087284555874	0.359665207190112	0.361801290308338	0.284987329799844	0.30281406917204	0.293503027651454	0.262547499904909	0.314815370361212	0.3845640432886	0.278108589394388	0.304018143530527	0.348892055907651	0.298780167828155	0.292110292485712	0.331795003409695	0.270557699622615	0.290867655482118	0.28096189183036	0.315671798541425	0.317276778908705	0.305553099262922	0.279969994447238	0.31570483432339	0.27606067920654	0.331520076252752	0.317164824992332	0.306433780612081	0.282615175843346	0.336357872734488	0.339319068786803	0.270195765589304	0.332512431109786	0.297918604279172	0.358697437414102	0.31902273405259	0.345861371950956	0.359262794130731	0.280113752451776	0.287175595091325	0.356703758602063	0.35729841985524	0.352413576522492	0.276569587848131	0.362156338138375	0.315815964525753	0.314552466639892	0.263491324094553	0.298972308009656	0.300198810872464	0.292893517840094	0.32056247132201	0.237155874782345	0.267908923505157	0.322441613215703	0.302684065729273	0.305990170898623	0.32882479735105	0.266773609926442	0.32709066606372	0.334647543080606	0.316621054092497	0.359210053396871	0.306864116393156	0.286626537164884	0.312607041256251	0.331583354286711	0.318248625383692	0.295638277274609
"X90164"	0.36479287138073	0.350201236342089	0.341161245501197	0.36672441579366	0.379235692833941	0.339421688160404	0.298188912769169	0	0.363679110665066	0.392912265475666	0.40236488410135	0.317369016441223	0.308474782346384	0.361602796966624	0.330621274524981	0.349278405680827	0.320797909493328	0.381170294768334	0.34183833295375	0.381927245235187	0.310040854172884	0.376863746404425	0.359014731183129	0.387638949646354	0.358710108944648	0.34280729916928	0.388097857139893	0.351949418992597	0.319228658516253	0.381275642682449	0.339941121448474	0.348081462485897	0.399235877554466	0.376934957243253	0.362448559929706	0.371355650037602	0.372039250967344	0.422967378232283	0.369675435107625	0.416257390596835	0.334865304973941	0.350487872802872	0.414643785529378	0.395725761438403	0.370619169890639	0.357567263526812	0.360420490575934	0.418920434450884	0.342938407789239	0.383535190561631	0.411149733211797	0.375301281913736	0.344064082714884	0.377192393578629	0.389771230380899	0.398581533730114	0.366613967475736	0.390175851124456	0.421386559117387	0.397892703113746	0.34866192404766	0.401654590670203	0.381177106945399	0.36804063731087	0.377910042040037	0.428385262695506	0.408918296158014	0.398358187517614	0.300540687383076	0.379815724679178	0.312551473314469	0.377708115383013	0.392533145863779	0.421626424540874	0.426245696434174	0.331475216800841	0.373645738363732	0.342048692813408	0.32746137292845	0.356138953552096	0.418408974948968	0.348473699265808	0.367494888239959	0.413805928931193	0.363869775351335	0.356535711570205	0.413639448330866	0.335381014068536	0.346800124107429	0.329661257896899	0.381632751340233	0.353212942253014	0.355447027218947	0.323775611992631	0.37624914905664	0.36185955487979	0.396876450601148	0.380465137983326	0.348370287177876	0.33781343750706	0.384301468507152	0.393921129940083	0.338620952174655	0.388052881066583	0.338235256818846	0.413390057145002	0.346824662182124	0.409267445684562	0.424067765464183	0.368297365803881	0.371111448411036	0.42123872330552	0.342418072329641	0.417577414295416	0.329006015237518	0.429814677086406	0.376653521437172	0.38987439477737	0.319155059372239	0.357118599243908	0.3646432169983	0.345856194815213	0.33206503293783	0.294155734527841	0.34337611712437	0.380175626168619	0.377633067922242	0.370498638516759	0.363084597095922	0.341796120999798	0.389328658082093	0.399091949206442	0.381065460218333	0.421906070941691	0.371713927924398	0.320209402567101	0.380626849180898	0.396118318990167	0.381045387699597	0.3623910480194
"X90375"	0.381214541335552	0.369800387735773	0.332568238277447	0.381988415485282	0.393307992272636	0.367525848500294	0.300872938019787	0.363679110665066	0	0.344721509192139	0.397880389340019	0.346715289015885	0.310012961837505	0.364627419350749	0.342232329657389	0.344632945121043	0.333752150970239	0.378726218590748	0.331092415981248	0.369783853741638	0.342260390941908	0.390220263735967	0.351120799300667	0.38738407329468	0.356156444108206	0.356858666869618	0.360616547605151	0.342394671128536	0.358858334238181	0.370871827492923	0.367104705978999	0.367479155317597	0.388773172065933	0.365691207134955	0.357993630991605	0.372745431065248	0.339023347859896	0.439368358283862	0.380459565484788	0.403118830471835	0.346442640668034	0.357480524878484	0.417589939783666	0.410365250475604	0.362211573642585	0.381184265400739	0.352141909734115	0.394675498976473	0.381948248748084	0.385827373114632	0.40361524150225	0.385552253135305	0.372429968557206	0.338934454359981	0.362283231960433	0.358250760621292	0.348285142997257	0.379452357831359	0.411260841101712	0.398137626491183	0.355011707545881	0.390908673697701	0.367096967389942	0.398957688924144	0.356438408655179	0.417341056021662	0.399037049429433	0.387978833438404	0.372702591670779	0.384192392724734	0.390460401531828	0.384219095911264	0.386025851565379	0.405640797583266	0.41785045507557	0.338318748359567	0.380147679451957	0.350187459341016	0.316751733405116	0.368854272980813	0.370648591630923	0.326390197293411	0.359868030507201	0.403149341411476	0.349059243375519	0.346175344532339	0.414139420444432	0.324137263960237	0.346309953222448	0.343865255833598	0.371253397261023	0.382771550297172	0.347411443729862	0.343326936337189	0.346341151154433	0.359179035223455	0.391590554253074	0.369695495078406	0.371335557339509	0.333920768101818	0.390422924781115	0.391655328775252	0.333685672994906	0.385410930857618	0.362827060999294	0.410757693086879	0.385171356676517	0.402169868407593	0.413989838682035	0.357803253484807	0.362706967281866	0.410547482015097	0.411140461756836	0.407043908633817	0.34122509026907	0.419202213667207	0.38128271238584	0.379370376457276	0.328185496581921	0.352814349911251	0.350922646192878	0.355627234108352	0.369870007539036	0.301601636950858	0.332996763045159	0.387373119952313	0.356681193405145	0.359965132855159	0.382613845082005	0.331050204027296	0.388296367800948	0.386954301498096	0.370686106139123	0.413654013763581	0.361122162534285	0.338686792837661	0.374101461319348	0.384573690884992	0.370963793692225	0.326753333397092
"X91414"	0.403592447660434	0.392583586397813	0.346686733004608	0.394010414184605	0.421122947942084	0.392213055507909	0.32837730077221	0.392912265475666	0.344721509192139	0	0.417367733454125	0.369498487677925	0.349949286591905	0.393860574161349	0.364866515757842	0.347256910560921	0.363663182414216	0.40285430459592	0.346765799897934	0.387482463686199	0.355209934105431	0.415288818540355	0.37823563367385	0.390977741100427	0.373807909865497	0.381778209112419	0.341068941754895	0.367341109810442	0.383856361156335	0.390827786196079	0.392070356403121	0.40060901404642	0.411667174260463	0.388952098005924	0.374120227867008	0.39942066180533	0.381262617603588	0.46068341827284	0.407187583616511	0.429255803249029	0.373411090897589	0.382375882978716	0.438284926353625	0.4230603352158	0.382905845834557	0.392932986451243	0.373810062220001	0.431477998264617	0.401908640108324	0.403622087544297	0.41660304909481	0.407233751856836	0.392409571659663	0.39634004813509	0.38874763839369	0.417176306063696	0.376644768394087	0.3994127491916	0.422539446154161	0.404771300089135	0.359750635547716	0.407293031994996	0.384254590561214	0.4199604281037	0.387143728169992	0.439756913748851	0.386639545050372	0.403377275049849	0.393118455453787	0.413758495589112	0.411427296251068	0.400690835562378	0.382175917171607	0.433812356146951	0.437681045616441	0.34911607947046	0.384760384241527	0.358114189662992	0.331002924385006	0.375695804608876	0.467000350831501	0.351586919555635	0.380730343956776	0.41867758384229	0.383163356785551	0.366005935073209	0.431266654114055	0.340400101600771	0.37549548582146	0.369325137258366	0.391083987801893	0.391677879461091	0.359017681781705	0.361691273834907	0.362915869054043	0.378848247129704	0.357475678394117	0.390584159262379	0.392507014085894	0.345657152105431	0.410226618882881	0.408782562444874	0.354561070369468	0.403646906491453	0.369415838142018	0.415584480287307	0.402052735394816	0.409525662664381	0.42951808111285	0.376407397961729	0.382556769564953	0.426075724445912	0.415112902258101	0.417591385335509	0.287161210512181	0.434011744877583	0.398999921516454	0.389417488334345	0.328785327761802	0.372793953013709	0.369224276807991	0.370841991381507	0.386366486278862	0.321456053894426	0.35282735358603	0.407203710493183	0.387319171252669	0.371696052877409	0.402593448184462	0.35100291069065	0.404074401077506	0.408543185668103	0.385646520028024	0.433484604304452	0.381082553894525	0.355525011346326	0.393932051860219	0.405398478274321	0.392523176291273	0.335296245505007
