"Sample"	"X84431"	"X87426"	"X90522"	"X91183"	"X83995"	"X84950"	"X85898"	"X86021"	"X86054"	"X86417"	"X87265"	"X87684"	"X89735"	"X90391"	"X90581"	"X90696"	"X91670"	"X92614"	"X93048"	"X93489"	"X93663"	"X84413"	"X84593"	"X85634"	"X86034"	"X87375"	"X87757"	"X87805"	"X88126"	"X89087"	"X91259"	"X91830"	"X92254"	"X92702"	"X88661"	"X90473"	"X90813"	"X91549"	"X92074"	"X93624"	"X84169"	"X90815"	"X92486"	"X84702"	"X90585"	"X87872"	"X92964"	"X87506"	"X88146"	"X92393"	"X88132"	"X85374"	"X91252"	"X87333"	"X88637"	"X89491"	"X90009"	"X92418"	"X93451"	"X92199"	"X92275"	"X91594"	"X85007"	"X85946"	"X86296"	"X88425"	"X88575"	"X93282"	"X85825"	"X87138"	"X88222"	"X91442"	"X93547"	"X85630"	"X90396"	"X84612"	"X84926"	"X86183"	"X90004"	"X92841"	"X86747"	"X89891"	"X91364"	"X91966"	"X91131"	"X83866"	"X87857"	"X91976"	"X86718"	"X84808"	"X86284"	"X93063"	"X93044"	"X88545"	"X86487"	"X86540"	"X93373"	"X84195"	"X88350"	"X84030"	"X84368"	"X92390"	"X86897"	"X91292"	"X88337"	"X91952"	"X89204"	"X92987"	"X88075"
"X84431"	0	0.40117202119271	0.332171627679085	0.394197528221663	0.425040824735972	0.45789284500709	0.424729060192522	0.439917483632244	0.452358368763395	0.450611674116349	0.44896350875963	0.46077658963918	0.442291308470505	0.435307548771451	0.473035476287703	0.477523011070485	0.49025561145437	0.474150671325262	0.396859861382507	0.477292541909213	0.424427736592135	0.469086163851221	0.445156556607548	0.442831625474964	0.41876744975426	0.460213284352907	0.423008217633802	0.42152530986603	0.469753234246143	0.43171784510427	0.471094652458692	0.493962081384007	0.483611518884685	0.44944220109998	0.440767990781268	0.450347077997372	0.482267648232645	0.409462190295888	0.415400556155047	0.41207750570996	0.432664852239997	0.447925691184358	0.443006834614418	0.368521857514892	0.41920421498159	0.463558464162287	0.418611553686017	0.473381945394936	0.456664844696213	0.450854354852492	0.380608561667836	0.454838560122672	0.491395527710836	0.478753643298098	0.416750295912857	0.462918860459958	0.429255069461484	0.440960694601327	0.528407574852706	0.438786563528047	0.481996033436878	0.430442037419252	0.447671496190056	0.445968439319125	0.490259898825969	0.426570520907038	0.43794009591556	0.416876276261774	0.451934707326347	0.410455747828687	0.441860546863524	0.484113507534404	0.465899941333582	0.477975383343658	0.462517417197647	0.478046213949986	0.426818511020765	0.3899085337811	0.410367662593725	0.426047484352464	0.423588398870189	0.435911624809425	0.410625005785115	0.411225279810841	0.43946124653102	0.516054882192011	0.455900744983147	0.417080163495731	0.458778265868163	0.453539700099634	0.458546849295002	0.462905122760277	0.497940331327601	0.467160271478786	0.490049848758052	0.404342181334333	0.455270460624066	0.455360597509159	0.459069039973824	0.434174606399285	0.439611690459096	0.381043058771613	0.433644132035221	0.394809858846974	0.442688496491206	0.386972087580059	0.369790427198858	0.50750041746117	0.410805102538293
"X87426"	0.40117202119271	0	0.430441182287306	0.417850836558353	0.416293952078409	0.46707357331944	0.41598218753496	0.442542094525227	0.441274267391308	0.439890637431332	0.396029729924812	0.451582838278208	0.433544435812943	0.442241113782338	0.460680995906973	0.444763172438536	0.469550206849215	0.444268504922581	0.409891153856779	0.490964280382387	0.450341047815459	0.470513131505452	0.436786373054293	0.47471582748218	0.426660503257338	0.448374959153201	0.411311062447507	0.427545222061873	0.458579396399343	0.415450263698175	0.459761352679464	0.462413992236424	0.443260025586876	0.4609118870452	0.429516739640439	0.46043193624576	0.492200131259075	0.464662970991871	0.418302735841459	0.421017690946225	0.41366079427068	0.351099302626367	0.4201742803323	0.420109267440197	0.413991436006866	0.450562140054564	0.392236448520523	0.486650294701317	0.453971755902768	0.443392883331863	0.395710308568771	0.480976794823292	0.47902610253323	0.461153344201231	0.398771749323	0.451931226031622	0.413903021206913	0.3883591871219	0.519508086517811	0.451671316536983	0.470395009319094	0.40632014552048	0.440210024669427	0.461042071873994	0.482798427305339	0.4172648233857	0.430478624394931	0.436997993140265	0.439646582015278	0.399777766607064	0.434399075342895	0.476652036013774	0.458438469812953	0.470419430029091	0.41018615977601	0.456872508295135	0.418738396944666	0.410597098449471	0.448019737358684	0.435542621510099	0.417357948316872	0.427134799054364	0.403163534264485	0.402904120828867	0.456270775165083	0.488431199797246	0.457488846578797	0.414458575526776	0.451316794347534	0.42241254399036	0.470249957962344	0.455443651239648	0.4990847727155	0.414528165397033	0.505972252241379	0.411998489742713	0.447808989103437	0.44789912598853	0.451607568453195	0.429334724205023	0.432411369219693	0.319254694842911	0.44871776459009	0.417065490558525	0.451212872029013	0.383709584829792	0.415857772126509	0.500038945940541	0.425811187899642
"X90522"	0.332171627679085	0.430441182287306	0	0.378100486939356	0.361584059275863	0.4221371698296	0.367442576973722	0.353105559666287	0.358122413174141	0.398422632203649	0.380973725603502	0.408778463337854	0.383238257562667	0.328411376344503	0.417183274632977	0.434712389370274	0.435571250756316	0.420645352050632	0.357673004283233	0.43425980443713	0.329307744584932	0.425687837981736	0.399408589692737	0.435536858936629	0.377181666626129	0.415534178386063	0.366565465077428	0.394594266562315	0.441238478698575	0.382906719541267	0.414304443620473	0.434292657703677	0.438992161043829	0.413304621682747	0.416900481428006	0.430458103880049	0.4625338843701	0.369650374547874	0.420167370380739	0.395761456794336	0.428272154252984	0.453301985895499	0.418982016220045	0.384341026424017	0.383192573892212	0.425579228684747	0.380771086815868	0.443760657061303	0.416886658065807	0.406484937058256	0.361200382659682	0.422263316990276	0.453842511260467	0.448889821224665	0.375769948441807	0.425588590957116	0.388213934775773	0.403641994243615	0.462856104729534	0.412190843209775	0.436201904141822	0.397237470509565	0.402915867631153	0.320903177870699	0.452510475678694	0.380087341568707	0.372739023560736	0.383931030049576	0.398550108151536	0.365414424463004	0.404394999292169	0.446562484780567	0.420714338991726	0.435697776506901	0.425237323566085	0.412447686212106	0.389175030735675	0.380278103096816	0.392388430228255	0.389041202445384	0.386632238779776	0.398631531177863	0.356414356805847	0.368499546672272	0.407817616890552	0.466003863736397	0.433922795877214	0.3779277581106	0.420997798994878	0.381025296714801	0.402417008502793	0.417764734275673	0.469709166485918	0.425508455537212	0.475653256888724	0.384179134501064	0.417670739110671	0.417614915791028	0.410466034892813	0.403873062639042	0.408262705398561	0.353511884861341	0.409237291262882	0.379754865787206	0.396977064277218	0.363971832203426	0.277098357020685	0.462723413623128	0.318396351929135
"X91183"	0.394197528221663	0.417850836558353	0.378100486939356	0	0.387565859766582	0.42822814553005	0.382148343159019	0.413212291245863	0.409823899006779	0.411356231192697	0.394769805317117	0.422186311007059	0.400133834387294	0.414287466472846	0.43572501823049	0.428936073087903	0.439463708114358	0.42837699360229	0.391266369390947	0.462763655557732	0.415969296667808	0.437256127875103	0.406854144493696	0.409475553792194	0.394069682448843	0.422764916480268	0.374396610350167	0.365398788426596	0.448469216792779	0.393839696966474	0.432836642963303	0.453334573536805	0.446150338451246	0.425455303735198	0.358648465953209	0.40640653451727	0.432241081259089	0.397927731309425	0.395644401790134	0.392800107704026	0.41483297093581	0.445187528616637	0.411973334992843	0.393029844712632	0.375451388886887	0.425137165974975	0.371006032066768	0.448177344357446	0.390391630465446	0.3993174564269	0.362719760900191	0.436618796381421	0.453400448550695	0.455216166643046	0.378968931110707	0.428818170602181	0.391443514420838	0.394331179909146	0.485184342205569	0.423099138020488	0.443809124082424	0.409597931153018	0.395057145909814	0.430257800031058	0.441354479255382	0.383420348833758	0.399912544368139	0.389112437079351	0.406071204278437	0.372292019968776	0.403952936582397	0.442115112356375	0.427814126878487	0.439878767775586	0.424764663880147	0.403119673747731	0.376342504504082	0.374776602036386	0.401192334543005	0.402501502771623	0.386608972907583	0.396632583286784	0.372692938156865	0.372199802888959	0.393657138539338	0.476514335155791	0.424956312616872	0.378840856193429	0.420555736285106	0.438303627380858	0.443015460456061	0.419386344893364	0.452588147052842	0.426084069822357	0.4644684039593	0.381431952882097	0.40553648914617	0.417158873085783	0.40660691996524	0.399267436855423	0.404704520915234	0.348147190932812	0.401594487913082	0.387181255698189	0.407679583445318	0.368057915051626	0.371597253681781	0.464218383090886	0.390184086258491
"X83995"	0.425040824735972	0.416293952078409	0.361584059275863	0.387565859766582	0	0.373620937988157	0.325464198002137	0.354475701459987	0.327776844383243	0.33353224836273	0.324728966057064	0.354822923909483	0.329426912252856	0.327858659129016	0.34918852833802	0.378168653557078	0.388579071217055	0.373813132977962	0.331846709470882	0.393703600277689	0.363718766640072	0.388027568898143	0.353678224749155	0.388485149957514	0.349095454382406	0.363701053275316	0.316438151309216	0.348372728745508	0.381102672167795	0.329369996496311	0.36601348963923	0.394877907813637	0.390844334598243	0.369954508588713	0.365859502116991	0.379864843753229	0.400704606192689	0.394413426413527	0.375247675741581	0.349081573964573	0.392883177939351	0.429685829070395	0.353899555526291	0.33015285965656	0.312401527509146	0.376821824002335	0.326263405505497	0.408248285359887	0.379312309789915	0.334469827368595	0.319265155110522	0.349558155820458	0.404495407559413	0.406965716657877	0.253522117060822	0.378756371884445	0.341381715703102	0.353300952113503	0.429237349869934	0.369453147585283	0.394530832019826	0.361025018852975	0.345377129643891	0.377868296113893	0.388344103132679	0.326195906960333	0.325227648400768	0.352109299753751	0.359218347224337	0.322965157794821	0.292140046317795	0.396054387409236	0.379241214578445	0.391649717726116	0.376191751580104	0.411487282226428	0.330239109176994	0.329774241669308	0.380977192379357	0.357499208841114	0.331859752496022	0.348038271051043	0.324120025856822	0.323393929718097	0.382340469311003	0.412712654768616	0.382718261931196	0.31112115182083	0.334262433957113	0.388620042623913	0.392953661738325	0.376168482600324	0.413268445686012	0.327897194858853	0.427468660020463	0.3538236760566	0.368660300455682	0.368644762508886	0.355479611980894	0.357541090406919	0.36297817446673	0.319307369941619	0.369442595950766	0.338667145121292	0.378486960406751	0.288504871376916	0.348205060076085	0.420763777301217	0.347014540996248
"X84950"	0.45789284500709	0.46707357331944	0.4221371698296	0.42822814553005	0.373620937988157	0	0.386381126132212	0.419308803554711	0.403089067089555	0.405920052746209	0.375646284384392	0.409718832401232	0.369951981880841	0.348157931610758	0.42762695097783	0.431533621934783	0.386009706679926	0.427566076221424	0.362626477470613	0.436515009214899	0.430062061284535	0.401523999507442	0.386098432815066	0.427918271550722	0.40679911977083	0.405715019539771	0.363720610660616	0.389488662220774	0.449332733012791	0.398729887321928	0.40970811097009	0.391083780574555	0.441801701064388	0.407109025491492	0.419010492129527	0.447533384981546	0.479197896259876	0.391720920513224	0.372044710111182	0.406275864582338	0.406842717922604	0.45419701547132	0.388751615475865	0.312822796303185	0.393976736560238	0.385766569676619	0.388004615492289	0.411244438022945	0.434482811707215	0.425034642822614	0.353868867221825	0.443320269014814	0.453241063245702	0.474890022173826	0.396176182868089	0.432097832006306	0.394513177700262	0.393094814946848	0.498643921652643	0.423418356859345	0.388882544816421	0.379560077835139	0.423852869818795	0.420379978773392	0.459216539303752	0.406210498122194	0.382717291442581	0.407071303522426	0.415675119114173	0.372082515293728	0.398144009185622	0.438719823724644	0.435257018529393	0.456460342275607	0.378284696761954	0.477843359921442	0.393205261182206	0.374388376623033	0.441894120509431	0.375704362062825	0.404459397052658	0.415233828029673	0.390264983000271	0.338115081789944	0.408122555159059	0.442859565672009	0.436411049578623	0.386466417786562	0.428171327674435	0.419742207028399	0.424400037024416	0.402664325905575	0.490986913027503	0.414338566397087	0.457417955772499	0.379452270225231	0.407808872997496	0.429540885479282	0.431972536807424	0.423917707782028	0.409473187910196	0.370113652714504	0.409296913916873	0.390637619021497	0.412323041611166	0.409480956434734	0.415556429768228	0.481680705431292	0.395369348676072
"X85898"	0.424729060192522	0.41598218753496	0.367442576973722	0.382148343159019	0.325464198002137	0.386381126132212	0	0.362552520702782	0.326107032078802	0.35125510631355	0.340717462154537	0.361610937447755	0.323062833445802	0.352483419682085	0.373623356466044	0.363471834597448	0.40259126939124	0.375002809298465	0.302121684162554	0.327691093066717	0.363370650026827	0.389083990520562	0.351646035717153	0.353849758924201	0.310593504358172	0.367271747176299	0.288656354562883	0.349608652342898	0.392976047488811	0.338359082108765	0.378193111282484	0.382857891127153	0.390663730431589	0.378618542179972	0.371676890389294	0.38110076735062	0.41317654784067	0.394055414593191	0.384551115975651	0.363042663917559	0.392525166119014	0.412470155785698	0.377132317675695	0.344145167869141	0.334358255547206	0.376463812181998	0.331913627520619	0.407936520816438	0.378980120409864	0.334538157383051	0.248800375271358	0.362626402946593	0.404528326153462	0.40815539297838	0.330084254267215	0.354455448789142	0.342571392023605	0.354284657714186	0.434526432393163	0.374227015623255	0.394924447238932	0.335273192636649	0.353072075037695	0.381670738161251	0.351985017510634	0.330832335828149	0.341669926892741	0.370532309424787	0.322670947721931	0.323407343125285	0.355080814185164	0.397244063729739	0.353852464170713	0.36216964468076	0.361202561792944	0.386568947933114	0.339817694206245	0.330963917989811	0.344989620779378	0.274345753787892	0.338021911037776	0.349274194648434	0.323808261313373	0.324135643094905	0.370859493305517	0.429168500963699	0.380155809588464	0.33511517610282	0.371683613887873	0.389418950537366	0.394143338058828	0.339665170425898	0.424335030964866	0.380522841317794	0.427956148107722	0.321396828815718	0.368313402581241	0.350708991404247	0.372162318667997	0.357183078586582	0.362620162646393	0.31899560539817	0.369084584130429	0.322766598944662	0.354467497214451	0.349200465962547	0.319126477253298	0.378708228599097	0.33694376491535
"X86021"	0.439917483632244	0.442542094525227	0.353105559666287	0.413212291245863	0.354475701459987	0.419308803554711	0.362552520702782	0	0.390029594120139	0.368372316065641	0.386786969269889	0.398722204727703	0.380202944690024	0.389629393502046	0.410903932000837	0.428989792231342	0.440037603912222	0.410592633386328	0.361580093669618	0.427357245239828	0.396799295434744	0.412634348213938	0.372742261321444	0.422802143007104	0.367316048824605	0.390892798165763	0.360147430069084	0.376884864286477	0.416141859575445	0.368845502833584	0.409671120841084	0.430680464350062	0.422253724234113	0.39414447283411	0.394893271545417	0.398951171839199	0.438068386378841	0.391488830254666	0.40206809347016	0.377232975773769	0.418146328039178	0.447809461725531	0.394844034630426	0.35060354549604	0.3332319907757	0.402554547404785	0.346127719461912	0.391975070881661	0.399741200597425	0.349984594889328	0.327636380800022	0.442156832792032	0.390795634948778	0.390176276145863	0.346768153147424	0.405929658966516	0.367878805401051	0.380260627925016	0.428798967798635	0.390638307573111	0.402029309713039	0.364378568193611	0.386697039781965	0.396730767335607	0.429285442417878	0.359572105246749	0.33198976716403	0.383048091541425	0.37934750141977	0.348468678116001	0.372997384568847	0.422849173355803	0.375728956594185	0.4155466651578	0.40133904531386	0.437136353631835	0.365435266741363	0.356672543662126	0.406908684386063	0.373660345566073	0.352339731616273	0.374016441040094	0.349932006154227	0.349799332865497	0.397211486742816	0.446899742265463	0.408748073618355	0.347966742056774	0.373919009963148	0.405665833876477	0.409221764071988	0.401688673135236	0.440802134470021	0.398410237525919	0.454076343679921	0.36988157686848	0.39446531247082	0.394555449355913	0.398145929429565	0.355963547897506	0.388909666473437	0.327054096673554	0.38566518433513	0.356140662889833	0.386605516693684	0.367194014741438	0.302342102564948	0.446695269307924	0.313341645906161
"X86054"	0.452358368763395	0.441274267391308	0.358122413174141	0.409823899006779	0.327776844383243	0.403089067089555	0.326107032078802	0.390029594120139	0	0.351558339121329	0.326318709010966	0.375034975168683	0.337929410640485	0.343083362437262	0.37416884365092	0.348211529478197	0.419910576850063	0.363851749358006	0.332489543547547	0.421803345113782	0.391036310667496	0.415345112925566	0.378102529027779	0.411707864743381	0.36181398121661	0.391018597302739	0.303914704108133	0.37690407109741	0.418098659182314	0.354903479537131	0.373939931118886	0.42052193013575	0.417514197154482	0.398485850940616	0.398972309143806	0.387894120808509	0.440805856411543	0.389262290147465	0.41189278200705	0.388424464946507	0.417190552118467	0.440099464356571	0.404473983707094	0.371774476440013	0.362033811394966	0.404139368029758	0.359542936091491	0.435565829387311	0.398075784814482	0.369231223699026	0.319907989187187	0.429075416443698	0.431869992184862	0.433159830295256	0.355071055791853	0.404950485521823	0.36757582934048	0.381618683194848	0.460383834333409	0.399379802108722	0.416628648138934	0.386005334165875	0.380413741069095	0.376543723899165	0.430506912877079	0.35632559376084	0.350677105785819	0.395513535366227	0.374280748486053	0.328129827334384	0.382756370032924	0.420259461782334	0.402697982241901	0.418967261753539	0.403509295607528	0.41190727506635	0.367447002777118	0.35830558402121	0.394775455052867	0.347187290351584	0.365697466885536	0.376569613402946	0.33468632884729	0.350612606400606	0.395817683345505	0.44488085857696	0.416322435420691	0.362744484673693	0.399359169735634	0.384264112475166	0.419147775375703	0.387678106191584	0.449369690784715	0.408152149888667	0.446102280720766	0.352449730526941	0.395977844483105	0.39596230653631	0.399503984699397	0.382680167739747	0.387958489779629	0.331783856902785	0.39676013997819	0.365984689148716	0.40346727571965	0.374492545818896	0.34726759973428	0.422358308395645	0.364619320763111
"X86417"	0.450611674116349	0.439890637431332	0.398422632203649	0.411356231192697	0.33353224836273	0.405920052746209	0.35125510631355	0.368372316065641	0.351558339121329	0	0.343397490501166	0.3819414614307	0.354538628950088	0.356395505509902	0.381644989765428	0.401960525758331	0.41651371113223	0.401151729430215	0.357637617782295	0.417712534986763	0.389509674951486	0.405621739652175	0.357939764756172	0.396389291859927	0.377066952087716	0.37606295045405	0.317775932166557	0.372321327690306	0.407215620130783	0.34097943000302	0.361697335048749	0.408340670232632	0.409911964986177	0.360738134859381	0.395065356119804	0.406983381274446	0.439059161764497	0.409489299984452	0.4107000361074	0.386376594509176	0.390135360573542	0.448766019299907	0.403061178876409	0.370027781792967	0.334828391771885	0.401744937675652	0.357796241444445	0.433819134740264	0.404883159170292	0.39008445291951	0.319917552300301	0.441915701875004	0.429181332638134	0.43430431311013	0.355995479675692	0.405874909405662	0.368500253224319	0.380205878364162	0.460898409717444	0.397697930458671	0.407429517722659	0.386595868233353	0.386725764341516	0.407599599361965	0.429314166977429	0.365624789058498	0.35683099828432	0.402619709476986	0.378278207732757	0.349510015980147	0.381009675385878	0.416612184935675	0.384790843702341	0.417220567106493	0.401762600960482	0.437278190537841	0.365872779172225	0.355738386083811	0.40676810069077	0.384837805293367	0.36395077223849	0.37515680857226	0.3496908752372	0.347601542665968	0.405890677365525	0.453671281113473	0.414909630590006	0.360997790026647	0.385426549649467	0.415319987937966	0.42013622152196	0.401959390911737	0.443840463969029	0.406405455241621	0.454105068239471	0.379466149388988	0.387763988780748	0.39441486566062	0.398123308125285	0.363168632935631	0.388769082778143	0.326896439876931	0.395233504262179	0.36423799450167	0.404277868718164	0.376484896771894	0.374970720704532	0.44655468561263	0.372585390376626
