Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
DR1TBCAR	-0.111945521407319	0.286218103492698	-0.199055048960909	-0.0238805563384571	-0.148599069919209	-0.303056038996585	0.187571055041297	0.150313190039415	-0.0608356965888189	-0.027749685209508	0.0606724314888082	0.0940018996287983	-0.15442536166795	0.0134549010516253	-0.0620321813033615	-0.204129666533176	-0.144443543706232	-0.00154598696131766	-0.278243230154382	0.292017851871125	-0.122385278547168	-0.0692681952940133	-0.0609326897546857	-0.425038811833152	0.35038549122797	-0.00605778923275321	0.00876426003228517	0.223356880484742	-0.0806630769320766	-0.145648013001269	0.0621704436263113	0.0806849499526069	-0.0323829351865153	0.0865805841505197	-0.000335285685341671
DR1TACAR	-0.0342549039347201	0.264463640576304	-0.122792356444538	-0.0133224706507973	0.00422392379098277	-0.344490270984755	0.273978168879601	0.11155003832918	-0.0500789255982904	-0.332305889804194	-0.0848231751605709	-0.377295177841972	-0.0835732827061856	0.174449716860509	0.0953263248203814	0.0204367138749286	-0.245600536526661	-0.292770858687342	0.295000923045459	-0.208143315479213	0.113534667956981	0.212104621512075	0.0288984945692663	0.110784377886073	-0.126568380423104	-0.0362543203050395	0.0294186642840794	-0.0588245800865449	0.105399990753957	-0.00535002641789301	-0.034609969862717	-0.0142930603604602	0.122382004123225	0.0384478478323183	0.00141293064516238
DR1TVC	-0.0836505940495969	-0.00467707774535996	-0.243461593171333	0.0187704112604622	-0.21284106811442	-0.152613596204272	-0.490322215253914	-0.105988076498657	-0.0594346005527481	0.0321525781406632	-0.217678392139709	-0.0299455612502366	-0.0189161205830917	0.0412802432741336	0.0334063664133503	0.271113819389595	0.117145853430221	-0.130116394215801	0.0275722619374119	-0.169578929002501	-0.455375414776205	0.0328943781004345	-0.0549268609205911	-0.1404385862509	-0.157764402632872	-0.060813842243711	0.12805161469903	-0.0330982057277281	-0.0179805196811526	-0.265547466808391	0.122444198160195	0.21804334297306	0.110799788610799	-0.0222081051385172	0.00130461642587588
DR1TLYCO	-0.183868097347639	0.0469599288662029	0.114084290045339	0.0684334247405205	-0.240171154499536	0.0997611341209384	-0.012658950490191	-0.300426805148716	0.206226639793391	0.186960672573901	0.0786695969357084	-0.2953820011848	0.12937882812132	-0.277497609577897	0.0675100096946337	-0.553705981485513	-0.0590296045662601	-0.0726527910823542	0.0337949216375024	-0.152229323986048	-0.167678568629093	0.0899603764832647	-0.102176024916337	0.0166114786121774	0.0831212786577125	0.0957449767848831	0.0502705726276766	-0.00766770735086479	0.282634512256627	-0.154879912985256	-0.0725832905273052	-0.0612973316444832	0.00787295551826544	0.0281922551296184	0.00217393534519671
DR1TLZ	0.0182449837404058	-0.214425903373589	-0.165334461414941	-0.0109819251224291	-0.171923180285137	-0.194599211695049	-0.185156688363574	0.224277777578954	0.462049576616361	-0.331687203920176	0.202782339119985	0.225157323241577	0.123454718112453	0.0836717865397303	0.259540931744027	-0.16827893357756	0.105733695306696	-0.0643631763324428	-0.169904928954774	-0.204597504281418	0.240126553923635	-0.1838793570095	-0.000916484909107914	-0.0189997916203061	-0.127598763290391	0.0342022872460907	-0.165245147005407	0.0224219289926483	0.0763224253181619	-0.102197869862851	-0.00961131742621176	-0.0129183219829277	-0.0332942884372463	0.0140382621211865	-3.59209236076765e-05
DR1TNIAC	-0.252872112546008	0.0813164399649008	-0.0578917968885044	0.0109123428397854	0.225674239320906	0.0887825636856624	0.122157444933049	0.0467856855215841	0.0298666286713452	-0.00468820058324647	0.0604933303839065	-0.059853546540089	0.0551948462160485	-0.0429752144889946	0.108246458261499	-0.0207175395711364	0.431181961228428	-0.153392613887771	0.07259966970205	0.0238148274892243	-0.0285430675681827	0.042131936175396	-0.033761585245237	0.256647386582039	0.274084872006288	-0.395521343646973	-0.281306927398167	-0.0200635509091102	-0.235274002789661	-0.359776127362004	0.188203481281127	-0.0662562548403424	0.0571404144165202	-0.0316817099932923	0.00205855411703907
DR1TFDFE	-0.177886536113847	0.168924199217507	0.0807063218638708	-0.193621974281448	0.275844681747659	-0.0747243092606944	-0.202019553170049	-0.089454177913766	0.245262961786666	-0.0850504901476544	-0.0673051857062843	-0.0493730654430522	0.11649616047338	0.185753685700243	-0.283676111390673	-0.00632058799797977	-0.0840298045423834	0.0985208386450636	-0.0779977689801565	-0.0373262243974173	-0.0786164411619755	0.025235427537473	-0.0143190057652311	0.0136070517231534	0.0316636491889733	-0.029396439517253	-0.0897241962420834	0.0510043109225149	0.0543807915745238	0.0856479793609208	0.00161064220914801	-0.0493116828551244	-0.094038355670983	0.00670429114453112	-0.704841341463
DR1TFA	-0.112443183129834	0.191373661689749	0.269658284502615	-0.239225082974528	0.207847478368649	-0.146680805775432	-0.162857938203581	-0.0200774315488458	0.200787883902289	-0.0937338677993989	-0.0782929173582759	-0.0805334926429078	0.0648855599770881	0.155928365557019	-0.220117385640438	-0.0918952208426131	-0.0342296589355882	0.106504168923943	-0.156542208583833	0.102308677240324	-0.175142864058513	-0.0335837706987565	-0.0434764775561005	0.0104555028252951	-0.164937367545197	-0.106627460226575	-0.181229030172752	-0.13261996548222	0.0360508070216218	0.0969652324523783	0.0209510598897626	-0.0210591428519139	-0.0105486513268328	0.0406396617593612	0.631162918331732
DR1TFF	-0.167700678136506	-0.0054554562417749	-0.348808405640875	0.0468094241542391	0.19435939101875	0.124411424932854	-0.122186844480132	-0.155032804449131	0.139971632687838	-0.00266052104280609	0.00654421054396023	0.0497526071509053	0.128587888882197	0.102468867242315	-0.187779334452629	0.168767071893931	-0.115409493002601	0.00683673655142799	0.135649646534825	-0.274799433745607	0.173502675369914	0.115507718646598	0.0495420016827979	0.00736903811926389	0.384721022323282	0.153769996072653	0.156254439447293	0.374030095295609	0.0439767527514999	0.00592094079325832	-0.0261153206555743	-0.0675462687072272	-0.196209870685021	-0.0565613096045246	0.323663862103907
DR1TPOTA	-0.250279821830356	0.0720661754566138	-0.249639842245544	0.0253952381808925	0.00854398238487958	0.0800844105727421	0.00865776087128473	-0.0143082473429468	-0.0900766330359524	0.0788592451901505	-0.0691009510090444	-0.0288111783819397	-0.0397328524053887	-0.137272307869244	0.0192237194439225	0.00629081426261221	0.109773435776602	-0.228145608842022	-0.0590265005630939	-0.113818730957765	-0.0423883414116025	-0.427502716704492	0.145265198091432	-0.0416100290220793	0.00762722292048313	-0.306290150374603	-0.117186617288079	0.00282278368347336	0.173159705387917	0.500395651968839	-0.325863288192912	0.109051252333608	0.034035152933639	0.162811702426974	0.000571800920873464
DR1TVB12	-0.20580817611067	0.0647232869816963	0.0838722063198625	-0.187266543479781	-0.131581645127159	0.257026400049072	0.116660998356773	0.0310523610548215	0.188657504427144	0.0755296258273483	-0.0211694579465819	-0.0514584673973556	0.29335689441266	-0.0853727997828771	0.171117547139149	0.317939893294427	-0.0620493114352825	-0.117809195364239	0.125827866859879	0.0578581473672341	0.159522922721499	0.149341095053726	-0.105137076734371	-0.52311473370179	-0.00331455988806968	0.0717126784456528	-0.23687962553002	-0.11467119005182	0.0170110081223233	0.153045175493884	0.222697186220143	0.0572883845818811	0.136212056935768	-0.0798264877342524	-0.00146937118855733
DR1TB12A	-0.0670470371930492	0.346865019771251	0.0135926577876848	-0.0815037453575143	-0.300507341128321	-0.0968392757867498	0.0931891798623479	0.155127911877413	0.208204981091158	0.18629026350563	0.220385237329167	-0.0892019135122819	0.129550840768627	-0.0837800002180531	-0.199949191084716	0.110372653610511	0.277690598779444	0.286284335584895	0.231721259492112	-0.0584445293800354	0.0423159477465294	-0.103901288651131	0.316423938694707	0.0143543314783485	-0.215456392289207	0.0107354489307724	0.231835059540871	0.110422193813144	-0.251083996465307	-0.0424662271465715	-0.117673126571703	-0.0567809840767006	0.0147956372572537	0.0409227333823422	-3.8415361068132e-05
DR1TVD	-0.0995252084793809	-0.0270675732797923	-0.0469017740008618	-0.409336973737172	-0.153905209790417	0.165054183974237	0.0518314182743735	0.165491760702838	-0.191385420959897	0.0841128323185651	0.231673824044494	0.17123076649973	0.163113542575857	0.121740380881396	-0.0776627430433407	-0.00196668473015137	-0.288363419531934	-0.225198435345603	0.205156722340136	0.133658278444385	-0.129635562534735	-0.272593097707446	-0.0497749580092809	0.238574788568324	-0.117039015938415	-0.0748621279463049	0.0569960564728136	0.0331478441436865	0.223547441820366	-0.183276232027373	0.153601002692048	0.0219265794565616	-0.283648092269425	-0.0914820338556387	-0.00121685967562066
DR1TVK	-0.0944703275757618	-0.311066808006138	-0.0521596829165009	-0.0482389624511185	0.0524732855101143	-0.348156405393005	0.0456649514429862	-0.0305142640199968	0.297314763541667	-0.0243700634362546	0.183498877792481	-0.0254919042928099	-0.20739727844201	-0.39027133660508	-0.0876991214237452	0.216312351913324	-0.0496929974874424	0.145863968566858	0.284100944737507	0.232919484390989	-0.0520378228617171	0.0199753533867201	-0.341979442432985	0.0876536522361165	0.0946950997555416	-0.183853677381526	0.131007550193553	-0.0470376685102157	0.101327361269851	0.140081238368664	-0.00237575963267819	0.0965211756468358	-0.0117280778383912	-0.0349002791234919	0.000540098421701172
DR1TCALC	-0.215262146396764	0.0352455631528334	0.158719623747928	-0.154379197447395	-0.143240653885325	0.135683008471484	-0.203700325530442	-0.184278802850018	0.040776007186308	-0.172638950249185	-0.00888317309642134	0.222515075332436	-0.231421009576962	-0.0861065865335574	-0.0242689058796944	-0.0909737416916636	-0.251040606879508	-0.123930525208252	0.0841921113514816	0.0699955662538433	0.153698843333487	-0.0835923888124699	0.093273175790915	0.219272244138207	0.0542946187009398	0.0623330681437199	0.0611023626542418	0.175842805205605	-0.297286529907996	0.0541916768903594	0.118238986743444	0.0525893736007043	0.540257375949012	0.137599767166276	0.000647437798637854
DR1TCOPP	-0.22107914458333	0.00877681761272401	-0.104802211372011	0.0888691018896461	-0.0339685491656033	-0.121924994992248	0.109916163387002	0.0810714760229775	-0.271121157078012	-0.0150793365578889	-0.214730408091705	0.384208048988288	0.115030808388078	-0.273168155409411	-0.236131000631223	-0.188008892310241	-0.133437568051236	0.331242690789564	0.0473786978070159	-0.353131771151316	0.110583751840114	0.115324866694696	-0.076097102894144	-0.044173968541883	-0.196181009116662	-0.191078135106581	-0.146137607874891	-0.0779224488883106	0.0537767771866781	-0.0244060462662411	0.168731069922189	-0.0771058167276443	0.0663715114240981	-0.136361238880563	0.00122301190934526
DR1TCAFF	-0.0969427690500098	0.118836693130076	-0.264648563869145	0.14866147369246	0.293902122752489	0.286187740797503	0.0892151532596598	0.146606260878171	0.195263029791312	0.0369945132191275	0.0830996955790984	-0.0772686269230363	-0.23196756014447	-0.00113215683300479	-0.140671590668351	0.015771692443013	-0.110454048609217	0.0669925870028297	-0.1017386837621	-0.0573139576918995	0.0299690385538635	-0.308478870819431	-0.0728667776447037	-0.0639683094370892	-0.0782067858057941	0.189317332097455	0.234063969532782	-0.462433099748456	0.0709671477759721	-0.221444236193745	0.122443470722038	-0.0173001222098336	0.210652730066854	-0.0165898123435259	0.000915478464555301
DR1TTHEO	-0.105406578719117	-0.252603074634816	0.00431452875931115	0.215388116679459	-0.176356443070931	-0.0183957269705053	-0.182163632071961	0.389601041668599	-0.0132439529812811	0.0702691464887118	0.0288544390774978	-0.285943252529703	0.126543370689986	-0.169307216568714	-0.377491733809346	0.106732519399629	-0.161358577533798	-0.19712546970491	-0.298511410384308	0.144765292722138	0.0866272038640203	0.204339393663079	0.300136969782106	0.149277279930889	0.0803093429779141	-0.0342786469063223	-0.0781148538504778	-0.0573446275509819	0.0443545428016711	0.00949289345166459	0.112102287586056	-0.0606534343668416	0.0457769746844949	0.0444863957392308	0.000251278411327164
DR1TMOIS	-0.185839990216102	0.0458295317782389	-0.220825524204219	0.0490191823373945	0.282963784590412	0.134792827706237	0.0621483401968117	0.215620848747544	0.0987827941888141	-0.0783780430397305	-0.0472590457982307	0.237140141876545	0.0877351204341486	-0.184103693702411	0.116760755659562	-0.144686844066146	0.0685071854011024	-0.123399591946343	0.0483138438452036	0.303671147669003	-0.282762539248291	0.369310232910727	0.0856859232679595	0.0827859931617826	-0.332578454006826	0.27363038864765	0.0290836451474452	0.158801222930355	-0.0256954660735893	0.0664407784740225	-0.201367756339086	0.10423823003145	0.00286255318404673	0.00451097341368716	-0.000363476239296955
DR1TS140	-0.195626567285724	-0.144413563467078	0.243882932468009	0.114280007448154	-0.169433058333498	0.160103122635652	0.0853238415082328	0.0780507920712331	0.137851911451866	-0.154536048982757	-0.220176945482354	0.0677103964966869	-0.13355333568049	0.143118772580922	-0.200737125665341	-0.0387290047249256	-0.0388370003270236	-0.19176786712645	0.0560186965511293	-0.00162063315949885	0.0200576041407147	-0.0108398788723165	-0.0917948474547099	-0.163785604088931	0.0100173664110278	-0.168212560806342	0.134019099422118	-0.0751748704673935	-0.23120942150332	-0.149518346471946	-0.471106495754612	0.0304719624690073	-0.148673819080852	-0.417807188150993	0.00273005926563689
DR1TS120	-0.14453801579868	-0.226138040478849	0.101114496524425	0.23069832942248	-0.101216303932791	0.0223602470813828	0.178163469199464	0.244667267034124	0.137463639736535	0.0970139117222372	-0.333659994918824	0.00864431039926377	0.0896067188854457	0.445269954198532	-0.00410790332302277	-0.138844494978964	0.158868826036309	0.155904304213589	0.215014517736725	0.0904892053793673	-0.124932409616527	-0.114522696515438	-0.0722675407909924	0.0599174252960038	0.0869962194420388	0.00611550486428774	0.151576588846298	0.172975272068511	0.204376506643614	0.151774280547387	0.25580058471212	0.0626929368179171	0.192288181726424	0.154030625508059	-0.00135529014109031
DR1TM221	-0.184796507424633	0.102916439035873	0.0385764324237309	0.0927118835065004	-0.172705748483949	-0.0822097116781533	0.27689368035059	-0.0823135526536168	0.243384631257655	0.343806045797056	0.00476674961523649	0.177452122192987	-0.160269875145956	0.146289111874931	0.227339479772745	0.271803225369092	-0.237552036242995	0.0548858264255961	-0.340145619081427	-0.189958059599219	-0.150367440650267	0.130111835697306	0.0138290738712376	0.359523157143308	0.0108427633081818	0.0496356146326816	-0.137229215401535	-0.0656239679475537	-0.0658272097102174	0.0651050302031439	-0.00917396106932035	0.124808222860274	-0.0973802925917854	-0.0624159073736263	0.00030886436605079
DR1TP184	-0.0419868963805719	-0.250741631626031	-0.139931748515115	-0.35586085153817	-0.0433759196435214	0.00568258494948665	0.0115296822406931	0.0714621567247367	-0.0493863613113885	0.185623981070787	0.24369933144614	-0.00640119508983431	-0.432039832046664	0.226195632406463	-0.17727398174261	-0.247172436187527	0.23659972081318	-0.0736208377600263	0.080659432118127	-0.220485964409276	-0.0851835713425585	0.287878069255085	0.108776244205927	-0.139272461995664	0.0337751262827664	0.113089144180605	-0.113371261930348	-0.132163582621239	-0.0612019234839634	0.223311660083423	0.0892904955314197	-0.013017107058817	0.0325025490297331	-0.101901553705075	0.000700260538012631
DR1TP205	-0.00931108407317513	-0.212760275770752	-0.152691324543656	-0.353251307618483	-0.0213236771892367	-0.0489084624607877	0.139760917246487	-0.0416542723539667	0.103876656468736	-0.0059605284473719	-0.566011639209943	-0.217943466990068	-0.136347068170377	-0.225438691269918	0.0765919812747423	-0.0181629528602006	-0.0163300437259318	0.132508159828228	0.025211652660681	0.0704067892266869	0.0346937193483621	-0.232848366487459	0.280814502115508	0.0583726412563472	0.0152654143648345	0.245187025888804	-0.187562571018323	0.0308698611009277	-0.0857052886043107	-0.162275872743779	0.0473672468724348	-0.0306462798143708	-0.176267755601394	-0.0510643831103464	-0.000758775239761143
DR1TP226	-0.0143791272246039	-0.237674843289939	-0.196377644658219	-0.403577057164688	0.0230055050115846	0.0271278734073621	0.131562585928474	0.0053596135969211	-0.0569934150966047	0.160289006348478	-0.0725457905918812	-0.102270303567723	0.241856420882737	0.116298944667651	0.0339768384744419	0.0177778608874696	-0.0284853206838915	0.103690746899138	-0.30585239667487	-0.0170147121415656	0.137116744472782	0.165199670671551	-0.249699362864966	0.0213192346355456	-0.0734922922554785	-0.195219342923827	0.255096377634382	0.0296133135093372	-0.0757712607329565	-0.147164440600832	-0.323635954630905	-0.0709218072991013	0.286005250946676	0.2497560351572	0.00245448866647656
