Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
DR1TSODI	-0.265014491510996	-0.0417197637475902	0.137464691749912	-0.0413659554388332	0.0590874164789544	-0.0657552545689632	0.0767160725172719	-0.202298169345605	0.00086229735937849	-0.0741174137571299	-0.0284412675195953	0.0859929147772954	-0.185119624683114	-0.0341818862061012	0.1616222783595	0.0937261053418217	0.162999528367949	-0.133839134164381	-0.238086298967538	0.0822273847166605	0.104088148843298	0.0755691302183429	0.252009620384294	-0.130086185288365	-0.196751629655891	-0.17599298364741	0.431608311613607	0.0806828781805185	0.239868176160977	0.00732141039604947	0.26144821522841	-0.394260616083918	-0.129748458691473	-0.0560844150031165	-0.00071890836874666
DR1TCARB	-0.270193146604065	0.0608455553472947	-0.0614836164475324	0.00707814201906377	-0.0402826921041951	0.0499586981029206	-0.139305398453442	-0.114898244227666	-0.154318191347715	-0.0443684471249058	0.0530405641525602	-0.175020731825421	-0.0635084592444343	0.127869736199644	0.0864852986517022	-0.108786427568892	0.102665620203926	0.253970854764566	-0.069523310580892	0.203487601552161	0.424230689968746	0.113569335971369	0.0500208373482117	0.0793400071530916	-0.0914665890171426	-0.0408476042460834	0.057302178762885	-0.0553718328680008	0.122874008139505	-0.0402273787596424	0.0356959510462971	0.624601299502732	-0.153556979228236	-0.113050626152118	-0.000420216600342362
DR1TSUGR	-0.196197144768094	0.0347553003524385	-0.169600104697523	0.138245214383506	-0.123324862276057	0.186835248305901	-0.265878236910953	0.129439992995188	-0.0844049928707071	0.0332606242937496	0.060683061663564	-0.26804340360391	-0.254074517409128	0.121164602129058	0.22587708091819	0.00308889166539581	-0.172595549377102	0.279900063545333	0.0715742421613197	0.137205828031772	0.00852779471049928	-0.00560090016197279	-0.252048873926352	-0.00648677384975101	-0.204453849424114	-0.0789337739029513	-0.212425375488323	0.190145948769718	-0.134132916317299	0.0658043793188125	-0.0423055307906287	-0.44568962837767	-0.113939223771342	-0.00545988192428925	-0.00209819689160505
DR1TFIBE	-0.208389718885654	0.0661886159252484	-0.170745011735066	0.0375561249642226	-0.189069041715558	-0.254226105142642	-0.114003753960414	-0.189314335513452	-0.126735450072389	0.0383622066662597	-0.0804852563550359	0.199450964249382	0.192396527635196	0.157393007379349	-0.0108780693365066	0.00318583538793451	0.145701273322911	-0.0569897045869132	0.115485965492366	0.304854394438433	0.127716299361499	0.00920001607513635	-0.0395163253124734	0.13520425037002	0.187818613234907	0.286536418305968	-0.0140601989785757	-0.485514161077506	-0.00569967646822397	0.0727640265889855	-0.155504293167846	-0.311023776839105	-0.00196049581754538	0.0129279303054363	-0.000565996772023273
DR1TTFAT	-0.252095888621549	-0.17353300314968	0.190528168422175	0.108449339384395	0.0343023328808272	0.0068265790701728	0.0794110178588174	-0.0600075785377156	-0.0753420513658203	-0.0519612188387629	0.0573937786264228	0.0552651742188849	-0.0990283287439356	0.000705468593481202	-0.111890278479817	0.0823790002281482	-0.00133909495597554	-0.0735957809842422	0.106919689795527	-0.130427474587662	0.0389631513636272	0.00920869526163239	-0.0560004540149792	-0.140072006970252	-0.126096335138722	0.132378090992985	-0.082948396073431	-0.0788262705364278	-0.149233606774239	-0.182393161418103	-0.0306277382359902	0.0775372779984509	-0.339851477518536	0.721502539445955	-0.00350382723589608
DR1TPFAT	-0.207664905793647	-0.176104553622388	0.15995854682214	0.0811861539724427	0.180236026930853	-0.222196928375356	0.0718217023691773	-0.0972206229271211	-0.172977538507832	0.138269521013174	0.218392371376893	-0.0282848045188375	-0.0290400639205116	0.099627462836832	-0.0458798339396531	0.177672549424078	0.0279905263627425	0.0387818779958866	0.0330895708428513	0.026515610406308	0.00616234295055146	-0.169851598765676	0.123688264504065	-0.108077693214498	-0.108980185861442	0.22348965292999	-0.298998897098233	0.246424842599878	0.281364373859396	-0.29577180130003	-0.2550543401169	-0.0312372552351876	0.342614252208947	-0.182415743394542	0.00189577559445266
DR1TCHOL	-0.206656258680827	-0.238924469846577	0.0335759040313726	-0.0110556911522818	0.0473450066231962	0.0309107421330126	0.0670960471878913	-0.01652917123612	-0.148179510126235	-0.354488486863903	0.239671060345654	-0.10868475003883	0.22813089884194	0.0454889066539568	0.256073975450243	-0.00679018340308667	-0.193775178144839	0.332431654680222	0.00701336127627437	-0.0856455749546395	-0.371017979762919	-0.0341354226112423	0.331770959498414	-0.0699014770775763	0.210693480636612	-0.0379233970821694	0.124699013184036	-0.201561989476302	-0.176833481739205	0.088987053972356	-0.0274595990315431	0.0172673213945958	0.0197726042930714	-0.0501744959809985	0.00129663573191533
DR1TATOC	-0.201402957260607	-0.0698764328513152	0.134531065975237	0.0178855294270301	0.224716617888242	-0.284884112390619	-0.0608529958013512	0.134836179198032	-0.15775131557277	0.210212492512259	0.0227019335399693	-0.174526701009608	0.183373939288904	-0.0797636352213327	0.11444854907283	-0.124410976528085	0.0217921805784606	-0.213645816426493	-0.100363712952665	-0.160643767172817	0.0823128045597067	-0.232949657536232	-0.261762107676572	0.0212228160622903	-0.0844598828662618	0.258686444020017	0.2028171589843	0.0875446604841854	-0.402464632167633	0.194805997490722	0.168379559234992	0.0514537142237925	-0.0838584185711015	-0.202863322449633	-0.00285376298045723
DR1TATOA	-0.0298734214808155	0.10708841595209	0.238134357037304	-0.116136803725222	0.207025637864892	-0.102459074586922	-0.33264372321988	0.404755057116291	0.00867967816761529	0.324896296319714	-0.119211478350488	0.145757941730855	-0.122603282166935	-0.0676883775285964	0.337527145748558	-0.0464267805465965	-0.147287906907509	0.0519056285537647	0.198432474792729	-0.0847385486314083	0.113712093280508	0.0901630574994672	0.181036237559246	-0.0807698470414529	0.253154289317083	-0.101747872019526	0.116582888711805	-0.131556658000321	0.14024031164136	-0.120217073390003	-0.182529950723874	-0.00292812621784849	-0.0150179136260011	0.0922381704258997	0.0024775290864683
DR1TRET	-0.137324552968213	0.163649490955095	0.202245075786645	-0.196114701047995	-0.164428097612413	0.139555400120258	-0.00421953687525476	0.288149982791623	-0.186671649608375	-0.33320378247307	-0.0312990743158751	-0.0361928720896588	-0.120832303774568	-0.179050397233333	-0.0101118076337796	0.206732827254696	0.302821990951625	0.110332098845298	-0.189274664800555	-0.188872550622462	-0.0804302366465056	0.0206561309119425	-0.282121564277543	0.17149803767887	0.214290543605278	0.304243262074121	0.0568596963088575	0.0577143089767714	0.246804411630519	0.0428413852283355	-0.0884498504114	-0.0279485054434332	0.0101372418311755	0.000139986204331505	-0.000218838929470075
