PC	var_explained
1	0.34027
2	0.13419
3	0.07308
4	0.06609
5	0.05461
6	0.04653
7	0.04365
8	0.04029
9	0.03408
10	0.02999
11	0.02217
12	0.02035
13	0.01801
14	0.01531
15	0.01279
16	0.01022
17	0.00924
18	0.00825
19	0.00577
20	0.00444
21	0.00276
22	0.00225
23	0.00185
24	0.00111
25	0.00087
26	0.00069
27	0.00061
28	0.00032
29	0.00022
