PC	var_explained
1	0.1289
2	0.09404
3	0.08628
4	0.06786
5	0.06411
6	0.06108
7	0.04915
8	0.04572
9	0.04192
10	0.03977
11	0.03774
12	0.03631
13	0.02979
14	0.02656
15	0.02363
16	0.02286
17	0.01979
18	0.01966
19	0.01837
20	0.01707
21	0.01421
22	0.01389
23	0.0106
24	0.01001
25	0.00725
26	0.00596
27	0.00484
28	0.00241
29	0.00022
30	0
31	0
