"PROT"	"TFAT"	"CARB"	"MOIS"	"ALC"	"CAFF"	"THEO"	"SUGR"	"FIBE"	"CALC"	"IRON"	"MAGN"	"PHOS"	"POTA"	"SODI"	"ZINC"	"COPP"	"SELE"	"VC"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"VB12"	"VARA"	"RET"	"BCAR"	"ACAR"	"CRYP"	"LYCO"	"LZ"	"ATOC"	"VK"	"CHOLE"	"SFAT"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"MFAT"	"M161"	"M181"	"M201"	"M221"	"PFAT"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"	"VITD"	"CHOLN"	"VITE_ADD"	"B12_ADD"
1	0.5748842270257	-0.184120111601633	-0.0128009332632283	0.178860684966235	0.0935375332017797	0.2228049766613	-0.0810032078589609	-0.324846728567087	0.189139399322974	-0.136735497554347	0.306125187883215	0.865149383262649	0.426515133491325	0.445618097326642	0.445316001742056	0.218982030215162	0.900193919384391	-0.275352731175121	-0.17569346470507	0.719717099154698	0.785067479066076	0.383529988727287	-0.18893826956562	-0.296818497799607	0.0175024195783678	-0.237116306635412	0.751030402780757	0.0452411954832181	0.0849404590838789	-0.0667765965023272	-0.177493499847678	0.154434921247918	0.064792629631176	0.0223767191388365	0.165382756292732	-0.00600328963917624	0.857734179850845	0.486232397034318	0.412934798002965	0.397460156026858	0.255233688911058	0.340504998479846	0.0593993093632321	0.425432810072357	0.561694780778823	0.438859320354168	0.597165446135303	0.774127066662791	0.553023225646782	0.754143410544568	0.083962432309951	0.382052674518848	0.300244535980492	0.347997189896001	0.527956545018343	0.765247207792766	0.572365598060231	0.666829198940655	0.631811606820793	0.736348582214428	0.878528795021766	-0.457992826664733	-0.591494379547958
0.5748842270257	1	0.431230502513108	-0.119190680371397	0.564355348973495	0.449459836595545	0.690115492633495	0.500130393760999	-0.0227748136216044	0.608428035513178	0.0150000759381805	0.288411668737306	0.711581095020735	0.40649594235827	0.328696427952008	0.423374109563962	0.199808147172639	0.544286429790993	-0.144011726199333	0.281593369807572	0.619002021844429	0.631117906584695	0.178152818704767	0.061755173751032	0.0716235582621535	0.0185521898677826	0.0667896435437331	0.290541637809389	0.0782200360181289	0.217172810489315	-0.29808962671591	-0.30117194275827	0.0718849883218799	0.582719434814456	-0.204955907306975	0.485051441906328	-0.128559866196448	0.576231198638555	0.939274209692688	0.852613728591251	0.845945969481901	0.733027228258376	0.818230230284063	0.549477665403238	0.827719455293834	0.967029416238994	0.908475550141889	0.965760523135223	0.787479005761897	0.961293093773677	0.457534745214135	-0.170454674756794	0.768184293180001	0.776452524721616	0.581616907638367	0.0505046730299346	0.535051090881386	0.0447848789587949	0.211305409426529	0.108240386497128	0.285552334031448	0.421626952540809	-0.23102565501286	-0.318509330381571
-0.184120111601633	0.431230502513108	1	0.24175040987685	0.6342462219958	0.579280539258805	0.695441558483252	0.848973307057469	0.393427157981189	0.595805144101156	0.537357121104783	0.383879781872641	0.1552689581778	0.0443153020923642	0.225192327650747	0.306417786990541	0.150839362606393	-0.0368244995230009	-0.153903745808741	0.506764596087329	0.211330535242449	0.00410322851288106	-0.170481633855402	0.492069882444848	0.60491532055132	0.125150365866977	0.555179156157287	-0.363714017400106	0.173042937421005	0.25201604043641	-0.12614877202649	-0.118439409530067	0.0128252057026767	0.622250598651391	-0.0914859631808737	0.169837989044021	-0.145963450472017	-0.115363032974465	0.540046468256426	0.495182886249548	0.47958426343563	0.485182237981528	0.513174640780085	0.451315169759232	0.483374469350779	0.480432025307591	0.608754726045957	0.361853067088553	0.0185171638508372	0.400664648216567	-0.335997923263955	-0.252325283057467	0.215938741213644	0.315415660644979	0.00143911244338888	-0.510076352584262	-0.127066656370849	-0.538319907865995	-0.473994231912447	-0.544776052643575	-0.519734436548418	-0.293203330554698	-0.0095280756841392	0.085806503506877
-0.0128009332632283	-0.119190680371397	0.24175040987685	1	0.273447006731558	0.297507233033651	-0.102632944775394	0.19805260545481	-0.0870757830958557	0.0603645542692499	0.101167143308213	0.248831012634414	-0.0360029333195896	0.138639007766771	0.143977129327323	0.0587295322651977	0.0488448952388519	0.00474288068232497	-0.250473513173245	0.0186694024626561	0.27616987728007	-0.0910027278614706	-0.0784055874220481	0.0197262069015141	0.0315857129898759	-0.000768403704125675	0.0239061651647775	-0.091401842930709	-0.049549187474767	-0.1569682502784	0.246767301515927	0.134977367083852	-0.0106432959180501	0.244765038623336	0.242181312243522	-0.132975205168892	0.117933251223883	-0.0318114351765909	-0.0764649586515339	-0.223545353644407	-0.204879945937456	-0.177134264833326	-0.151223402327331	-0.106571346675289	-0.153658804087801	-0.0721578956080876	-0.00489649964664951	-0.0864001311938408	-0.16336457152875	-0.0825077665021415	-0.25810341478957	0.0623603625536891	-0.191928552985847	-0.154305692860917	-0.270154477345354	-0.278054762341029	-0.000939048711711954	-0.213551076831459	-0.211095112871299	-0.213632967877472	-0.286343892354298	-0.0277557157932391	-0.115272196252825	-0.101141108666811
0.178860684966235	0.564355348973495	0.6342462219958	0.273447006731558	1	0.822886180348353	0.576563016403525	0.580848273527188	-0.204766997760899	0.492853514891139	0.0880834851147728	-0.0632899250649134	0.393120150197117	-0.0410133626831226	0.287817200063756	0.349307256173797	-0.303617997873224	0.258780738398022	-0.520970070506434	0.240947390622678	0.370436044001962	0.363720735883647	-0.251128250975628	-0.0918793372301168	0.248077551216108	-0.411128480713576	0.0172208684268338	-0.165601990621295	-0.0508370873951595	0.137410742177064	-0.485968365675071	-0.28289465293228	0.0799688249932195	0.690515851064892	-0.408414663690118	-0.0492921863679345	-0.487008128185968	0.14142861558911	0.710819029199871	0.606188912563794	0.615355644434048	0.501706209925044	0.612123830981721	0.425868530206149	0.645675625031482	0.683586861074115	0.772860054710855	0.539538230716445	0.44308885091061	0.53584421881047	-0.0200151240677623	-0.0730817230177006	0.136946823041597	0.200914270338306	-0.109133706095855	-0.252432598732736	0.138017349698	-0.2912484992263	-0.197836430044295	-0.289118533585729	-0.261804818273194	-0.0572074324365044	-0.224310275419307	-0.239188684854508
0.0935375332017797	0.449459836595545	0.579280539258805	0.297507233033651	0.822886180348353	1	0.460231087841111	0.521723938041788	-0.239650271388608	0.459163357301566	0.0614672149663404	-0.0976900144456319	0.189841399349534	-0.207885159573448	0.282996673141625	0.301246798271364	-0.353682147856364	0.148862350317883	-0.507185093252247	0.131977544756846	0.24864705686527	0.316514165482686	-0.318892295021051	-0.113890207550264	0.278690101562691	-0.477816485457246	0.0119457107679567	-0.160495235501292	-0.14045627508918	0.0251361961383795	-0.467631375946499	-0.243183951738474	-0.0122337082092704	0.569889511987733	-0.441816008091114	-0.191064945335537	-0.481853125909572	0.0323257428296872	0.604092568723196	0.516703858004212	0.555747636238325	0.444471863869741	0.573173963578667	0.402094796091268	0.619577197499657	0.561243661432529	0.627778394408371	0.356180314383379	0.424911750704057	0.33666918303805	-0.0555216521330103	0.116907215022188	0.133396214792071	0.176692442153661	-0.00944676508388396	-0.131371233050139	0.052890665091096	-0.178517119250463	-0.123364997153579	-0.211464802584891	-0.277205078366129	-0.201007826826492	-0.161574202336611	-0.205687626627582
0.2228049766613	0.690115492633495	0.695441558483252	-0.102632944775394	0.576563016403525	0.460231087841111	1	0.609259654794221	0.0535162822311575	0.651066699305972	0.231213183634993	0.238770840381699	0.477212973850207	-0.0273167521164362	0.486629062504388	0.350321910439527	0.1305522377087	0.361335669985985	-0.409666414587742	0.353580833282536	0.446302412181855	0.191000359530351	-0.22214522462726	0.277004131309565	0.38642563613852	0.0191471792418529	0.327640835051963	-0.0151048918098515	0.117246579463994	0.239799796683838	-0.263253228077758	-0.133122207876006	-0.0328884935889644	0.60263720538572	-0.244561067860997	0.302210276394638	-0.275537351516557	0.350524873528632	0.756942563829154	0.717581380935477	0.700763325410195	0.612919552316416	0.69741529667739	0.489092478044649	0.665370873542638	0.726751536089478	0.817750505908668	0.618610788896957	0.332168414725636	0.639769743241343	0.0170309727996424	-0.0739798612229622	0.435843275835137	0.485476328853885	0.166787819565025	-0.154303044541602	0.374198260834835	-0.155049261738446	-0.0553789853097263	-0.138222304938962	-0.12375936706854	0.13430946375636	-0.123561735081212	-0.215847655527663
-0.0810032078589609	0.500130393760999	0.848973307057469	0.19805260545481	0.580848273527188	0.521723938041788	0.609259654794221	1	0.361289394038468	0.70317674288522	0.337656637281426	0.400970518731323	0.258831439882549	0.125652495851465	-0.0580212040041407	0.299249188476216	0.0597909113410255	-0.0407228104627844	-0.057102574666413	0.284093998388718	0.438116041302501	0.0268840366382012	-0.0201715222024536	0.36214453240771	0.512550205824604	0.0185886040827417	0.431715168622596	-0.272449159390459	0.141229485286109	0.173644247855481	-0.00523979466573731	-0.186145587084802	0.210207203129366	0.542178276718983	0.145613895663619	0.263394365823089	0.0945900636503416	-0.0135083954782193	0.602624083311957	0.568650372059883	0.551202590654807	0.579076688719158	0.599820854481411	0.615294028146065	0.558341097350404	0.541072334163406	0.641737447939662	0.453328902757877	0.148237041907103	0.483715576360875	-0.277819063477135	-0.248139378571913	0.243173016030501	0.332726887907885	0.0383061790316578	-0.467612890611684	-0.0235135773126678	-0.513830148004904	-0.42012981232903	-0.496455760800581	-0.400526251275314	-0.164959100842522	0.085912177111515	0.159563037516602
-0.324846728567087	-0.0227748136216044	0.393427157981189	-0.0870757830958557	-0.204766997760899	-0.239650271388608	0.0535162822311575	0.361289394038468	1	0.176765601359707	0.59417776289116	0.610348848510204	-0.0545726880104308	0.450023270710401	-0.41690971948798	0.0871976590968351	0.481124129574077	-0.347667834101583	0.658163399001576	0.355116408724392	-0.0831037066586496	-0.195888704546529	0.348680443749179	0.606229129771021	0.25792942659599	0.678453807069441	0.520766679263532	-0.26638924379077	0.34731199557694	0.293909037874071	0.290062969075817	-0.0616326761640174	0.136378345281931	0.107156543279653	0.461266983218937	0.360551645110025	0.470750287790682	-0.296552809806881	-0.0701934016030658	0.0370376216443403	-0.034491857083442	0.072620403185978	-0.00599693738793403	0.00968885742221411	-0.0491241284985974	-0.0859950158055771	-0.0898317929846176	0.0134447874792207	-0.223198427899976	0.055163072708659	-0.235822172209	-0.310992283143988	0.0504972324950443	0.0898225253870339	0.130274662475655	-0.241546699366965	-0.387290738472915	-0.345988844852248	-0.358703073674513	-0.335004740483429	-0.256579833619696	-0.22010159345334	0.281686107303091	0.375086657729226
0.189139399322974	0.608428035513178	0.595805144101156	0.0603645542692499	0.492853514891139	0.459163357301566	0.651066699305972	0.70317674288522	0.176765601359707	1	0.310001773399765	0.306488007644637	0.489199720485079	0.155836668487785	-0.0229785274039248	0.645541948245641	-0.0158609383300601	0.121358714768119	-0.215815506409856	0.240449817144423	0.573903590071744	0.134152455751267	0.0599747142597667	0.468068245752617	0.500899141760789	0.19830102867256	0.503132009286267	0.0388511118691338	0.435446657385823	0.50411476271051	0.0073236301706864	-0.109191814359624	0.0534684207688724	0.607301547563695	0.0181380039260707	0.41517039757765	-0.0141977476565288	0.195290745301892	0.745900811060986	0.779347417190455	0.735630875651028	0.753605989246714	0.762861501614924	0.676979328126271	0.755859307732063	0.688846387370904	0.740199298300211	0.585779903842077	0.443121981251799	0.599134408700123	-0.117381362326686	-0.254791101592566	0.205556207645967	0.262710224338121	0.00342231422561094	-0.354984328402222	0.16364998193414	-0.299549881782826	-0.141817673699174	-0.24917625134342	-0.0898566704482374	0.00589703806368081	0.0893805241583816	0.102485040170374
