PC	var_explained
1	0.11673
2	0.09177
3	0.08796
4	0.07002
5	0.06043
6	0.04794
7	0.04631
8	0.04322
9	0.0422
10	0.03961
11	0.03884
12	0.03562
13	0.03193
14	0.03079
15	0.03007
16	0.02727
17	0.02524
18	0.02026
19	0.01955
20	0.01812
21	0.01672
22	0.01513
23	0.01371
24	0.01045
25	0.00807
26	0.00554
27	0.00356
28	0.00276
29	0.00019
30	0
