PC	var_explained
1	0.29673
2	0.08294
3	0.07425
4	0.06315
5	0.04581
6	0.04275
7	0.03858
8	0.03454
9	0.03309
10	0.02885
11	0.02659
12	0.02532
13	0.02174
14	0.02012
15	0.01779
16	0.01651
17	0.01562
18	0.0155
19	0.01242
20	0.01105
21	0.00986
22	0.0088
23	0.00862
24	0.00795
25	0.00726
26	0.00614
27	0.00534
28	0.00452
29	0.00412
30	0.00335
31	0.00294
32	0.00261
33	0.00174
34	0.00125
35	0.0011
36	0.00082
37	0.00022
38	0
