Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
PHOS	-0.264033946142409	-0.0474979629017788	0.0239549270414223	-0.0929260132680724	0.0440573274013633	-0.00329374870008637	0.0851613828082569	-0.048405379480613	0.0478431363815003	-0.187094497572736	0.0105263847607558	0.211681983560114	-0.0225593124972678	-0.103978513752227	0.0415942450759237	0.0101365924259628	0.0680048999906241	-0.0650881215832895	-0.0123081013305877	-0.00860340037833746	-0.0469951692476195	0.0776424360519149	0.020192514322895	0.0409055641588743	-0.0391316672500678	-0.235268757599694	0.04016090927182	0.0658782680414614	0.371750848107381	-0.28377647247492	-0.0729666413773338	-0.0975166303483683	-0.103761839762032	-0.370118852247909	0.59007471925955	0.0119138891100158	0.00455748795263342
CARB	-0.18114172933201	-0.11016493043195	-0.0520863432292024	0.0578711723733157	-0.212130020752964	0.167319918245717	0.087161083167472	-0.360504615440552	-0.040496144964626	0.0572839733263796	0.0392172010396313	-0.0449177889921967	-0.212768753376054	-0.24557685953982	-0.105932148804422	-0.255460801853772	-0.160402144324076	0.16297990412058	0.00673015380653549	-0.0420088618435875	0.440062810581909	-0.00991650510921223	0.0875638955111048	0.116110467307453	0.245055506855123	0.225221577192292	-0.29501469786592	-0.228219729574322	0.0926225025305465	-0.00603272011254417	0.0413398208900901	-0.0553280087550546	-0.0174258366635474	-0.118234098517815	-0.0363641386076947	-0.00116382545608763	0.0022674199954993
FIBE	-0.186525229853817	0.012340407048697	0.129155223958835	0.262312670539714	0.0601136199560889	0.0623279822166166	-0.105153253875679	-0.345506043970591	0.064696188382849	-0.0129711699676863	0.205070074728314	0.0342952817633111	0.189057607608673	0.044968715196094	0.0449798262466667	0.278958801298471	0.0687172723756922	0.031740330984413	-0.0998807214821899	-0.126415336376169	0.059134537038555	-0.226332804853744	0.0435892285588804	-0.0940184857271096	0.220319389095534	0.0386478983185964	0.389345571562914	0.101411459737625	0.239721995098823	0.229121567577241	-0.158951627655134	-0.327246769461032	0.0723450537285715	0.0804243207412526	-0.110548798429647	0.0338304324216104	-0.00150909287922559
TFAT	-0.215746959848548	-0.251908746864299	0.176098572427019	-0.0119043266736346	-0.022747362541675	-0.0717097430977084	-0.104874890593725	0.0647003600380508	-0.0250408898719535	0.0196318307110002	-0.122063843205747	-0.128046543711778	0.00915354996566848	0.0507127990907193	-0.0669870248719062	-0.0681908386180441	-0.052834953643896	-0.248288074494286	0.0240480935402492	-0.00239966724830837	-0.0024878007868164	0.0255178750772104	-0.0962125626632647	0.0206208775228213	-0.0302131212400406	-0.0524127638421558	0.152667719348123	-0.0593227193219315	-0.0270230352969206	0.140317440117942	0.155030031213116	0.0718137726938298	-0.0127329810683235	-0.435302101919336	-0.253917687081539	0.619854353784255	-0.00971894627797357
SFAT	-0.191229510960302	-0.334239010417237	0.066008127314406	0.0868246896034923	-0.103076097531397	-0.111449923651987	0.0505054627490388	0.132080634901837	0.0367016230847874	0.0540562001656603	-0.0705727023064726	0.0156878503060182	-0.0547230176977593	0.124853430981113	-0.048133135991076	-0.0621088959217945	-0.00711099338908609	-0.106986548951056	0.0617533338985208	-0.0614709529156464	-0.119432938919196	0.105373972136614	-0.0278231546538478	-0.0324901586113591	0.0486458832590022	0.0797095880549401	0.21234594944745	-0.147161343726793	-0.0101051779862162	0.155995108834317	-0.0184052789676439	0.0387171857671982	-0.0656964804498993	-0.307145968625291	-0.155093526865121	-0.701198922136603	0.0104089445132473
PFAT	-0.191657170700063	-0.134367737058059	0.203196098396731	-0.107172895140498	-0.0421462457399758	-0.0890832837276588	-0.132075937899171	-0.0580189572136569	-0.135866695170433	-0.00482586005369571	-0.201585009052305	-0.303438751199428	-0.00103760012135858	-0.152214597987983	-0.172018353952067	-0.132523036434264	-0.150171985652557	-0.321555949066513	-0.0290301182971327	0.140377532294884	0.157063128862858	-0.281219790985304	-0.0101902001056193	0.180039202423052	-0.0325787444330208	-0.024373378481878	0.114406051051138	0.408547068423549	-0.0496435310719078	-0.127241734025841	-0.097740137183561	0.0871081036121904	0.0985699906219919	0.293027340448595	0.136881116145845	-0.16081045524269	-3.61021963948698e-05
CHL	-0.208094463323634	0.0310061753731245	0.204303562616695	-0.0481856601538682	0.149698904843408	-0.0178307703402265	0.195597643542922	-0.021612819326698	0.150199679685376	-0.155704821617588	0.0084199170055561	-0.120991266599965	-0.0200564630248228	0.0144874467822126	0.162924368197974	-0.191748463263266	0.108357656340607	0.127499346837813	0.322025279512491	0.215463735948512	-0.289228455421313	-0.0564819040574109	-0.0326523445425198	0.355682153280156	0.164790820067304	-0.21076966461998	-0.164023511049979	-0.145072485820931	0.151106916413015	0.193413874684356	-0.260289191873357	0.0607812985207464	-0.110879495411268	0.198144269845462	-0.166317510520869	0.0424899253142156	-0.00139445600152302
ATOC	-0.211682762507147	0.0588848185666506	-0.116204135858295	0.0199734740584638	0.141365380078389	0.052556015084302	-0.345125259138962	0.0724054362762683	-0.0242811629084883	-0.191073525180114	-0.205156076541152	-0.0598798517125906	0.181688930850337	0.057144900996238	0.129994534056078	-0.128245593293769	-0.115309801554026	-0.0735353546849596	-0.0680859572693176	0.0466145234134627	0.0359544697001823	-0.232669935670949	-0.233506113022698	-0.153481010558942	-0.18647394604072	-0.0332734764545331	-0.183778534764138	-0.384540896231874	-0.0785691957327925	-0.103765549753461	0.039007570595134	-0.43664151793234	-0.196024880755388	0.0762844939815932	-0.0263218947404843	-0.087733573958427	0.00493670733899777
ATOA	-0.121015803541212	0.0948117526465642	-0.33385122993236	-0.153618131544831	0.181380649408633	-0.111504128338079	-0.171854482011582	0.132413686704743	-0.104686425837404	-0.0142284719454026	-0.203080028481305	0.202979556724493	0.0741147356599953	-0.12186793409721	0.148219319991213	0.0448199881930322	-0.0553909049931754	-0.164239588383191	-0.0915594579484491	0.0757225451158442	-0.193366027843905	-0.140852048790027	0.422723178893417	0.0686587601836759	0.5095722081848	0.197527159341423	-0.0561433122737209	0.0240126533998189	-0.0212512925577516	0.0357217085658957	0.0293922609589177	0.082479932034561	0.0534056346263479	-0.0947188985723597	-0.0481667440867447	0.0154211849218328	-0.000808757762894313
VARA	-0.122869678721438	0.160635555295508	-0.116453241808137	0.29574596715123	0.185600819314438	-0.269803657290743	0.199055896353109	0.0556849981583557	-0.108898869942704	0.200228693981551	0.25099076705248	-0.174953024097963	-0.204059452377564	-0.0180190890679776	0.129316868554835	-0.00862102270430103	-0.141711945311915	-0.219935337390955	-0.149818244757198	-0.0437563156681386	0.053755302831043	-0.110566627514286	0.0151507927879279	-0.0645022230801941	-0.0935615001007474	0.0431119842416269	-0.0209154158059976	-0.122646226283298	-0.147238637496862	0.319654759849905	-0.150758572682088	0.147846609373829	-0.297951479511684	0.00937734064418114	0.321994239519053	0.0662278187814436	0.00193958257538339
