PC	var_explained
1	0.32397
2	0.09944
3	0.08874
4	0.06544
5	0.05159
6	0.04145
7	0.03655
8	0.03511
9	0.02738
10	0.02663
11	0.02328
12	0.02117
13	0.01923
14	0.0175
15	0.0161
16	0.0152
17	0.01337
18	0.01229
19	0.01087
20	0.0089
21	0.00779
22	0.00658
23	0.00584
24	0.00549
25	0.00384
26	0.00319
27	0.00278
28	0.0023
29	0.00177
30	0.0016
31	0.00155
32	0.00121
33	0.00091
34	0.00051
35	0.00036
36	9e-05
37	0
