Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
POTA	0.266559250260935	0.0761757462142517	0.134085505713052	-0.00817738286532921	-0.0838434172322907	0.00288352015948361	-0.0241422492995463	-0.136502067068546	-0.189425896512145	-0.0757835090178827	0.0161420734858179	0.0884094247330133	0.0234800241008112	0.192177097603659	-0.0608982538837421	-0.0460314511466181	-0.0986906712162285	-0.13787345011913	0.0276921235101599	0.127275625297139	0.0235565995375457	-0.38842839014822	-0.0595623915702842	-0.184841505327707	0.298012863117523	-0.0159792908451364	-0.0282352572659056	-0.398726545631805	0.19727073519477	-0.491080281031086	-0.143504786663348	-0.0369989850685137	-0.00923580052718246
ZINC	0.133206697280593	-0.359445945372588	0.017114618853169	-0.0010477447936167	0.0422637714005148	0.126887888559597	0.0925008267814312	-0.187207606138886	0.0492835774944558	0.131611158705458	0.109199873197184	-0.278819567323604	0.342124347063075	0.158580344420104	-0.312172061168043	0.100709998311839	-0.0116997562557028	0.158720471764678	-0.0450209711925167	-0.00505925918966109	-0.20249262249414	-0.121554562477965	-0.0345210180150751	0.118311805665323	-0.0431865413383897	-0.145848263847252	0.038741565139929	0.157334382865257	-0.168990789861136	-0.0163303327881029	-0.460463152486797	0.208442879718776	-0.00488476575959117
CAFF	-0.0181799766012069	0.121841545034098	0.045946161207541	0.0165286640719399	0.230677175484724	0.088564917885689	0.419631669299022	-0.473254787691114	-0.40889445326885	-0.130813665199582	0.0755291714081111	0.357323558325294	0.0817083042758865	0.126488596659622	0.117271217284358	-0.00705201668319785	-0.0519236354802721	-0.0631349881767337	0.0689555254330874	-0.200597625939471	-0.0985860918330209	0.136385142885925	0.189055864239495	0.0183709593186604	-0.182073370632846	0.0638361681407722	0.0260231742318596	0.0583148243906413	0.0328174842536759	0.0775497025587223	-0.0429286749326578	0.0280556191028869	-0.00729161913635484
THEO	0.0906173899021745	0.114095722919763	-0.264411961797527	-0.0915553768988951	0.109308023104752	0.11344012588661	-0.117359753557731	-0.000871010984942004	-0.334925160524273	0.356926506131449	0.391321358022061	-0.376416892247429	-0.268087379879107	-0.0615582441682649	0.185818609836495	-0.0559770483410103	0.043714577214664	-0.128937852365318	-0.238464338183074	0.0738082138748678	-0.0843613609713613	-0.0428673252527341	0.182414115978169	-0.216968998810822	-0.123009724536352	0.0496281730121415	0.128203356752286	0.0507157222759646	-0.00717354226072551	-0.0570332658255663	-0.013425049342643	0.0619715015531841	-0.00930957183064489
ALCO	0.138601838541651	-0.199790253487409	-0.102047305237234	0.274271045523027	0.0102676336160333	0.0598716753984033	-0.115998743834771	-0.150273775022194	-0.093538781376015	-0.361619636777919	-0.124857646219344	-0.182414611792979	-0.255930773710253	0.082440177707675	0.136468580170241	-0.00183368322330621	-0.221766427637694	0.545919813011862	-0.193925340672827	0.112602353271523	-0.010383475045271	0.171535712786604	-0.0834340435661781	0.00791629065813703	-0.223983958150176	0.107008903134898	-0.0438788687842131	-0.129373344697207	0.0839170480050671	-0.112318096392713	0.0418228124861052	-0.0205067781707034	0.0062785553131648
S140	0.180138224057165	0.126601390594951	-0.393829659825106	0.062862204849685	0.187026016135008	0.159082024505842	-0.0316212758624886	-0.0348515627884119	0.0418498751867673	0.113723186455978	-0.123779349348294	0.00345901382937348	-0.0483736187390727	0.0542428188516187	0.0425325058105634	-0.00422132706722829	0.13989047478267	0.119096321808835	0.347627501402475	0.116548825277371	-0.292791669537924	0.141393656242957	0.0365286907903285	-0.00548945764528341	0.274597706450071	-0.163042111439693	-0.2748330605074	0.00273506446055109	0.0303873691949182	0.104205350391047	-0.159682185499296	-0.450262292733892	0.00568373282802492
S120	0.0669311895427419	0.160298355763628	-0.273898994631034	0.0673022076750398	0.15186838761538	0.0934499307875588	0.191717236785804	-0.0795116806450939	0.165677901132573	0.310636090305864	-0.63096354727869	-0.0409636654223692	0.123223004174887	0.106720122091826	0.016294961165556	0.149583433380013	-0.0956370018281472	-0.106856937490536	-0.279000114904373	0.015457696616737	0.217780808967936	-0.0966981977397663	-0.0453095516327466	-0.170036068092084	-0.111008615535223	0.154837361929095	0.105417213186141	-0.057963192991965	0.0122421497688127	0.0329799479891738	-0.0196207850905968	0.0602704973253199	-0.00591004800971279
M201	0.218617849065253	-0.0873228965306739	0.065189738630992	0.206350658971332	0.0165048049622195	-0.261009129302868	0.106624863468279	0.148254741935579	-0.041211328830664	0.0106846278252883	-0.00499077589289334	0.251807193971409	-0.0621435519758706	-0.0688874521460208	0.0809256234598102	0.207417446817096	0.0494697378752672	-0.114237952691641	-0.122630840171011	0.46811075808775	-0.393207465128491	-0.25887151558829	-0.0601791996707708	0.185453562141607	-0.133562191281482	0.155329000935223	0.242914971739117	0.164609844493968	0.0324796621401208	0.116321397034924	0.00841368684700691	-0.143340740098916	-0.00197189050420104
M221	0.109580620871806	-0.0982956769557606	0.0126513244338917	-0.0410056839520066	-0.0541815535082576	0.109067753146308	0.296081810847957	0.582823456906432	-0.214195487362777	0.206737257674165	-0.10263296344707	0.224784746465032	-0.169439965518681	0.207478228894858	-0.0439292031733636	-0.359284800292071	-0.0938328875910912	0.2639789522109	-0.0780423263280186	-0.215872001575449	-0.0279060602632599	-0.121828272476563	0.0502254794248466	0.0636845988201611	-0.0430497886634666	-0.146044544951298	-0.0373595629773697	0.0298396666347117	0.0122833375858265	0.00339331288668977	-0.0446768162467504	0.0290313415038156	0.00237205254530388
P183	0.141915854838141	0.193704690336905	0.140405394935847	0.217133442007358	0.126564601881489	-0.34536325072273	0.240634637196119	0.0227519744275053	0.176563252904885	-0.0143416395283365	0.170223841220433	-0.307599395577581	0.0684275310656712	0.150085346506653	0.0808440699786154	-0.165829304292692	-0.0692206370421661	0.145301182493792	0.185027205087699	-0.19188943386805	0.0687955298452978	-0.0461136544380624	-0.185879776297674	-0.280054368363105	0.137363953248483	0.171052714876196	0.156762119071397	0.325866607275761	0.241947769847371	0.0638854988553629	-0.00891905595573547	-0.0842689552774349	-0.00707710442442517
P184	0.096308408912439	-0.329479140164515	0.0294118501732407	-0.00179577653549577	0.114083992202694	0.0684057222185699	0.134080017820208	-0.251666003104881	0.228122745554225	0.0882164363426449	0.0224178116096813	0.172795024364211	-0.0155676326940035	-0.298421754375336	0.165264608806652	-0.411969787288068	0.472437754838124	0.181871999435083	-0.135000007672716	0.117527770599133	0.204761187258	-0.115417036517082	0.123347603945652	-0.061735422311497	0.155462779131373	0.108225383887787	0.0299157369328363	0.0221095240285993	-0.0144702838267702	-0.0712671841569573	0.0250620943699141	-0.0010801241195468	-0.00321666043136584
P226	0.0930222185330331	-0.402644875664951	0.183922742583016	0.0542740775527118	0.0249269355394346	-0.0449696753320769	0.0290344461450784	-0.0542498974588484	-0.122634738528115	0.263585920208154	-0.0895886286300581	-0.126567653814442	-0.112359383381279	0.0568536204556042	0.177382186998562	-0.0666592979959614	0.0968463428897069	-0.349196453566234	0.223481134251576	0.00142712383175786	0.0651351127573183	0.166865549214403	-0.409975492960893	0.0283873959639112	-0.269873350942848	-0.0635585689745424	-0.260365171429274	-0.146669857780028	0.255763697559593	0.104733149633107	-0.00558500072665207	0.0294859041579191	0.00030745407466994
P225	0.147902736968784	-0.321443570385905	0.0704333003066608	0.120782434609685	0.0160726110214097	-0.00320086760551163	-0.20211136833336	0.099877464949638	-0.0487839246342037	-0.079949591410673	-0.169031394580953	-0.0285144408304379	-0.105691977058708	0.202850372742777	0.442976022133949	0.289746013589533	0.0162082443687875	-0.1347693684389	0.175096256724103	-0.266920104909103	0.135306541286868	-0.0711016534914735	0.376246810386178	0.0257937725983949	0.254234472526946	0.0451039881981913	0.137310244594756	0.146135011736923	-0.168516487709734	0.00246088355038263	-0.0899834631184827	0.0647378046397327	-0.00293907692256718
