"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"
1	0.547957710662812	0.22276921163741	0.43310336513129	0.65642592045964	0.604929892035589	0.64596329673054	0.485739634963299	0.597622150065099	0.470121378189268	0.250697735791447	0.500234145706903	0.443267389958824	0.135257155950312	0.0947227111314074	0.0673889357001417	0.22250354899057	-0.0155249535845305	0.690440969800171	0.703335844113181	0.823889862751476	0.675553071522658	0.532967250153147	0.372736523402531	0.483222043132383	0.496983671602703	0.794804457647374	0.604909252547975	0.0897103396372005	0.159296338181876	0.489696961790061	0.106319255835323	0.651507281245931	0.910163868034452	0.708599020252585	0.673964157964634	0.500674777666867	0.535397616487536	0.801558819425562	0.769629001838428	0.898831959349611	-0.143917384839506	0.153157313064624	0.408183244847881	0.313303877955473	0.347573656602903	0.179672848960191	0.307542813022746	0.0543327112415946	0.402237867613621	0.656965811334876	0.652407367088071	0.603713431454357	0.630830416312463	0.580979427075314	0.267206273474603	0.505461995986915	0.271699125542034	0.275087511391402	0.569320095512947	0.171978715138393	0.460871216994759	0.232535736775749
0.547957710662812	1	0.784444345469773	0.511238011659082	0.594400208197974	0.659073675171749	0.472011335581104	0.426798636017062	0.290560154216773	0.259875075297579	-0.0127946085906194	0.328003150258893	0.270899305100058	0.0100132812664622	0.0457134018545194	0.119384694656617	0.414799987049223	-0.0417260802122668	0.59412864259501	0.553616168625429	0.626358023667268	0.459304603228259	0.531113678771932	0.39308013247012	0.444353293244853	0.500862722136983	0.441544668808261	0.229526589545864	0.173473441519578	0.236503976801851	0.253751171990924	0.0213952332708183	0.509627013521937	0.648272317268196	0.491533815761297	0.629677285712824	0.135440191716155	0.308519737801331	0.661336898904879	0.615945119173336	0.584191308629159	0.0879834652659831	0.414973045050672	0.322029504396717	0.533324882533341	0.552876709895633	0.430652203469667	0.539285630579289	0.258920027215069	0.572420545867749	0.657486646365829	0.641649471817244	0.430314234294902	0.464848569949861	0.307947597005348	0.136004982192656	0.447229220597168	0.164173693657021	0.0800761378720712	0.236520165103656	-0.0858060978242583	0.158618485795119	-0.0457175407137774
0.22276921163741	0.784444345469773	1	0.169806190946918	0.374919842416826	0.479456751518612	0.261410713019544	0.209255947743112	0.186053634151057	0.12348247766062	-0.0126042868425673	0.267415572628852	0.152383194389299	-0.0748736475803013	-0.046440729688132	0.070606897663101	0.257173371720229	-0.0683695952128068	0.228880002947527	0.358228297274892	0.268768879669327	0.239859406428712	0.156857005732531	0.117396338927745	0.127086040658632	0.147662041442227	0.218373872209438	0.09145132788591	0.156270356155015	0.226794482831961	0.170287568923602	-0.0747558837072197	0.278579071500737	0.339982958707628	0.202989298353585	0.270075541509076	-0.0451718193757341	0.023580845944702	0.265368573367837	0.374177462838646	0.170221529870943	0.320581352846967	0.470763555718644	0.105780254138687	0.502775961083199	0.501873238295784	0.430144339504908	0.491178008914841	0.295601946745606	0.486739303756004	0.449265238800678	0.428325667841777	0.286379931883875	0.251032233504071	0.0879287135219009	0.0536450171853523	0.22885674731895	0.0394137199535888	-0.0800137202365398	0.111583524364064	-0.180911155319035	-0.0148441028258145	-0.139412151430797
0.43310336513129	0.511238011659082	0.169806190946918	1	0.500044747701511	0.36588560024056	0.51112370702715	0.495148542156044	0.0394272316285156	0.49496769665791	0.116474603067968	0.251713948745112	0.418836534920531	0.194059859786028	0.306781399418396	0.233955136095614	0.372290690332901	0.249887068431557	0.487647659809572	0.467100267905256	0.450952084912702	0.466137423685353	0.653158569284372	0.287689282800899	0.810317709704153	0.548579310987288	0.269180380829555	0.160104769702721	0.239104586082837	0.182084524807792	0.247114071544764	0.315907533594214	0.489920130854556	0.563743693776603	0.763823697128529	0.561179807079483	0.0909158516107381	0.462030061080421	0.412710000231228	0.658572663443268	0.403784747141925	0.0357139780911259	0.142759237661075	0.102154712129042	0.215158327002746	0.252541904880663	0.221594759110441	0.266395131369743	0.0976475691005535	0.263493720979521	0.402431661425647	0.309938403483633	0.271481191091886	0.521437154642423	0.332392656314571	0.101465036696378	0.467106048482171	0.525064085165962	0.0112653135650435	0.00550799827292106	-0.0962186499902238	0.0590009160253812	-0.0384502829688125
0.65642592045964	0.594400208197974	0.374919842416826	0.500044747701511	1	0.910674122602424	0.955148826689857	0.83651864772606	0.580050530238892	0.446121632465134	-0.00307223878196147	0.455482392668818	0.421966738109833	0.102847094478586	0.117858301731147	0.0296198716651037	0.197361448545837	0.0105314691930937	0.511556281002635	0.597567523070669	0.572797023716582	0.43134740699454	0.444458854618906	0.2344890804651	0.499102369060821	0.385924269064084	0.631745264637332	0.309440944105224	0.0539078596378655	0.0891984747209014	0.307886968805053	0.165149266813001	0.56163734451996	0.744528168437371	0.549373403234468	0.582410772959349	0.185116101405191	0.314574054250188	0.72819584998188	0.625799923219662	0.623339586255122	0.00583134605785512	0.301187547624021	0.35012424630943	0.606752684455568	0.648767426210972	0.528319611253918	0.641678502093758	0.332818735709126	0.706030520133848	0.934689646495609	0.885528034697299	0.799198008642512	0.954688221575444	0.682318028656558	0.22519292007273	0.832808649916917	0.59326058546125	0.13433301420735	0.534952201384618	-0.0763175683711809	0.25062408623967	0.0366927148613445
0.604929892035589	0.659073675171749	0.479456751518612	0.36588560024056	0.910674122602424	1	0.810968850291832	0.597253578061382	0.560152028505115	0.240535683159932	-0.0733986205212328	0.510898779899518	0.403653316017222	0.075142033441881	0.0391184228305208	-0.0488671418825894	0.193622664651311	-0.0904166362146109	0.516739218871256	0.592816385327369	0.534798636251243	0.379013348294851	0.434446275758009	0.294963326508493	0.398921215801012	0.39977480930278	0.572385302522193	0.335007484331117	0.0879624032830499	0.0360860093546879	0.314648812295071	0.0149685406493414	0.606415114082953	0.712891230956026	0.410178543063136	0.592391192510138	0.186588964254479	0.227371004077269	0.711710761912209	0.537183944210759	0.592529822783449	0.00326549691945503	0.426454131911894	0.365068990354619	0.774008638193771	0.810623709046371	0.688351611920073	0.825896736226484	0.456350591961634	0.89999450067046	0.977766552853719	0.966877349088152	0.79286152044216	0.802962625185932	0.52167116161109	0.221984977958129	0.606386876210583	0.336637941137555	0.127371981572518	0.484998459448251	-0.105718091839752	0.212714963786773	-0.033495586784507
0.64596329673054	0.472011335581104	0.261410713019544	0.51112370702715	0.955148826689857	0.810968850291832	1	0.767450354392711	0.572250251831911	0.526301685414222	0.0912891401784673	0.468261620858705	0.424726827196515	0.0769701799054835	0.112802820005183	0.0440155469855143	0.143655295090742	0.0508251430945208	0.472763139778501	0.558777054246014	0.541918472068229	0.425664856618224	0.409015611508466	0.212032368727595	0.46673863985924	0.354312384018912	0.621763233482559	0.328777376392753	0.058868091000835	0.0656819578557046	0.32495707094044	0.170800019489048	0.505084491213641	0.69939186866407	0.586038086270469	0.528843261900455	0.204274536733367	0.339811297202338	0.647571093893991	0.611753972191663	0.587153945850065	-0.0205012058925134	0.214443085356916	0.346269993839501	0.504825768515877	0.53419793333684	0.395686680807043	0.508102908016439	0.207047639048952	0.584451645868656	0.854767486211064	0.79886009187454	0.825563131436	0.998733546137069	0.720016046736452	0.209063191447914	0.750856876859842	0.629275745860767	0.166709232060652	0.52590197551847	-0.0486048417311219	0.282934304875012	0.0781245095279167
0.485739634963299	0.426798636017062	0.209255947743112	0.495148542156044	0.83651864772606	0.597253578061382	0.767450354392711	1	0.393247757392371	0.462669324278953	-0.0195572396709223	0.222725985220064	0.298625911482132	0.117795824406571	0.179484691138309	0.0848702740113485	0.176053057043973	0.0931140941729538	0.371480441300282	0.441415110581872	0.443552766474258	0.346933483655527	0.356824107841753	0.0996010274411616	0.517945726544154	0.279118225937717	0.477246402680665	0.118547848802494	-0.0180468074912642	0.154012719678035	0.166847779679704	0.325695978892838	0.386767924344247	0.572099392479207	0.499768039419097	0.408771192447535	0.0596361257819432	0.281042484274664	0.581310337377449	0.526552853882597	0.47501209702792	0.0232764342819385	0.143842325218275	0.22691175009507	0.325116608773092	0.365538976056863	0.305498522010396	0.354449041874167	0.206816480369467	0.358119840055834	0.64604932884264	0.572544850212112	0.482407886050364	0.779492446544342	0.621591029828658	0.15063090356187	0.991410404424673	0.751425845807511	0.0624968591017392	0.412899981642973	-0.0642427426426919	0.159489306848229	0.0604163587923118
0.597622150065099	0.290560154216773	0.186053634151057	0.0394272316285156	0.580050530238892	0.560152028505115	0.572250251831911	0.393247757392371	1	0.150717509834955	-0.0859293129882046	0.319444893824925	0.239002546142842	0.0775566967423855	-0.00362018611853164	0.0688000969694758	-0.0453031614464066	-0.0893008058125308	0.311334727346606	0.393988267318092	0.382218092744796	0.274607375470746	0.0910153871353129	-0.000703963735517836	0.165185473005675	0.0614119373207081	0.862614842400911	0.303587935934802	-0.082683782000831	0.020661582952543	0.292605303242254	-0.0446311995178272	0.319040023676194	0.528613230032453	0.183408500492897	0.34688172163602	0.257202793249988	0.174474663625039	0.607846732426852	0.32700806136176	0.617160226589736	-0.148315844700922	0.161382007496607	0.256454697683497	0.275811636607852	0.298691356450126	0.150208978186033	0.251208979429075	0.0228779607684156	0.336643709495324	0.621157695230811	0.619295991840326	0.653771827302632	0.566317873460881	0.433222976361133	0.257263975373606	0.412728004694596	0.0950141836355388	0.222644273270195	0.950526147434233	0.0616711155500749	0.279051141990092	0.276630628068031
0.470121378189268	0.259875075297579	0.12348247766062	0.49496769665791	0.446121632465134	0.240535683159932	0.526301685414222	0.462669324278953	0.150717509834955	1	0.752039951703448	0.534004429940118	0.510842582304755	0.0442905229705813	0.175690236079271	0.0801679434183447	0.200702731748751	0.231578931961502	0.377119211951859	0.482009312624715	0.418378887350206	0.451236162331477	0.406933201109037	0.278492713451834	0.388534567850688	0.379929414323502	0.279666285037683	0.268253554962403	0.184952319554524	0.455128325399927	0.386053991624168	0.31130758447095	0.402121996238525	0.511247247665699	0.672730348327469	0.38177078765977	0.107489269728365	0.30386612738313	0.310302542348924	0.567435785764248	0.373397917354285	0.0023378304880811	0.140377034661333	0.036616892826508	0.0488561778985783	0.0534391937216155	0.0508910350072036	0.0509495058725866	0.0537822306508774	0.0670392545878643	0.292014635460865	0.242366317213202	0.205826578558071	0.520885833019414	0.435206813960079	0.0399238840804248	0.475656295234728	0.451856025966857	0.0396383417085195	0.151728723822284	-0.0213131862550297	0.185530443424148	0.116291013020488
