PC	var_explained
1	0.1313
2	0.10849
3	0.07074
4	0.06586
5	0.05638
6	0.05254
7	0.04726
8	0.04222
9	0.04045
10	0.03992
11	0.03459
12	0.03307
13	0.03072
14	0.02868
15	0.0266
16	0.02582
17	0.02361
18	0.02336
19	0.0194
20	0.01712
21	0.01598
22	0.01323
23	0.01267
24	0.01108
25	0.00967
26	0.0088
27	0.00531
28	0.00483
29	3e-04
30	0
31	0
