Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
SODI	0.230860259551009	-0.167151019536298	0.103201896644084	-0.0289437455683284	0.0235823913733664	-0.149444634732221	0.000214730500924823	-0.0461389472771513	0.00396082366665127	0.0465475260363732	-0.105162261469431	0.136994166948591	-0.328225178905321	0.0873008407592251	0.0844022742869686	-0.102514288063173	-0.04447898721294	-0.0882412303408687	0.0495891079482415	0.183749536332798	-0.0549541855165751	-0.0388017661699731	-0.1406553941276	-0.187555962051151	0.364898198934311	0.319530747079524	0.366130717338422	-0.273067658051547	-0.0738870326577392	-0.00348823616494177	-0.120594101767585	-0.160456619707629	-0.108535109775597	0.158322634481708	0.22483914730928	0.0846341625632561	0.166123371193309
PHOS	0.246385913310583	-0.130293194205413	0.0688518138387576	0.073014741075314	-0.00409445797808485	0.000817538752580595	-0.00757089618876105	0.0742785933401728	-0.215774821465134	-0.0520441792340647	0.10264319119628	0.00318405453121775	0.117281225315952	-0.173600208497274	-0.116953891005258	0.124656083163217	-0.160813435042645	-0.0903981787826495	-0.00576252025077785	0.250699872685256	-0.0520347347287027	-0.290999009613093	0.00166583633424086	-0.0397558150757674	-0.125849515403428	-0.182481665661544	0.0349638655121965	0.0664663246245449	-0.4716372049258	-0.0435731767425902	-0.144229280784879	-0.0559894015833469	0.44294810027979	-0.142810617297191	0.0363952945978889	0.232988083641064	0.11217255629487
CARB	0.217249673094068	0.0240690885510227	0.0292007852179491	0.0683373899102533	0.10226153835605	-0.331153793099649	0.0694809423370704	0.0299242114510639	-0.0758627325452157	-0.0330524802556071	-0.0503007251332552	0.130613055047938	-0.00888093803124512	0.257049386588639	-0.102617755969955	0.309962814576267	-0.0874363441826271	-0.301553920409057	-0.088174821436913	-0.0475258534972934	-0.02397329658593	0.0524924122073939	0.0746663130314038	-0.0762801291998846	-0.0333803320899067	0.220666140307967	0.186266395152674	0.358692283706772	0.158900908001035	0.194540796316466	0.283636877580719	0.297789289258308	0.116804727960077	0.00175619377860445	-0.169199036870558	0.0633866650508298	-0.0814992731672918
SUGR	0.168454231831582	0.160829595486478	-0.0701757199239921	-0.162840341422361	0.0219196880373861	-0.254168465672929	0.0744849159977486	0.274657004939258	0.0222880939468747	-0.0704206303401949	0.0480363591687027	-0.0768406401672381	0.189298165230352	0.298266147103616	0.000188880638135504	0.466300395111942	0.135966893211505	-0.0211560855593317	0.00510824764571367	-0.0135520299216892	-0.0677159012333247	0.28520928654176	-0.232531746558764	0.076646417739991	0.00378515011402515	-0.23926003481891	-0.0706179294618676	-0.21956445061059	0.0165684492605933	-0.131582426576291	-0.235543123113083	-0.177043871270522	-0.0166332733427517	0.0509616200555252	0.155974747792902	-0.0566121361092979	0.0453121107933798
POTA	0.225194498965807	-0.268586816329166	-0.103251515671207	-0.0405829980138996	0.0846835893394546	0.0180241927875621	0.0791451799747957	-0.00519912333181972	-0.0269763493963751	0.0657467917284759	-0.0422404178489531	-0.0525072094358473	-0.0439770017818881	-0.0812692579845483	-0.055412551398453	0.0217574022249616	-0.267869973958869	-0.0311496557749904	-0.135969079585598	-0.172822891472632	-0.0215842559861055	0.0494386950800179	0.093574460357681	-0.115552079194175	-0.18755039089807	0.16380233436154	-0.200590874845546	-0.459868663454037	0.0726914507116131	-0.365149256945509	0.100911926896961	0.14290707662182	0.219140074718315	0.184076838126408	-0.198587211634973	-0.279122532859899	-0.0328933056505019
SFAT	0.23646691041351	0.116005422703077	0.107956982105812	-0.191105825332184	-0.131733088349717	-0.0465298724607562	-0.129338723651883	-0.111185259745161	-0.000602880239541049	-0.142474695259382	-0.039048930846245	0.0434651145460175	-0.0154900570106327	0.0320093723937528	0.169083277084164	-0.117204052285601	-0.0489033414162678	0.0635981632853932	0.189631498464683	0.00116917014231413	0.097217069490637	0.0212380876101911	0.0442145541491292	-0.0723740287971009	0.1260930929674	-0.0609291622387072	-0.149476762507647	0.126105322819548	0.11596242482087	0.0924119333942564	-0.155292951913398	0.301579341573708	0.196756279046217	-0.252029118097777	0.0985307984127515	-0.455041110526888	0.439466171834563
PFAT	0.187431970438881	-0.126052042160059	0.213352764860602	0.203477023839237	-0.1881779533683	-0.00196375594291487	-0.103306651396957	0.167252285664226	-0.0735898945243634	-0.153238413329878	-0.095857324689228	-0.044956983590446	0.0449457024291472	-0.186801496527293	0.1511919574004	0.112985260581808	0.0464449358019688	0.106250407318558	0.303581177320287	-0.090468501400082	0.274670969018003	0.0544493218667789	0.0924611922306005	0.26314282239867	0.231334100764458	0.025031043751186	-0.191088259323582	0.0282308847175676	0.119485526322705	-0.0851956616006051	0.173446841009138	0.105561794571241	0.113102738413768	0.339524053749865	0.221093393170588	0.237197598861998	-0.133889684787891
CHOL	0.193524663612183	-0.00636270931435197	0.241312915878002	-0.114967551940413	0.0723296595448795	-0.120303748197623	-0.12788377404343	0.153057382341843	0.0351413615688313	-0.106139625153766	0.0217262716769686	-0.130108411231272	0.178725740781082	0.0955022714888414	-0.277977369014269	-0.24531792019311	0.29586826240294	-0.0468347351385519	0.0523103491099437	-0.375138028480207	-0.137209205330036	-0.363378636789437	-0.00283431758953358	-0.06505057977706	-0.109075163306039	0.233406356577863	-0.212070559515948	-0.0133566855284673	-0.0161041362562068	0.208779261481434	-0.0424251659808102	-0.225615361612563	-0.0426313231873403	0.13140087112603	-0.050499572700457	-0.00484455316744357	0.0715117853042968
ATOC	0.179225228813111	-0.100729605832147	-0.0491932957622548	0.203732313911566	-0.226828936455101	0.226419874660377	-0.191995471316619	-0.00123297735333609	0.0519321112165855	-0.26403191803984	-0.0207765869396126	0.154675521315173	0.120672187072256	-0.154082024630398	0.049104874487842	0.171403129515645	0.0336208530247757	-0.326375858000249	0.0202590727707289	-0.0745703519714597	0.0284105410747286	-0.0980638581896249	-0.149555790755082	-0.0980166666663347	0.148529601747264	-0.262410646997884	0.115678277427396	-0.243225797798767	-0.0222728151306521	0.214207096040681	0.140005091927415	-0.0733268674542798	-0.266206465449529	-0.103547314033974	-0.30528818635463	-0.191845041267871	-0.0702209271969301
ATOA	0.0615934596623759	0.0839096849761623	-0.127228099684919	-0.0151023928045373	-0.130149833232451	0.194016467587907	-0.282852752043194	-0.244212435732404	0.499957269724318	-0.0340242843106314	0.181147085744581	0.362573337975871	-0.135569318449225	0.00285523579716043	-0.221917444395632	0.193112050060777	-0.00215410321503266	-0.042323878998899	0.201523339521364	-0.0594075319171604	-0.0480895880690131	0.0955336229225155	-0.106491386984165	0.0584785575743609	-0.244360824744643	0.2162341137435	-0.0672232901080492	0.073474691684867	-0.0380099605897225	-0.108509543637759	-0.0624126372283306	-0.0386978683229725	0.130199959377667	0.0721167006164233	0.103298795079899	0.129001046021051	0.0401029555585045
