Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
F_CITMLB	-0.0969735542842881	0.292690826987747	-0.0224903156440996	0.0924008973973915	-0.127263768016332	0.191954253117387	-0.167537845028871	0.160689626650527	0.25915327564901	-0.286485779147549	-0.233877420943484	-0.2418369379379	0.0926436361072874	0.156218454803533	0.0708461855962671	0.19501014057227	-0.197653466231126	-0.176781509451143	-0.0458139691524453	0.139160011550979	0.0411667115601684	0.366788593583567	-0.250582786380542	-0.118267777319227	0.126519283659493	0.261503091708511	-0.228821877064917	0.0946301830959829	0.00158382492297226	1.65484926531289e-16
F_TOTAL	-0.173904937719692	0.362607789793756	-0.0372636216904021	-0.173826356135996	0.216177099603082	0.206359606010376	-0.095031357662398	-0.0499617653804209	0.129189064104923	-0.217624819420917	-0.056428939960558	-0.137233634466504	0.0878310047229464	-0.178139499233257	0.159111941849632	0.0201528236936634	0.0680684224352162	0.0836381774290413	-0.0351797839789275	0.00796808374154971	-0.034953915471007	-0.0465810141927812	-0.0600248667011145	-0.143521721266239	-0.41449455163954	-0.284820985806164	0.472719553769736	-0.194086052529462	-0.00119932369526323	-3.58585238690357e-16
F_JUICE	-0.0173923763909406	0.151244810661864	-0.172860501838545	-0.190833290202875	0.437450259410184	-0.0281034962115777	-0.160552161418893	-0.175288652408968	-0.0479731314940534	-0.227393778039714	-0.0344010465247609	0.00507221203161837	0.0859946120274318	-0.299199682262941	0.142229724506295	-0.163839138857652	0.364767696027281	0.0422213634901289	-0.0549988289262453	-0.203068623098073	0.0180350621481763	-0.0379035623305467	-0.0553325871878476	0.222525693222055	0.336608403975604	0.196392868692042	-0.239926601651159	0.140644353327515	0.00013553843445937	-4.20205640149144e-17
V_DRKGR	-0.0315401835098447	0.159402332679429	-0.109511371263097	0.21641935248659	-0.226428723709566	-0.373017007134845	-0.349940987841427	-0.0293480327445114	0.0785449753199659	0.0835227205138899	-0.323440197150079	0.137469392651865	-0.0156873288437545	0.0298672323841602	0.00181696344678705	-0.0637475491740963	-0.0628056720100111	-0.00238374602115741	-0.375985677935773	-0.27736198414925	0.00594121236568033	-0.11329961427635	0.0123824981909479	0.220772357856226	-0.0642910677113864	0.0749825038712365	0.0309056693459493	-0.405520637096302	-0.0018897628813876	2.1901755124712e-16
V_REDOR_TOTAL	-0.184211831605018	0.186461582408481	-0.117286611484403	0.35611129084486	0.0925789541767475	-0.113210556385802	0.407373629687045	-0.0427523368147678	-0.119977695940081	-0.0359183654375345	0.0944534570494832	-0.163625503147948	-0.117192790915493	-0.0689732654964714	0.0492392935884165	0.0120489846410977	0.124293311973126	0.0524136231710333	0.0655592485192843	-0.056740032520713	0.0600586542263718	0.292971726999636	0.25852793520318	-0.24666627947885	0.261481377699771	-0.0607755675457321	-0.071117078176127	-0.457308244733127	-0.00537877834767359	9.60313285753439e-17
V_REDOR_OTHER	-0.0375403938973172	0.292882898232705	-0.0118005917946272	0.190879003346789	0.0909925475297269	-0.0815148456673376	0.289277340349844	0.211261958572909	-0.242705535640108	-0.172760451341577	0.120844121171429	-0.114291240932694	-0.286503025218155	0.0688300627882141	-0.145422189196582	0.265997582926232	0.0207847564678211	0.181464626469109	-0.196617239808791	0.0715271807799997	-0.210805020274733	-0.224550877693461	-0.209313046786668	0.370565916368313	-0.214499286175963	0.0280713221690363	-0.121270557213098	0.152378006936286	-0.00219035716599022	1.47648869159269e-16
V_STARCHY_TOTAL	-0.0131051421715773	-0.170988121106397	-0.350931230405055	0.136080371349927	-0.00484770336693413	0.357653719177497	-0.140120461269164	-0.000325368594362951	-0.109445166888307	-0.189814241468278	0.118564463489918	0.156333583120432	0.0595515992985132	0.0834408757455038	0.0359243836145025	-0.253918797443172	-0.0263962459469816	-0.0756499964787664	-0.060961587431762	0.511787673756075	-0.107560039522015	-0.181198099318714	-0.0560059381533268	0.139475120910942	0.031579666164167	-0.103717666326109	-0.183850345714627	-0.365980624358896	-0.00397253454373551	3.91089075002474e-16
V_STARCHY_OTHER	0.0478356046775038	0.0298390777158298	-0.265200620166022	0.108265289089253	0.000356118866407136	0.391003939545712	0.0312546667386851	-0.0591252391979971	-0.0163889757284728	0.235237664138376	0.301035996992242	-0.103646664443516	-0.00305035570302301	-0.294082664589483	-0.16872574441598	0.0469162832355549	-0.280417222976654	-0.39462744497818	-0.0866329361820091	-0.430387165034926	-0.151410732964028	-0.00205506342634764	-0.0517424565266255	0.0574199488196537	-0.0389379366787374	0.146448908267782	0.063028132947256	-0.0182436800577581	-0.00144535728563664	-4.44128499555742e-17
V_TOTAL	-0.129553494725853	0.158378025652775	-0.3170157746379	0.462714624376979	-0.110924228624574	-0.0479251927268594	-0.131972322457189	-0.0378400358811195	-0.00499704592178216	-0.0511054584444527	-0.00945008425943543	0.165010253818133	-0.037873074249076	0.0251470935613422	0.0730980309959659	-0.18141171802043	0.0461233282891673	-0.0617732593550015	0.00712450884875005	0.0521718956602285	-0.0316656936170962	0.0503072242319566	0.240739991119584	-0.0413650603458579	0.0618389390491212	-0.216894969610181	0.236250226759363	0.600993231926435	0.00365619492917455	-4.97630863381758e-16
PF_LEGUMES	-0.123565665747	0.0364222383482492	0.0420128621352481	0.00776067789332609	-0.0915231476654534	-0.139176208068537	0.49867496212246	0.120916368402178	0.210003884355767	0.0953557263362534	-0.0992186529433542	0.348673500678421	0.133005097796366	-0.268784304842254	0.230222245301645	-0.076872333313781	0.119180066582511	-0.39993000518762	-0.115042227429359	0.145881152977926	0.122138084798682	-0.0900608167001189	-0.349877256063627	0.0303929221408796	0.00239971700761681	-0.018315091887004	0.0329191076589962	0.0249290016198696	-0.000149543852163971	-1.04648766436946e-17
