Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32
BMXWT	-0.0510256491484217	0.195517949351406	-0.0574814074964311	0.00615943564607012	-0.101335223965901	0.0083409022223376	-0.215827667483784	0.0111046158257103	0.139931000844618	-0.0274346195100588	-0.131320796540942	-0.313602453399826	0.45017430245167	0.291359842779344	0.254342506165983	-0.307312002015039	-0.320504182464941	0.0329048293280061	0.153818203802329	0.0254880667707143	0.0235935850008012	0.252704674016583	-0.272355178706154	0.199908391551419	0.0459861721418509	-0.0507209555208807	-0.0041837972660277	-0.00251865889864756	0.0692603091050604	2.39115989548424e-16	0	0
F_CITMLB	0.0161877180019298	-0.283342846093614	0.142624218894748	-0.149887103888693	0.0792893000628147	-0.106270504826361	-0.0448121782029998	0.226264963090178	0.174434865431362	0.209690044377169	-0.106502556059573	-0.0785978604032043	0.148537539076899	-0.427348168578978	-0.0495131416231798	0.00155301705987428	-0.286491953355878	0.347862581557794	-0.0849203949326475	0.00957153655021537	-0.0970189021074673	0.285218910433156	0.175564331571754	-0.123861199433428	-0.210011397953764	0.0444571960568356	-0.108375971279004	-0.00300873079442251	-0.0101279806741571	0.17189867574356	0.267831249243795	-0.0162527976212058
F_OTHER	-0.122424846381575	-0.376245886558264	0.092872799904051	-0.143990908831739	0.167240229720963	0.0631291062041074	-0.0542028904651483	-0.126772650326288	0.151464237071243	-0.0871724822124308	0.224744380609927	0.0255529909610384	0.152263186441877	0.144310190627009	0.105740944503082	0.0940116162158033	0.180254143943924	-0.147570148858562	0.332254748043438	0.100225931890716	0.0117447106845668	-0.0446650001840292	0.216920568481929	0.231516007833634	0.348122129281686	-0.0362075087032245	-0.0355446535905366	-0.0396520882230132	-0.00436226060088052	0.249862444325683	0.389304747772979	-0.0236241711764159
F_JUICE	-0.149469219504272	-0.0581582968070725	0.015010578732696	-0.109040013986701	0.27291936477708	-0.0737927419275478	-0.175791967658285	0.288208006328575	-0.333505559133342	-0.101325366172805	-0.397510202565771	0.0647450279378738	-0.139190601005824	0.152477238423454	0.0327398289423511	-0.310637507542767	0.230740146380545	-0.0629953288431306	-0.082678640840696	0.00395603999448301	0.0409406172496488	-0.125355652123269	-0.251110298942027	-0.138430598063444	-0.125662506560827	-0.0910949406794541	0.0461137965138662	0.00492369484381912	-0.0166729900323586	0.211817471239735	0.330027777633564	-0.0200270681423439
F_TOTAL	-0.151465318050225	-0.394881978356471	0.129649630087852	-0.216091610698364	0.288392154921822	-0.0461646988001681	-0.1489572734627	0.173878095973761	-0.00716220102054757	-0.0183341156150094	-0.118061135098945	0.0167799590437002	0.0868423871670462	-0.0130040857921848	0.0632797585421401	-0.107081924401778	0.113766484699719	0.0244042403260086	0.129664039887474	0.0701101212670518	-0.0129158977735305	0.0288227687798094	0.0794426258494638	0.0184242528798362	0.061802813399396	-0.0527246440965313	-0.0451929831158777	-0.0238960326321308	-0.0162058265460536	-0.392610776805734	-0.611717538623306	0.0371208415174018
V_DRKGR	-0.0878813921959668	-0.282124300880696	-0.00484472246673204	-0.160925411520932	0.146193782083781	-0.0474133042950167	0.0923975124662278	-0.286714660396026	0.250126235322756	-0.0821616222869823	0.0695717025099713	0.100383023891435	0.0245913804101787	0.1038031346384	0.326659231971363	0.219036877593277	-0.199071865686658	-0.1589367825493	-0.308630412610414	-0.126517503598011	0.238138722775606	-0.0338589983147373	-0.333176754497714	-0.14960978040059	-0.271747923097464	0.0376095289499422	0.177131073899474	-0.0517952903060133	-0.213047762192965	-3.33066907387547e-16	1.2490009027033e-16	4.55798593312906e-16
V_REDOR_TOMATO	-0.266143037327338	0.0712074296054815	-0.0861838129859503	0.178260339784694	0.30455454676423	-0.279575136623097	0.195526420792418	-0.0943497027013773	-0.0590720519638204	-0.147944251652303	0.11569550374863	0.0521773393687713	0.0927394927880461	0.130350984707422	-0.324570972373645	-0.0343806831339663	-0.000471333156354205	0.0301446512141685	-0.0948924390561104	0.141090585883816	-0.0245289166300675	0.276965510446711	0.0561014424894591	0.204382413654669	-0.170141809148302	0.0768209094071573	0.0221057009569446	-0.1082075084611	-0.0387381317162222	0.136247116370316	-0.118391706554581	-0.509961422141139
V_REDOR_OTHER	-0.135064201826435	-0.187677766534704	-0.230310666386382	0.195745618485727	-0.286389870123662	-0.158231550451322	-0.0849146774018243	-0.0424153410179611	0.133544671452581	0.132706479281225	-0.318710833902154	-0.270270162983316	-0.148206190972309	-0.148033772086612	0.186678795467704	0.0121405495878924	-0.0279625825793156	-0.0824259806145328	0.0612011380257465	0.065838256967921	-0.0539963642075129	-0.287134622760812	0.0901377666300748	-0.0942646486783512	0.173078921440548	-0.0369648867830774	0.0480374582605979	0.0396820790157365	-0.222391889298304	0.125292533793933	-0.108872740132671	-0.468959346952765
V_REDOR_TOTAL	-0.311382539065363	-0.0808718659777251	-0.237697852437892	0.285791983329527	0.0328583513819681	-0.339092225494358	0.0936817933964288	-0.106377812453648	0.0508420117386112	-0.02066669711271	-0.14150516366188	-0.156639419024403	-0.034740533640511	-0.00461116065562567	-0.121970425581021	-0.0185197384683654	-0.0208884432824021	-0.0364185165668812	-0.0308010137172404	0.160845573272617	-0.0591768601018484	0.0103041000518358	0.110874615466718	0.0938874265875055	-0.00875787442000576	0.0341641965714741	0.0528725845131135	-0.0572082121025472	-0.194041211856143	-0.170798778920653	0.148415316614071	0.639285369986167
V_STARCHY_TOTAL	-0.130915407316232	0.0165011889745014	-0.220645328895206	0.12448664181342	0.0782750697714267	0.481562345320665	-0.324236582355862	-0.00919456128421712	-0.126197993524078	0.00584643468815763	0.0612539048883981	0.184910088391441	0.0709528829487115	-0.0816563803685374	-0.036113302775737	-0.0969569750869811	-0.0683779736756823	-0.0575819323310262	-0.107638308544981	-0.247062432643636	-0.141589846711175	0.117227281913246	0.0935952543361292	0.066088130771536	0.0387695335379358	0.190185774102557	-0.150769121593825	-0.0675515082537426	-0.553489524519476	-1.56125112837913e-16	-6.93889390390723e-18	3.3436794999453e-16
V_STARCHY_OTHER	-0.0660110732668776	-0.129571938564041	-0.181292715629712	0.282213721415504	0.0406071030186678	0.300456996877485	-0.0650094172272648	0.112452945988729	-0.00507801655063354	0.268243747914582	0.171332045938693	0.134444568483456	-0.136422589752683	-0.0279127414496145	0.0280340869167099	0.087819205354962	-0.0372300406367313	0.00193949685526338	0.371372670788633	0.506768040514767	0.119775361359902	0.0935351944129464	-0.261737602167924	-0.0745436613145917	-0.302826127582581	-0.0847077949130273	0.0560017266859527	0.111144271680073	0.0509897019523406	6.93889390390723e-18	1.59594559789866e-16	9.80118763926896e-17
V_TOTAL	-0.32027498565819	-0.160789023879869	-0.309447617327173	0.201754516790073	0.072989315804058	0.107375940711784	-0.148160187259167	-0.0644538313624635	0.026510441266006	0.00477987750116408	-0.0490450332439759	0.108834829754921	-0.0625966304078352	-0.0361936259868357	0.0662359020887362	0.0517115961482817	-0.0758104862462954	0.00803671806598736	-0.156816809230353	-0.313576969054029	0.044435999085318	0.0377908221365773	0.0396660038040309	-0.0263993580432723	0.0995912183945463	0.130091184283589	-0.121844044374746	0.0954276061624337	0.6925880876117	1.76941794549634e-16	-2.58473797920544e-16	-2.35813972515597e-16
PF_LEGUMES	-0.0309601975671178	-0.023271262025975	-0.0491212722313885	0.158899072917077	0.0606567828758505	0.120180071240944	0.484609884757162	0.345310939238428	0.214622391267217	-0.0803402476465255	-0.118805927238786	0.0360357248321531	0.0151127489772821	0.0296866738913225	0.156611282372901	0.0328811851455872	0.0919420832776986	0.187414692124876	0.274701383537451	-0.389995914543858	-0.0833255074921332	-0.211449822067121	-0.0816244648154526	0.327528840828462	-0.232871201579226	0.0451686265629124	-0.0711248773057341	0.0151533149469911	-0.0754705247794315	2.15105711021124e-16	-1.80411241501588e-16	-6.28837260041593e-18
G_WHOLE	-0.199217309717243	-0.0376212936205937	0.0406066129556364	0.0228401048802241	-0.269629521896261	-0.158321848048018	0.0226218167896695	-0.0823993374820235	-0.0821588784733675	-0.041447692618244	0.349639548952288	0.221629063110692	0.00200074816309037	0.214512225356139	0.374416369048587	-0.354625317833236	0.0647341640710324	0.213464356749801	0.0166173670506141	-0.00057705662270108	-0.314573583967711	-0.0430814224281873	0.265924232246579	-0.257063983627914	-0.250990388771384	-0.0531706722880501	-0.0123366553744311	0.0788138368275182	-0.00514878160387451	-3.12250225675825e-17	7.28583859910259e-17	-1.05384451165591e-16
G_TOTAL	-0.325816740015525	0.145568095409937	0.179798127695854	0.0557759423540169	-0.0142207902971587	-0.178917850305824	0.172746772902866	0.0996526995326792	-0.113925842800878	-0.0421766831202596	0.152854512064006	0.11276822615319	-0.119204897441692	-0.173525799833454	0.116417299889851	0.0579814473193118	-0.138102562487385	0.111868589681207	0.200510978709929	-0.0591419314353153	0.117512854867431	0.115722937191262	-0.360119832157521	-0.276490999659563	0.438009243880221	0.04246422689212	-0.317914901818518	-0.189950414128388	-0.117148721469403	1.51354623278976e-16	3.46944695195361e-18	7.56773116394882e-17
