Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
CHOLN	0.14944959998885	0.214098465831054	0.231957250153828	0.0964221166338969	0.0800265678551317	0.0457825185802182	-0.262677617303104	0.0323531350926925	-0.0531163498818568	0.0423398752716511	-0.0822055703730307	-0.0509728200902337	-0.187786210605354	-0.000932333240833569	-0.24790518693063	0.0191349768009898	0.0510039743645246	0.317218406129892	0.0171791094987673	0.197475114076235	-0.0404540000862732	-0.0808277602337218	-0.298974804073352	0.416401110883908	-0.0585974338930091	-0.0979839947180209
TFAT	0.292759935874897	0.146654326909047	-0.084562367819653	-0.11996165095127	-0.0615799728869004	0.0762895656006346	-0.0419158768389935	0.116133328624996	0.0958177361994754	0.0557401863837548	-0.046637658679125	0.215024663021045	-0.123954852024102	0.000284187709286345	-0.0138974917576231	0.0293927403312705	0.0937925629461429	0.0859977914852665	-0.0875958587168065	-0.00578678394472297	-0.0516146428284991	-0.326787495725581	0.0431190089988567	0.0383500608676907	-0.0458390270708842	-0.170907395142386
CARB	0.194047363836601	-0.134504192239586	-0.270841816606254	-0.0169055078954851	0.105296106430136	0.0848723479115197	0.0356375224536932	-0.107339203352349	-0.0895504048005494	-0.122472161867574	-0.20877386907328	0.018611308216628	0.0376048795693837	-0.271439715192662	-0.0540267813301839	-0.197736762521687	0.102207415103825	-0.181462554836298	0.0567247227435109	-0.0192464921979292	-0.303316542815418	-0.104734830276745	0.0907599030622644	0.242892070921471	-0.0252787366744964	-0.0477976430155956
MOIS	-0.000588617794645828	-0.0316278953603773	-0.0695417042274553	0.0869719660372957	0.283616862372137	-0.0848163744834119	-0.169542134679437	-0.616156421511996	0.148196405210933	0.222722787291909	0.0430549565786702	0.180010081601054	0.00251378315743559	-0.228174729244592	0.163231047755172	0.13593344786731	0.223092286824844	0.149718566020581	0.0182630535768469	-0.141255620401821	0.201043269858903	0.0113832431803417	-0.0104678270524633	-0.0478734863094908	0.0419647566147881	-0.110028407964983
CAFF	0.0960596968292531	0.115631813037795	-0.32009408167881	0.0316824731855073	0.00520908832084434	-0.12961679966789	0.105041243249601	-0.190676198183663	0.0593973295670647	0.0329465585482578	-0.248839590085923	0.241712110534207	0.0783540488014348	-0.142224956099425	-0.0887998694444355	0.0983183968723225	-0.464070541210282	0.139561513424092	-0.100350815863426	0.138562466709356	0.154146330136088	0.18239194472016	-0.0557097809164742	-0.0690346267064565	-0.0374643627255411	0.13234612591391
THEO	0.230236275962077	0.0509788502706183	-0.221651330807296	0.0263840386323334	-0.00573632268591953	0.20869449006203	-0.0785476404439197	0.0847055630275391	-0.179790630870185	-0.286085105614691	0.0574891414022101	-0.0849835583139335	-0.100139670816888	0.122164631202055	-0.137755364332737	-0.0889057989349773	0.277278261018221	0.192604301842781	-0.00582555315516549	0.151564741265038	0.369962003719921	0.173853656200708	0.447155825681044	-0.135310012207308	0.165184000816583	0.0853293292813455
FIBE	0.116249152676645	-0.306450851889671	0.0807813528142142	-0.169116591062761	0.0936711321503366	-0.0169042964390087	0.0858980062575024	0.0598392930399072	-0.143931453409792	-0.189925904912887	-0.0291976220170077	0.147810346057208	0.176886315604939	-0.0503142585699762	-0.244747528598661	-0.230106201586012	-0.241957000617249	0.209904937001004	-0.100450618350704	0.020765183869463	0.0735878484087929	0.0862729877908529	-0.300615163280633	-0.068581011664663	0.274984240491905	-0.349107387966808
CALC	0.255603745706621	-0.0560330896821854	-0.176438818123015	0.0312409705162711	-0.14601944565136	-0.172380006629676	-0.178208751508187	-0.0175344668557907	-0.025070011263585	-0.112869346597485	0.279622372710015	0.000776922774924235	-0.0588429494943919	-0.0789308085336759	0.11202955483303	0.307946015519728	-0.133145776669841	-0.173998333092893	-0.0429292787689065	0.205508924480147	0.0167140782123051	-0.110753728037966	0.133880362982797	0.16795885226575	-0.096981273762942	-0.364570613338027
IRON	0.159079480220522	-0.230966743149416	-0.00989997204091708	0.238224961350646	0.125448581859994	-0.0863220174767657	0.2399706026807	0.0350047872962365	-0.250593967421283	0.0207303676761822	-0.15169589286391	0.0502996613176001	0.177856695896188	-0.104775108057882	-0.203829023664036	0.0780945650849343	0.223458931491092	0.0749381658323379	0.24049943083429	0.0398951427425596	-0.00686351393259412	-0.194105263858698	-0.051222959782169	-0.0301577390560794	-0.0547161933666481	0.204229092774455
MAGN	0.224052552130479	-0.106178645325277	0.123681462599301	-0.0855243900043873	0.257068347656321	-0.0121970384081306	-0.0660926195846805	-0.190099936241845	0.0832539724735282	-0.352102439818224	-0.0178968046107859	-0.0488641550941221	0.261129127681646	0.0715945638475679	0.180845315940093	-0.184672002894537	-0.161092566384103	-0.147927817221614	0.1742148111905	0.0678481742044904	-0.0977661625296046	-0.114746037191055	0.0838053500625452	0.145544483202448	-0.152696406992358	0.33272360190213
PHOS	0.271851783058476	0.175166429128527	0.0648829857372947	0.0531909199182717	0.044095125326573	-0.137608411095193	-0.184429550921071	0.0625209118195999	0.060293335815221	-0.114468877750739	0.0137822291727263	-0.144619818188023	0.0197336242646501	-0.0216274050235357	-0.186324936291776	-0.251133758964725	-0.0792812483783233	-0.0839166200324339	-0.150675037028597	-0.47414096571522	0.198257733039634	0.100893527925475	-0.0753477162754582	0.0297273380492935	-0.337306631853529	-0.0504112547185367
POTA	0.213099654437507	-0.0273745270687178	0.204161748609518	-0.211532309456245	0.159919835699248	-0.0889939524374266	0.10044590964886	-0.113738142208135	0.151778666514568	0.214507195018333	0.242484572125482	0.04724118328714	-0.0377115067526564	0.0143309243352437	-0.0745689697396518	-0.257090103972122	0.0379219172404528	-0.045842939044348	-0.08134145306058	0.0885342528246666	-0.285338663151429	0.277948350606164	0.156046841676073	0.00478087289923725	0.335452083160784	-0.0969421363995536
SODI	0.0958983430756619	0.196762869936654	-0.0635050740933474	0.230895031597862	0.153073802056413	0.391972353755557	0.0284829904325863	-0.110482501359352	-0.183544922663789	0.0873893330019235	-0.182981360042746	-0.191626752725208	0.0436491163040403	0.032076157551247	-0.00322103831935964	0.135950171992422	0.0514948216095671	0.143691580443176	-0.114620803827503	0.0178299575491661	-0.484794949229923	0.206943378629601	-0.0107861351131363	-0.152105885718114	-0.10706450619317	-0.14271947621725
ZINC	0.236284943998133	-0.00921640085596574	-0.0384153388651019	0.256374525007038	0.0512162975579431	-0.316877703094185	-0.0378824555815845	0.126469858953643	-0.120336997955344	0.2110024833131	0.0461822044327384	-0.0184024966051502	-0.0369174369487574	0.303163679709734	-0.0442999573892368	0.162341960973263	-0.238790107841924	-0.209803696231454	0.186756639285997	0.0862447539496343	-0.167407335354739	-0.110140542649954	-0.026747131314639	-0.131221137053113	0.10684299216042	-0.00248279221897536
COPP	0.172873436673463	-0.111204881319789	0.193409959499619	-0.0834921647060817	0.176599561477431	0.307103856072211	0.0970487746638798	-0.12846183918364	0.0298141958688286	-0.0241895125056812	-0.144093734184979	-0.237359458391633	-0.102867815847113	0.355187092201269	0.182290726032037	0.254678901597139	-0.101215451733493	-0.108500637973755	0.188257106848873	-0.13489897003621	0.296577303366414	0.0451189783403551	-0.206829680803812	0.110044296364535	0.149615119676675	-0.111518253771176
VC	0.00389245037464232	-0.217458434055149	0.223000907154288	-0.243080912122309	-0.0807146279888914	-0.0507213583732847	0.136058617011365	0.107505195055298	-0.083663709104248	0.0717390788969455	-0.280904426667852	0.300653866299088	-0.0950756197103411	0.102687988398997	0.271634719826557	0.0146278233877357	0.0530972989943791	0.290336972713475	0.170567781017138	-0.150424138145645	-0.048855410966991	-0.0937821211304785	0.278858139780746	0.0611705610161326	-0.233282026593119	-0.203621416009052
VB1	0.132988712679081	-0.119857664198197	-0.110906834484986	-0.07852158470111	0.166990791083877	0.24493791888481	0.346126795284807	0.0900244596184422	0.145881454512536	0.132195468313659	0.372189853433187	-0.19181553698439	-0.368310210048803	-0.316472643335481	-0.144967276278903	0.0436743774821319	-0.231398773784082	0.0910551000058085	0.19985227999678	-0.185818566520543	-0.00125670155087797	-0.158755959635426	0.0475254419342212	-0.118213078878726	-0.112570350224323	0.0496387425698043
NIAC	0.20112066942018	0.238496223941711	0.0802721876001524	-0.0582855358401699	-0.00207832388337706	-0.125031078209757	0.288674412051154	-0.0605518362354276	0.0158615524562924	0.158369031401864	-0.261500566608859	-0.0644515697858132	0.0372469962862969	0.0603917883180255	-0.106593691490218	0.10186862401589	-0.0284239434497998	-0.141997106015998	-0.304064471173163	-0.270765661386264	0.0645583189689684	-0.0184162749287769	0.325669536394385	0.248313558645892	0.105437612468649	0.0452714772672969
VB6	0.166924417779598	-0.0626776778743391	0.283013233376284	-0.016563125834958	-0.111956518024662	-0.162164380253536	0.206393210792939	-0.139284069275294	0.169262473264738	0.143021197441421	-0.138375339380485	-0.152052069416082	-0.0424838988341396	0.0805839015609284	-0.164170489759097	-0.0572831138180379	0.155575625426679	-0.0114296356981563	-0.235062403811354	0.302449956923084	0.0757182360601174	-0.17266476615026	-0.042890923465566	-0.404761372140154	-0.194721938788042	0.0802412900866922
FDFE	0.171282750292031	-0.269503764957023	-0.0281955595333394	0.220125953777382	-0.151771471105321	0.0798331603799888	0.0807204263466335	-0.105941309283682	-0.107336715579226	-0.0772541703050275	-0.107155300694207	-0.138745233526872	0.0552499647465339	-0.100442356349267	0.147635333570053	0.00900012683041068	0.0716739132873839	-0.191371167623345	-0.192386158275953	0.0231717525573668	0.162890611800008	-0.0770391286658834	-0.0444631874789345	-0.142850648207428	0.0503786662438544	-0.323331466715493
FF	0.154793657547591	-0.234514763406619	0.19940426077967	0.071569646140826	0.126672186259994	0.0894694631184895	-0.0549195809909159	0.108734513844072	-0.183412428270486	0.0743101671304752	0.170809761920205	0.0398321429671567	-0.0514162140115771	-0.0559818602101612	0.347859541704198	0.0970199046174712	-0.188855043352659	0.13699319835269	-0.417169308251534	0.181495941980868	-0.023523573316647	0.238054389844382	0.102524324116487	0.100803297790168	-0.170288247150537	0.259593380937762
