Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
VB12	0.133964140966621	0.18524062304409	0.253344863717121	0.183735701235786	-0.185277208651329	0.0262176110986192	-0.0250700483629386	-0.154279266679906	-0.0347622077602793	0.0568141749967294	-0.0255830535202826	-0.0662824596421577	-0.0152359418388186	-0.189465796241071	0.0343465166760849	-0.0756763462351545	-0.18004831124622	0.170330877195252	0.320554303673539	0.136161875786169	0.174908419797951	-0.0426091419329661	0.0821763333335691	0.054554924106445	0.189858874341252	0.158383698226924
VARA	0.158225496433905	-0.178994269153733	0.0757658628715254	0.351575568920836	-0.07223465352513	-0.167767893257725	-0.00220631185469433	0.199652427399787	-0.0693860297962414	0.0545091043131508	0.112076614894371	0.188938910972977	-0.0155011684938779	-0.0702380717106787	0.0243178146566244	0.10839834080037	0.220423606121582	0.0118892426733387	0.0273713322348561	-0.405521882964863	-0.025898475411812	0.261582097641113	-0.114849952327005	0.0472496096764549	0.182173757907403	0.155055399251699
LZ	0.0286938373276839	-0.183055206366289	0.19776436714694	0.0265470427460431	0.187936515677258	-0.139194755234882	-0.302194866625287	-0.0480075506450376	0.302044313256157	-0.332573976276634	-0.0314332011178085	0.0651638236784231	-0.146725465726125	0.0434627230102898	-0.286145489032202	0.294061970796695	0.0667498511357771	0.0760728930972586	0.0395830854013118	-0.0232496324879285	-0.173428424457861	0.0307159627858154	0.190807938723992	-0.212179177501059	-0.036487968210938	-0.007394615522227
ACAR	-0.048506502425826	-0.111678590367762	0.0794497259300107	0.390999491077654	-0.132533818063605	0.211366557372432	-0.234861771930003	-0.123933959790307	-0.0109877001025341	0.157561276523818	-0.0744799348747377	0.216022568216301	-0.24272867868532	0.137437022152375	-0.00132060700335349	-0.46274729338966	-0.262337558259382	-0.0779752278224534	0.0387185397510076	-0.0802073532630507	-0.0163848079763446	-0.137820765364401	0.219361875471138	-0.100527663835642	0.0136323314244022	-0.0698025240920594
CRYP	0.00870567432225246	0.040973518333387	0.0329752423689889	-0.334609799975815	0.0254786224302727	-0.264166080269254	-0.161853641637146	-0.0914739367922215	-0.498071980667537	0.0189177461542327	-0.221955067879971	-0.105354179868142	-0.48007473275637	-0.212273325909168	0.02588561694467	-0.0201130513574037	0.00430711645733301	-0.208309025394886	0.141366929391995	0.0216539769008271	-0.00298117026772918	0.19237786166003	-0.042718249542708	-0.140720084559385	0.011554167426439	0.0634771530497282
LYCO	0.190416312690242	0.00780057588198035	-0.250631375236014	-0.15240170014907	0.0597436782740387	-0.0543829775719886	-0.0136620386945949	-0.121531403480179	-0.124292866587047	0.310253844416789	0.25432664837345	0.0853570795459505	0.15752653415898	0.405403206350428	-0.0518963157985973	-0.170129737015053	0.175678146002008	0.0396206014198	0.218302673531814	0.0872546857672175	0.0762651324358431	0.129111595168746	-0.0468000407932708	0.0444649562092633	-0.224166791296156	-0.0415812010641395
ATOC	0.187601811984751	-0.059067039788969	0.0930576706404311	-0.236669089180019	-0.252962641143308	0.217695304122179	-0.22934167546436	-0.12225846997596	-0.198451499722763	0.103216425209353	0.196645902334339	0.101564609826125	0.0880524882005779	-0.1064126936026	-0.0167039387874817	0.0273437639121815	0.11116634232317	-0.0424123576010619	-0.20431294798294	-0.111828366562053	-0.013152302395236	-0.283571782577844	-0.23421721905936	-0.0947028061941136	-0.0106852348862695	0.283520402245133
S140	0.264903516247058	0.106124169426721	-0.165923223626068	-0.0184812934681978	-0.163586961094312	-0.155260725447379	0.0814180427280717	0.095401477704375	0.116619381954032	-0.121392182722408	-0.0387931560713161	0.0221637271195384	-0.0511111948803399	0.0352677105915089	0.246129568290365	-0.00429783432548364	-0.0561762615566332	0.408008301461168	0.0489045574078075	-0.0557108411669005	-0.0737687579168084	0.0164109333284193	-0.0964474948911972	-0.103207379895099	0.0101221095997536	0.0773602416791228
S120	0.188335623497511	-0.0244860823365278	-0.14824797534594	-0.0499561841162182	-0.373451497933965	-0.0180416085699861	-0.0132128483497192	-0.14862947093051	0.27032947132035	-0.154508858179544	-0.0941872971099885	-0.166854853418244	-0.141590002529567	0.0851420548016574	0.238679250967504	-0.109469447603565	0.0939956385259255	0.0314277624949708	0.0826183287716669	-0.0806587172175466	-0.256221562680567	0.130049516419092	-0.211139076838756	-0.0849791179055625	0.146616334979042	0.0815612951585227
VITD	0.0887881580212878	0.235213318174143	0.277678079466025	-0.00258791420511092	-0.161683552293745	-0.0164520071758662	0.063474500618379	0.00890520856721244	-0.0309623656800204	-0.0351468140593549	0.139463100570573	-0.017752050346922	0.252900633356294	-0.2557238065244	0.0719569646999488	0.048103657498167	0.0643046771573619	-0.0409227192687411	0.149468756290219	0.0824711151663576	-0.0371046929152399	-0.0480616320863098	0.157438462365176	0.057305725691335	0.243634362543842	-0.11861236641609
M221	-0.0890263765862563	0.160746517924822	0.0288411796222052	0.112048360443062	-0.0044714417015304	-0.0157043748247402	0.374400317221108	-0.31648066735408	-0.191299649530202	-0.385963830747293	0.226372569948387	0.346353229844818	-0.338267514118118	0.256925532515348	-0.0650083631661785	0.0307351481778041	0.0392824967757116	-0.0536199437031202	-0.168972553485884	-0.0121874365600956	-0.0746179761314735	-0.136218307003962	-0.115383959301997	0.127989499727848	0.0773561799198512	0.0905221733740371
PFAT	0.200977750982476	0.0996867503060854	0.0294737780011987	-0.116167473397504	-0.0247096568790623	0.3673263417034	-0.0557083215984508	0.18924108949474	0.198785037102624	0.051000429720673	-0.169467758698798	0.493449554923537	-0.00412305041511684	-0.0563291170959209	-0.0942561751986348	0.173339745835285	0.017058641223161	-0.368955999036842	0.120570963497874	0.107702071797623	0.0656754687505234	0.201110152671675	-0.0927322381698672	-0.111708753171912	0.0150587753648659	0.10150618139072
P226	0.0231246749908075	0.26021445571367	0.248099391574009	0.0726822502446327	-0.0956389276114151	0.0229604923632513	0.184785677139913	-0.0961622424463769	-0.142484134471557	-0.196156664159149	0.178970499760092	0.120848086090406	0.136941663042277	-0.0950458409407192	0.0483453308668567	-0.0148455274936521	-0.0211304825876107	-0.0666404552763915	0.199174925067664	-0.0511798097210428	-0.0232934207960806	0.247863672940251	-0.0258063903868253	-0.238264179847762	-0.402804354903999	-0.237828584006595
VITE_ADD	-0.0587664682003977	-0.175651798523666	0.00118930253024166	-0.175357754902487	-0.382836846402522	0.110439849357911	-0.104926822867682	-0.277297553499985	-0.167788523040314	0.0342910752221304	0.0474621436097287	-0.0737742642773303	0.19582988688825	0.141009340720945	-0.348690912452189	0.277006066219555	-0.232944501547426	0.132102867442473	0.0558584727674309	-0.221139233386211	-0.147731001931676	0.0597406575851164	0.199256921259565	0.0235087820501834	0.00657002818229147	0.059724392990094
B12_ADD	-0.0255355421924756	-0.29006446335579	0.0223473527282124	0.0997599533131481	-0.325838394416161	0.00394607711200607	0.161321145499324	-0.0969088564531341	0.201324364598093	0.0536057828323035	-0.024497415104267	-0.0480607218296221	-0.160775357989143	-0.0779383019162884	-0.19175744347252	-0.0325922422749106	0.118214386700963	-0.0810076402248073	0.0655503698249029	0.21297566135524	0.0625564685777953	0.320283154219912	-0.0327712584024986	0.400251430188834	-0.249206175461908	0.0131961444152913
