"F_TOTAL"	"F_CITMLB"	"F_OTHER"	"F_JUICE"	"V_TOTAL"	"V_DRKGR"	"V_REDOR_TOTAL"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_STARCHY_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_OTHER"	"V_LEGUMES"	"G_TOTAL"	"G_WHOLE"	"G_REFINED"	"PF_TOTAL"	"PF_MPS_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"D_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.504947363762487	0.960244192420316	0.718369143054288	-0.220379103032805	0.617362340194878	-0.323879950744656	-0.282051055463021	-0.0346269781355426	-0.408216988388325	-0.359724253021398	-0.542519900665706	-0.177182966834577	0.427928728598507	0.0810698117928191	0.663541659223237	-0.0877102751364632	-0.479139150480585	-0.577855286308511	-0.380061368984897	-0.245891506428511	-0.228784648583919	-0.394235362907352	-0.282893284814636	-0.376158497656572	-0.554754846622714	0.763161807620359	0.414917291492503	0.172512091018124	-0.0461626714868846	0.799014968865351	-0.0231284891349299	-0.0420546649939949	-0.10776859838688	0.133238685644747	-0.225316540443206
0.504947363762487	1	0.28299281827782	-0.0993741903341506	-0.0171031123865682	0.658719995529912	-0.186659652727785	-0.283854012381651	0.365308075209875	-0.27864820102582	-0.24935467877541	-0.325952300437542	-0.0348520119660389	0.622195186434145	-0.0506540159872525	0.787288100321153	-0.245561115942583	-0.490186199034696	-0.445649045584787	-0.137901765667581	-0.35174047652973	-0.192767488682509	-0.264049342079861	-0.276078043922348	-0.319327193794201	-0.417299307763313	0.0429986023927438	0.622111818402247	-0.0377753328900088	-0.115500403862145	0.555416601957469	-0.107532815208709	-0.0905903240850096	-0.227468722933311	0.246395198317601	-0.245324955621401
0.960244192420316	0.28299281827782	1	0.747329115717854	-0.240636805740324	0.506079518537232	-0.290377003635547	-0.217737342815556	-0.142645548414022	-0.345688720349483	-0.299966495311354	-0.513693668133134	-0.225978800084807	0.267769278550444	0.1654416838932	0.549712687631094	0.022035135451503	-0.381133569309336	-0.501650843083471	-0.361578305412476	-0.141820311463475	-0.209270090704095	-0.370254168311352	-0.222917893737425	-0.283835901835043	-0.478365583496432	0.778820970754221	0.251545425619774	0.245005668891653	0.000395267800247462	0.775851651611233	0.0589956666518406	-0.00878694779610692	0.0166305544063014	0.154387889567745	-0.117107365550573
0.718369143054288	-0.0993741903341506	0.747329115717854	1	-0.206526717454388	0.207045339622428	-0.260187932114106	-0.157958436650585	-0.245781303717232	-0.325938275829067	-0.295424973808603	-0.337550338000211	-0.0415429591476203	0.151993249902871	-0.0679200287384492	0.0938841659130505	-0.0889084645763132	-0.224292133388438	-0.353310425393657	-0.359010784351532	-0.130581992100646	-0.0858040226403145	-0.215795851922857	-0.157385457456656	-0.313277409351939	-0.363457724397304	0.896896453224714	0.144370293043502	0.0687405337205109	-0.0335185998151295	0.334654149159711	-0.118135567994811	-0.0245070951510528	-0.183495069476427	-0.23392397083784	-0.265645468119256
-0.220379103032805	-0.0171031123865682	-0.240636805740324	-0.206526717454388	1	0.328655066970572	0.654948661095059	0.618369177415662	-0.0824513479946201	0.627159711715645	0.6052495148839	0.220627927186027	0.652202004459955	0.300104802758062	-0.499882158551228	0.145026487899634	-0.517915416931759	-0.0162190588787519	-0.0965095445430861	-0.414787793290498	0.0338151173172877	0.0698363291704037	0.0556616982627221	-0.0536357911684114	0.00495197773570119	0.308310219616349	0.0846258057830184	0.298886040912933	-0.333334027285807	-0.0844340412476124	-0.0938928595337338	-0.392221972749667	0.780213265447114	-0.382179420145716	-0.35144750766361	-0.396349626733853
0.617362340194878	0.658719995529912	0.506079518537232	0.207045339622428	0.328655066970572	1	-0.254836900481671	-0.301488797052346	0.225457103234829	-0.342586197899045	-0.324189251227663	-0.195432092740069	0.460317630970105	0.436285062240885	-0.513096816802664	0.720494959481574	-0.674464901455825	-0.104037847342596	-0.211618083225122	-0.420007433223983	-0.234338370803264	-0.172362070874819	0.166374505842357	-0.190012222712042	0.0156691303141368	-0.29360853508022	0.512955400710636	0.426175814838734	-0.0213737033331485	0.153447212957885	0.670688723674004	-0.403899111341883	0.243131664368854	-0.412572105452452	-0.22784285346487	-0.617833997724045
-0.323879950744656	-0.186659652727785	-0.290377003635547	-0.260187932114106	0.654948661095059	-0.254836900481671	1	0.950241694893344	-0.145240496024294	0.960867232213471	0.947337856180822	0.104498422154331	-0.0858158052881724	0.303291244428835	0.177490731079044	0.016747110898653	0.166839506355184	-0.394524709307792	-0.415788571122581	-0.177750815938944	-0.19070486774184	-0.218830634504016	-0.481693982520496	-0.0113766347959725	-0.26736662043494	0.451065481620861	-0.264620524663216	0.304391001248515	-0.201145673862476	-0.21874921695883	-0.353194109394176	0.0263260102035091	0.597286681382925	-0.0308639541895867	0.0648820777137482	0.11026215895399
-0.282051055463021	-0.283854012381651	-0.217737342815556	-0.157958436650585	0.618369177415662	-0.301488797052346	0.950241694893344	1	-0.446224000817565	0.983500413366477	0.988697678433462	-0.114983497518887	-0.123517708988331	0.198453177764289	0.185491826397015	-0.131232047981662	0.211530829049846	-0.427460531092224	-0.421660346527459	-0.0613706767569384	-0.034145232187223	-0.0973083591817152	-0.442923355152405	-0.248636315494532	-0.406736763289357	0.315756069039895	-0.155876271336828	0.198301897559634	-0.0620904152385268	-0.112171328307771	-0.312886865961548	0.130023317588788	0.624591656011928	0.0840955955217734	0.10326744559691	0.174080878624156
-0.0346269781355426	0.365308075209875	-0.142645548414022	-0.245781303717232	-0.0824513479946201	0.225457103234829	-0.145240496024294	-0.446224000817565	1	-0.363294551687785	-0.418668963094855	0.665403123244966	0.145770785692123	0.240994103959037	-0.079241180289306	0.464916655049928	-0.19254250394396	0.224257738750682	0.144748642565997	-0.315726399912708	-0.439411573198017	-0.319599720053346	0.0229478181714668	0.757009260254202	0.523738925822572	0.292957347825219	-0.265128479520691	0.244633983259657	-0.380649569551957	-0.272159639472084	-0.0209037434296904	-0.337336454551934	-0.267866791838191	-0.355761960190879	-0.141592802664434	-0.236134270863906
-0.408216988388325	-0.27864820102582	-0.345688720349483	-0.325938275829067	0.627159711715645	-0.342586197899045	0.960867232213471	0.983500413366477	-0.363294551687785	1	0.996311942107038	-0.0123519313404772	-0.106979291177792	0.137923058608878	0.200045098107467	-0.152193218937793	0.230792369185935	-0.341799987028921	-0.318277578117838	-0.00163772452653288	0.00492758744040143	-0.0641776846069023	-0.390394260970338	-0.168022873801243	-0.298441949698542	0.374798966085369	-0.309605173890381	0.139084201313301	-0.0727255220043863	-0.106032580565841	-0.37215381428298	0.150759467713433	0.605954498298787	0.123440727580753	0.144896908793764	0.234809565211564
