PC	var_explained
1	0.31985
2	0.08074
3	0.07634
4	0.06717
5	0.05722
6	0.04807
7	0.03898
8	0.03188
9	0.0287
10	0.02742
11	0.02545
12	0.02094
13	0.01883
14	0.01807
15	0.01673
16	0.01525
17	0.01445
18	0.01345
19	0.01185
20	0.01047
21	0.00938
22	0.00795
23	0.00687
24	0.00541
25	0.00492
26	0.00442
27	0.00387
28	0.00311
29	0.00295
30	0.00209
31	0.0019
32	0.00161
33	0.00131
34	0.00122
35	0.00086
36	0.00027
37	0
