Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
VB12	-0.15778383589913	-0.213333110623724	-0.0422888670659984	0.213449979635982	-0.110230806811899	-0.21941310240787	0.0376424988704015	-0.0379968519106329	-0.140307594845138	-0.299328592164555	-0.233815182119842	0.0538451379267815	0.253410187142295	0.0952875074391744	0.0561111923483215	-0.179117047897136	-0.238167360785517	-0.211050324063975	0.0183531276800545	0.0943877220852151	-0.212598222971775	0.00364401017135235	0.152196569754217	0.0248480903225654	0.134246671789039	0.0056121407829574	0.0441003722095983	-0.0997997719817487	-0.120282099091759	0.0908086741399171	0.067633569563401	-0.28239513964202	-0.131119902624072	-0.420100198310275	0.182025130545471	0.0200487666394911	0.000156657670561019
B12A	-0.058614312658492	0.057068120733189	-0.18451842669012	0.43822412109039	-0.0373148467261117	-0.0684084295041182	-0.180547910151846	-0.00846703086975167	-0.185926929130186	-0.00566492847617388	-0.118411024156081	0.0552933662404322	-0.0620495149398916	0.366514078266908	-0.350072053905104	-0.0244403391236248	0.170767059827736	0.162883811886712	0.012444162855436	-0.116089598137779	-0.0854848347178771	0.13507514965099	-0.341204099144591	0.202937790455083	0.180400742462909	0.0246784502801813	0.168529970279841	-0.0515931129687405	0.0522987524196665	0.222507170710707	0.0268702731675046	0.159697682502092	0.0233400121200272	0.123164448546492	-0.0675781750800881	0.00413204312311542	0.00142656468222225
VC	-0.115545116543504	0.211194259545321	-0.282402497036383	-0.231853912680583	0.0504399497735265	0.191313209043145	-0.0340723069502026	0.0233414791307957	-0.0872401968378108	-0.047010807650394	0.0633766461793196	0.1247626061687	0.110835535530393	0.173319736429126	-0.127693073138275	0.277299302015784	-0.30339906179008	0.105860962126341	0.234937332056027	0.162727143195576	-0.0161409855072256	0.159076029036794	0.370722858710589	-0.184184603814883	0.152417024134551	-0.249043203310571	0.298836168915964	0.0638452974655565	-0.0339978244629701	0.134750998093962	-0.0129974258960557	0.102772271429995	0.00315765382634814	0.0940363960165216	0.0541265643439946	0.0210249957602235	-4.74152463525968e-06
VD	-0.119831807804165	-0.359266604662474	-0.181227182868319	0.0565243277354432	-0.0484466104064052	0.101051526309071	0.209193475932492	-0.183383217831966	-0.0987951922029562	-0.0781320879057811	0.230744795735276	0.0164365860595916	-0.0716365923200391	-0.070594316168424	-0.202046212517006	-0.227575718937442	0.0930569456778384	0.0361915690752472	-0.175993528654956	0.196447439704726	0.151180509823288	-0.175797052295205	0.0719488634141366	-0.0471423023070474	0.167230855681082	-0.0978035908814792	0.20831924996375	-0.136465069437004	0.0621833001455815	-0.35575356423065	-0.294250694360842	0.288799387975153	0.0432718667610461	-0.105812185557253	-0.0431103927691937	0.0537031184465197	-0.000447812417584369
CALC	-0.18891174922526	0.130341521452599	-0.0631385091103275	0.156687107866512	-0.0935417645024804	-0.107934763490365	0.339792281974215	-0.171422614817596	0.0827559093796038	0.0587757321770748	0.25015540022483	0.13699394074252	0.0191926546052035	-0.12774035864226	-0.0951270994099551	0.231399638425736	-0.0170743698801816	-0.0249248939972123	-0.234998659681685	-0.117852193915252	-0.113815399503463	-0.0829948917608338	-0.043840437978127	0.1573287570178	-0.0930167048790164	-0.344380565957142	-0.068975054678914	-0.231350117397639	-0.0885228240156125	0.0603979966009427	0.0868117386393084	-0.24228849292363	0.231811604228008	0.223545753185894	0.312817102667524	-0.0353674743415551	0.000614339700479573
ZINC	-0.223293864915022	0.0227015520100135	0.144570121300416	0.0811468156337114	-0.0816719392557674	-0.0711544458000495	-0.0572178321951108	-0.20335707510994	0.120494159469587	-0.123377283814312	0.0128470916100789	0.212476986904731	-0.152343013289042	-0.0262406256933388	0.281165684271839	0.016114508319031	0.136227014856504	0.109944989025584	0.124675668948366	-0.114099247288368	-0.0865780631697944	0.270494730247357	0.281573060043108	0.0512191595951806	0.353395272148056	0.263910134809456	-0.106819923699099	-0.0167157506565295	0.0957600715522183	-0.0228854309885495	-0.407801485935301	-0.109219914191712	0.136117747451575	0.202144513691053	-0.0109518671993138	-0.109880978363551	-0.000910524900574629
SODI	-0.222006201874363	0.0114073518117099	0.133539818175896	-0.0654884417470109	-0.0690254063684296	0.139340287053805	-0.0505498263813372	0.00411369581644122	0.105455286984919	-0.0228732007878557	-0.137566992149525	0.126862510444187	-0.00588504280959688	-0.103673004316547	0.206164997543511	0.232952798509437	0.258948671547102	-0.0869243773811149	0.175324933538254	-0.0212754636779741	-0.335558453301953	-0.453338798334136	-0.171528493458515	0.119318123148201	0.0272453826528281	-0.0426003353653062	0.46426466876908	0.155422715880784	0.132352800557206	-0.06235544374029	0.027138470817096	0.0622826488693225	-0.061740408350791	-0.0686023770433383	0.0542696370280591	0.013299830667771	0.000318112486308292
POTA	-0.251077516926215	-0.0228890163182309	-0.0407802503264608	-0.161910556181144	0.0894614223222541	-0.0942776201365001	-0.0162172369565149	0.0670361171831634	-0.0231945350734569	-0.00442920044274449	0.120649917751378	0.0879502159998564	-0.156803750198715	0.117547492582591	0.0162793459187832	-0.0441501457962234	-0.051084849715805	0.158306056206308	-0.0432186525386972	-0.0517056963462996	0.209194536201836	0.0015147411048452	-0.00777589497222473	0.0988401352884294	0.249989139389568	0.202677971443864	0.146484036774933	-0.0215525000219649	0.0124506111791848	-0.378756511168941	0.589389177654672	-0.31565180608498	-0.0115041865660013	0.0658697058444357	-0.120221495368977	0.0508686420713225	-0.000929555924702704
CAFF	-0.0636914187649211	-0.0435505483088865	0.110313767996006	-0.0186072430000229	0.242566782579199	-0.38462715106981	-0.198334554711822	0.0879694801333091	0.0528004871918916	0.157385021473515	0.419471781661985	-0.222043051658703	-0.197094320666596	0.372282221159901	0.184021451632295	0.0565792504911877	0.0652301774818978	-0.308450979352512	0.0193754841784167	0.180349789439896	-0.0709805475202348	-0.135945522412241	0.00401463543681766	-0.134619288027586	0.13628264373657	-0.103549496155151	0.0319089455742573	-0.123890571292723	-0.0498566032849252	0.144314592068519	-0.0647125134669133	0.0557525922292271	0.0863686408049851	-0.0500394060760531	0.0123400157124815	0.00360240560761578	0.000706236684874459
THEO	-0.0558039113208171	0.131332084188161	0.142652806474556	0.0874979059822738	0.0751819155082704	0.109404380342114	-0.364919178849917	0.155293462821759	-0.574053782757467	-0.0897886192220959	0.24076309034753	-0.04560874161621	0.00132792981771465	-0.323958722782312	0.169943711011968	-0.156528780188602	0.141045476460047	0.0820332501014254	-0.201912169783856	-0.0497089677581362	-0.145031401958394	0.156980730945333	0.134110248323496	0.0594276159460992	-0.0964776900312328	-0.217688562876549	0.122123292070599	-0.0158555526310187	-0.066733956102416	-0.0397144200092728	0.025677891490927	-0.0474082398802504	-0.029705414169762	0.0120299521964122	-0.00842836593786027	-0.0423548910499157	-0.00018922111415334
ALCO	-0.0738337161411518	-0.216671525610893	-0.00669779443143932	0.0112996547975766	0.294145048723098	-0.206204721382844	0.00381154421259004	0.112700426559761	-0.0171602930082705	0.4462946855869	-0.305709279980515	0.111588099180674	0.400125522243989	-0.0979542731806096	0.081761399675882	0.178791555892695	0.122036298583457	0.0180243267236309	-0.251777267880245	0.179730865899351	0.0736991968090333	0.222078385754801	-0.0526130421115641	-0.00468664333369672	0.156722864152907	-0.170168748107769	0.0518114088814514	0.101159236347502	0.145077358037464	-0.0936631353097297	-0.11040421596262	-0.0821142831011735	0.000818512625940016	0.0706639128145104	-0.0517576494192932	0.0250264328191856	-5.80454240277436e-05
S140	-0.139000631765585	0.110390043512515	0.249212988585445	0.0657699280284425	-0.330666063582546	-0.010502381478066	0.309763060405278	0.0730067819647947	-0.0360587927887663	0.214866612618294	0.176624000986458	0.0233626612245137	0.118716981204901	0.0994923613520433	0.0338255695880973	0.0221309540794649	-0.0464278319399905	-0.0982482115739162	-0.136505253744647	-0.0134969397868119	-0.0430322174820226	0.274599797698857	-0.0940610113644985	-0.138268282934029	0.00991863957578178	0.181812734717596	0.186916299288528	0.232306543798797	-0.310154673530271	-0.0677005406352754	0.0710007494283415	0.247387623005208	-0.0643805758197258	-0.118276674721605	-0.0675995451847974	-0.372640125496254	7.52204315657227e-05
S120	-0.0657169662095866	0.124115769688045	0.185729338020693	0.0662618234678364	-0.343708369550028	0.0950712173433823	0.189879020602456	0.332825319463821	-0.17707202459442	0.36922892878232	-0.0274268809967426	-0.0181353620714556	0.0769498575375752	0.136790130150638	-0.0562590926190162	-0.266076647313877	0.161236663582848	0.083876435973865	0.333973192532499	0.106439484240842	0.103941624200831	-0.222233664801998	0.190342812923173	0.00175210068247846	0.10055436915161	-0.134824266216392	-0.148199527644576	-0.155706660453687	0.174278412632523	0.0337265906316418	-0.0386326127383436	-0.176220992206752	-0.0409923824468842	0.0591605703760069	0.0140979716906296	0.0614144972883336	0.000614938535509053
M201	-0.185549165719832	-0.21266977591339	0.174752297145374	-0.0398905572207358	-0.0286937958319429	0.167801068100211	-0.104144468372369	-0.214500987098667	-0.0141946681186394	0.0751260790810003	-0.10145271292629	-0.17718645160324	-0.0362882877957171	0.0737161462607834	-0.146294865661915	-0.0742312757241994	-0.0659263526979437	-0.248169195880167	-0.1073688506121	-0.458302943962844	0.20464439516078	0.0193504652589371	0.0423437635189663	-0.362818357009713	-0.0732147827450125	-0.100010804633753	0.230891007803358	-0.0432568644430787	0.245646759051093	0.169928063719664	-0.0239908467749737	-0.214422700973599	-0.10672703459117	0.142960454281646	-0.0154395535050117	-0.140036401067744	0.000187340652739371
M221	-0.0964947578517068	-0.166038151091171	0.180949021919004	-0.053283333361461	-0.162882928834855	0.15020076497322	-0.192474931205764	-0.258916704743929	0.176980435589173	-0.101528145894206	0.179349898893842	-0.294554419209151	0.474528700191943	0.288712961474678	0.219895429553549	-0.00136514649775419	-0.0384974801482964	0.385887145116394	-0.00540888808338288	0.0442082337299852	0.0754813954770588	-0.00882217507358707	-0.0685431550940334	0.225722964805837	-0.0722019991791477	-0.164022894834978	-0.0627346294620572	-0.00780302487358104	-0.0221180618645502	0.00393880763699327	0.0395589346057279	0.0322754934636251	0.0279617332591561	0.0236952067783879	-0.0486137121189924	0.0136191635854276	0.00037630401687855
P184	-0.0723218248179621	-0.336778062176352	-0.10591568288242	-0.0551723786276181	0.0275693576658987	0.221873969749759	0.169925889691745	0.0571121233489681	-0.312893705221371	0.233839500244931	-0.0546732801587613	-0.0688511601788474	-0.239712799877349	0.12448933676399	0.287634116197225	0.197919433815245	-0.339212923993602	-0.0493365738897171	0.168191228957109	-0.186745806830399	-0.187633320701225	0.154795334215982	-0.126206268078887	0.244565896104202	-0.115036900004374	-0.00561078379270664	-0.120263081737304	-0.187526143838573	0.0880362545212253	-0.0943938298304702	-0.0445578506053263	0.101083509385966	0.104649523492503	-0.0769482214225232	-0.0733280259236032	0.0143580370211894	0.00097692235545215
P226	-0.0708359056854364	-0.429807005373521	-0.213975441340618	-0.0921434876404467	-0.0164809155837779	0.237546913363413	0.0536554182947496	0.0252601634998475	-0.0589826462023469	0.0386060213773299	0.14355164184222	0.00251030719451718	-0.108335653246581	-0.0787008159317266	0.0328815338434594	-0.130509906122972	0.145902285724724	0.0090782876835006	0.0295464022013382	0.218880001295127	-0.0763655057955109	-0.0291464648107685	-0.123935810274385	-0.0256130463343023	0.114059447359622	0.0689386956192913	-0.120884703874005	0.392929302106517	-0.259015497334544	0.382399554631702	0.0597808776546185	-0.220454267117715	-0.0687365551538758	0.263071356913714	0.116559544142435	-0.0387414361936128	-0.000279732987826072
