Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
F_TOTAL	-0.227478799165906	0.180409576419267	0.281301652352234	-0.194898014400558	0.0960715445067618	0.137823146186179	0.0684214276914633	-0.235038668406728	-0.157111624101317	0.0227197402213388	-0.243147648384002	-0.185727494879517	0.0956771692433275	0.213274841741073	0.0509214579034739	0.0288741130808566	-0.280108866408358	-0.147180734260903	-0.272305725507058	0.0781364771312709	-0.375977115541318	-0.0559172342326762	-0.0938440867336004	0.41649982067615	0.162524993183144	-9.1823834167705e-15
F_CITMLB	-0.250905271914247	0.194122312407891	0.0732429563871457	0.0342303621368882	0.174040118229823	-0.114514977461855	-0.163335052524288	0.313149097474822	-0.224588223284129	0.165359687691703	-0.0243175960673205	-0.151542657234753	0.257911372194764	0.107276176822561	0.101352957893252	-0.50095875376874	0.413967197275033	0.0342086979982721	0.214872235111057	0.055311432864098	-0.120267319801192	0.0539667347077637	0.0362875071125359	-0.0699635834573122	0.196791479415098	-1.03608383342833e-14
F_JUICE	-0.155880809376911	0.0546442652888593	0.256834174549936	-0.110087673706544	-0.146317184799499	0.261907234779188	0.236861808386339	-0.430560099557889	0.109628298779748	-0.115082647752205	0.0840234934613706	-0.0968318014741194	-0.270292884654612	0.028466520365841	0.384795537927497	-0.235380603266269	0.145215239560257	0.24466315535261	0.15057972271422	0.0322518845854719	0.0561018432044615	0.296994185604054	-0.010473361191408	-0.193756408378911	-0.10216333239978	5.47922649759334e-15
V_TOTAL	-0.0564065954693055	-0.237193427049827	-0.215573443331496	-0.441476829939814	0.0623714510733019	-0.0588955673504807	0.0497221149196133	0.0802293797793625	0.0856645236900229	0.00333005458113548	-0.201918766159705	-0.0868771737589425	0.0156476323677452	0.208449438174816	0.110378853602125	0.191391759221202	0.136396663789824	0.0498465911973867	0.143068184007502	-0.115950375614061	-0.0369284535717287	0.0155046600059626	-0.0620855081212934	-0.0282440278101814	-0.00202984310000538	-0.572390498511289
V_DRKGR	-0.218529718615414	-0.0546747479436985	0.15851179460868	-0.247861113635124	0.370919672236079	-0.157318627951928	0.00490940702903873	-0.103615758289972	-0.0825751034848271	0.183664272604016	-0.158519518202372	0.293889815567491	-0.201058939279546	0.0133393863253002	-0.310263956855873	0.183899366499123	0.0342582785532456	0.189634391090432	-0.05946292726622	0.0402469164605312	-0.197558211221872	0.0122726140001012	-0.0161764350796847	-0.488271256977369	0.00500391407299856	0.179766404338124
V_REDOR_TOTAL	0.0218617227286756	0.104349275160494	-0.410871017325369	-0.221113551480931	-0.10396231107662	-0.103769110636503	0.139796237871287	0.0882489393188917	0.156223558472532	-0.314976027443832	0.0949484238532419	-0.344621461980959	-0.0974481066723008	-0.0929492601707322	-0.307618220716369	-0.194182503786054	0.0827044585568654	-0.0439682699479539	-0.185248095549493	0.0883712106397473	-0.39129758884552	0.222336047412746	-0.138402782949621	-0.0747340895946023	-0.134774156243733	0.12833771680745
V_REDOR_OTHER	-0.182133512950717	-0.0149078568058395	-0.160224047878523	0.278674640835487	0.273230786327152	-0.338724433032621	0.118193935198324	0.053373381946538	0.00727285580641789	0.0841447327359137	0.0902264212088152	-0.173300787177157	-0.0178485614546916	-0.286954178517918	0.526761328673181	0.25528101287226	0.0177411975625418	0.23910805333654	-0.320065797575237	-0.0409117530334551	-0.115032914198448	0.036643342377604	-0.0914259324621224	0.0339466082121992	-0.0276037700503523	1.25301850482042e-15
V_STARCHY_TOTAL	0.112690808340497	0.0128770064617022	-0.34238315143271	-0.311960855514697	0.0977689888179981	0.243136793601846	0.211758003476977	0.0305622023045022	0.0761565246392004	0.168367446890128	-0.178434324424236	0.119050154551244	0.329748104350261	0.178163715412214	0.211206364325266	-0.0438308248478858	0.0711072382881326	0.109181000508983	-0.115383419755491	-0.198424193551418	0.257638526293296	-0.0324654823797447	-0.192116538269981	0.0370359229987022	-0.0116156952623929	0.386129430206952
PF_SEAFD_LOW	-0.0609267648124698	-0.0962293416608205	-0.108434708440233	0.361017608548302	0.0044138162788814	-0.0437797378715741	0.323752884996389	-0.177106400660453	0.215329369096135	-0.108334377609089	-0.580710636903778	-0.0158190527568323	0.1429891397154	-0.0691213677691112	-0.131117179740882	-0.0531017040403458	0.114444265269748	-0.0261989057697718	0.053093049792139	-0.0311177040393413	-0.0369332031039832	0.041722052557282	0.366798831865328	-0.0234703220833142	0.156023059497382	0.16265747602778
V_OTHER	-0.0963774322495114	-0.353690095741753	0.080999567565466	-0.145359638865123	-0.13575577896819	-0.210777283873169	-0.17679075149527	0.10152781569837	0.035349074352778	-0.136519588851882	-0.0744294528738868	-0.255642335781284	-0.170883218474246	0.147187077688427	0.188437212063843	0.290047880903196	0.0829500830429565	-0.103123076829412	0.394389027685052	-0.0204118608172785	-0.0855084099435703	-0.0228673766000226	0.145382691736523	0.163970622109789	0.0483351929689962	0.407991973019565
