Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
F_TOTAL	0.142743136322855	-0.121905754434572	0.077410062564051	-0.167424459820211	0.0489190576303543	-0.330858431410983	-0.578037592185696	0.179725027013634	0.255635143285449	-0.377078499241336
F_CITMLB	0.300285804497341	0.0511521255000136	-0.0907947364342156	-0.124689944928446	-0.210891565170804	0.116968324528777	0.0380405206953274	-0.0665173653749971	0.554596386963317	0.200718842653599
V_TOTAL	-0.304711381134482	-0.215926991864177	-0.23507045290563	-0.00108965241767266	0.0784334505439043	-0.0438490931401044	0.0351439360815378	-0.234121380072859	0.0649317353874229	-0.20941465481865
V_DRKGR	-0.151493091964586	-0.287975680041787	-0.0100682884194505	-0.346105396441856	0.0671720708929422	-0.184851352056379	-0.00247714845903089	0.386846592403889	-0.0650139630478783	0.124471471678388
V_REDOR_TOTAL	-0.147426824247157	0.181277404360864	-0.385158050587207	0.0247930072312866	-0.109925208509517	0.0571918978483385	-0.250762213898406	-0.234483620226778	-0.228478022671626	0.193508453610249
V_REDOR_OTHER	-0.0762682219185841	0.244870713060784	0.262146107959737	-0.319215790911318	0.124080757979464	0.309034056112751	0.0616463806938728	0.053653229408501	-0.0697540728502886	-0.558438856295836
V_STARCHY_TOTAL	-0.083612484438533	-0.0679197837035595	-0.351362756850254	-0.0697160840777763	0.381987587829738	-0.168762510480443	0.245374545597887	-0.24256558377872	0.09415782496082	-0.304404073196186
PF_SEAFD_LOW	-0.0395797400289883	0.284171750251788	0.291761651462075	-0.165203362704736	0.0812394290337608	-0.352919304692381	0.108217852747368	-0.13600916580184	-0.142692474759766	0.0996768255740507
V_OTHER	-0.22695729112717	-0.201430166064062	0.220496124326446	0.183461989053828	-0.303442907545066	0.169473050566952	-0.131433372886211	-0.0924716341645805	0.0946603909412774	-0.0417460041809557
PF_LEGUMES	-0.229843622307128	0.219881155632959	-0.207721676461762	0.0819218170448583	-0.226704460003437	0.150480174804601	-0.350291896432926	0.14712351079216	-0.03624339185033	-0.248139757021311
G_TOTAL	0.213349431595879	0.322116838318932	-0.104137288767412	-0.0307725670538528	0.0717033857560227	0.371588300902982	-0.0516457665125453	0.0911921148624988	0.0321857519136658	-0.0369435544525481
G_WHOLE	-0.120159127658991	0.378175883898028	0.0506133448682976	0.0511637595979483	-0.240068752776754	-0.275973994544989	0.0764935961535608	-0.137566648846411	-0.212261391785705	-0.125527037720274
PF_TOTAL	-0.050773950852476	-0.127709703423106	0.428427991897836	0.168845193309592	0.174450798536877	0.0406762133322875	0.036373933668801	-0.360269330362242	-0.0280076554998893	-0.0852343132314621
ADD_SUGARS	0.291778455833943	-0.00605676146535404	-0.12332100756347	0.170976772415104	0.208828041310787	0.208130626742003	0.0538120266302891	0.27218794605201	-0.384511101719588	-0.101101398877357
PF_CUREDMEAT	0.0680091699208025	-0.276175123711408	0.0741369464057147	-0.125594358918424	-0.419941558404216	0.14893842618041	0.387577054661837	0.115545303178125	0.00587863217007011	-0.253205153938916
PF_POULT	0.0662347596174321	-0.134650885709834	0.144272494055526	0.483675761358332	0.271859302918675	-0.0549759089851296	-0.0085265933406511	0.266623237426435	-0.0096154864876526	0.0386946981581442
PF_EGGS	-0.108945369084748	-0.0479082459382791	0.347683723833726	-0.214174864681617	0.153374403768886	0.311488602696618	-0.302450223272175	-0.0895725736197836	-0.163065491111114	0.261629217000166
PF_SOY	-0.20394647334086	0.027910944955029	-0.114979229760162	-0.274858528157439	0.410932311224411	0.260593379964192	0.0277053321177026	-0.0209593359282784	0.230805977602746	0.176837446516426
D_TOTAL	0.268880243831084	-0.253186158670884	-0.0879181833051512	-0.0929274763588155	0.0362152771996793	-0.0914976875444942	-0.332573588489913	-0.224535307965896	-0.257921348323161	-0.0356528478907995
D_MILK	0.0974623162128569	-0.311786703431573	-0.144588462965056	-0.308956136774948	-0.153296652581422	0.0944251716240475	0.0781222143297896	-0.0548561174777098	-0.41883084337293	0.0400516127976554
SOLID_FATS	0.325215485436149	-0.148036073198322	0.00682924837431786	0.0817535175260899	-0.00985771971170525	0.179532563153619	-0.0937107667681434	-0.457314618231992	0.060454048702895	-0.141040558128796
OILS	-0.291310390241915	-0.165393222775235	-0.0992671384884793	0.334926078528406	0.0641309794371795	0.17522849742269	-0.023843329378528	0.0821935701132643	0.00795623183262399	-0.107706942641978
A_DRINKS	0.388123800271843	0.121128211948764	-0.043286844021034	0.0787827409568054	0.102546945344568	-0.089502901758669	0.0572285989872571	0.00879334971842429	-0.0410880616765624	-0.0930326078163306
