"KCAL"	"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"MOIS"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"
1	0.783605272741405	0.8731562817138	0.628014980915275	0.558129822564295	0.882172519761503	0.80194503791082	0.840387778890743	0.740078730464678	0.513432590400194	0.530033816237971	-0.0562243906306625	0.217794008759092	0.229274615937096	0.00757360642867934	0.0778595183958183	0.0950765811877513	0.310915642539854	0.0680098011337883	0.700965704481398	0.596516230310088	0.694748860024073	0.467991899138415	0.596915185376148	0.329941926931545	0.586287507808532	0.522915813220352	0.633308009278802	0.264153202863488	0.0311745592264279	0.25214130489861	0.139259986024664	0.199329167397193	0.536384383704925	0.825627306866175	0.688532587372667	0.602053455629042	0.688804495948032	0.43454401165664	0.823052754601593	0.715638709082952	0.767517590947404	0.225601043278866	0.296386773881344	0.213907964195967	0.402444382065113	0.475755286209613	0.45431283430204	0.0285025579252843	0.285985279150892	0.222355874474022	0.575181166682938	0.832436392450947	0.806490800227786	0.663483889467525	0.840984491656134	0.550333824935822	0.0689842931740848	0.741578949922056	0.605656225443056	0.0763243317569702	0.470830922317354	0.0480833360775004	0.291363920202765	0.0906469470102776
0.783605272741405	1	0.520583936189831	0.256386536825821	0.479663844794521	0.736750730679525	0.647340901106061	0.732972864940488	0.588951614482178	0.703713253672841	0.427581984166337	-0.0578432981086615	0.212048963208872	0.267001680732332	0.0708170240150841	0.164530722251523	0.173617223509123	0.241816284878823	0.142586617771729	0.636615846416799	0.611311276687583	0.804347190205057	0.571670637532914	0.519566461563865	0.232358160093636	0.585656218128516	0.434547990745107	0.819138896111907	0.395924191608183	-1.56906097271556e-05	0.254428035629346	0.253086691325437	0.249248686245317	0.475823099853989	0.87555951453689	0.691719148855953	0.501891071904953	0.779579775322489	0.44321008715611	0.812028259830163	0.72477092751151	0.920351259961706	0.182640581897546	0.095818258483098	0.0837546783142243	0.387703655684851	0.312346702999171	0.295867705006085	-0.0258911337851231	0.174543865448714	0.0922348405550495	0.428643472868058	0.697029916008866	0.672428016505793	0.743471737796263	0.719930146236291	0.565084830310962	0.0877699178872107	0.577533874224602	0.478584133081	0.172978785033519	0.652172949979292	0.206107697584032	0.47136450316783	0.273495661370364
0.8731562817138	0.520583936189831	1	0.816989343343667	0.610175932383269	0.600865828721953	0.557878875265705	0.54985397191109	0.501983958797939	0.237038193942956	0.432497503449279	-0.0274315160715148	0.190708259267305	0.207615853257338	0.0333642034943502	0.0789926657779161	0.101042525904924	0.324138025133685	0.0720133666450298	0.667450755030886	0.49348519526339	0.513310868825685	0.367166701440551	0.617765443177927	0.400301024363805	0.52486023473291	0.563261414352002	0.386375832693556	0.162313095021649	0.0754200966533086	0.305997015730622	0.0798160912080144	0.148540017840338	0.493163253318363	0.657761602402499	0.619160869234277	0.614840562197786	0.523231252593915	0.376171380534878	0.62421587516754	0.65941905410235	0.523331962718812	0.174887591723721	0.309909055230254	0.0767156525733173	0.334213414469667	0.372064596843624	0.357933077386808	0.0167659864951458	0.215904405341602	0.206404589305043	0.420045322819301	0.56566827251973	0.552489845725502	0.350585810432476	0.556978183403494	0.311212670760884	-0.00473991346426587	0.507483312453163	0.421971632496844	-0.0300874127778268	0.19538852254946	-0.0554956914042766	0.0921254909911979	-0.0420426243944618
0.628014980915275	0.256386536825821	0.816989343343667	1	0.288487115415428	0.376548921991897	0.363846856578219	0.338062645518707	0.294862657723741	0.115093726502691	0.277463100660481	0.0358518558418796	0.19229101915365	0.184444080143563	0.024279490926737	0.0260912915872545	0.0442597917207873	0.180610247491202	0.0214172845738787	0.347480519511739	0.305397664996424	0.259382811024067	0.200952985268532	0.311852016109778	0.221316782816489	0.238214032148407	0.291382679319877	0.210646522345506	0.129300872644693	0.076136368095461	0.292710716121382	0.0915262369797059	0.0525339875419184	0.312573323192795	0.370959755642003	0.32000261388398	0.374697550179325	0.326661277948874	0.214240722604595	0.29314209037017	0.434948913342275	0.224265359173513	0.16671162800117	0.389961184352438	0.0521043340397233	0.191693509840436	0.247553165634439	0.24012277253194	0.0427584100071775	0.159740649912421	0.16562261516748	0.281029129709065	0.360638950764	0.355741869791161	0.209997675736668	0.344013836580364	0.139578560486968	-0.0104623339268392	0.300005704630992	0.24991228736352	-0.0461404687819868	0.0979686094672189	-0.0910495827769954	0.0145743536399668	-0.0820294852304335
0.558129822564295	0.479663844794521	0.610175932383269	0.288487115415428	1	0.40518605260904	0.312220134269849	0.387368735704672	0.393507375377639	0.182226803637592	0.452199836315669	-0.0144612325916563	0.0861427586076178	0.25874074140367	0.283515201541571	0.374343196303804	0.218063557478858	0.278628470638137	0.281926281800248	0.52380412338614	0.402314569975913	0.401942919788368	0.383515260622096	0.57823528605418	0.161117751327196	0.79035626099085	0.447629630843293	0.398784985388702	0.0932826719684777	0.0030593221832944	0.372211424117301	0.0966106540040304	0.328744551450812	0.390780469523144	0.602902881570825	0.833556504256287	0.504129681627294	0.458402167176306	0.500165231683593	0.459377530248927	0.748460205362396	0.426452989910828	0.101908046968668	0.123616746297326	-0.0340403116834073	0.364657418582698	0.196983846939774	0.191259610349023	-0.0153290120314314	0.105033342874238	0.112977181361842	0.205732108790215	0.327560426132302	0.293110276130571	0.187697240020274	0.395067256314146	0.237808418597534	-0.0330311137952075	0.384857487040014	0.427283746392503	-0.000354611441303082	0.118435311793554	0.0274099576614374	0.101708865609366	0.0652537804079212
0.882172519761503	0.736750730679525	0.600865828721953	0.376548921991897	0.40518605260904	1	0.906188073807457	0.964834514099244	0.855258925270325	0.580025255593956	0.544042122484978	-0.0466042132149374	0.21246022289922	0.203653419922505	-0.0238304438526629	0.0367032450146351	0.0453560924215755	0.211689063084144	0.0270135474221269	0.558131749710958	0.527671624060609	0.5939270757389	0.345680816980521	0.42672445061698	0.205415749900848	0.461879619847556	0.362375717593871	0.608948428220675	0.24376515836837	-0.0242643561376618	0.136597305610741	0.144836208387631	0.183169012227947	0.470818203052693	0.74854275371934	0.551693536253076	0.462809001517114	0.637428924238761	0.374058064824881	0.777880644832822	0.559255415177921	0.717127296116792	0.192790204066521	0.28909918411946	0.0559045493137942	0.304061506436909	0.525941209751339	0.500174921614144	0.069858666252734	0.338553181855065	0.250546882690368	0.643841572457815	0.940988077425966	0.904775694835244	0.776896657558014	0.964512776180033	0.648183569138118	0.125074059555989	0.858323618481497	0.687074079338034	0.134858794891921	0.550555307967191	0.079019093767619	0.338376382855647	0.129884904757089
0.80194503791082	0.647340901106061	0.557878875265705	0.363846856578219	0.312220134269849	0.906188073807457	1	0.8245093370503	0.604206690080133	0.526052802741351	0.397271746346371	-0.0133523805447562	0.30816310620009	0.256570894851461	-0.0412343918522736	-0.0346606705211446	0.0181976043612431	0.170857749632904	-0.0509401680323901	0.56207409136877	0.551706294722014	0.50441527672735	0.287142635436605	0.424344262724064	0.283493115544635	0.348669420574906	0.389855364327848	0.516148130259882	0.263174576637777	0.0188752663303193	0.0584916752613595	0.168010365071431	0.0406461958568841	0.588536458812947	0.717438278533109	0.428910107796632	0.481369455128132	0.633201626788069	0.269624180746811	0.696641427352343	0.451987267630649	0.631825667338991	0.123877407127569	0.276929475348864	0.027476302398557	0.194442532914377	0.737723470387305	0.731785314956297	0.199412563578089	0.554171713795612	0.434077915872359	0.874495088641628	0.973151055133722	0.951528390472362	0.747639068211553	0.821665702334724	0.496079912701458	0.0902631584091173	0.609668221766139	0.466023060071149	0.0695338681524209	0.466683398962848	0.000756267241680262	0.261864103972709	0.0239430300545886
0.840387778890743	0.732972864940488	0.54985397191109	0.338062645518707	0.387368735704672	0.964834514099244	0.8245093370503	1	0.80583684446658	0.592229303835789	0.557542427016451	-0.0497886860564978	0.164999343475689	0.162807870836035	-0.0170340807096522	0.0363469196924987	0.0746376405328999	0.163907438893482	0.0241171330587698	0.513586524862106	0.49539452738634	0.597885224004559	0.352382181101187	0.381517385612021	0.15291709103932	0.456424276453199	0.312593184896771	0.627378904130245	0.236045725774854	-0.0240513282822537	0.123362346746065	0.132393756049835	0.171373052552155	0.380019954330692	0.702092531721472	0.553176466925314	0.418145630204163	0.620938486183906	0.382341796562573	0.741654974595748	0.556169355445417	0.705251173013313	0.212501793920387	0.281219985815867	0.0601407429078962	0.309516931666817	0.422834365976191	0.38048662583262	-0.00470225162442402	0.219103509291531	0.147956390258925	0.529855469393292	0.880960359089006	0.852152448769942	0.800148865217907	0.998952221535579	0.683087018660615	0.137918631467604	0.809823129443838	0.613210340017972	0.154635723427842	0.571579362747785	0.102057754039763	0.357452152028651	0.156403759529239
0.740078730464678	0.588951614482178	0.501983958797939	0.294862657723741	0.393507375377639	0.855258925270325	0.604206690080133	0.80583684446658	1	0.449787031815674	0.555830090862312	-0.0491167856676731	0.0834957364337961	0.12257288085093	-0.00701825035147646	0.114329995974872	0.0327661186219823	0.245873000696144	0.116345194281398	0.415488817350343	0.354631289232922	0.488113369794239	0.281062846191921	0.32548136384201	0.0891317226988036	0.446213001298131	0.251205943885341	0.50102914886522	0.130199215187274	-0.0807186767365835	0.207202485610544	0.057700898535183	0.324018216587881	0.250914144124038	0.5726949331829	0.512049300340549	0.329433238140916	0.42746908362838	0.38295975292633	0.664226088099071	0.494423226042104	0.590653141699443	0.190360553088236	0.241696578499723	0.0630774900186402	0.334577739141008	0.21357868373933	0.187734740815446	-0.0112874116024888	0.107485627568859	0.0799102569173314	0.276611784045746	0.679409509622395	0.626645761447419	0.521709196433491	0.811413231456346	0.587547233832933	0.110734810409429	0.997727931115444	0.879209622935573	0.137402440532365	0.470919245216266	0.109427766670496	0.28343928808608	0.180334967707228
0.513432590400194	0.703713253672841	0.237038193942956	0.115093726502691	0.182226803637592	0.580025255593956	0.526052802741351	0.592229303835789	0.449787031815674	1	0.252376202584976	-0.110331086682074	0.287661381625465	0.314616305913325	0.0890202464786165	0.12154799370264	0.0896656155577402	0.0691193250737935	0.0743120076470385	0.279161475736796	0.403560148124619	0.447464867933591	0.351543360126196	0.242290715220185	0.0185157093391912	0.397488902551078	0.168946038197472	0.898964825962664	0.305764772522156	-0.114435520850677	0.157018524977836	0.158903338111872	0.103046385628346	0.241640757953425	0.579246423782451	0.357994152470859	0.245854832561031	0.51475843407546	0.347739001107728	0.526035012063848	0.421336621118315	0.698358524555215	0.0786155839538391	0.0403594590423643	0.0552920426788734	0.250001187506657	0.277729435966429	0.259543675047379	0.00432941444004406	0.161376128246704	0.0451598955761636	0.319495297090196	0.578282354332925	0.550180858476359	0.659066065623288	0.580433393535622	0.396289045721918	0.0612463348934945	0.437519990687099	0.336024154913554	0.0698694275031274	0.896704999312381	0.134459174959249	0.373020079316077	0.247283215877522
