PC	var_explained
1	0.30111
2	0.07954
3	0.07514
4	0.0716
5	0.04677
6	0.03764
7	0.0355
8	0.03332
9	0.03068
10	0.02856
11	0.02599
12	0.02421
13	0.02262
14	0.02029
15	0.01909
16	0.018
17	0.01557
18	0.01448
19	0.01356
20	0.01226
21	0.01127
22	0.01038
23	0.00896
24	0.00739
25	0.0066
26	0.0061
27	0.00501
28	0.00394
29	0.00389
30	0.00301
31	0.00241
32	0.00213
33	0.00187
34	0.00071
35	0.00039
36	0
