KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	RET	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	NIAC	FDFE	ZINC	B12A	VC	VD	CALC	POTA	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M201	M221	P226	P225
1290.5	2056.5	75.46	168	53.495	22.9345	255.05	6.23	0	79.5	221.5	175.5	1498.5	257.5	9466.5	1743	9.405	50.926	329.5	7.26	7.29	89.8	0.75	384	1514.5	115	0	0	2423.125	0.1685	0.0235	0.0215	0.1365	0.0165	0.071	0.0125
673	353	66.095	45	31.25	6.709	158.95	7.895	6.75	462	1249.5	3433.5	7733.5	5.5	0	2369	10.335	7.0515	166.5	4.9	1.23	50.6	9.65	596	1042.5	0	0	0	1107.705	1.23	4.1615	2.4415	0.015	0.001	0.078	0.001
2572	3505	151.795	327	95.1	26.491	243.75	12.975	0	221	439	676.5	2239	19	20977.5	602	22.08	22.414	799	10.29	0.615	88.4	5.7	907.5	3436.5	19.5	95.5	0	2129.465	2.1865	0.6295	1.874	0.2835	0.016	0	0.01
1264	2090.5	95.385	147	30.56	7.7625	134.35	3.385	0.075	596	984.5	1507	3878	54.5	2681.5	686.5	18.305	20.3175	483	3.995	1.665	117.95	4.85	664	1828.5	1	27.5	0	854.88	0.8955	0.2095	0.2485	0.1095	0.0135	0.002	0.0085
2333	4351	146.94	203.5	96.825	16.837	345.25	8.565	0	739.5	784	53	465.5	124.5	3601.5	400	9.655	23.9055	392	10.245	0	228.15	8.7	1520	4573	343	56.5	0	3890.525	4.1655	1.115	3.3285	0.1925	0.0335	0.004	0.0175
2482.5	4979	71.045	199.5	66.22	13.695	311.7	6.615	0	134.5	167	61.5	358	2	3444.5	374	18.15	42.2745	968	11.98	0	37.65	0.15	573	2493	73	30	0	2578.455	1.2645	0.2455	0.3105	0.213	0.0245	0.009	0.025
3216.5	4917.5	125.985	314.5	132.715	25.981	711.4	11	0	657.5	753.5	54	1112	90.5	10587.5	1870	22.965	29.505	692	16.6	0	105.35	5.1	1567	3387	47	45.5	0	2553	4.473	1.043	1.0965	0.345	0.007	0.114	0.027
1553.5	2235	124.755	164	43.7	7.5685	203.95	3.71	0.035	541.5	555	16.5	95	97	121.5	767.5	9.74	20.173	450	6.65	2.46	61.05	5.85	597	1848	17	0	0	1361.11	1.9545	0.5335	0.5885	0.068	0.008	0	0.0045
2899	4713	104.845	203	142.6	37.2605	415.85	21.155	0	845.5	902	138.5	570	72.5	0	1130	18.535	34.03	597.5	14.365	0.8	85.45	7.85	1111.5	3824.5	301.5	14.5	0	2461.025	3.074	0.7415	0.912	0.5315	0.015	0.0855	0.02
1816.5	2931.5	111.215	194.5	70.535	14.5245	263	4.315	0	612.5	682.5	135	488	530	2758.5	403	16.58	22.582	768.5	13.785	2.695	63.55	11.5	1708	2419.5	15.5	0	0	2129.675	3.296	0.8385	1.1135	0.214	0.034	0.003	0.027
2179.5	3443	111.26	344.5	85.57	19.802	502.45	9.45	0	362.5	461	77.5	976.5	369	8227	1206	12.63	22.051	354.5	14.875	0	218.2	6.25	1316	3698.5	65	0	0	3111.635	2.0635	0.3985	0.517	0.282	0.0075	0.045	0.023
1597.5	1489	118.795	123.5	64.895	16.797	235.6	7.05	0.025	510	659.5	150.5	1709.5	18	3216	776.5	8.165	13.14	229.5	7.4	0	50.8	4.7	864.5	2516.5	111.5	40.5	0	1607.735	2.2005	0.548	0.64	0.1915	0.02	0.004	0.008
2082	3966	82.765	150	83.3	25.312	269.3	4.9	0	171	275	233	1120	41	515	900.5	13.13	33.1215	448.5	9.05	0	47.3	1.85	549.5	2254.5	130	0	0	1927.345	0.9605	0.219	0.2435	0.2505	0.0075	0.0145	0.0185
1613	2140.5	76.765	95	70.56	19.8585	193.2	9.575	0	44.5	58	0	144.5	5.5	0.5	48	10.47	19.628	242	3.85	0	27.7	0.3	255.5	1719.5	40.5	78	0	930.66	0.3935	0.0795	0.1425	0.3115	0.0215	0.005	0.007
3084	4938.5	299.97	146	100.43	19.3865	487.55	45.2	37.04	1091	1194	387.5	1022	17.5	3	941	13.39	117.7925	527	18.435	23.57	244.9	8.1	1266.5	2186.5	279.5	117	0	4752.425	3.166	0.679	0.851	0.358	0.1085	0.186	0.039
1406.5	5101.5	43.1	163.5	49.625	14.2015	113.6	4.915	0	183	212	41	317.5	32	0	1092	14.305	17.405	583	7.33	0.555	42.55	1	615	1457.5	61.5	0	0	2900.84	1.2145	0.303	0.3575	0.081	0.0045	0.0075	0.007
1571	2269	77.475	148.5	44.655	9.7295	173.35	3.715	0	460	478.5	35.5	148	93.5	1722	431	12.695	26.133	348.5	5.605	1.2	77.6	0.35	625	1644	25.5	6	0	1046.93	0.98	0.249	0.265	0.1885	0.014	0.01	0.012
1634.5	2493.5	114.695	84.5	58.63	17.228	121.15	3.925	0	238	260.5	13.5	258	26.5	1923	501.5	14.78	20.8175	1336.5	10.755	0	119.9	2.75	722.5	1385	1.5	16	0	959.25	1.8825	0.5035	1.047	0.201	0.0125	0.062	0.0115
3055.5	5084.5	139.765	249	149.41	20.32	267.5	10.315	0	610.5	1015	831	4432.5	40.5	12233.5	3124.5	15.285	27.2365	569	19.365	0.95	30	3.05	1934	2295	205.5	10	0	3710.615	6.5385	1.691	2.2475	0.5715	0.0375	0.0055	0.0315
1228.5	1461	75.29	88.5	29.66	8.0565	104.15	4.045	0	35.5	86	31	591	12.5	0	193	6.91	11.9325	376.5	3.45	0	78.1	0.15	290	1675.5	94	52.5	0	2249.22	0.262	0.035	0.085	0.117	5e-04	0.025	0.0135
1628.5	2072	88.7	273.5	49.03	8.302	294.95	3.4	0	190	210	39.5	171.5	98	0	307	9.335	14.43	585.5	7.93	0	83.5	2.25	389.5	2245	285	19.5	0	4392.25	1.681	0.435	0.9865	0.1755	0.002	0.124	0.02
1567	3227.5	49.44	348	49.305	11.8875	247.65	12.875	8.705	832.5	1371	800.5	5996.5	107	1356	1022	22.53	23.831	822.5	13.24	2.49	74.2	6.6	1265.5	3117.5	221	0	0	2583.665	1.602	0.4225	0.421	0.133	0.0015	0.016	0.0105
3126.5	2911.5	105.465	455	205.435	60.4275	381.4	33.64	0	634.5	763.5	454	1325.5	16.5	343	502.5	20.15	61.84	940.5	21.62	3.455	108.4	12.6	1061	4342.5	283.5	5	0	2774.39	0.818	0.2465	1.2925	2.2325	0.047	0.144	0.021
2066.5	4622.5	105.09	95.5	70.755	12.0425	287.95	5.3	0.235	911	931.5	0.5	237.5	19	1342.5	323	22.41	40.0905	872	19.475	3.905	167.95	7.3	1144	2621	0	0	2.8	4472.67	2.7725	0.733	0.9395	0.291	0.0035	0.0035	0.021
1243	1837	44.34	130.5	64.895	24.5685	194.7	6.205	0	46	110.5	300.5	612.5	27	41	326.5	7.82	14.3335	220	7.84	0	48.25	0.45	288	1466	224	7	0	1199.31	0.6975	0.1055	0.4855	0.3285	0.055	0.0095	0.012
2170	4009	54.38	189.5	70.845	17.482	326.25	16.03	6.08	292	414	49	1409	49.5	14496	2429	28.43	31.531	1400	22.475	7.705	58.25	1.95	926	2330	108	2.5	0	3242.265	1.72	0.2915	0.502	0.2135	0.005	0.0015	0.0255
1640	3103	88.24	137	67.415	13.073	215.5	4.955	0	288.5	410.5	413.5	1261	13	4342.5	396	8.88	22.0895	349.5	8.865	0	27.1	1.7	602.5	1762	247.5	0	0	2177.43	2.5195	0.515	0.6655	0.1925	0.0095	0.0015	0.016
1866	4166	78.805	66.5	82.74	24.2815	242.9	8.19	0	307.5	380	285.5	708.5	16	9.5	521	7.29	27.5665	231.5	6.62	0	11.45	3.1	834.5	1764.5	50	27.5	0	928.95	2.0765	0.5065	0.587	0.424	0.024	0.0085	0.0215
2211	3833.5	110.375	127.5	105.325	25.9995	363.2	10.325	0	458.5	506	41	510	103.5	4101	1025	11.435	21.5655	316.5	6.7	1.455	73.15	5.15	926	2127.5	76.5	0	0	2220.955	2.233	0.579	0.6475	0.518	0.05	0.0745	0.0315
1422.5	2405	89.075	85	58.3	11.444	166.95	4.97	0	124	189.5	67.5	745.5	2.5	596.5	512	4.735	18.0125	235.5	4.345	0	27.95	1.25	511.5	1852.5	151	4.5	0	2370.04	1.2785	0.291	0.412	0.238	0.0075	0.002	0.0085
1764	3462	83.445	147.5	80.2	22.5275	306.85	5.21	0	234.5	361.5	322	1368	6.5	2907	466.5	9.86	27.1165	359	8.61	0	5.8	2.95	851.5	2181.5	196.5	0	0	1490.625	1.9205	0.411	0.4125	0.3105	0.0655	0.027	0.0195
1132.5	1693.5	52.155	153	41.85	12.0915	93.85	12.685	6.975	394.5	437.5	147	436.5	18.5	2241	252.5	13.46	15.8885	364.5	5.795	0.52	16.95	2.1	683	1284	2.5	19.5	0	682.425	0.304	0.078	0.085	0.274	0.019	5e-04	0
2737	3285.5	163.105	425	94.005	24.62	405.05	9.905	0	108.5	393.5	190.5	3045	659.5	38399	612	15.13	22.476	583.5	10.615	0	94.9	3.1	846.5	3588.5	162.5	64	41.05	3742.26	1.377	0.2395	0.354	0.3745	0.051	0.094	0.024
1584.5	2455	84.565	138	56.24	12.0205	259.1	7.575	3.68	808.5	832.5	22.5	242.5	37	0	879	15.84	18.9245	449.5	9.23	1.9	101.8	5.1	975	2306	0	0	0	1935.415	1.9605	0.473	0.511	0.1545	0.0015	0.029	0.0055
979.5	906.5	93.4	62.5	25.995	6.2235	135.25	4.925	1.66	681	777.5	1.5	1137	31	1536.5	224.5	8	18.392	487	6.8	2.965	40.3	6.85	620	1252.5	31.5	3	0	918.6	0.729	0.2105	0.683	0.1665	0.0115	0.001	0.0045
1451.5	5020	22.08	179	67.28	16.984	355.6	6.78	0	130.5	1053	3240.5	9403	22	128	3395.5	8.225	22.0945	281	8.66	0	53.5	3.2	368.5	1722	123	0	0	2522.66	0.6965	0.0735	0.096	0.2685	0.0385	0.122	0.0295
1716.5	3811	91.945	149.5	82.49	23.904	333.7	5.46	0.08	281	452.5	59	2026.5	25.5	7261.5	2122.5	8.55	21.123	276	10.075	0	118.8	3.95	629.5	2423.5	123	12	0	3263.325	1.815	0.397	0.807	0.323	0.0325	0.022	0.0255
1366.5	2984	35.2	94.5	74.905	17.722	211.2	5.575	0	212.5	265	7	611.5	32.5	810	723.5	5.45	14.3575	165.5	6.975	0	35.9	3.85	1018	1643.5	144.5	2.5	0	1315.14	1.991	0.425	0.5465	0.41	0.014	0.015	0.016
831.5	1059	58.565	83.5	30.55	3.2305	242.2	3.165	0	254	316.5	112	658.5	28	6683	748	3.99	7.1765	156	4.44	0	35.25	4.15	554.5	1725	70.5	0	0	1935.14	1.836	0.514	0.573	0.075	0.001	0.0455	0.016
1573	2204	70.54	131.5	57.705	12.5795	209.6	8.35	0	160.5	216.5	83	636	14.5	11284	373	8.255	20.6445	378	5.145	0	103.6	0.65	337	1919	125	75.5	7.2	1743.995	1.846	0.478	0.6445	0.3755	0.01	0.077	0.026
1800.5	2021.5	87.48	82.5	64.555	13.678	234.15	5.72	0	203.5	372.5	671	1688.5	0	0	368.5	6.74	21.959	209.5	5.115	0	44.05	6.6	551.5	1770.5	19.5	37.5	27.55	2442.99	1.6975	0.3845	0.438	0.151	0	0.719	0.2325
1399	2519	65.71	62.5	66.725	16.0605	197.95	7.855	0	96.5	99.5	9	18.5	12.5	4.5	530	5.795	10.1475	143.5	3.36	0	6.65	1.25	178.5	805.5	25.5	20	0	1496.92	1.0605	0.1545	1.648	0.2375	0.008	0.0325	0.0105
1773.5	2055	101.26	181.5	62.99	11.585	152	6.82	0.5	285.5	677.5	1510.5	3802.5	285.5	0.5	834.5	9.205	12.813	471	7.02	0	90.1	2.25	923.5	2225	2.5	41.5	0	1214.32	2.444	0.654	0.7425	0.1315	0.002	0.005	0.0125
2530	5236.5	191.625	304	67.39	12.5435	470.5	7.54	0	519.5	1420.5	2049	9774.5	30.5	1216.5	6158	20.295	49.751	688.5	14.54	2.45	167.15	5.5	917.5	4827.5	0	0	0	3648.565	2.1205	0.543	0.6205	0.1585	0.0045	0.0045	0.011
2217.5	4218.5	157.74	134	94.91	25.6165	164.4	11.415	0.255	206	216.5	4	89	12.5	652	378.5	12.05	15.94	372.5	6.79	0	181.75	2.3	606	2315	44.5	0	0	1707.565	1.998	0.371	1.3315	0.444	0.0535	0.0105	0.0255
689.5	1349	57.595	55.5	20.005	6.6585	133.6	1.495	0	74.5	186.5	380	1141	14	526.5	623.5	3.5	5.8245	96	4.025	0	29.6	0.55	394.5	1075.5	55.5	1.5	0	3892.645	0.4105	0.093	0.118	0.0515	0.016	0.015	0.0065
1409	2629.5	88.835	371.5	51.255	14.926	440.2	6.94	0	4049.5	4575.5	1421.5	5581	82	1614	1250	16.845	23.5735	739	10.725	1.775	180.5	4.65	758	3237	57	0	0	3666.425	1.2775	0.293	0.3315	0.154	0.058	0.048	0.0095
3683	6854.5	150.625	280	166.66	44.529	578.7	12.09	0	402	527.5	459.5	1274.5	34	2144	672	16.3	45.5	417.5	14.225	0	108.55	3.1	861	3405	591	108.5	52.65	5705.99	3.431	0.9445	5.2015	1.0545	0.122	0.023	0.027
1181.5	1312.5	35.36	96.5	19.095	3.6915	109	1.575	0	237.5	253.5	23.5	145.5	57.5	1268	696.5	9.505	16.9035	411.5	6.125	2.06	96.85	1.45	316	812	0	0	70.15	1889.885	0.7875	0.162	0.191	0.0525	0.033	0.001	0.0105
1331	2130.5	74.735	159.5	51.13	12.131	305.5	4.735	0	1011	1086	188.5	812.5	12	0	850	17.81	24.056	824.5	13.31	3.815	40.8	8.1	1058.5	2009.5	0	0	0	2736.93	1.143	0.2905	0.337	0.1825	0.008	0.0355	0.013
1348.5	2122.5	87.155	67	51.345	13.215	141.25	4.135	0	90.5	100.5	13	107	9.5	213.5	195	6.585	13.9425	285.5	4.895	0	21.25	1.3	405.5	1121.5	47.5	3	0	1029.47	0.782	0.1755	0.194	0.247	0.005	0.0035	0.01
975	2074.5	75.075	105	25.95	5.3845	149.85	4.87	0	74	368.5	1082	2984.5	4	0.5	1092	6.615	7.1945	206.5	2.965	0	87	0.65	334.5	1176.5	68	74.5	0	2478.265	0.3785	0.095	0.3925	0.0595	0.001	0.038	0.004
1753.5	2606.5	89.24	140.5	67.33	14.861	180.9	8.93	0	411.5	1194.5	410	9149.5	90.5	5744	557.5	11.89	18.2365	340	5.395	0	55.4	1.3	707	2285.5	0	0	0	3007.28	1.635	0.3735	0.415	0.227	0.0695	5e-04	0.008
2017	3627	133.625	133.5	68.35	10.751	296.1	4.915	0.04	698	726.5	36.5	223	61.5	2222.5	298	18.16	25.1255	562.5	16.485	2.185	124.45	9.15	1335	3058.5	5	71	0	1505.625	2.3465	0.4165	0.6805	0.1965	0.0215	0.001	0.0195
2338	3833.5	122.475	167	112.17	32.839	205.6	11.98	0	481	526	43.5	512.5	12	2801	677.5	11.175	21.19	441	7.68	0	40.3	1.5	1119.5	2040.5	1.5	12.5	0	918.85	4.133	1.019	1.158	0.315	0.0115	0.0115	0.02
1371	1607.5	129.71	161.5	37.755	8.641	175.4	4.7	0	125	210.5	57	946	119.5	10028.5	1577	4.78	12.9465	198.5	5.52	0	148.8	0.9	286.5	1819	66	0	14.35	1618.645	1.0405	0.288	0.5355	0.3885	0.001	0.006	0.012
2700	5707	93.09	306.5	90.87	16.342	415.15	11.265	0	178.5	552.5	32	4365.5	40	3620.5	6161.5	17.27	33.424	739	12.625	0	58.65	2.05	892.5	3161	290.5	28	23.4	4062.605	1.41	0.1895	0.218	0.26	0.0085	0.0075	0.0035
2435	3618.5	85.335	181	117.785	40.1515	400.6	26.255	16.545	816.5	830	2.5	164.5	10.5	2530	517	20.655	17.4875	753	16.305	2.85	130	11.1	1185.5	3341.5	366	41.5	12.1	1792.795	2.215	0.464	0.635	0.4	0.015	0.107	0.03
905.5	1370.5	41.81	96	31.355	8.487	131.9	3.97	0	126.5	245	367.5	1221.5	35	4268.5	461	7.835	10.2255	171.5	5.16	0.6	34.6	0.55	432	1126	11	0	0	1485.505	0.5055	0.0975	0.2165	0.1085	0.001	0.0145	0.0035
3007.5	4985	97.295	222	150.135	34.5615	296.95	10.44	0	239.5	302.5	59.5	707	42	4826.5	762	15.365	27.117	486.5	14.54	0	33.2	2.5	1608.5	2843	15.5	91	13.4	10271.85	3.31	0.654	0.727	0.6955	0.122	0.004	0.029
993.5	1268	94.4	82	29.465	9.0585	65.45	2.07	0	710.5	773	0	760.5	3.5	4.5	1020	9.54	10.177	295	3.23	0	3.4	2.5	722.5	950.5	144	14.5	0	1123.725	1.107	0.337	0.3535	0.0965	0.007	0.001	0.006
1260.5	1916	83.565	97.5	36.63	9.3555	184.15	12.195	8.585	618.5	625	1.5	84.5	0.5	1140	158.5	13.705	22.0985	457	9.825	0.34	56.9	4.85	912.5	1769	52	253	0	1957.855	0.853	0.226	0.4545	0.0555	0.0015	0.0375	0.004
1416.5	2039.5	67.38	116.5	64.805	13.6795	253.85	3.45	0	282	376.5	42.5	1070.5	25	875	886.5	7.255	12.608	241.5	7.715	0	18.45	8.6	1027	1833	129.5	0	0	1621.46	2.873	0.761	0.883	0.1845	0.0495	0.173	0.042
1891	2630	100.135	110.5	83.29	23.512	261.3	9.585	2.6	437	587	26	1710.5	149.5	646.5	305.5	12.115	21.223	457	7.9	0.705	36.6	5.05	835	1958.5	0	0	0	1228.68	1.372	0.3105	0.3775	0.284	0.009	0.009	0.0165
820	1114.5	45.125	233.5	29.75	7.784	135.55	3.665	0	28	121	1	1112	0	0	78.5	6.83	7.587	276	5.95	0	7.85	0.35	211	1347	131	62	0	2420.055	0.177	0.0175	0.021	0.0895	0	0.001	0.006
2041.5	2797	105.7	143	81.885	18.969	694.2	7.295	0	369	387.5	0	199	12.5	2769	732.5	18.265	33.1955	228	18.305	0	1.4	5.55	864	2201.5	62.5	79	7.45	4155.98	1.2395	0.254	0.2855	0.2135	0.009	0.0815	0.054
2407.5	4467.5	116.96	226	87.345	26.6505	362.1	9.11	1.665	388.5	435.5	38	536.5	16	4215.5	1209.5	17	21.7965	593.5	10.43	0	46.75	2.6	1260.5	2300	369.5	0	0	6786.535	2.165	0.3865	0.3645	0.216	0.0045	0.0465	0.0075
2987.5	2212.5	86.53	370.5	56.005	5.755	676.95	3.35	0	254	295	14.5	447.5	25	2048.5	865	9.96	35.483	533.5	8.925	0	35.9	4.5	1027	3522	824	0	147.4	6396.7	2.578	0.536	0.621	0.144	0.022	0.0155	0.024
3286.5	5209.5	66.365	231	122.225	18.3995	675.85	15.265	0	336.5	561.5	484	2387.5	112.5	30247	1855.5	19.535	63.0435	748.5	24.835	0	98.6	3.1	1409.5	4516	0	0	0	4709.345	3.2895	0.7595	0.819	0.5065	0.0015	0.039	0.0475
3231	6821	157.655	307.5	136.225	31.5005	345.3	7.15	0	352	381	106.5	289	12.5	10	514	18.57	35.3465	671	13.505	0	108.6	2.1	1000.5	2113	173	51	0	4642.815	3.012	0.5595	1.3095	1.357	0.038	0.078	0.048
1421	2101	77.84	138.5	50.925	16.547	316.3	7.77	0	132	2098	8484.5	19347	50	7131.5	1282.5	9.705	16.308	460.5	7.95	0	68.3	2.65	517.5	2010	99	0	0	2426.825	0.5835	0.1065	0.135	0.145	0.011	0.071	0.0175
1910.5	2101.5	178.51	63.5	75.415	8.455	168.3	3.8	0	797.5	814	0	174.5	28	1211	143	13.9	12.9115	253.5	7.15	0	18.1	0.8	800.5	1656	20	107	0	1148.535	3.577	0.7165	0.77	0.13	0.046	0	0.017
2024.5	3005	92.425	192.5	70.43	14.113	230.8	8.745	0.86	460.5	882	1343	4374	19	20398	894	13.37	22.0255	400.5	9.625	0	87	4.6	1129.5	2979.5	163	33.5	17	2479.215	3.3675	0.9705	1.036	0.433	0.629	0.286	0.012
1565	1923.5	94.76	145.5	65.845	12.983	193.85	5.16	0	350.5	374	87	236	20	943.5	326.5	9.54	18.904	248.5	9.085	0	30.5	2.05	802	2058.5	33.5	0	0	3234.9	2.0045	0.4645	0.5325	0.289	0.037	0.0025	0.0155
1112.5	2274.5	23.845	63	59.04	11.302	340.45	3.325	0	273	288	0.5	174.5	10.5	543.5	592	7.52	15.1195	222	5.665	0	3.6	3	550	1070	2	0	0	981.02	1.374	0.2675	0.289	0.175	0.002	0.077	0.0305
2069	3176	32.465	199.5	83.45	14.2385	278	6.615	0	344.5	377	15.5	363	20.5	1058.5	609.5	11.08	26.4505	427.5	8.99	0	8.5	1.85	897.5	2007	103.5	28.5	30.4	3959.04	3.4105	0.831	0.9405	0.336	0.1375	0.0025	0.0185
2843	4703.5	164.61	215.5	119.475	25.229	299.1	10.445	0.035	398.5	464	31.5	738	62	1318	733.5	19.13	24.918	481	9.27	0	144.85	5.8	1242.5	2919.5	5.5	185.5	0	1232.74	2.8115	0.6505	0.8035	0.644	0.073	0.0735	0.063
983	1964	41.07	91	32.64	8.9025	156.25	4.84	0	53.5	60	0.5	58.5	24	0	301.5	7.18	12.758	346.5	3.26	0	29.7	0.65	214.5	1012.5	39	4	0	1523.08	0.1035	0.0065	0.021	0.1125	0.0015	0.0145	0.002
1592.5	3031.5	67.9	146.5	68.775	15.303	174.5	4.61	0	191.5	220	11	313.5	22.5	5612.5	742	9.415	21.314	487	6.435	0	17.7	0.25	474	1210.5	0	0	0	827.875	1.5285	0.325	0.411	0.2735	0.021	0.0025	0.011
1558	2827	107.99	75.5	58.57	11.295	88.6	3.725	0	28	43	6	159	56	424.5	145.5	7.925	10.9445	225	3.635	0	5.55	0.8	332.5	1183.5	42	0	0	1184.565	1.382	0.2365	2.3025	0.2605	0.1065	5e-04	0.0105
4013	5230	270.585	380.5	171.915	30.1845	513.7	11.44	0	715	803.5	33	1012	48.5	16951.5	930.5	23.525	35.385	923.5	14.27	2.255	76.45	4.35	1077.5	2964	54	68	0	1603.395	6.887	1.761	3.648	1.094	0.04	0.061	0.032
872.5	2095	43.23	95	38.76	14.6125	132.55	5.47	0	512.5	921	1564.5	4118	7	9.5	375.5	10.76	12.7645	325	5.355	1.99	4.85	6.65	878	1215.5	0	0	0	2063.1	0.946	0.2935	0.3735	0.0865	0.0055	5e-04	0.005
1872	2632.5	74.58	257.5	76.525	21.0885	266.3	18.775	0	102.5	522	940.5	4561	30	9692	2657.5	12.425	38.564	310	9.535	2.79	144.7	2.8	691	2800	39	27.5	20.7	1984.06	1.353	0.3355	0.844	0.1435	0	0.0505	0.033
2462.5	4202.5	95.92	302	108.395	20.961	370.9	9.875	0	376	558	48	2130.5	72	4688.5	1855	16.615	32.5865	525	12.22	1.875	197.9	3.9	1490.5	3336	0	0	0	1775.16	3.1565	0.73	0.937	0.445	0.0085	0.039	0.026
1802	2827.5	183.95	152	42.63	14.7565	218.1	6.16	0	144	147	2	18.5	15	0	342.5	17.69	13.028	425	5.305	1.66	18.1	2.4	496.5	1887	156	20	0	1551.82	0.5945	0.1455	0.7405	0.1495	0.0035	0.0725	0.0105
2938	6787	71.4	342.5	113.59	35.209	357.5	23.98	4.145	586	837.5	175.5	2916.5	70	33954.5	2230	25.4	34.9185	927	16.07	2.47	81.2	2.95	1547	4317.5	132	0	16.75	4463.09	2.3595	0.5295	0.5875	0.362	0.008	0.146	0.0215
661.5	963.5	46.58	101	15.56	7.395	51.05	1.84	0.025	83.5	90	33.5	41	46	0	174.5	4.515	7.401	185.5	1.575	0	85.55	0.8	477	891	0	0	0	544.005	0.0435	0.0065	0.0145	0.045	0.0035	5e-04	0.0025
1167	2101	39.445	109	38.02	10.6085	475.15	16.835	12.205	708	960	2.5	3028	11	6210.5	668.5	11.295	14.8055	362.5	11.535	1.04	8.05	7.05	1804.5	1403.5	0	0	0	5172.34	0.512	0.1155	0.7155	0.123	0.001	0.0835	0.013
1080.5	2077.5	22.565	98	42.545	14.5245	133.35	3.58	0	109.5	130.5	21.5	226.5	16.5	1793	173.5	7.87	15.9845	389	4.69	0	8.9	0.75	486	923	151.5	7.5	0	1633.575	0.8745	0.1985	0.2395	0.12	0.01	0.0965	0.008
2421	4034	104.09	176	119.56	20.354	274.9	8.255	0.645	597	671	53	790.5	101	3657	559	11.675	24.5075	464	11.81	0	61.7	15.15	1481.5	2150	226.5	152	0	2897.445	6.065	1.4055	2.8315	0.569	0.24	0.2125	0.082
1689	2746	83.8	131.5	51.825	12.351	271.85	4.72	0	30.5	149.5	298.5	1258	51	1130	1821.5	10.39	27.2255	330	8.795	0	23.75	0.9	351.5	1860.5	72	100	0	2313.155	0.3235	0.037	0.0135	0.1325	0.002	0.0085	0.0145
3110	5363.5	177.235	187.5	121.825	28.8095	263.2	9.155	0	556	588.5	3.5	374	0.5	8125	251	20.56	37.7605	887	11.875	4.14	53.35	3.8	1060	2516.5	17.5	25.5	0	2095.52	4.273	0.971	2.32	0.447	0.044	0.008	0.0215
1506	2824	58.05	215	73	16.9835	274.65	7.07	0.67	360	547.5	218	2138.5	36.5	125	1497	14.93	15.961	448	11.82	0.74	86.35	4.5	920.5	2338.5	50	0	0	1590.905	2.2335	0.436	0.632	0.249	0.016	0.018	0.014
2056.5	4452.5	65.865	316	75.11	16.6635	746.2	11.39	0	424	495	65	780	82	9257.5	1111	15.115	22.9905	541.5	18.2	0	68.85	4.65	999.5	2506.5	150	39.5	21.05	2333.605	1.6035	0.3355	0.3765	0.195	0.003	0.256	0.04
1499.5	1723	105.08	58	63.44	12.818	201.6	8.185	0.67	414	658.5	1063	2382	8	1931.5	176.5	8.015	9.71	188.5	6.24	0.26	37.8	9.75	1360.5	2115	0	0	0	1283.205	2.885	0.809	0.939	0.2575	0.0065	0.0065	0.018
1342	1602	127.605	135	27.425	3.815	120.2	3.925	0	36.5	155	35	1420.5	21	1716	167	7.68	12.681	436.5	4.855	0	163.6	0	760	1402.5	85	103	0	5947.41	0.6725	0.1255	0.1355	0.0345	0.001	0.0035	0.005
1725.5	2739.5	85.955	145.5	56.9	14.8495	176.75	5.61	0	274.5	405	28	1539	18.5	8943.5	850.5	8.81	18.63	388.5	6.105	0	19.95	2	850.5	1949.5	339	0	26.7	2397.535	2.499	0.8905	0.7915	0.185	0.012	0.061	0.013
1122.5	1421.5	62.17	208	57.385	7.1565	303.9	6.515	0	308	663	21.5	4239.5	18.5	0.5	7312	8.29	16.42	241	6.715	0	40.8	2.55	391	1591	194	22	0	2999.45	2.1375	0.58	0.5925	0.157	0.0015	0.164	0.024
2039	2261.5	93.995	170.5	56.05	17.893	245.6	5.43	0	30	78	69	509.5	46	3494	308	6.94	19.3675	285	5.46	0	35.95	0.25	334.5	2035.5	418	36	76.2	3336.855	0.5235	0.0865	0.091	0.236	0.015	0.0035	0.0095
2375.5	4790	83.13	163.5	115.115	20.237	270.35	7.025	0.055	406	443.5	1.5	442	18.5	5602	217	13.94	25.157	604.5	12.185	0	41.35	7.85	1596	2025	104.5	14.5	0	998.185	4.2765	0.9195	2.4175	0.5625	0.0765	0.183	0.059
1977.5	2456	100.015	164	98.225	28.5395	370.2	7.59	0	431	493	7.5	725	44.5	216.5	1392	10.14	15.5175	341.5	6.745	0	23.3	2.9	753	1440	1.5	14	0	956.17	2.8315	0.753	0.9455	0.326	0.0325	0.058	0.0145
920	1415	55.595	90	25.46	5.954	141.65	2.185	0	285.5	440	277	1710	16	3639	979.5	9.42	12.5715	323	6.01	0.83	29.1	2.55	514	1638	73.5	0	0	1094.83	0.8325	0.2145	0.2575	0.0675	0.0025	0.028	0.01
2407.5	4049	137.435	229	101	29.0705	386.3	13.295	0	1058	1175	116.5	1262.5	146	2283.5	1301.5	28.17	37.611	844.5	7.92	5.5	96.6	8.45	1002.5	2754	5.5	51.5	0	2048.455	3.3685	0.8455	2.0135	0.263	0.0075	0.096	0.0325
