Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
VARA	0.164390473672995	0.0568588265794465	-0.119423632446001	0.416277185698996	0.125995271683524	0.137204133787664	-0.046843745012597	-0.191421180672481	0.177674029030183	-0.0303640956101077	-0.0623840358479541	-0.055015134782479	-0.0163763916483193	-0.0326026077412183	-0.129431377664425	0.00780126311744647	0.122165757327652	-0.239092212625012	0.107345189075201	-0.0325930287042108	-0.0339068422146086	0.135345919300411	-0.084598478273715	0.0529195766903788	0.0892169277423162	0.0962235631647943	-0.0418433082321875	-0.00818053561617099	0.0094307268394463	0.00296043965772326	-0.000341950196460821	0.000266823640863802	-0.00520359601969924	-0.0205173026949992	0.00273129350438883	0.719315503972404
ACAR	0.0634841760759169	0.252259368207417	-0.0393739026845711	0.246984468263862	0.174042971575153	-0.0221881635085369	-0.154631539958063	-0.338794787121542	0.0770266207816214	0.25865080483065	-0.265143913885706	0.0463831969510725	0.3041183321169	0.120805375458635	0.0973887576598562	-0.209795922538005	-0.227039152042969	0.216743074085189	-0.0535858109511543	-0.0598468786747694	0.0555069187373581	-0.182343701204519	0.0885265624862785	-0.265695325509356	-0.173091297084405	-0.363919708904129	-0.0293041372210976	0.0551573935902159	-0.0519770943689994	0.0313532987609719	-0.00385419570363073	0.0380113416771575	0.019764912843906	0.00218411882811753	0.00577603573894948	-0.0531922575574507
BCAR	0.0844016247625527	0.365942628989097	-0.01071214384324	0.31966888297484	0.201867018932494	-0.0146925638885731	-0.0918585448403889	-0.1757309454268	0.0115078125010491	0.101840482555866	0.0805009588093789	-0.00156899727176296	0.147896570509254	-0.133183964687911	-0.0422382251203933	0.0980785378327335	0.0113058752520204	-0.00667782330428651	0.0321337739437098	0.183746213508512	-0.00609972071129919	-0.00130263314571017	-0.0475588995511134	0.343146026149507	0.213993355770662	0.440641943680729	0.0486974352662495	-0.0808342156136004	0.08916220622368	0.0252312251446881	0.0239644893835617	0.0140098418448761	-0.0349371521511826	-0.0101838036000038	-0.0088585303743607	-0.440148500181672
CRYP	0.032412097966937	0.11169227016441	0.060484793491743	0.0559261538264003	0.023135495839277	-0.0846210732871968	0.280330934559207	0.367320483029625	-0.0707196358813958	0.124945453848298	-0.642348795524827	-0.404629990956851	-0.0447469406010378	-0.270661111316511	-0.273701356696389	-0.0472182275639256	-0.0311652506466733	0.0671673351210028	-0.00846786889540276	0.00465837957430691	-0.0150879573759745	-0.00696608676959944	-0.0353838990434124	0.0122257470595699	0.00384793843833025	0.0268450111604434	-0.00360942010286354	0.000507508734416798	0.0195396626887757	-0.00321581676702207	0.00398402579447223	-0.0162835593941966	0.0112543486991807	0.00651975398102334	-0.00548648819614817	-0.0159896611804311
LYCO	0.0906294383755032	0.112474037194637	0.177558000957048	-0.0127113697822124	-0.060507667109942	-0.0469984404951232	0.202471951611036	-0.0648841310162951	-0.0905979917651798	0.309738005261467	-0.184639406310605	0.712250537910726	-0.204846927442792	-0.0130885764328223	-0.251125899149395	0.191952903010861	0.209463393954287	-0.02154471302244	-0.0308108221801871	-0.0719217276378178	0.0208759734125539	0.0695361090799242	-0.0961020737766409	0.00940176525663124	-0.0293084118302358	-0.091511741203143	0.123055221939396	-0.0257176693737583	0.0290584068853755	0.0979579784363908	-0.0768229245420708	0.0396457901310838	0.0219059894141186	-0.0173908189229855	-0.00104583950340456	0.000186189002567847
LZ	0.0596392981746151	0.313804431120349	0.0825682603882939	0.236091592185488	0.0856246086710903	0.0198568941449289	0.0901419014573747	0.183446293343836	-0.113092819696005	-0.123143283220288	0.433649502276519	-0.111432737633143	-0.112900192684831	-0.317690384572474	-0.108077876689839	0.303984472708017	0.000389392907361189	0.0145326452037655	0.112923168333735	0.143049879515308	-0.0890096156081422	-0.0907830508526504	0.0688737417434477	-0.0425974485842825	-0.267543456309017	-0.43794270551597	0.0243946824028772	0.0990691669048857	-0.0587269616826474	0.0220315732847451	-0.033193932776856	-0.0393196671190629	0.0481503993820175	-0.0176395873787428	0.0241092115308188	-8.44924731431536e-05
IRON	0.227632368182802	-0.09387011829915	0.0240857545931861	0.0910837007539409	-0.217282534614963	0.150194121062476	0.195470210073597	-0.0372507984697102	-0.0303941933344624	0.0656599563056455	0.0955085813071921	0.0419129656984504	0.00324492639778004	-0.191713867510043	0.0804367468318296	-0.342384102950106	0.00305110834358639	0.0967862222170768	-0.0149247432041614	0.10019814898753	0.0386151146967537	0.0853476706220962	0.0849094665255395	0.185725266972082	-0.255778166007588	0.0174575479901255	-0.0452496551365115	-0.521010139813108	-0.400899122846883	0.0254887881078598	0.182410931597613	0.170396293091006	-0.00831031804507872	0.10378042124774	-0.0262990291462265	-0.000238792663094087
NIAC	0.233245063584256	-0.0320610264439802	0.0563741990479467	-0.0697709850287645	-0.299848456548646	0.0194256729599755	-0.093410685728205	0.010545398557991	-0.025736308956567	0.183892604579827	0.0244488745100997	-0.13295788025988	0.184348529535196	0.0264891591752369	-0.0506804527418843	0.242356568800977	-0.0316304863577822	-0.0763632025088545	0.0554403744129643	-0.14493605259312	0.00382512297202998	-0.0184771824781264	0.167967428615963	0.170697585378407	0.256096141898867	-0.0854313323404273	-0.151329382813582	0.348346958588684	-0.240192184514941	0.205391314699689	0.00296109734736345	0.518550306111686	-0.00523829259787393	0.0832149736425773	-0.0846878312482298	-0.000178237806410073
FDFE	0.195305652521565	-0.0538803779985421	0.0831671997944166	0.0861280598934566	-0.242917841125832	0.224363409399831	0.214164022933488	-0.022456803422332	0.0179643297204004	0.0822089253749655	0.216944141212261	0.0124449971835452	0.00633243790199866	-0.0454473157965931	-0.110922628116373	-0.47641735738889	-0.139887314404169	0.181435752055014	-0.0861001802447209	0.0301895677735402	-0.131067152936885	0.012678179008985	-0.150196322384432	0.129225615693183	0.14904741812675	-0.0365806026705558	0.237600706250549	0.454852038330737	0.192613674420199	-0.0274117789961435	-0.0505262413951173	-0.204633561218259	0.0566040999685148	0.0113887549626826	-0.0574055689697852	-5.50796035485239e-05
ZINC	0.192587404275519	-0.0228898699512325	-0.0390446702212124	-0.0681255571719373	-0.156062336003023	0.209779444457709	0.0685759840163901	-0.0653844663042676	-0.156871463465397	-0.021393686583134	-0.188572765280692	0.0796404101631765	0.0595101662139625	-0.307000143853645	0.490691467615604	0.0475143827539103	0.0760613611339846	-0.17765267519108	0.275120099788656	0.286049061246512	0.266899696671025	-0.184087532891162	-0.159324687471761	-0.170636543831276	-0.0581759405643492	0.0819856464718217	-0.0597919516076226	0.151963605253433	0.104242666760253	0.00133887355022329	-0.217775419799788	-0.0220312227130625	-0.140633215352616	-0.0332554474800175	0.0127135622885928	-8.56572916703809e-05
B12A	0.0866371522916066	-0.167785166099642	-0.0494610874932088	0.173798344564019	-0.434735570077566	-0.0135180130524127	-0.109467502054416	0.103202472699623	0.0381103921847899	0.389581331292505	0.140362517132122	-0.138919787936781	0.303934751050314	0.0244105541795147	-0.091481532292537	0.343795820046119	-0.0461437800943881	0.0191609251173518	-0.0161981004814467	-0.152262024948521	0.123755012681829	0.0307126341666533	-0.0586296430620163	-0.15956166139718	-0.150081950966985	0.107460265343384	0.114894238565089	-0.215723136827319	0.163698932892698	-0.134546284172696	0.00441570290451349	-0.304353294915616	0.0253565874224233	-0.0591743913717476	0.0388884442792415	0.000112209421110269
VC	0.105500230005557	0.214298769495046	0.0369922718978543	0.201636153167437	-0.027928089088292	-0.227654751668137	0.201474999149066	0.334382121041821	-0.0687728951864638	-0.0767377489373961	0.0171474492192682	-0.00827537123635596	0.0463173371764696	0.49926066619355	0.318544108637311	-0.101009050446127	0.00183506729740814	-0.150420323330152	0.172767397396395	-0.235322189347692	0.158287905391068	-0.0163310272342824	-0.248680843108683	0.275997081455555	-0.112808691045853	-0.102268448583091	0.0933496568503333	-0.0288862631297068	0.0819093640037368	0.0226580802979289	0.034426487477343	0.0713997804912419	-0.05597018317391	-0.0301787507283691	0.0193390504827998	5.63808955144095e-06
VD	0.13507119109453	-0.0787154589627948	-0.415617393923947	0.0971780334359977	8.24453544063408e-05	0.0140437044038846	0.0201038952879113	0.0961960670464538	0.119007031176421	-0.158857580996244	-0.0239781103442805	0.0520567361257011	-0.0219242066535606	-0.000589251552078061	-0.0369174980351724	0.0952832647489048	0.18114031239856	0.339077516324119	-0.406644773843054	0.0719870735266972	0.258071677153034	0.0036066119551165	0.0542174142927492	0.183650213614736	-0.0720689128343963	-0.0991663214719246	-0.0109922634133515	0.017357269519362	0.189910847278087	-0.268801787705954	-0.29321108700139	0.282840546983724	-0.12087750410869	-0.0622669684215688	-0.00883186667985297	-0.000316316714172868
CALC	0.213954234405782	-0.190913457950035	-0.0470027772925251	0.119735350754385	0.0680747830813945	0.17432670677107	0.0634136931400187	0.0816806438540995	0.104193861701381	-0.118825072888607	-0.0489311212717981	0.0637220744499566	-0.211563833999838	0.175746783337707	-0.0393808420176284	0.233572065212018	-0.267858922010041	0.15528813791435	-0.167575280295446	0.111864877608111	0.0268104968547716	-0.328315903983609	-0.084807582775636	-0.0546039451823102	-0.133712145446726	0.174249680032844	-0.112253314747804	0.0473720233068412	0.0908729544876017	0.468284857479338	0.3661220773692	-0.0493967209580141	-0.0959915302448825	-0.0272743461301499	-0.0103941989964451	0.000387982984117637
POTA	0.257213824480918	0.153257333418355	0.0702592911891989	0.0158197121347249	0.0254269833796256	-0.00100788198170391	0.0152383533593452	0.128491135196	0.0905916095566998	-0.0514239649462614	-0.0172556191018951	0.0825147134541525	-0.0969746936032771	0.0950011079166175	0.110663087768625	0.0440300780795084	0.114505973439905	0.104853114459563	-0.112137307087646	-0.150605288452424	0.13488050098084	-0.126555892530659	0.189615620232348	9.64046359185067e-06	0.0698018941373788	0.195693341530078	-0.334390110448246	0.154809473552788	-0.409109538312929	-0.185913486950391	-0.146745683553483	-0.439334368734101	0.32679667269977	0.0504574450535323	-0.0538775049166321	-0.000174456641894633
CAFF	0.0813332120972918	0.0321967618626179	0.116665943828507	-0.122120331202417	0.0486522985853492	-0.0098990247983383	-0.538666464346654	0.14852165946846	0.258247074498401	0.302610467682324	0.0580446928436287	-0.11500424393146	-0.353714539929609	-0.161772271207631	0.0480335009432957	-0.206454576372516	0.318344843307572	0.114374008358122	0.101756564087598	-0.138742383233651	0.0730433986845987	-0.212306448849231	-0.179092003728936	0.123982626028005	-0.100156315584705	-0.0498766750973826	0.00560762259912996	-0.00231540400795499	0.0890620799669741	0.0595336543516686	0.073799612802141	0.0352487970584574	-0.0700924074671032	-0.0166512269735765	0.0164027416967022	8.48368617917535e-05
THEO	0.0829178857095342	-0.158317418782179	0.0621718452743635	-0.0579115013368713	0.163966751399861	-0.277139186983646	0.0499095893641936	0.158104374841589	0.469060545790377	-0.149378708070987	0.0450118141844588	0.265511277664604	0.250918308258834	-0.460675913181144	0.058208275627042	-0.00902858284013717	-0.352298190650475	-0.0783714380330267	0.0411302802163487	-0.252211387381325	0.122804677168234	0.0554653799023357	-0.0667657399314121	0.0800942940433978	0.0583204964416188	-0.0477314773517214	-0.0197654072870625	-0.0100081716074158	0.0462627279993873	0.0474276675307551	-0.0100552294844975	-0.00924995687382386	0.0161309548038271	0.0186003673115859	0.0146420525381128	-0.000182309695180955
ALCO	0.0625439231358475	0.0739662704597675	0.0917901293199514	-0.132294961861054	-0.018843172903018	0.321812485893096	-0.347214427752151	0.220976586002896	-0.129356276421269	-0.368880118893086	-0.133176253145245	0.197491070016824	0.468475029916605	0.0765000610544549	-0.366575097853823	-0.061952031696447	0.102866756413775	0.0149459747955826	0.115931986970757	0.0482343844613696	0.00308010687355606	-0.0710919696764106	-0.169689500981936	0.104814682789854	-0.128754678018482	-0.0497276416167468	-0.0403955881474723	-0.0411772636612715	-0.0163182955825575	-0.028181286765454	0.039202847097563	-0.0654450765981455	-0.00569931843462778	0.0811363336287887	-0.104939477988291	-0.000366364544175721
MOIS	0.164865187996805	0.14294830855298	0.130865047481665	-0.0348415345946806	-0.00140645381413766	0.125734954958959	-0.332389570011558	0.245014925255939	0.0605753379505473	0.0980230822935665	-0.0769763658541601	0.032426489934397	-0.197120945116945	0.116582139169589	0.116799568980161	0.0370191643865245	-0.412198897181076	-0.179021193085203	-0.25263624469548	0.346594989047711	0.0278198955991308	0.483012238634174	-0.072493080057431	-0.0658067625758959	0.0237712931209426	-0.0662066079990334	0.0626656139504827	-0.0252999590860207	-0.0699197969517164	-0.0658659147395395	-0.103165639927165	0.0270829210883677	0.0158228461099051	-0.00265056128249812	0.007554897239129	0.000179134073512863
S140	0.191954109321721	-0.268634337514194	-0.00440116589354846	-0.0148633207933486	0.336272012228531	0.115922224761469	0.0304119960889593	0.0454365444655777	-0.101768965248789	0.13245808959593	0.0353646291024266	-0.0232519760957316	-0.0505529572388779	0.0826131246596929	-0.0270563018803945	0.121591660590574	-0.154655912379904	-0.0548037787045869	0.081970316630705	0.00122265789865447	-0.101796710246103	-0.363316328822071	-0.190489163954974	-0.0256934626503327	0.155917313790431	-0.0215324981050189	0.299173341077971	-0.133194030379996	-0.110499167491791	-0.353029176378625	-0.109213436803352	0.164051896326341	0.197587003952988	0.366277775195477	0.113146533035827	-0.00069134962928958
S100	0.100005805061761	-0.286274706199349	-0.0739315016460073	0.12682889694871	0.28634578706709	-0.0109101009416962	-0.102556782239387	0.0986827353668475	-0.34949036373094	0.0910041203826283	0.0246753442289035	0.0669469333436777	-0.0454954395549645	-0.00279164686732138	0.022328786394592	0.0148230624562824	-0.062051081915054	0.452354366779726	0.444152146326248	-0.0778887683859133	0.128542708522583	0.415322436828499	0.0961228704233141	0.0109534512490061	0.0608319588901288	0.00812742099648828	-0.11289478251068	0.0861800815256954	0.029132347003403	0.04954826265047	0.0343737796261161	-0.0653263944342223	-0.0519557871657861	-5.83337338235027e-05	0.0152950843888948	2.70265399253054e-05
S120	0.087654459590574	-0.229406412077334	-0.0125525642265872	0.0939033309282028	0.313187981826657	-0.0890835905066625	-0.0565441287384973	0.169208165122775	-0.412201877327454	0.209413214974373	0.125325826566597	0.0279404459939797	0.205172865475081	-0.126751652778748	0.0433880965477297	-0.184747519890327	0.177613266830815	-0.37604977557923	-0.471177151544561	-0.0531069473905129	-0.00979515450449067	-0.0338687620013367	0.0502012576942468	-0.00744946559038183	-0.0445104333599355	-0.0194467930684508	-0.145293120337834	0.0864372943685333	0.0358656873736224	0.134197303293988	0.045075600904181	-0.0726512803089476	-0.0792530230871352	-0.0547813709410372	-0.000313393910307075	0.000209774283969033
M201	0.203122344479943	0.0860186767308303	-0.173809088306039	-0.2407571747232	0.00196492145883534	-0.147973484145973	0.0513375082541223	-0.179637338003715	-0.0450210423321079	-0.0373386808625841	0.0577339023877778	-0.154586565576513	0.0132678970347547	0.0251846364736739	-0.137590356445208	0.00970295096872793	0.0982501366157092	-0.0151842046078531	-0.0498638696820473	0.156656477977902	0.410224560247477	0.0441732694437844	-0.173706076775023	0.0255226134417357	0.426479612779993	-0.363420997925049	0.0368772695340387	-0.189791007631077	-0.0282770887235474	0.213895571870333	0.151840019341926	-0.272990690420574	0.0174301374532973	0.123377061436129	0.083116371001802	0.000204173180392038
M221	0.0659451091828902	0.136154791185254	-0.390332939843826	-0.168379341050825	0.0126901530732353	-0.0665852293064706	0.0102532513678506	0.111666992891378	0.00509427609963855	0.154666042520479	0.129943363739644	0.085244031587123	-0.12239277999419	0.0979479533942743	-0.371419118707128	-0.233796557098823	-0.251561669595566	-0.285446211852523	0.265559287769559	0.0529938691200467	0.21534858807498	-0.158999990191438	0.3489472853432	-0.0405628602870296	-0.154968097966445	0.163038025146826	0.010908491939677	0.0531146661325983	0.00237895117312422	-0.0255990361342135	-0.113324534764209	-0.0135508673799239	-0.182528385950502	-0.00181645470687732	0.0156265870170575	3.54340303620883e-05
P226	0.094137570454112	0.191292580068964	-0.476456812454356	-0.157346368191731	-0.0333683256126897	-0.0036752473315113	-0.00830614918135966	0.101067298015266	-0.067399784063407	0.0570848268850141	0.00437870642226681	0.0997967658190847	0.0228259004131488	-0.112225766841464	0.119040412324467	-0.0246811670534142	0.0356591685068848	-0.0174397660768783	0.0332227623278182	-0.0237044707588163	-0.171701382533478	0.0963627323429123	-0.117265539938728	-0.127329773767864	-0.0375139240640581	0.0475205236065253	-0.047111043123548	0.0390613157137396	0.178630497275588	-0.0571810618067348	0.386488590074626	0.166335266115583	0.581772129400747	-0.0791451176676391	-0.0967720985416805	0.000211089301347244
P225	0.133705087839894	0.143587148344527	-0.399159094809556	-0.19915643980452	0.020411887503152	0.0153386412164016	0.0195941544871971	0.0388454614586532	0.00579310494422524	0.078139729067825	-0.00678871415754958	0.0100921331401771	0.0528297271581221	-0.0272955741947864	0.11191488346497	0.0913452894849141	-0.0229087933339109	0.105072421170796	-0.0204804493014138	-0.16968129655251	-0.539494831982342	0.0583465315512747	-0.248761900554312	0.027398004876925	0.00510677826280224	-0.0142516943249452	-0.0185257623513796	-0.052555008060862	-0.243433201406507	0.144084885152528	-0.216296084325411	-0.194128219754541	-0.400811264059888	0.0341717025736126	0.0420387854796578	-6.35043370563408e-05
