"KCAL"	"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"MOIS"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"
1	0.832894057008088	0.8796344513612	0.654744594616766	0.554054122511941	0.905550783011361	0.839907247866336	0.864352422829317	0.777096209198433	0.627840030315958	0.588148270914095	-0.0300127101652007	0.316517476588442	0.310265415147804	0.086470127784599	0.108460517671011	0.084595361068937	0.281212373161773	0.062206516186977	0.716738842315906	0.675147293111589	0.727087483800664	0.564647703320503	0.635677777682801	0.385099328565793	0.589288971223882	0.577265024684259	0.736354426449985	0.381042793259763	0.159584951390497	0.225802810169845	0.234411381479446	0.177193176965029	0.59748135233453	0.864594302202567	0.718360008625705	0.648062421399283	0.533312790302081	0.481414477105132	0.851249070485005	0.752657640700802	0.783361471621112	0.269967688640357	0.324826288309304	0.296649923431128	0.470970127016656	0.566005844744697	0.562797429180535	0.00464722783171542	0.269231500118339	0.251461221617264	0.641556559358907	0.87405244542225	0.85106768227609	0.737853367446793	0.860831956893643	0.630897531672836	0.11107568898193	0.77178202688753	0.699349315701858	0.145966587313466	0.536125125749984	0.155141735138783	0.322331092484565	0.132759140793889
0.832894057008088	1	0.602907851981816	0.361269305170397	0.499980320053354	0.783873814968346	0.712949093647461	0.770053690707802	0.644487804992145	0.744119356972476	0.528739521313191	-0.0111389437027096	0.300718033992757	0.331373403961794	0.130114697172189	0.157155919303881	0.08257157483788	0.237491935434298	0.0970774471607448	0.644165183960734	0.658885226305706	0.777232520201394	0.610151260699631	0.551903262903558	0.292312303264915	0.560566051605616	0.486002667937204	0.849284146778383	0.49253051163302	0.137321280166779	0.215253262802392	0.294326379208135	0.193480191940407	0.582998175307111	0.905171389723706	0.731589971239018	0.597644853785639	0.649296265598396	0.534323560429839	0.825155478992579	0.763261713473245	0.900394154833946	0.210313222017821	0.170868194149505	0.190579398809974	0.480814075457562	0.477423036846653	0.469725326224414	-0.0331416333394499	0.199428577183325	0.141571808011204	0.548969324179309	0.758523090194259	0.723885478609028	0.774792109728402	0.758263415296401	0.605984237383429	0.136689980571818	0.628840772477594	0.594646227202702	0.230282868359142	0.640360926487631	0.285175731831925	0.447732667956773	0.26691209089271
0.8796344513612	0.602907851981816	1	0.819563230638482	0.585721899625193	0.671572590818295	0.635295689483724	0.620937084440152	0.577001639329981	0.391431085522967	0.482511676761008	-0.0184298634085705	0.282116430381052	0.274780546841053	0.0649771579523133	0.0936193844201327	0.121050766874827	0.310947680752223	0.0669940415884148	0.700051408509793	0.581818116790926	0.601185533984699	0.504990310020006	0.642647472819621	0.458236001710514	0.513099827638566	0.608310873784239	0.510016198795967	0.293255799084144	0.21580722414402	0.281975555645857	0.188646174292193	0.131791584809845	0.500782619193431	0.689748072382712	0.616571330988791	0.641309791255014	0.3903652381044	0.389953559747495	0.708203738499283	0.670211768000882	0.590750109597375	0.221538801352796	0.343502346653848	0.0936762991614301	0.375288575892379	0.434328987343555	0.434982881888424	-0.0290690009038357	0.180039019697306	0.202694818685915	0.485709980304615	0.661527418894521	0.651352048303188	0.476059082791686	0.621870379120191	0.452364426146037	0.0715822000354751	0.575014000016542	0.519776638496875	0.0903040438546485	0.302244064632739	0.0929955846307826	0.205083298328393	0.0669797481068309
0.654744594616766	0.361269305170397	0.819563230638482	1	0.303598305188287	0.484110054579826	0.493270047007432	0.433577497576414	0.381951001085064	0.259902075918875	0.348253455901583	0.051253134144126	0.276026756064417	0.253104605074673	0.0420969912863335	0.0690548889021497	0.0953528724559275	0.16171791041014	0.0290684825701128	0.426497764806564	0.451688024178133	0.387833134578272	0.361625878202284	0.333100640861268	0.247036884018716	0.255337187604074	0.318570317465006	0.340984530702678	0.210676736441252	0.21895232249067	0.297843979242187	0.250104412396529	0.0555626550613243	0.393694716654074	0.470695328081907	0.366040047143972	0.387909943812661	0.219558461571459	0.210017642323687	0.405034754173207	0.481583868648121	0.310887085173173	0.194841263648385	0.405197484296437	0.0115651919749138	0.238675628448013	0.359816546670041	0.364864588067166	0.0508323520562229	0.208552238397132	0.230672640498314	0.405551964101681	0.486776368513153	0.491718203269721	0.32685944610643	0.435699504671641	0.314886914122681	0.0487476655407321	0.380999860496977	0.339735227545935	0.0447627609658424	0.218080905311468	0.0397663019030385	0.147917947108091	0.0416679092125325
0.554054122511941	0.499980320053354	0.585721899625193	0.303598305188287	1	0.461347242706596	0.336213394897621	0.475974202084626	0.470801362906867	0.237522253547953	0.530275331363272	-0.0391562074143103	0.100825549031738	0.324257487270334	0.2635383809339	0.367648161644219	0.21651844320788	0.406277184331406	0.326167623281907	0.502294211025079	0.381217789446842	0.417194398879599	0.426085447993731	0.599416500984722	0.192273326092277	0.758789923937536	0.484123478118134	0.424974095331636	0.173087324273385	0.0961404291200416	0.429619799662611	0.097355992762513	0.383268950609961	0.360708832437486	0.550248035125087	0.797053624944057	0.536253636842112	0.324228319599226	0.48037960043276	0.505426850054087	0.746305122942525	0.425495855255296	0.128686968744835	0.0876850767797358	0.0200615629617505	0.411963572991702	0.20265116652994	0.197985159025256	-0.0851986804450253	0.0286726517452116	0.0855009088919533	0.221836097789084	0.375590000128101	0.327949678080218	0.281204701361339	0.480383817858692	0.361570585009964	0.0807938099570945	0.465367435707962	0.475479949787249	0.102126403913671	0.128853392157678	0.133765926219981	0.151323869945353	0.117494222039385
0.905550783011361	0.783873814968346	0.671572590818295	0.484110054579826	0.461347242706596	1	0.917579240498842	0.968610347514816	0.871674101881957	0.660942901042698	0.607977240537913	-0.0268907160010663	0.307410426733471	0.294920367188887	0.0888854249072911	0.0956524195653575	0.0429114015846621	0.211349208570203	0.0397321509035195	0.591506500170095	0.591101298787174	0.624160707591279	0.451910186007097	0.493465160850223	0.279623347275564	0.481493070404995	0.441049082463713	0.688368315740078	0.312484730153202	0.0926199058522372	0.1491227012657	0.213534055734724	0.167333153201394	0.566620550544959	0.80424411989661	0.62520331068377	0.540890674519452	0.476705973316379	0.42445488288188	0.795266685019578	0.641429886133109	0.725221825761148	0.250286567518258	0.305218792309889	0.126011728004469	0.385228547909916	0.619939405262417	0.61781375691065	0.0590435984045411	0.339201296513457	0.30153790465777	0.702071542477153	0.943663935647331	0.915468719142713	0.807561489268157	0.966376064158336	0.689421906914155	0.117126763919862	0.870066115922903	0.77234378034164	0.122465054967318	0.586877136626458	0.114083024580107	0.309651657222618	0.103772505596335
0.839907247866336	0.712949093647461	0.635295689483724	0.493270047007432	0.336213394897621	0.917579240498842	1	0.834050605841763	0.648350008233588	0.639720800716176	0.431084590839114	-0.0235246311091083	0.393656756993868	0.309294729189292	0.0364318510048876	0.0210085256600834	0.0310649772755169	0.168402389776032	-0.01058473375163	0.568154624199773	0.598152066134185	0.540633207612859	0.390113025081247	0.444034953713436	0.308223488599952	0.3662047974774	0.416882892564897	0.622373894230537	0.307332348297477	0.105883007277504	0.0872565487956196	0.239719434126047	0.0706727947581026	0.651914527646255	0.763686841047623	0.490701373347681	0.510017587344475	0.44127019200731	0.322100430685491	0.727003980741932	0.540413372462347	0.649298600391589	0.231440250589357	0.344665884350816	0.105627242698571	0.329579518355854	0.799606511786621	0.808234285634805	0.180003071652636	0.523704724743284	0.44113843324365	0.897797269162156	0.971499705221806	0.955981589095855	0.797856915464177	0.827485460931176	0.533551569584287	0.0914770927775685	0.646152570027998	0.58307341032034	0.0863276312422889	0.550176317950987	0.0664673341181971	0.270508124115119	0.0509027835216555
0.864352422829317	0.770053690707802	0.620937084440152	0.433577497576414	0.475974202084626	0.968610347514816	0.834050605841763	1	0.840273226357534	0.642354209007962	0.631226075673168	-0.0309032738497295	0.250719727446207	0.265111506360853	0.105435535276805	0.113709655817244	0.0484982351372654	0.204999691651022	0.0538010369445946	0.546923315191263	0.545890333816304	0.611644308137363	0.44007633749489	0.469336210316627	0.236446563114319	0.493434013427053	0.409061617264413	0.682182718569911	0.287328395735436	0.0648706984395522	0.157903082177843	0.181776997537566	0.175822830154492	0.490000908585664	0.763989865923624	0.646152514929243	0.511563145369686	0.468527705111393	0.441940867233489	0.757472193229795	0.645434601874927	0.707330626733138	0.246896034541597	0.269422300268943	0.12569976634972	0.388777515833584	0.524355658677858	0.511247125111544	-0.0154696959127214	0.227024488237037	0.213997958890385	0.590994721687139	0.881304288422844	0.854290610899613	0.804011347902739	0.999047319246366	0.725431816752987	0.127601215284957	0.840283947993155	0.721120373936238	0.133715181941465	0.573226908861063	0.12581425515771	0.300482071699368	0.115141452357165
0.777096209198433	0.644487804992145	0.577001639329981	0.381951001085064	0.470801362906867	0.871674101881957	0.648350008233588	0.840273226357534	1	0.512163523325714	0.658404895403257	-0.00780633410049232	0.166855416486259	0.225506313699655	0.116099197815809	0.150253906513766	0.0327827402238172	0.200509235483518	0.0804548948840432	0.496265373938657	0.45389235309156	0.553503504764704	0.39946853232271	0.442910056223067	0.210088363988047	0.479753367211606	0.381467241399082	0.57451908394813	0.235325942372021	0.0740183010410613	0.172342837583636	0.146624616604029	0.248799100207584	0.362744406202835	0.65477317717874	0.590400240673262	0.456924879271082	0.371263936448369	0.413245910016971	0.696898181014105	0.571424226997673	0.625083984156085	0.20834876190246	0.20970560424104	0.115208103766238	0.32965864320573	0.310246048699376	0.304078963728286	-0.00217873733216417	0.147117916672871	0.155508360487383	0.364724419698859	0.712172535105898	0.671298550255692	0.575451952065924	0.844049267534459	0.657231330359687	0.102095674784015	0.997240863849508	0.907356274727987	0.116423518142732	0.492511791982155	0.117822697280882	0.273435083599524	0.125793028006008
0.627840030315958	0.744119356972476	0.391431085522967	0.259902075918875	0.237522253547953	0.660942901042698	0.639720800716176	0.642354209007962	0.512163523325714	1	0.355123118337651	-0.0566970195281307	0.284856431438064	0.292429521177166	0.104696693311169	0.117248681426488	0.0460803061650349	0.0902121463429172	0.0584729285013841	0.389697001983971	0.50744794569882	0.491466868321107	0.398211172736125	0.317746359496681	0.118443449413607	0.383095233725617	0.262037068371654	0.892948016105176	0.316136950281594	0.0168369936466849	0.120382498440987	0.196440014273814	0.0922791366320648	0.404403699731743	0.661078264514834	0.4303076488112	0.364775621160121	0.417188469201334	0.340556026143087	0.628802569229671	0.4981409152922	0.723672589044451	0.190509562533831	0.150913053093992	0.134190538642636	0.358322127869403	0.438908632898605	0.435472971922863	-0.00814697218978199	0.196874275313174	0.139690542906583	0.476033084550891	0.679218923670342	0.668510972721013	0.705445367093858	0.631274544632044	0.422387749472921	0.0965217888188424	0.497056073490733	0.465652365095988	0.106684992682555	0.882795226858498	0.149245410601835	0.340253394315238	0.189413742761645
