Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
PHOS	-0.269156923034644	-0.0537517615243499	0.00849767955793408	-0.0616180232834027	0.019244693583309	-0.0575209748838458	0.00558759591995856	-0.0174085552723234	0.0639102134014023	-0.0983325994775281	0.0152731818078274	0.0938851740916124	0.0149319824299382	-0.0879519948076261	-0.116065973920418	0.0222054766154268	0.112812824665534	-0.212551121359622	-0.0453634957856421	-0.0387916348391685	0.0714916751287455	0.0178270218867759	0.0968171792169179	-0.0823864037709587	-0.0415692851110365	-0.0557284523568023	0.0691527998633363	0.0712836344856174	0.027515551947325	0.137761875750161	0.22457145088689	-0.605154143472344	0.567597351583419	0.122791444767813	0.0260730583488104	0.000737621788761358
CARB	-0.21367455218241	0.0186781289052647	-0.00261752113958613	0.0165972303610209	-0.121596497167844	-0.125102731973818	-0.17317310050009	-0.0670141735169553	-0.0868613411196954	0.182721393019199	0.0914390638982212	0.0279613164774532	0.202968888334064	-0.0758330761124654	-0.226606120538968	-0.1406217705432	-0.287165502815621	0.0144435094014723	-0.276629233180711	-0.508860288553307	0.0159122631806942	-0.0472045520690114	0.06334298724567	0.402163605180939	0.228930114319962	0.120323336519226	-0.186829595234161	-0.0322304905365583	-0.0660763780101625	0.113671752521243	0.0574510791610095	0.0936865300193541	0.0250916594549515	0.0183805066753918	0.0334791566501252	0.000462968229886573
POTA	-0.235681834723826	-0.127068905961099	0.109340122865214	-0.018724293100397	-0.0853667364562935	-0.169457725424218	-0.132598359987221	0.121033470030267	-0.130930350153241	-0.0995495395377475	-0.148774207872471	0.0649651053492637	-0.0611838450524839	-0.0682179260505673	-0.0377068411745267	-0.151664654091114	0.0183294609816552	-0.0428749259202528	0.0827053977466513	-0.0153605211432749	0.138924262555348	-0.0673767476101405	0.0340037428059791	0.0927115153693419	0.133755060403785	-0.431254289305291	0.0928068118544805	-0.112530912859251	-0.210584539299812	-0.53901794301934	-0.258885554391653	-0.21988200305792	-0.205351978106521	0.0229934828531128	0.0243288004484324	-0.00200366727225536
TFAT	-0.237028598633069	0.237763571131228	0.084928437124556	-0.0684935180563354	-0.082493821304179	-0.0477514789121533	0.12758493451623	-0.0244429797026279	-0.0579983780277395	0.0773489796746854	0.02479635026224	0.0839153305518079	0.0567824580068744	0.125117385958403	-0.029747397254788	0.0707585483674619	0.0541079559374601	0.138863977945682	-0.157410134641422	-0.00704760434185313	-0.123165761277442	-0.0239995709423862	-0.148666965282145	-0.108403650619377	-0.0156756533543509	0.00163447848666508	0.0367997858680058	-0.0666577590298722	-0.0308957953546306	-0.0959581378427337	0.066235269360658	-0.0896431794685754	0.0210176042058927	-0.561243855880693	-0.605746020382047	-0.00371003862069838
SFAT	-0.22421686128992	0.299871994231989	0.0982040322581376	0.0344983537690274	-0.00505849115575232	0.0242054783182861	0.104788001410872	0.0340336667788242	0.106482483530432	0.0649012524185252	-0.00629964370465771	-0.0864925118063947	-0.00310918133766862	-0.000784547222823791	-0.149566217401755	-0.0303012400159194	0.0241939967304002	0.112567653807082	-0.0508300745271134	0.0989081201789912	-0.0622412050716071	-0.0346386797041131	-0.0867904474918366	-0.0896630342534973	0.0232011773212456	0.110876242640901	0.0783244246925275	0.00839257966839579	-0.03847746447645	-0.232737692523304	0.121864211516184	0.084034391012991	0.111414764896109	-0.370099023793645	0.705395146146315	0.00377353717794599
CHL	-0.219366057089768	0.0103175993678158	0.0402633134460772	-0.15917979525303	-0.00215458785663553	-0.0033997282513324	-0.0202100107538957	-0.274963800607082	0.186543305086645	-0.269968366489724	-0.0117542299813009	0.0974981690771138	0.000626591599602808	-0.0556782754482725	0.222032997011559	0.0646215635231077	0.0447902782306198	-0.144876332950678	0.177175557922226	-0.0716187273579067	-0.229147163614342	0.0906829922238988	-0.16885991207666	0.385599636580196	-0.180340314435241	0.108442163268009	0.00813149125631428	-0.175188945247243	0.337543013612068	-0.22936572439154	0.306617985921742	0.0114906788776239	-0.189773889448907	0.075022647396102	0.00740876134814488	0.00258091570505668
ATOC	-0.181952759598146	-0.107631441482623	0.102133975447287	-0.0146390035313153	-0.078957793409712	-0.322266629178181	0.265613874301022	-0.0459513060169881	-0.179391766303803	0.209528833238737	0.0715267504342235	0.241748590974453	0.0330652038030506	0.0625712037668772	0.0929553626777981	0.202744186870032	0.117127018009254	0.0575342404876319	0.00267379528818281	-0.096928758327526	-0.0658169914264909	0.401821309311394	-0.168071462817853	-0.0425179041703797	-0.215973858840809	-0.261574823682177	-0.0541061670849701	0.314565163624744	-0.191707165822215	0.133193513271155	0.0770644266174154	0.140434376046995	-0.102397826493207	0.13203904175403	0.142185316931097	0.000897004601840238
ATOA	-0.0382973783516616	-0.17182899083095	-0.0476179684144309	0.0572318178157017	0.16148499773247	-0.457705332356668	0.348430252536444	-0.163974275421418	0.0639805930577295	0.305651904522202	-0.102172989023495	-0.0248888786458402	-0.185905776354304	0.259702330681745	0.0365179446801083	-0.0126729805475136	-0.298613748992776	0.0445418583643105	0.251742432418963	0.162533828166449	0.174425104320971	-0.127102035574033	0.0871289164942909	0.114159100169506	0.0929769668285417	0.178194595271182	-0.0101055326991521	-0.171479293067202	0.0969235957290917	-0.0953709822773614	-0.0045902560989185	-0.00575115254714068	0.170853992214071	0.00519810953530474	-0.0413599611712248	0.000359957602166257
VARA	-0.0797367483777049	-0.18890972276847	0.198488437377855	0.0381589275415535	0.299314475003983	0.222666182505357	0.0290655589685391	-0.193163119578284	0.202778850240469	-0.256865451780051	0.134606590105504	0.158872014646747	0.150396676026049	-0.0582111490966994	-0.0705693601215829	0.236393880222416	-0.469957206174932	0.419258077933823	0.0629507859104325	0.0561456931706199	-0.0232586411686965	0.0113965816368983	0.102293353129914	-0.0381004889678634	0.0476106205582325	-0.0840721156429395	0.0546860848526843	0.107540128202088	-0.176107184671978	0.0410679390719515	-0.00795021994707619	-0.133373558916133	-0.101353484254775	-0.0361834209810757	0.00912588918851348	-0.000978046101487782
ACAR	0.000580775575354336	-0.161554078049739	0.320747082267288	-0.0806027428108548	0.284774675764757	-0.0294403626673402	-0.265329291085737	-0.26154717070639	-0.252298765934523	-0.01183783969521	-0.187636469713355	-0.2453321355788	-0.218195340763886	0.190714127443736	-0.271843071409738	0.0195780533392216	0.242298175675976	0.082741200543158	-0.0344433004113005	-0.111505095597484	-0.0744698563202882	0.15534263555876	-0.0810814744858425	0.0266683912415773	-0.0106616995195179	0.22074745955566	0.353807111491979	-0.0844156878098569	-0.140138725221349	0.0808255029389738	-0.00547503021905734	0.031029837753392	0.00196173473164631	0.0396248856848657	-0.0166600468920873	0.000275833782406098
