PC	var_explained
1	0.12118
2	0.09747
3	0.07478
4	0.06093
5	0.05483
6	0.05063
7	0.0488
8	0.04439
9	0.0407
10	0.03796
11	0.03664
12	0.03416
13	0.03256
14	0.02743
15	0.02622
16	0.0246
17	0.02389
18	0.02231
19	0.02122
20	0.02061
21	0.0171
22	0.0151
23	0.01457
24	0.01303
25	0.01054
26	0.00941
27	0.00702
28	0.00643
29	0.0046
30	0.00088
31	0
32	0
33	0
