Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
BMXWT	0.10400840583288	-0.0353498210068606	0.209623022418903	-0.0879821591481568	0.0864853244052564	-0.0133557315284571	-0.397234722746591	0.268119985010721	-0.0962040662552125	0.194556751900884	0.145380802776421	0.0312386148604254	-0.212626512715354	-0.272565807766512	0.0330531416665499	0.0434331255610382	0.127103133036308	0.196327535292043	-0.320170083900312	-0.0537248824192672	-0.145627993270812	0.182684407199756	0.322044045722271	0.0855296447765541	-0.138449384779645	-0.365373557287515	0.0337174596937299	0.164197364072038	-0.0222262284390962	0.0157031738613484	7.49089994336304e-17	0	0
F_CITMLB	-0.121107992256893	-0.107730444537154	-0.251351425242282	-0.260520362221278	0.0206498685992985	-0.104375597040176	0.132270478711638	0.294498392241007	0.114477488316313	-0.00567791359374026	-0.0909279385580952	0.194487649382935	0.0849654173471652	-0.253666958704657	0.199385334302079	0.196136585307139	-0.216273495986915	-0.380258685564554	0.215686907922014	-0.075072973847644	-0.25040073260968	0.0844627798896188	0.174161485861095	0.0436821997594887	-0.0424361595099192	-0.0406992788727382	0.00714656584914936	-0.0275425801159959	-0.0265745890253341	0.0272727540540683	-0.177631519711471	-0.145589763306542	-0.337703341116324
F_OTHER	-0.249519911529334	-0.0947795862413182	-0.230066940858508	0.00579168122363797	-0.11343337341053	-0.148915327811118	0.0710545400484655	0.0695868386757731	0.0263756426425957	0.251701926618759	-0.157877676387199	-0.107112705135657	-0.361085384620029	0.0688793850686866	-0.224461189933513	-0.246890982918795	0.240502897490509	0.197006818283062	-0.0704597966720083	0.167019381020245	0.163773231284804	-0.1335297657883	0.178347191759744	-0.174662702050251	0.0871449824730048	0.0764501482603934	0.0353615914302051	-0.0626995490139715	-0.0505354644954448	-0.0238422587919448	-0.206642010620537	-0.169367246670519	-0.392856501565154
F_JUICE	-0.060621766501337	-0.100086579471177	0.143441185974162	-0.281950993995823	-0.211155257314742	-0.27956348482512	-0.103095287206646	-0.098511840049039	0.167441835993086	0.0418478996556878	0.207239161077789	-0.262843136294973	0.304743540868723	-0.0448848735354649	-0.0650267569024432	0.00317488698612609	0.104754362361412	0.00262857008989284	-0.288487439204612	-0.250703479759839	-0.001025147869906	-0.132885761851682	-0.402049825756602	0.254119238139763	-0.031839240149465	0.0157145428078498	-0.00356001063412521	0.0211568324867948	0.0551265049538643	-0.00554032697753117	-0.135103530508053	-0.110733112346814	-0.256851451382558
F_TOTAL	-0.261371491349008	-0.168032908870211	-0.234180428929953	-0.267509166417564	-0.155347854416294	-0.280085544651532	0.0779949003445223	0.171695162800726	0.155692823179796	0.182228457667525	-0.0668257873276002	-0.0742902185302073	-0.0590225391020094	-0.118650025883818	-0.0635266456744918	-0.0506540745257243	0.0818029439960199	-0.0851711315818969	-0.0489615220529612	-0.0408248675574819	-0.0346562943701854	-0.0982359220334104	0.043331056899498	0.0192950012499402	0.0198389818697856	0.0343870684429843	0.0260382952988884	-0.0482140364483636	-0.0248153645992326	-0.00267221402383533	0.310914197958686	0.254830474698264	0.591093087655264
V_DRKGR	-0.148337354259009	-0.0981255414438008	-0.00456734860042067	0.127448925127186	-0.111514305507306	0.198344188864425	-0.281196139791296	0.282013017345057	-0.152561044353323	0.128217654690893	-0.00429185608756994	0.108835589512152	0.0879770791282776	0.249715503731521	-0.0141041644523951	-0.155953248266195	-0.254602245217556	-0.3912328395186	-0.409017082362899	0.142158828107741	-0.0800224890979174	-0.0879430065435604	-0.226557451149363	-0.28831353130956	0.02332860332005	-0.0229396038509289	-0.0942384089537677	-0.0798061400154905	0.00503659908585684	-0.00964162426905255	0.127810619072217	0.0402512434390385	-0.0845812286361322
V_REDOR_TOTAL	-0.197964639183743	0.147306117592833	0.245832179974475	0.248991851051411	-0.11409393344022	-0.178425315698596	0.156018188773756	0.286126644258647	-0.0543775522963119	-0.0796405790619434	0.147588042365503	0.0455916067582872	0.104110875548773	0.0350582770574243	-0.0997303155784608	-0.149697140937458	-0.196506543821008	0.0907839750495135	0.00853541391337033	-0.0273751811234792	-0.0914931533312004	-0.0755025529946575	0.203283985899468	0.177986864877811	-0.154985106698995	0.410425679144603	0.154066684156515	0.394758289974485	-0.203798738494213	-0.00366021446544087	0.160692707414708	0.0506067596885117	-0.106341607017198
V_REDOR_OTHER	-0.158402257226905	-0.0149052112925935	0.36398586767358	0.0433145793921255	-0.151291489562568	-0.266828319582466	0.0798135492341123	0.171323208707774	-0.107819738512168	-0.216915399708839	0.0668291101893285	0.0428755735719639	-0.128167773501466	0.108214446228847	0.118537698434445	0.0259278030352903	0.025439200290258	0.248838277235799	0.140522162963128	0.127575617594715	-0.389537421144025	-0.0447071038194522	-0.0520319029025964	-0.0532616941530877	0.00191297018647201	-0.0673734781465963	-0.162257743882748	-0.523022327995235	0.197120116233589	0.0390223288347779	4.54497550705923e-16	-1.80411241501588e-16	-5.55111512312578e-17
V_STARCHY_TOTAL	-0.131655806364498	-0.0570789579886488	0.319498649241029	-0.296049977804252	-0.0166372986422176	0.310527591301478	0.137654827597362	-0.223533319784755	-0.000572453826560829	0.0785516739974693	0.00998531351801024	0.0953274568134609	-0.139832160793806	-0.0881048034457056	-0.229007825070965	0.079789793936115	-0.0415363498408287	-0.174891353906661	-0.0917769223092285	-0.030905455289281	0.181778272058835	0.0549121233221315	0.24593127776109	0.139802709996464	-0.13963668861877	0.192829761239399	0.00802862050494857	-0.243192599785163	0.27098140321447	0.00667462033639903	0.337838581352795	0.106395095179433	-0.22357142543345
V_STARCHY_OTHER	-0.128505879188583	-0.0447009305127588	0.349557074669212	-0.214773361328786	-0.187240763211554	-0.00551175298577496	0.246474861951598	-0.200783137023747	-0.0727342255692181	0.0114833478135016	0.180590131886802	0.0784049407747524	0.0145341667407818	-0.0149525749283001	0.00794032519087746	0.10997353721651	0.234604896875515	-0.187437719773199	0.0934600403850128	0.201707682656044	-0.0534354486649682	0.0711667431399441	-0.0621555573824914	-0.430608877832633	0.107495375141631	-0.235926097660211	0.154221647041433	0.26462636686975	-0.348931629654492	-0.0257139937838321	-2.4459601011273e-16	-1.59594559789866e-16	2.08166817117217e-17
V_OTHER	-0.355017565660645	-0.0216933025822405	-0.0590465574155502	0.207892764179444	0.0142822151314609	0.119372985669648	0.00234624967588781	0.115939081086276	0.0927668478481238	-0.0814811874498157	-0.0276873342674332	-0.295600696630495	0.202394253714796	-0.0702693660583551	0.164070908337792	0.0963048384105269	0.0132297025505735	0.123861830012956	0.17898097503112	0.12736447941399	0.227641605912634	-0.0779761769553997	-0.0010266893487775	0.109601154961892	0.108453892730956	-0.461664295884567	-0.0543531336960279	0.0969798553496643	0.0875716514510868	0.00223559898928104	0.390821591943958	0.123080970523116	-0.258633990384407
V_TOTAL	-0.400400562853607	-0.0284598046745585	0.21180728481794	0.0642228430398734	-0.0558268697045026	0.253659179101707	0.0625473574452348	0.0886640722856234	0.0133894222147776	-0.0029378485232831	0.0268996646081608	-0.106236059508812	0.102383189238409	-0.0336717959373651	-0.0531714032596122	0.0352601989016631	-0.124878682634559	-0.0788704402824996	-0.0204673662140561	0.0908716191690019	0.214659704217114	-0.060396277234378	0.147830880825095	0.139999509405731	-0.0457075309895347	-0.0894281155779565	-0.00995412793811081	0.0153602905006271	0.160277648606986	0.00223849040126075	-0.584408529006853	-0.184047070107796	0.38674401053409
PF_LEGUMES	0.00541821535886841	0.181965906822639	0.0742890691411098	0.130379894477721	0.198824507033646	-0.127069969968285	0.155664556122292	0.113620722076613	0.0223662021813124	0.0440731657156712	-0.275015096536947	0.0717273655071011	0.330121266081855	-0.315784064071377	-0.359291438586323	0.398317406763786	0.00158632277281103	0.17409035406453	-0.270117753717349	-0.043574357360651	0.00912789296291739	-0.0632275171318815	-0.00178649246190352	-0.351094507166476	0.138596940501617	0.0620264295576739	-0.0884436579049417	-0.0543019219770213	0.0740729635620049	-0.00407520233733076	4.2934406030426e-17	7.60025722912339e-17	-2.73218947466347e-17
G_WHOLE	-0.0869608759377526	0.119990675578648	-0.189761280798995	0.200854675892333	-0.0331454486196221	-0.175872309150182	-0.0127053277346934	-0.193118082683246	0.0409614015632201	-0.114789294316714	0.493140937991269	0.307769701307996	-0.133625324678617	-0.119115817252505	-0.030102178714086	0.165595692790774	-0.0147211997996754	-0.138448321601293	-0.217038047063352	0.121432095327951	0.139433730912892	-0.113692142765034	0.139652634089368	0.222794805705676	0.330790212928484	-0.0287986726134995	-0.284601176495687	-0.120758640719935	-0.174291208864805	-0.0105836471682788	-1.28369537222284e-16	2.46330733588707e-16	-2.35922392732846e-16
G_TOTAL	-0.0581453041356789	0.376102876023281	-0.0551517390826585	0.0916460295725601	0.125869994920776	-0.269551623638234	-0.118124431012254	-0.0466052169693628	0.12880991469308	0.0509229205488371	0.118653055632061	0.224797697627113	-0.0337050945055243	-0.081233225901963	-0.101310676901869	-0.0763126931847646	0.0272071935312186	-0.169965142132806	0.0858878654772636	0.239652026886029	0.10600015681136	-0.0666948109807885	-0.184676248373496	-0.0300403639220972	-0.319806275585543	-0.174403869598908	0.507678733024727	-0.0785426364933579	0.299580400560185	0.000495758152173938	3.27862736959617e-16	-1.34441069388203e-16	2.94902990916057e-16
PF_MEAT	-0.0733795030039826	0.157869873288902	0.154701512784557	0.135121941621125	0.0265690293069842	0.0109801247260401	0.0120193586978577	0.173544637081497	0.56007106003231	-0.00681387742051737	-0.0625435850324892	0.0268339129604824	-0.15654766758023	0.356869458260078	0.141158875398541	0.171554297851496	0.152976971347542	-0.0914696500254652	-0.120147356929749	-0.287842705234493	0.107404469368771	0.281705848317216	0.0236863030024839	-0.0469925622973919	0.0932877548820994	0.020332169662219	0.0952007941823554	-0.0949332423935618	-0.100512936491134	-0.0170184654934126	-0.136656743191628	0.306925389601201	-0.0604395851855887
