PC	var_explained
1	0.12099
2	0.09529
3	0.07534
4	0.07408
5	0.05912
6	0.0571
7	0.05258
8	0.0449
9	0.04195
10	0.03864
11	0.03464
12	0.03168
13	0.03067
14	0.02996
15	0.02866
16	0.02627
17	0.02291
18	0.02023
19	0.0186
20	0.01679
21	0.01624
22	0.01401
23	0.01275
24	0.0103
25	0.0086
26	0.00664
27	0.00613
28	0.00474
29	0.00018
30	0
31	0
