PC	var_explained
1	0.12828
2	0.10464
3	0.08146
4	0.07384
5	0.05877
6	0.05536
7	0.0536
8	0.0474
9	0.0418
10	0.04034
11	0.03581
12	0.03487
13	0.02812
14	0.02691
15	0.02659
16	0.02421
17	0.0194
18	0.0168
19	0.01589
20	0.01486
21	0.01291
22	0.01105
23	0.01057
24	0.00947
25	0.00823
26	0.00672
27	0.00594
28	0.00466
29	0.00152
30	0
31	0
