Food	FFQ	correlation	pval	qval	Significance
Cream substitute fat free liquid	Axis.2	0.0640246530420722	0.326374274763127	0.832601312083466	
Cream substitute sugar free flavored liquid	Axis.1	0.0855171381437492	0.189532394236262	0.807489243790544	
Cream substitute sugar free flavored liquid	Axis.2	-0.0196414885354611	0.76356151994475	0.960081034372705	
Cream substitute powdered	Axis.1	0.166964165937312	0.0100271856642141	0.807489243790544	
Cream substitute powdered	Axis.2	0.117795540776263	0.0702711913596503	0.807489243790544	
Cream substitute flavored powdered	Axis.1	0.0721430033755352	0.268641069858832	0.814183577461234	
Cream substitute flavored powdered	Axis.2	-0.0456981548195819	0.483827086149946	0.88327241686239	
Cream substitute fat free powder	Axis.1	-0.0275923150021887	0.672577696374309	0.937800133883895	
Cream substitute fat free powder	Axis.2	-0.0171262644841171	0.793104998370162	0.964197367674282	
Cream substitute sugar free flavored powder	Axis.1	0.0251147609288733	0.700494280568545	0.946009031292971	
Cream substitute sugar free flavored powder	Axis.2	0.0407597231352582	0.532345274582497	0.899606030140918	
Whipped topping nondairy frozen	Axis.1	0.0283223872873355	0.664434131490363	0.937167969454786	
Whipped topping nondairy frozen	Axis.2	-0.0553760135531612	0.396077733806535	0.855122607076428	
Sour cream	Axis.1	0.0164263672192258	0.801380656744949	0.966461073002936	
Sour cream	Axis.2	-0.033765181080075	0.605011256701394	0.920989059178028	
Ice cream regular flavors other than chocolate	Axis.1	-0.555942073573892	1.25977544350724e-20	3.37040322155926e-15	*
Ice cream regular flavors other than chocolate	Axis.2	0.490208738046492	9.88758579655374e-16	4.40887450668331e-11	*
Ice cream regular chocolate	Axis.1	0.0652474159071206	0.317200811855936	0.829828367048512	
Ice cream regular chocolate	Axis.2	0.00990616379708219	0.879422868434192	0.981186981888781	
Ice cream rich flavors other than chocolate	Axis.1	-0.0816672453038196	0.210315786947954	0.807489243790544	
Ice cream rich flavors other than chocolate	Axis.2	-0.106740921634733	0.101160359482404	0.807489243790544	
Ice cream soft serve NS as to flavor	Axis.1	-0.0951459138006508	0.144201230357474	0.807489243790544	
Ice cream soft serve NS as to flavor	Axis.2	0.0827769450065662	0.204163865320983	0.807489243790544	
Ice cream bar or stick chocolate covered	Axis.1	-0.00369278680687124	0.954904181070568	0.992251647874222	
Ice cream bar or stick chocolate covered	Axis.2	0.0780333527220035	0.231391340904259	0.807489243790544	
Ice cream sandwich	Axis.1	0.0513787934523514	0.431103516202642	0.865300482672201	
Ice cream sandwich	Axis.2	-0.00761167310405207	0.907206865290042	0.985220158227411	
Ice cream cone chocolate covered with nuts flavors other than chocolate	Axis.1	0.0646992213844425	0.321292521600834	0.829828367048512	
Ice cream cone chocolate covered with nuts flavors other than chocolate	Axis.2	0.0218835601741497	0.737510368552822	0.953878213631947	
Ice cream cone chocolate covered or dipped flavors other than chocolate	Axis.1	0.0440930528884504	0.49933042366138	0.889111049849527	
Ice cream cone chocolate covered or dipped flavors other than chocolate	Axis.2	-0.0572769757919073	0.380037753776037	0.84981897277667	
Ice cream cone no topping flavors other than chocolate	Axis.1	0.0960851814453084	0.140264650795142	0.807489243790544	
Ice cream cone no topping flavors other than chocolate	Axis.2	0.0747365102335933	0.251764373945464	0.809786709979783	
Ice cream cone no topping chocolate ice cream	Axis.1	0.0466214977623189	0.475027682189271	0.879987481855374	
Ice cream cone no topping chocolate ice cream	Axis.2	-0.0475729569003254	0.466052408829012	0.877470365436166	
Ice cream soda flavors other than chocolate	Axis.1	-0.0411806828416501	0.528116120021729	0.89812697236683	
Ice cream soda flavors other than chocolate	Axis.2	-0.0765011690368649	0.240710050194079	0.807489243790544	
Light ice cream flavors other than chocolate formerly ice milk 	Axis.1	-0.0152233462081041	0.815656687307066	0.968600235789222	
Light ice cream flavors other than chocolate formerly ice milk 	Axis.2	0.00570875482803905	0.930336705103186	0.988825783458699	
Light ice cream no sugar added flavors other than chocolate	Axis.1	-0.0268425291555763	0.6809810562347	0.94013559582023	
Light ice cream no sugar added flavors other than chocolate	Axis.2	0.0449516929459321	0.491004550736993	0.885738226122334	
Light ice cream bar or stick chocolate coated formerly ice milk 	Axis.1	-0.0627963031084295	0.335760380744879	0.834456442126247	
Light ice cream bar or stick chocolate coated formerly ice milk 	Axis.2	-0.0980002912146704	0.132493312990418	0.807489243790544	
Sherbet all flavors	Axis.1	0.00380583655202603	0.953525161999641	0.991496583058229	
Sherbet all flavors	Axis.2	-0.061844843970423	0.34314816782527	0.836690460879225	
Pudding bread	Axis.1	-0.0894371589726118	0.16995772747279	0.807489243790544	
Pudding bread	Axis.2	0.0846798632825792	0.193919217473956	0.807489243790544	
Pudding flavors other than chocolate prepared from dry mix low calorie containing artificial sweetener milk added	Axis.1	-0.107514882594735	0.098695873338323	0.807489243790544	
Pudding flavors other than chocolate prepared from dry mix low calorie containing artificial sweetener milk added	Axis.2	0.106563423456729	0.101732367664637	0.807489243790544	
Pudding canned low calorie containing artificial sweetener flavors other than chocolate	Axis.1	0.0799225675925467	0.220255509706998	0.807489243790544	
Pudding canned low calorie containing artificial sweetener flavors other than chocolate	Axis.2	0.0694565170744751	0.286919946671024	0.818765733007292	
Pudding canned chocolate	Axis.1	-0.0342167210016142	0.600189373810432	0.918604155635476	
Pudding canned chocolate	Axis.2	0.0999704031791427	0.124848943281267	0.807489243790544	
Pudding canned tapioca	Axis.1	0.0666021396604556	0.307235463113429	0.825610443967123	
Pudding canned tapioca	Axis.2	0.0437671203482994	0.502510251688335	0.889111049849527	
Milk dessert or milk candy Puerto Rican style Dulce de leche 	Axis.1	-0.0704079762124816	0.280353078567033	0.816571381613464	
Milk dessert or milk candy Puerto Rican style Dulce de leche 	Axis.2	-0.0932429955246378	0.152433764046675	0.807489243790544	
White sauce milk sauce	Axis.1	0.0541641476447236	0.406512018638557	0.858182191225803	
White sauce milk sauce	Axis.2	0.00904063346717078	0.889888134697984	0.983100978160207	
Cheese NFS	Axis.1	-0.00983401205309059	0.880294493325826	0.981186981888781	
Cheese NFS	Axis.2	-0.0398586963144424	0.541454297689894	0.902047330198792	
Cheese Blue or Roquefort	Axis.1	-0.0537260552740677	0.410323788460164	0.860048614988628	
Cheese Blue or Roquefort	Axis.2	-0.0715740522448133	0.272444312293331	0.814183577461234	
Cheese Brick	Axis.1	0.05994192569441	0.358230679206525	0.841707600359322	
Cheese Brick	Axis.2	0.0333010698302278	0.609985287382884	0.920989059178028	
Cheese Cheddar	Axis.1	-0.0757956342110435	0.245088258089284	0.808619583809881	
Cheese Cheddar	Axis.2	-0.0730773916119988	0.262473929094978	0.812496177653334	
Cheese Cheddar reduced fat	Axis.1	0.0237864784501627	0.715631267234479	0.948690579173563	
Cheese Cheddar reduced fat	Axis.2	-0.0827769450065662	0.204163865320983	0.807489243790544	
Cheese Colby	Axis.1	-0.0960973729386573	0.140214100322684	0.807489243790544	
Cheese Colby	Axis.2	0.0713594353504881	0.273888416176249	0.814183577461234	
Cheese Colby Jack	Axis.1	-0.0951459138006508	0.144201230357474	0.807489243790544	
Cheese Colby Jack	Axis.2	0.0827769450065662	0.204163865320983	0.807489243790544	
Cheese goat	Axis.1	-0.0380583655202603	0.559883442334652	0.906346449131465	
Cheese goat	Axis.2	-0.106563423456729	0.101732367664636	0.807489243790544	
Cheese Gouda or Edam	Axis.1	0	1	1	
Cheese Gouda or Edam	Axis.2	-0.0399612837962733	0.540413291058829	0.900879630443511	
Cheese Monterey	Axis.1	-0.0531871244063916	0.415041769005019	0.861157836250147	
Cheese Monterey	Axis.2	-0.124520776920293	0.0555825093512897	0.807489243790544	
Cheese Mozzarella NFS	Axis.1	-0.0727811482515226	0.264418583122927	0.812496177653334	
Cheese Mozzarella NFS	Axis.2	-0.022664386610115	0.728505940402664	0.952789273155957	
Cheese Mozzarella part skim	Axis.1	-0.110601024166911	0.0893390001725702	0.807489243790544	
Cheese Mozzarella part skim	Axis.2	-0.085984994771676	0.187112975027067	0.807489243790544	
Cheese Muenster	Axis.1	0.0770681901785272	0.237231288616912	0.807489243790544	
Cheese Muenster	Axis.2	0.0466214977623189	0.475027682189271	0.879987481855374	
Cheese Parmesan dry grated	Axis.1	-0.0305676946120164	0.639637934645719	0.92962020141017	
Cheese Parmesan dry grated	Axis.2	-0.0549718758690213	0.399539404836365	0.857438893190821	
Cheese Parmesan dry grated reduced fat	Axis.1	-0.10085466862869	0.121530963048359	0.807489243790544	
Cheese Parmesan dry grated reduced fat	Axis.2	0.0922915363866313	0.156681038173351	0.807489243790544	
Cheese Parmesan hard	Axis.1	-0.0215689373656667	0.741148795626602	0.956079055818739	
Cheese Parmesan hard	Axis.2	-0.0754713674902582	0.247119009571841	0.808619583809881	
Cheese Provolone	Axis.1	0.033372093645406	0.609222933304652	0.920989059178028	
Cheese Provolone	Axis.2	-0.0828413148138902	0.203811048467179	0.807489243790544	
Cheese provolone reduced fat	Axis.1	-0.0494758751763384	0.448385848124161	0.871405376911451	
Cheese provolone reduced fat	Axis.2	-0.0352039881062408	0.589707250612636	0.915401000452011	
Cheese Swiss	Axis.1	0.0376835628874792	0.563757783287927	0.909552724619954	
Cheese Swiss	Axis.2	0.082216682724252	0.207253373525576	0.807489243790544	
Cheese Swiss lowfat	Axis.1	0.0332608831020015	0.610416829331921	0.921426781763751	
Cheese Swiss lowfat	Axis.2	0.00899511737671302	0.890439021336771	0.983100978160207	
Queso Anejo aged Mexican cheese 	Axis.1	-0.0865827815585923	0.184054726583122	0.807489243790544	
Queso Anejo aged Mexican cheese 	Axis.2	0.0532817117283645	0.414211422927036	0.860048614988628	
Queso Asadero	Axis.1	0.0294952332782018	0.651434018425167	0.932307654564555	
Queso Asadero	Axis.2	-0.0123689687940846	0.849764950570361	0.975340913432327	
Queso cotija	Axis.1	-0.0390098246582668	0.550106208637756	0.903781530914295	
Queso cotija	Axis.2	-0.0884856998346053	0.174564474169601	0.807489243790544	
Cheese cottage NFS	Axis.1	-0.0361554472442473	0.579685388416722	0.913141731613621	
Cheese cottage NFS	Axis.2	-0.056136089142384	0.389616200713435	0.852239585428718	
Cheese cottage creamed large or small curd	Axis.1	0.078139370985758	0.230756091263094	0.807489243790544	
Cheese cottage creamed large or small curd	Axis.2	0.0747389367669826	0.251748935825407	0.809786709979783	
Cheese cottage with fruit	Axis.1	-0.0894371589726118	0.16995772747279	0.807489243790544	
Cheese cottage with fruit	Axis.2	0.0846798632825792	0.193919217473956	0.807489243790544	
Cheese cottage lowfat 1 2 fat 	Axis.1	-0.0720502642630686	0.269258515101731	0.814183577461234	
Cheese cottage lowfat 1 2 fat 	Axis.2	-0.10935327954639	0.0930327718241007	0.807489243790544	
Cheese cream	Axis.1	-0.0340875275075282	0.601567234794337	0.919859960545691	
Cheese cream	Axis.2	-0.0930578402921878	0.153253392186273	0.807489243790544	
Cheese cream light or lite formerly called Cream Cheese Lowfat 	Axis.1	-0.0856313224205857	0.188939812565252	0.807489243790544	
Cheese cream light or lite formerly called Cream Cheese Lowfat 	Axis.2	-0.112272178284768	0.0845766749451445	0.807489243790544	
Cheese American	Axis.1	0.0687539883536232	0.291834429315431	0.821078754469228	
Cheese American	Axis.2	0.262752804707595	4.20642348755441e-05	0.119721972325565	*
Cheese American reduced fat	Axis.1	-0.0727745391306365	0.264462080154074	0.812496177653334	
Cheese American reduced fat	Axis.2	-0.0402589820098807	0.537398039560144	0.900879630443511	
Cheese processed with wine	Axis.1	-0.00475729569003254	0.941924819622046	0.990201862887358	
Cheese processed with wine	Axis.2	-0.0275923150021887	0.672577696374309	0.937800133883895	
Cheese spread American or Cheddar cheese base	Axis.1	-0.0790518535537358	0.225339477244783	0.807489243790544	
Cheese spread American or Cheddar cheese base	Axis.2	0.0202226754512354	0.756781646047609	0.958152541337492	
Cheese spread cream cheese regular	Axis.1	0.0451658372992371	0.48893968974793	0.885738226122334	
Cheese spread cream cheese regular	Axis.2	0.147820122836804	0.0228371098955329	0.807489243790544	
Dip cheese base other than cream cheese	Axis.1	-0.109417800870748	0.0928388254866606	0.807489243790544	
Dip cheese base other than cream cheese	Axis.2	0.112272178284768	0.0845766749451445	0.807489243790544	
Cheese sauce	Axis.1	-0.0941944546626443	0.148274136956232	0.807489243790544	
Cheese sauce	Axis.2	0.108466341732742	0.0957317231347015	0.807489243790544	
Cheese nuggets or pieces breaded baked or fried	Axis.1	-0.101806127766696	0.118037814914839	0.807489243790544	
Cheese nuggets or pieces breaded baked or fried	Axis.2	0.0970488320766638	0.136311786487261	0.807489243790544	
Beef NS as to cut cooked NS as to fat eaten	Axis.1	0.0865827815585923	0.184054726583122	0.807489243790544	
Beef NS as to cut cooked NS as to fat eaten	Axis.2	0.0704079762124816	0.280353078567033	0.816571381613464	
Beef NS as to cut cooked lean only eaten	Axis.1	-0.0656506805224491	0.314212625812973	0.827528138110969	
Beef NS as to cut cooked lean only eaten	Axis.2	0.0361554472442473	0.57968538841672	0.913141731613621	
Beef steak broiled or baked lean and fat eaten	Axis.1	0.0691401003240918	0.289126500956462	0.821078754469228	
Beef steak broiled or baked lean and fat eaten	Axis.2	-0.0520728072599334	0.424897295792172	0.865300482672201	
Beef steak broiled or baked lean only eaten	Axis.1	0.127122148978722	0.0506290460315919	0.807489243790544	
Beef steak broiled or baked lean only eaten	Axis.2	-0.0151864043746393	0.816096058953307	0.96892846193471	
Beef steak fried lean and fat eaten	Axis.1	0.0656506805224491	0.314212625812973	0.827528138110969	
Beef steak fried lean and fat eaten	Axis.2	0.0418642020722864	0.521285593111759	0.895030804382894	
Beef steak fried lean only eaten	Axis.1	0.0769942056371966	0.23768318201114	0.807489243790544	
Beef steak fried lean only eaten	Axis.2	0.0234278577827675	0.719737487834704	0.951398836162327	
Beef steak breaded or floured baked or fried NS as to fat eaten	Axis.1	0.0742138127645076	0.255105186992388	0.809786709979783	
Beef steak breaded or floured baked or fried NS as to fat eaten	Axis.2	0.0456700386243124	0.484096403245469	0.88327241686239	
Beef steak braised lean and fat eaten	Axis.1	0.0629146160352262	0.334848882418449	0.834456442126247	
Beef steak braised lean and fat eaten	Axis.2	-0.0170400863651205	0.794122748882005	0.964927197663258	
Beef steak braised lean only eaten	Axis.1	-0.00190291827601302	0.976752778747304	0.995002297601801	
Beef steak braised lean only eaten	Axis.2	-0.0589904665564035	0.365924955386559	0.843966227954745	
Beef oxtails cooked	Axis.1	-0.0489354867533894	0.453363994058372	0.874441745845762	
Beef oxtails cooked	Axis.2	0.0906225361013821	0.164345840092102	0.807489243790544	
Beef shortribs barbecued with sauce lean and fat eaten	Axis.1	-0.0152233462081041	0.815656687307066	0.968600235789222	
Beef shortribs barbecued with sauce lean and fat eaten	Axis.2	0.00570875482803905	0.930336705103186	0.988825783458699	
Beef roast roasted lean and fat eaten	Axis.1	-0.0466214977623189	0.475027682189271	0.879987481855374	
Beef roast roasted lean and fat eaten	Axis.2	-0.0666021396604556	0.307235463113427	0.825610443967123	
Beef roast roasted lean only eaten	Axis.1	-0.0562513563642817	0.388641887793604	0.852239585428718	
Beef roast roasted lean only eaten	Axis.2	0.0506920755801654	0.437295592435146	0.86856227411658	
Beef pot roast braised or boiled NS as to fat eaten	Axis.1	0.0551846300043775	0.397714794960507	0.855122607076428	
Beef pot roast braised or boiled NS as to fat eaten	Axis.2	0.00475729569003254	0.941924819622046	0.990201862887358	
Beef stew meat cooked NS as to fat eaten	Axis.1	0.0466214977623189	0.475027682189271	0.879987481855374	
Beef stew meat cooked NS as to fat eaten	Axis.2	-0.0475729569003254	0.466052408829012	0.877470365436166	
Corned beef cooked NS as to fat eaten	Axis.1	0.00761167310405207	0.907206865290041	0.985220158227411	
Corned beef cooked NS as to fat eaten	Axis.2	-0.0342525289682343	0.599807729602696	0.918250619298035	
Beef brisket cooked NS as to fat eaten	Axis.1	-0.0589904665564035	0.365924955386559	0.843966227954745	
Beef brisket cooked NS as to fat eaten	Axis.2	-0.107514882594735	0.098695873338323	0.807489243790544	
Beef sandwich steak flaked formed thinly sliced 	Axis.1	0.0114175096560781	0.861200084582796	0.977295062225037	
Beef sandwich steak flaked formed thinly sliced 	Axis.2	-0.0770681901785272	0.237231288616912	0.807489243790544	
Ground beef or patty cooked NS as to percent lean formerly NS as to regular lean or extra lean 	Axis.1	-0.0207317263101918	0.750858501824913	0.957652921311223	
Ground beef or patty cooked NS as to percent lean formerly NS as to regular lean or extra lean 	Axis.2	0.0448591092947119	0.491898716571656	0.885738226122334	
Beef bacon cooked	Axis.1	0.0685050579364686	0.293589208674553	0.821078754469228	
Beef bacon cooked	Axis.2	0.0266408558641822	0.683248130032527	0.94013559582023	
Beef jerky	Axis.1	-0.0335226006221335	0.607608817765647	0.920989059178028	
Beef jerky	Axis.2	-0.0861392011912936	0.186320516900628	0.807489243790544	
Pork NS as to cut cooked NS as to fat eaten	Axis.1	-0.12792463975689	0.0491772541863681	0.807489243790544	
Pork NS as to cut cooked NS as to fat eaten	Axis.2	-0.0959343893827922	0.140891042982427	0.807489243790544	
Pork NS as to cut cooked lean only eaten	Axis.1	-0.0266408558641822	0.683248130032527	0.94013559582023	
Pork NS as to cut cooked lean only eaten	Axis.2	-0.0494758751763384	0.448385848124161	0.871405376911451	
Pork NS as to cut fried lean only eaten	Axis.1	-0.058039007418397	0.373720869265094	0.847194958127558	
Pork NS as to cut fried lean only eaten	Axis.2	-0.0608933848324165	0.350638334322958	0.839588840940136	
Pork ground or patty cooked	Axis.1	-0.0447185794863059	0.493257600022301	0.885738226122334	
Pork ground or patty cooked	Axis.2	0.00380583655202603	0.953525161999641	0.991496583058229	
Pork chop broiled or baked NS as to fat eaten	Axis.1	0.0399612837962733	0.540413291058828	0.900879630443511	
Pork chop broiled or baked NS as to fat eaten	Axis.2	0.00951459138006508	0.884154953129055	0.981186981888781	
Pork chop broiled or baked lean and fat eaten	Axis.1	-0.106638510431203	0.101490079831373	0.807489243790544	
Pork chop broiled or baked lean and fat eaten	Axis.2	0.0181040249795704	0.781582705763948	0.96225723876051	
Pork chop broiled or baked lean only eaten	Axis.1	0.046454859823442	0.476609249020536	0.88193742417108	
Pork chop broiled or baked lean only eaten	Axis.2	0.0397924420826887	0.542127140911934	0.902819712545541	
Pork chop fried lean and fat eaten	Axis.1	-0.0475729569003254	0.466052408829012	0.877470365436166	
Pork chop fried lean and fat eaten	Axis.2	-0.0846798632825792	0.193919217473957	0.807489243790544	
Pork chop fried lean only eaten	Axis.1	0.0647321137544724	0.32104605216216	0.829828367048512	
Pork chop fried lean only eaten	Axis.2	0.00899639049482329	0.890423611921642	0.983100978160207	
Pork chop breaded or floured fried lean and fat eaten	Axis.1	-0.089712214292227	0.168642995663298	0.807489243790544	
Pork chop breaded or floured fried lean and fat eaten	Axis.2	-0.125430966278947	0.0538055796727302	0.807489243790544	
Pork chop breaded or floured fried lean only eaten	Axis.1	0.0371069063822538	0.56974363631937	0.909552724619954	
Pork chop breaded or floured fried lean only eaten	Axis.2	-0.00285437741401952	0.965135295873863	0.993590442661915	
Pork chop stewed lean and fat eaten	Axis.1	0.0432744230027067	0.507337174254671	0.892375250815	
Pork chop stewed lean and fat eaten	Axis.2	-0.0235431977892717	0.718415956857121	0.950742742725198	
Pork chop stewed lean only eaten	Axis.1	-0.103907545003738	0.110600334858809	0.807489243790544	
Pork chop stewed lean only eaten	Axis.2	-0.0131086340518323	0.84089678374736	0.974645514473104	
Pork chop smoked or cured cooked lean only eaten	Axis.1	0	1	1	
Pork chop smoked or cured cooked lean only eaten	Axis.2	-0.0399612837962733	0.540413291058829	0.900879630443511	
Pork steak or cutlet NS as to cooking method lean and fat eaten	Axis.1	0.112272178284768	0.0845766749451445	0.807489243790544	
Pork steak or cutlet NS as to cooking method lean and fat eaten	Axis.2	0.0999032094906834	0.125103911686651	0.807489243790544	
Pork steak or cutlet battered fried lean and fat eaten	Axis.1	0.0313981515542148	0.630565267636876	0.926701813856848	
Pork steak or cutlet battered fried lean and fat eaten	Axis.2	0.0171262644841171	0.793104998370166	0.964197367674282	
Pork steak or cutlet battered fried lean only eaten	Axis.1	0.00570875482803905	0.930336705103186	0.988825783458699	
Pork steak or cutlet battered fried lean only eaten	Axis.2	-0.0152233462081041	0.815656687307066	0.968600235789222	
Pork steak or cutlet broiled or baked lean only eaten	Axis.1	0.0543803490743979	0.404638649952564	0.857438893190821	
Pork steak or cutlet broiled or baked lean only eaten	Axis.2	0.00446057686485959	0.945541265234996	0.991496583058229	
Pork steak or cutlet fried lean and fat eaten	Axis.1	0.0922915363866313	0.156681038173351	0.807489243790544	
Pork steak or cutlet fried lean and fat eaten	Axis.2	0.0637477622464361	0.328475128538154	0.832601312083466	
Pork steak or cutlet breaded or floured broiled or baked lean only eaten	Axis.1	0.0637477622464361	0.328475128538154	0.832601312083466	
Pork steak or cutlet breaded or floured broiled or baked lean only eaten	Axis.2	0.0352039881062408	0.589707250612635	0.915401000452011	
Pork steak or cutlet breaded or floured fried lean only eaten	Axis.1	-0.0313981515542148	0.630565267636876	0.926701813856848	
Pork steak or cutlet breaded or floured fried lean only eaten	Axis.2	-0.0761167310405207	0.24308885095363	0.807489243790544	
Pork tenderloin braised	Axis.1	0.0922915363866313	0.156681038173351	0.807489243790544	
Pork tenderloin braised	Axis.2	0.0637477622464361	0.328475128538154	0.832601312083466	
Ham fried lean and fat eaten	Axis.1	-0.0808740267305532	0.214794157493926	0.807489243790544	
Ham fried lean and fat eaten	Axis.2	-0.0780196493165337	0.231473540171001	0.807489243790544	
Ham fried lean only eaten	Axis.1	0.0830717154902325	0.202551814809582	0.807489243790544	
Ham fried lean only eaten	Axis.2	0.00236257085439732	0.971139577009167	0.995002297601801	
Ham smoked or cured cooked NS as to fat eaten	Axis.1	-0.00529618419400206	0.935359872745933	0.990201862887358	
Ham smoked or cured cooked NS as to fat eaten	Axis.2	0.155805591011857	0.0163685090287518	0.807489243790544	
Ham smoked or cured cooked lean and fat eaten	Axis.1	-0.052330252590358	0.422608344752514	0.862581814926245	
Ham smoked or cured cooked lean and fat eaten	Axis.2	-0.0713594353504881	0.27388841617625	0.814183577461234	
Ham smoked or cured cooked lean only eaten	Axis.1	-0.00185979715533346	0.977279429764427	0.995260612774261	
Ham smoked or cured cooked lean only eaten	Axis.2	0.0329712474409242	0.613531031142821	0.92393410905996	
