Food	FFQ	correlation	pval	qval	Significance
Beef taco filling beef cheese tomato taco sauce	Axis.1	0.104660505180716	0.108026729490905	0.807489243790544	
Beef taco filling beef cheese tomato taco sauce	Axis.2	0.10085466862869	0.12153096304836	0.807489243790544	
Pork hash Hawaiian style ground pork vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce	Axis.1	0.0361554472442473	0.57968538841672	0.913141731613621	
Pork hash Hawaiian style ground pork vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce	Axis.2	0.0199806418981367	0.759602878140398	0.958152541337492	
Sausage and vegetables excluding carrots broccoli and dark green leafy no potatoes tomato based sauce mixture 	Axis.1	0.0142718870700976	0.826990948406702	0.970646306531451	
Sausage and vegetables excluding carrots broccoli and dark green leafy no potatoes tomato based sauce mixture 	Axis.2	-0.0114175096560781	0.861200084582798	0.977295062225037	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes no sauce mixture 	Axis.1	-0.0789711084545402	0.225815120150948	0.807489243790544	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes no sauce mixture 	Axis.2	-0.104660505180716	0.108026729490905	0.807489243790544	
Chicken or turkey and vegetables excluding carrots broccoli and dark green leafy no potatoes no sauce mixture 	Axis.1	-0.0136775851825541	0.834088944877064	0.973063971796052	
Chicken or turkey and vegetables excluding carrots broccoli and dark green leafy no potatoes no sauce mixture 	Axis.2	-0.00293009832321772	0.964211013776973	0.993590442661915	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes gravy mixture 	Axis.1	0.0380583655202603	0.559883442334653	0.906346449131465	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes gravy mixture 	Axis.2	0.0313981515542148	0.630565267636876	0.926701813856848	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes soy based sauce mixture 	Axis.1	-0.0171262644841171	0.793104998370162	0.964197367674282	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes soy based sauce mixture 	Axis.2	-0.0437671203482994	0.502510251688334	0.889111049849527	
Chicken or turkey and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce mixture 	Axis.1	0.0114175096560781	0.861200084582796	0.977295062225037	
Chicken or turkey and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce mixture 	Axis.2	-0.0770681901785272	0.237231288616912	0.807489243790544	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes tomato based sauce mixture 	Axis.1	0.00666021396604556	0.918763247147951	0.987406329780803	
Chicken or turkey and vegetables including carrots broccoli and or dark green leafy no potatoes tomato based sauce mixture 	Axis.2	0.0237864784501627	0.715631267234479	0.948690579173563	
Chicken or turkey salad	Axis.1	-0.0237864784501627	0.715631267234479	0.948690579173563	
Chicken or turkey salad	Axis.2	-0.0504273343143449	0.439696259556707	0.86856227411658	
Chicken or turkey salad with nuts and or fruits	Axis.1	0	1	1	
Chicken or turkey salad with nuts and or fruits	Axis.2	-0.0399612837962733	0.540413291058829	0.900879630443511	
Chicken or turkey salad with egg	Axis.1	-0.0228350193121562	0.726543114366032	0.951398836162327	
Chicken or turkey salad with egg	Axis.2	0.00285437741401952	0.965135295873863	0.993590442661915	
Chicken or turkey salad made with light mayonnaise	Axis.1	-0.0713594353504881	0.27388841617625	0.814183577461234	
Chicken or turkey salad made with light mayonnaise	Axis.2	-0.0304466924162083	0.640964396505502	0.92962020141017	
Oriental chicken or turkey garden salad chicken and or turkey lettuce fruit nuts no dressing	Axis.1	-0.00475729569003254	0.941924819622046	0.990201862887358	
Oriental chicken or turkey garden salad chicken and or turkey lettuce fruit nuts no dressing	Axis.2	-0.0275923150021887	0.672577696374309	0.937800133883895	
Oriental chicken or turkey garden salad with crispy noodles chicken and or turkey lettuce fruit nuts crispy noodles no dressing	Axis.1	0.00761167310405207	0.907206865290041	0.985220158227411	
Oriental chicken or turkey garden salad with crispy noodles chicken and or turkey lettuce fruit nuts crispy noodles no dressing	Axis.2	-0.0342525289682343	0.599807729602696	0.918250619298035	
Tuna salad	Axis.1	0.105611964318722	0.104842292751033	0.807489243790544	
Tuna salad	Axis.2	0.0980002912146704	0.132493312990418	0.807489243790544	
Seafood salad	Axis.1	0.0827769450065662	0.204163865320983	0.807489243790544	
Seafood salad	Axis.2	0.0646992213844425	0.321292521600834	0.829828367048512	
Tuna salad with egg	Axis.1	0.0893936016590228	0.170166624505845	0.807489243790544	
Tuna salad with egg	Axis.2	-0.00393145231328823	0.951993020728906	0.991496583058229	
Shellfish mixture and vegetables excluding carrots broccoli and dark green leafy no potatoes mushroom soup mixture 	Axis.1	0.0485244160383319	0.457171506161434	0.874441745845762	
Shellfish mixture and vegetables excluding carrots broccoli and dark green leafy no potatoes mushroom soup mixture 	Axis.2	0.0342525289682343	0.599807729602695	0.918250619298035	
Fish and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce mixture 	Axis.1	0.00475729569003254	0.941924819622046	0.990201862887358	
Fish and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce mixture 	Axis.2	0.00190291827601302	0.976752778747304	0.995002297601801	
Livers chicken chopped with eggs and onion mixture 	Axis.1	0.052330252590358	0.422608344752514	0.862581814926245	
Livers chicken chopped with eggs and onion mixture 	Axis.2	-0.0180777236221237	0.78189204044282	0.96225723876051	
Meatball and spaghetti sauce submarine sandwich	Axis.1	0.00233232534414968	0.971508889573902	0.995002297601801	
Meatball and spaghetti sauce submarine sandwich	Axis.2	0.0438439921980073	0.501759325354195	0.889111049849527	
Roast beef sandwich	Axis.1	-0.0276427388445447	0.672014003253702	0.937800133883895	
Roast beef sandwich	Axis.2	-0.0397785754104423	0.542268015979929	0.902880093819363	
Steak and cheese submarine sandwich with lettuce and tomato	Axis.1	-0.0713123347246813	0.274206038845165	0.814815332348174	
Steak and cheese submarine sandwich with lettuce and tomato	Axis.2	-0.0686098168537523	0.292849878817534	0.821078754469228	
Chicken patty sandwich with lettuce and spread	Axis.1	0.0504273343143449	0.439696259556705	0.86856227411658	
Chicken patty sandwich with lettuce and spread	Axis.2	-0.0570875482803905	0.381618080318315	0.84981897277667	
Turkey submarine sandwich with cheese lettuce tomato and spread	Axis.1	-0.0245331727567277	0.707107887774678	0.947798557584143	
Turkey submarine sandwich with cheese lettuce tomato and spread	Axis.2	0.0321798759536299	0.622075238784834	0.92567054175609	
Turkey ham and roast beef club sandwich with cheese lettuce tomato and spread	Axis.1	-0.052330252590358	0.422608344752514	0.862581814926245	
Turkey ham and roast beef club sandwich with cheese lettuce tomato and spread	Axis.2	-0.0713594353504881	0.27388841617625	0.814183577461234	
Fish sandwich on bun with spread	Axis.1	-0.10585146338033	0.104052494718862	0.807489243790544	
Fish sandwich on bun with spread	Axis.2	-0.0128100497084475	0.844474292699628	0.975340913432327	
Fish sandwich on bun with cheese and spread	Axis.1	0.0732623536265011	0.261264756887091	0.81069313807045	
Fish sandwich on bun with cheese and spread	Axis.2	0.0494758751763384	0.448385848124161	0.871405376911451	
Tuna salad submarine sandwich with lettuce and tomato	Axis.1	0.0275923150021887	0.672577696374309	0.937800133883895	
Tuna salad submarine sandwich with lettuce and tomato	Axis.2	0	1	1	
Tuna salad submarine sandwich with cheese lettuce and tomato	Axis.1	-0.0447185794863059	0.493257600022301	0.885738226122334	
Tuna salad submarine sandwich with cheese lettuce and tomato	Axis.2	0.00380583655202603	0.953525161999641	0.991496583058229	
Corn dog frankfurter or hot dog with cornbread coating 	Axis.1	-0.0723108944884946	0.267525731381487	0.812496177653334	
Corn dog frankfurter or hot dog with cornbread coating 	Axis.2	-0.111320719146761	0.0872624017229714	0.807489243790544	
Pepperoni and salami submarine sandwich with lettuce tomato and spread	Axis.1	-0.0608933848324165	0.350638334322958	0.839588840940136	
Pepperoni and salami submarine sandwich with lettuce tomato and spread	Axis.2	-0.0865827815585923	0.184054726583122	0.807489243790544	
Sausage griddle cake sandwich	Axis.1	0.0884856998346053	0.174564474169601	0.807489243790544	
Sausage griddle cake sandwich	Axis.2	0.0666021396604556	0.307235463113429	0.825610443967123	
Cold cut submarine sandwich with cheese lettuce tomato and spread	Axis.1	-0.0984351188122811	0.130775871235711	0.807489243790544	
Cold cut submarine sandwich with cheese lettuce tomato and spread	Axis.2	-0.0235974599892455	0.717794526013177	0.950268186242524	
Frankfurter or hot dog sandwich NFS plain on bun	Axis.1	0.0732623536265011	0.261264756887091	0.81069313807045	
Frankfurter or hot dog sandwich NFS plain on bun	Axis.2	0.0494758751763384	0.448385848124161	0.871405376911451	
Frankfurter or hot dog sandwich beef plain on bun	Axis.1	-0.036858654515579	0.57232980255311	0.911999781859359	
Frankfurter or hot dog sandwich beef plain on bun	Axis.2	0.0692970636932934	0.288030490070607	0.820735505144158	
Frankfurter or hot dog sandwich beef plain on white bread	Axis.1	-0.0770681901785272	0.237231288616912	0.807489243790544	
Frankfurter or hot dog sandwich beef plain on white bread	Axis.2	-0.0903886181106183	0.165442141088144	0.807489243790544	
Frankfurter or hot dog sandwich beef and pork plain on whole wheat bread NS as to 100 	Axis.1	-0.0951459138006508	0.144201230357474	0.807489243790544	
Frankfurter or hot dog sandwich beef and pork plain on whole wheat bread NS as to 100 	Axis.2	0.0827769450065662	0.204163865320983	0.807489243790544	
Frankfurter or hot dog sandwich meat and poultry plain on bun	Axis.1	0.0532817117283645	0.414211422927036	0.860048614988628	
Frankfurter or hot dog sandwich meat and poultry plain on bun	Axis.2	0.0142718870700976	0.826990948406702	0.970646306531451	
Frankfurter or hot dog sandwich meat and poultry plain on whole wheat bread NS as to 100 	Axis.1	-0.0209321010361432	0.748530982872713	0.956079055818739	
Frankfurter or hot dog sandwich meat and poultry plain on whole wheat bread NS as to 100 	Axis.2	-0.0418642020722864	0.521285593111758	0.895030804382894	
Frankfurter or hot dog sandwich chicken and or turkey plain on wheat bread	Axis.1	0.0913400772486248	0.161016867546668	0.807489243790544	
Frankfurter or hot dog sandwich chicken and or turkey plain on wheat bread	Axis.2	0.0742138127645076	0.255105186992388	0.809786709979783	
Frankfurter or hot dog sandwich reduced fat or light plain on whole wheat bread NS as to 100 	Axis.1	-0.102757586904703	0.114623427800764	0.807489243790544	
Frankfurter or hot dog sandwich reduced fat or light plain on whole wheat bread NS as to 100 	Axis.2	0.0884856998346053	0.174564474169601	0.807489243790544	
Frankfurter or hot dog sandwich with chili on bun	Axis.1	-0.00665480854184024	0.918828952266402	0.987425901826671	
Frankfurter or hot dog sandwich with chili on bun	Axis.2	-0.0097901800374187	0.880824073847307	0.981186981888781	
Frankfurter or hot dog sandwich with vegetarian chili on bun	Axis.1	0.0256893967261757	0.693981813786977	0.943055858982257	
Frankfurter or hot dog sandwich with vegetarian chili on bun	Axis.2	-0.00380583655202603	0.953525161999641	0.991496583058229	
Beef short ribs boneless with barbecue sauce potatoes vegetable frozen meal 	Axis.1	0.0761860851081353	0.242658496963764	0.807489243790544	
Beef short ribs boneless with barbecue sauce potatoes vegetable frozen meal 	Axis.2	0.0525886251188899	0.420318382352979	0.862581814926245	
Meatballs Swedish in gravy with noodles diet frozen meal 	Axis.1	-0.0837284041445727	0.198993668358453	0.807489243790544	
Meatballs Swedish in gravy with noodles diet frozen meal 	Axis.2	-0.102757586904703	0.114623427800764	0.807489243790544	
Chicken in cream sauce with noodles and vegetable frozen meal 	Axis.1	0.0761167310405207	0.24308885095363	0.807489243790544	
Chicken in cream sauce with noodles and vegetable frozen meal 	Axis.2	0.052330252590358	0.422608344752514	0.862581814926245	
Turkey with dressing gravy vegetable and fruit diet frozen meal 	Axis.1	-0.0608933848324165	0.350638334322958	0.839588840940136	
Turkey with dressing gravy vegetable and fruit diet frozen meal 	Axis.2	-0.0865827815585923	0.184054726583122	0.807489243790544	
Turkey with gravy dressing potatoes vegetable frozen meal 	Axis.1	-0.0884856998346053	0.174564474169601	0.807489243790544	
Turkey with gravy dressing potatoes vegetable frozen meal 	Axis.2	0.0275923150021887	0.672577696374309	0.937800133883895	
Beef broth bouillon or consomme	Axis.1	0.0123689687940846	0.849764950570362	0.975340913432327	
Beef broth bouillon or consomme	Axis.2	-0.0732623536265011	0.261264756887091	0.81069313807045	
Meatball soup Mexican style Sopa de Albondigas 	Axis.1	0.0685050579364686	0.293589208674553	0.821078754469228	
Meatball soup Mexican style Sopa de Albondigas 	Axis.2	0.0266408558641822	0.683248130032527	0.94013559582023	
Beef and rice noodle soup Oriental style Vietnamese Pho Bo 	Axis.1	-0.0475729569003254	0.466052408829012	0.877470365436166	
Beef and rice noodle soup Oriental style Vietnamese Pho Bo 	Axis.2	-0.0846798632825792	0.193919217473957	0.807489243790544	
Pepperpot tripe soup	Axis.1	-0.0220079876141149	0.736073044620322	0.953878213631947	
Pepperpot tripe soup	Axis.2	-0.115044398501071	0.0771285475652118	0.807489243790544	
Beef vegetable soup with potato pasta or rice chunky style canned or ready to serve	Axis.1	0.0199806418981367	0.759602878140398	0.958152541337492	
Beef vegetable soup with potato pasta or rice chunky style canned or ready to serve	Axis.2	-0.0199806418981367	0.759602878140398	0.958152541337492	
Meat and corn hominy soup Mexican style Pozole 	Axis.1	0.0104660505180716	0.872664202553558	0.979150579386268	
Meat and corn hominy soup Mexican style Pozole 	Axis.2	-0.0485244160383319	0.457171506161432	0.874441745845762	
Pork vegetable soup with potato pasta or rice stew type chunky style	Axis.1	0.0903886181106183	0.165442141088145	0.807489243790544	
Pork vegetable soup with potato pasta or rice stew type chunky style	Axis.2	0.0675535987984621	0.300361012102908	0.823472717917836	
Pork with vegetable excluding carrots broccoli and or dark green leafy soup Oriental Style	Axis.1	-0.00380583655202603	0.953525161999641	0.991496583058229	
Pork with vegetable excluding carrots broccoli and or dark green leafy soup Oriental Style	Axis.2	-0.0428156612102929	0.51185328872063	0.892375250815	
Mexican style chicken broth soup stock	Axis.1	0.0123689687940846	0.849764950570362	0.975340913432327	
Mexican style chicken broth soup stock	Axis.2	-0.0732623536265011	0.261264756887091	0.81069313807045	
Chicken soup with noodles and potatoes Puerto Rican style	Axis.1	-0.106563423456729	0.101732367664636	0.807489243790544	
Chicken soup with noodles and potatoes Puerto Rican style	Axis.2	0.105611964318722	0.104842292751033	0.807489243790544	
Chicken noodle soup chunky style	Axis.1	-0.0205448253303673	0.753031544961098	0.958152541337492	
Chicken noodle soup chunky style	Axis.2	-0.109073621270693	0.093877142010132	0.807489243790544	
Chicken corn soup with noodles home recipe	Axis.1	0.0171262644841171	0.793104998370166	0.964197367674282	
Chicken corn soup with noodles home recipe	Axis.2	-0.0960973729386573	0.140214100322684	0.807489243790544	
Chicken or turkey vegetable soup canned prepared with water or ready to serve	Axis.1	0.0608933848324165	0.350638334322956	0.839588840940136	
Chicken or turkey vegetable soup canned prepared with water or ready to serve	Axis.2	0.0390098246582668	0.550106208637757	0.903781530914295	
Chicken or turkey vegetable soup home recipe	Axis.1	0.0534453097416915	0.412777565457899	0.860048614988628	
Chicken or turkey vegetable soup home recipe	Axis.2	-0.0405966485433928	0.533988162979275	0.900879630443511	
Chicken vegetable soup with rice Mexican style Sopa Caldo de Pollo 	Axis.1	0.0412261989321079	0.52765986560253	0.89812697236683	
Chicken vegetable soup with rice Mexican style Sopa Caldo de Pollo 	Axis.2	-0.0984114770809647	0.130868805905001	0.807489243790544	
Chicken or turkey and corn hominy soup Mexican style Pozole 	Axis.1	0.0685050579364686	0.293589208674553	0.821078754469228	
Chicken or turkey and corn hominy soup Mexican style Pozole 	Axis.2	0.0266408558641822	0.683248130032527	0.94013559582023	
Clam chowder New England prepared with milk	Axis.1	-0.0903886181106183	0.165442141088144	0.807489243790544	
Clam chowder New England prepared with milk	Axis.2	0.0114175096560781	0.861200084582796	0.977295062225037	
Shrimp soup cream of NS as to prepared with milk or water	Axis.1	0.0627963031084295	0.335760380744879	0.834456442126247	
Shrimp soup cream of NS as to prepared with milk or water	Axis.2	0.0104660505180716	0.872664202553558	0.979150579386268	
Seafood soup with vegetables including carrots broccoli and or dark green leafy no potatoes 	Axis.1	-0.0704079762124816	0.280353078567033	0.816571381613464	
Seafood soup with vegetables including carrots broccoli and or dark green leafy no potatoes 	Axis.2	-0.0932429955246378	0.152433764046675	0.807489243790544	
Gravy poultry	Axis.1	-0.00679327650081932	0.917145993076963	0.987406329780803	
Gravy poultry	Axis.2	-0.104573217826683	0.108322640360678	0.807489243790544	
Gravy beef or meat	Axis.1	0.00548405660199925	0.933072142333084	0.990196360080436	
Gravy beef or meat	Axis.2	0.0968645827810064	0.137060890093187	0.807489243790544	
Gravy mushroom	Axis.1	0.0985195777958019	0.130444281840294	0.807489243790544	
Gravy mushroom	Axis.2	0.0419487668681247	0.520443674071485	0.895030804382894	
Gravy poultry fat free	Axis.1	-0.0437671203482994	0.502510251688334	0.889111049849527	
Gravy poultry fat free	Axis.2	-0.0742138127645076	0.255105186992389	0.809786709979783	
Egg whole cooked NS as to cooking method	Axis.1	-0.0419536719996624	0.520394860423321	0.895030804382894	
Egg whole cooked NS as to cooking method	Axis.2	-0.0471652938154216	0.469886460806307	0.879987481855374	
Egg whole boiled or poached	Axis.1	-0.135304675271302	0.0373828857921738	0.807489243790544	
Egg whole boiled or poached	Axis.2	-0.15815075024801	0.0148021057668881	0.807489243790544	
Egg whole fried without fat	Axis.1	-0.0272847837982713	0.676019567461382	0.94013559582023	
Egg whole fried without fat	Axis.2	-0.0808604422767571	0.214871443179499	0.807489243790544	
Egg whole fried with margarine	Axis.1	-0.0624001774710225	0.338823724173932	0.836690460879225	
Egg whole fried with margarine	Axis.2	0.00433644921771542	0.947054483464807	0.991496583058229	
Egg whole fried with oil	Axis.1	0.010091266054182	0.877187417877459	0.981186981888781	
Egg whole fried with oil	Axis.2	-0.000872733446388395	0.989336966999501	0.996878576624559	
Egg whole fried with butter	Axis.1	0.0814525969118573	0.211520973559075	0.807489243790544	
Egg whole fried with butter	Axis.2	-0.0208805456838399	0.749129624595519	0.95641783667431	
Egg whole fried with animal fat or meat drippings	Axis.1	0.00907477053501409	0.889475004367608	0.983100978160207	
Egg whole fried with animal fat or meat drippings	Axis.2	0.0166873366640729	0.798292283286803	0.966461073002936	
Egg whole fried with cooking spray	Axis.1	-0.0321076870596617	0.622857189003309	0.926364662078143	
Egg whole fried with cooking spray	Axis.2	-0.0712425676261466	0.274676971998364	0.815825095068023	
Egg whole fried from fast food restaurant	Axis.1	0.124256044375117	0.0561083643329542	0.807489243790544	
Egg whole fried from fast food restaurant	Axis.2	0.0501635701049942	0.442095523534484	0.871313814422535	
Egg salad	Axis.1	-0.0180777236221237	0.78189204044282	0.96225723876051	
Egg salad	Axis.2	0.0228350193121562	0.726543114366034	0.951398836162327	
Huevos rancheros	Axis.1	0.00856313224205857	0.895669968387465	0.983100978160207	
Huevos rancheros	Axis.2	-0.0941944546626443	0.148274136956232	0.807489243790544	
Shrimp egg foo yung young 	Axis.1	-0.0161748053461106	0.804360621498454	0.966461073002936	
Shrimp egg foo yung young 	Axis.2	-0.05994192569441	0.358230679206527	0.841707600359322	
Egg omelet or scrambled egg made with margarine	Axis.1	0.0760460081322873	0.243528247466786	0.808426877362352	
Egg omelet or scrambled egg made with margarine	Axis.2	0.0335738062238985	0.607060094631032	0.920989059178028	
Egg omelet or scrambled egg made with oil	Axis.1	-0.112869048064102	0.0829260569856698	0.807489243790544	
Egg omelet or scrambled egg made with oil	Axis.2	-0.0304966508696877	0.640416598764107	0.92962020141017	
Egg omelet or scrambled egg made with butter	Axis.1	0.0637477622464361	0.328475128538154	0.832601312083466	
Egg omelet or scrambled egg made with butter	Axis.2	0.0352039881062408	0.589707250612635	0.915401000452011	
Egg omelet or scrambled egg made with cooking spray	Axis.1	-0.0678360433159705	0.298340065778055	0.823472717917836	
Egg omelet or scrambled egg made with cooking spray	Axis.2	0.0240040482051564	0.713144054193664	0.948690579173563	
Egg omelet or scrambled egg made without fat	Axis.1	0.0572021465485854	0.380661549450765	0.84981897277667	
Egg omelet or scrambled egg made without fat	Axis.2	0.0301896985039736	0.64378541774786	0.931899088141744	
Egg omelet or scrambled egg from fast food restaurant	Axis.1	0.0536227333009815	0.411225841781626	0.860048614988628	
Egg omelet or scrambled egg from fast food restaurant	Axis.2	-0.0610174738986924	0.349655669853084	0.839588840940136	
Egg omelet or scrambled egg with cheese made with margarine	Axis.1	-0.0551846300043775	0.397714794960506	0.855122607076428	
Egg omelet or scrambled egg with cheese made with margarine	Axis.2	-0.0875342406965988	0.179263206481129	0.807489243790544	
Egg omelet or scrambled egg with cheese made with oil	Axis.1	0.0229646542359448	0.725053085551481	0.951398836162327	
Egg omelet or scrambled egg with cheese made with oil	Axis.2	0.00405710443272367	0.950460612365288	0.991496583058229	
Egg omelet or scrambled egg with cheese made with butter	Axis.1	-0.0685050579364686	0.293589208674553	0.821078754469228	
Egg omelet or scrambled egg with cheese made with butter	Axis.2	-0.0313981515542148	0.630565267636876	0.926701813856848	
Egg omelet or scrambled egg with meat made with oil	Axis.1	0.115603035944476	0.0756939342782033	0.807489243790544	
Egg omelet or scrambled egg with meat made with oil	Axis.2	0.0601652526546423	0.356439435569497	0.841707600359322	
Egg omelet or scrambled egg with meat made without fat	Axis.1	0.0989517503526769	0.128757689409435	0.807489243790544	
Egg omelet or scrambled egg with meat made without fat	Axis.2	0.0808740267305532	0.214794157493927	0.807489243790544	
Egg omelet or scrambled egg with cheese and meat made without fat	Axis.1	-0.120572123622582	0.0638627773019842	0.807489243790544	
Egg omelet or scrambled egg with cheese and meat made without fat	Axis.2	0.0739010623694658	0.257118707466407	0.81069313807045	
Egg omelet or scrambled egg with tomatoes fat added in cooking	Axis.1	-0.126204739816729	0.052332265742449	0.807489243790544	
Egg omelet or scrambled egg with tomatoes fat added in cooking	Axis.2	0.0214665261621368	0.742334367016038	0.956079055818739	
Egg omelet or scrambled egg with dark green vegetables fat not added in cooking	Axis.1	0.0428156612102929	0.511853288720629	0.892375250815	
Egg omelet or scrambled egg with dark green vegetables fat not added in cooking	Axis.2	0.0152233462081041	0.815656687307068	0.968600235789222	
Egg omelet or scrambled egg with vegetables other than dark green and or tomatoes fat added in cooking	Axis.1	-0.000563261619414668	0.993117966419345	0.998754955214945	
Egg omelet or scrambled egg with vegetables other than dark green and or tomatoes fat added in cooking	Axis.2	-0.124623055673322	0.0553804422777515	0.807489243790544	
Egg omelet or scrambled egg with cheese and dark green vegetables NS as to fat added in cooking	Axis.1	-0.0666021396604556	0.307235463113427	0.825610443967123	
Egg omelet or scrambled egg with cheese and dark green vegetables NS as to fat added in cooking	Axis.2	0.00856313224205857	0.895669968387465	0.983100978160207	
Egg omelet or scrambled egg with cheese and vegetables other than dark green and or tomatoes fat added in cooking	Axis.1	-0.102757586904703	0.114623427800764	0.807489243790544	
Egg omelet or scrambled egg with cheese and vegetables other than dark green and or tomatoes fat added in cooking	Axis.2	0.0884856998346053	0.174564474169601	0.807489243790544	
Egg omelet or scrambled egg with cheese and vegetables other than dark green and or tomatoes fat not added in cooking	Axis.1	-0.0485244160383319	0.457171506161432	0.874441745845762	
Egg omelet or scrambled egg with cheese and vegetables other than dark green and or tomatoes fat not added in cooking	Axis.2	-0.0970488320766638	0.136311786487262	0.807489243790544	
Egg omelet or scrambled egg with meat and tomatoes fat added in cooking	Axis.1	-0.0380583655202603	0.559883442334652	0.906346449131465	
Egg omelet or scrambled egg with meat and tomatoes fat added in cooking	Axis.2	-0.106563423456729	0.101732367664636	0.807489243790544	
Egg omelet or scrambled egg with cheese meat and vegetables other than dark green and or tomatoes NS as to fat added in cooking	Axis.1	-0.052330252590358	0.422608344752514	0.862581814926245	
Egg omelet or scrambled egg with cheese meat and vegetables other than dark green and or tomatoes NS as to fat added in cooking	Axis.2	-0.0713594353504881	0.27388841617625	0.814183577461234	
Egg omelet or scrambled egg with potatoes and or onions fat added in cooking	Axis.1	0.0242771447479029	0.710026356744881	0.948690579173563	
Egg omelet or scrambled egg with potatoes and or onions fat added in cooking	Axis.2	-0.0756136052729387	0.246226794807886	0.808619583809881	
Egg cheese and ham on English muffin	Axis.1	0.0104660505180716	0.872664202553558	0.979150579386268	
Egg cheese and ham on English muffin	Axis.2	-0.0485244160383319	0.457171506161432	0.874441745845762	
Egg cheese and sausage on English muffin	Axis.1	0.0275923150021887	0.672577696374309	0.937800133883895	
Egg cheese and sausage on English muffin	Axis.2	0	1	1	
Egg cheese and steak on bagel	Axis.1	0.0608933848324165	0.350638334322956	0.839588840940136	
Egg cheese and steak on bagel	Axis.2	0.0390098246582668	0.550106208637757	0.903781530914295	
Egg cheese and bacon on English muffin	Axis.1	0.0608933848324165	0.350638334322956	0.839588840940136	
Egg cheese and bacon on English muffin	Axis.2	0.0390098246582668	0.550106208637757	0.903781530914295	
Egg white omelet scrambled or fried made with margarine	Axis.1	0.110369260008755	0.0900160846970052	0.807489243790544	
Egg white omelet scrambled or fried made with margarine	Axis.2	0.0780196493165337	0.231473540171001	0.807489243790544	
Egg white omelet scrambled or fried made with oil	Axis.1	0.0754827465128727	0.247047549710431	0.808619583809881	
Egg white omelet scrambled or fried made with oil	Axis.2	0.0378011131251621	0.562541283997435	0.908901635518934	
Egg white omelet scrambled or fried made with butter	Axis.1	0.110369260008755	0.0900160846970052	0.807489243790544	
Egg white omelet scrambled or fried made with butter	Axis.2	0.0780196493165337	0.231473540171001	0.807489243790544	
Egg white omelet scrambled or fried with cheese NS as to fat added in cooking	Axis.1	-0.0637477622464361	0.328475128538153	0.832601312083466	
Egg white omelet scrambled or fried with cheese NS as to fat added in cooking	Axis.2	-0.0142718870700976	0.826990948406703	0.970646306531451	
Egg white omelet scrambled or fried with cheese meat and vegetables fat not added in cooking	Axis.1	-0.0960973729386573	0.140214100322684	0.807489243790544	
Egg white omelet scrambled or fried with cheese meat and vegetables fat not added in cooking	Axis.2	0.0713594353504881	0.273888416176249	0.814183577461234	
Egg substitute omelet scrambled or fried with meat fat added in cooking	Axis.1	0	1	1	
Egg substitute omelet scrambled or fried with meat fat added in cooking	Axis.2	-0.0399612837962733	0.540413291058829	0.900879630443511	
Beans dry cooked NS as to type and as to fat added in cooking	Axis.1	0.078299054609946	0.229801610759211	0.807489243790544	
Beans dry cooked NS as to type and as to fat added in cooking	Axis.2	0.0337956971648801	0.604684839825914	0.920989059178028	
Beans dry cooked NS as to type fat not added in cooking	Axis.1	0.00475729569003254	0.941924819622046	0.990201862887358	
Beans dry cooked NS as to type fat not added in cooking	Axis.2	0.00190291827601302	0.976752778747304	0.995002297601801	
Black brown or Bayo beans dry cooked NS as to fat added in cooking	Axis.1	0.0323496106922213	0.620238341882218	0.92393410905996	
Black brown or Bayo beans dry cooked NS as to fat added in cooking	Axis.2	-0.00190291827601302	0.976752778747304	0.995002297601801	
Black brown or Bayo beans dry cooked fat not added in cooking	Axis.1	-0.0332039879889293	0.611028023022918	0.921974842109264	
Black brown or Bayo beans dry cooked fat not added in cooking	Axis.2	-0.0467279563661885	0.474018779958647	0.879987481855374	
Pinto calico or red Mexican beans dry cooked NS as to fat added in cooking	Axis.1	-0.0237956274330087	0.715526617285343	0.948690579173563	
Pinto calico or red Mexican beans dry cooked NS as to fat added in cooking	Axis.2	-0.0731256413416219	0.262158131323546	0.812456983299757	
Pinto calico or red Mexican beans dry cooked fat not added in cooking	Axis.1	-0.0662144278858157	0.3100661978869	0.827528138110969	
Pinto calico or red Mexican beans dry cooked fat not added in cooking	Axis.2	-0.0208028610155632	0.750031953935951	0.957141051091368	
Red kidney beans dry cooked NS as to fat added in cooking	Axis.1	0.0304466924162083	0.640964396505505	0.92962020141017	
Red kidney beans dry cooked NS as to fat added in cooking	Axis.2	0.000951459138006508	0.988375163515511	0.996374763545774	
Red kidney beans dry cooked fat not added in cooking	Axis.1	0.0319168192664986	0.624926704339278	0.926701813856848	
