"Axis"	"Eigen"
1	0.0283828235927813
2	0.024091719978421
3	0.0235017876736395
4	0.0216976768835802
5	0.0196807885328748
6	0.018941456573321
7	0.0173713410972069
8	0.0158225011027629
9	0.0152409784965773
10	0.0148256844404694
11	0.014059232071241
12	0.013770636047804
13	0.0133947378914846
14	0.0129064840142768
15	0.0125578957496016
16	0.0121177998193104
17	0.0115205470443731
18	0.0108633911842059
19	0.0107421837124101
20	0.0103964111186816
21	0.0102342173397633
22	0.00988431007456349
23	0.00961479514953002
24	0.00922792672613754
25	0.00905783351633213
26	0.00903561684356194
27	0.00891198273347441
28	0.00869167459609799
29	0.00841685296593767
30	0.00828182024440386
31	0.00818903002366919
32	0.00801423418569168
33	0.00794197297580993
34	0.00784008741514994
35	0.0076283803322024
36	0.00750481505836699
37	0.00731571034491189
38	0.0071775946230614
39	0.00714125883501297
40	0.00695232936334348
41	0.00686977297241205
42	0.00683936661014819
43	0.00664045599787613
44	0.00655064528004816
45	0.00641841413993128
46	0.00638236475190433
47	0.00631855313364589
48	0.00621192648399084
49	0.00618796700027799
50	0.00605597604353813
51	0.00599265131623873
52	0.00587014923507741
53	0.00578718924237527
54	0.00574860686270784
55	0.00569955354658733
56	0.00565711338634283
57	0.00561725829139714
58	0.00548571541990815
59	0.0053656864597165
60	0.00529892888233381
61	0.00524850292414996
62	0.0052049159017072
63	0.00514509482134965
64	0.00506102816452902
65	0.00502905771942353
66	0.00498263227943569
67	0.00496028996172203
68	0.00492619073216442
69	0.00486899609027356
70	0.00484039849207596
71	0.00477651704852645
72	0.00472149778874437
73	0.00465657701208389
74	0.00457223104288402
75	0.00456558474422191
76	0.00449812492971712
77	0.00445706801523739
78	0.00443104906392579
79	0.00433767958372693
80	0.00423106353292693
81	0.0042126946842887
82	0.00419243088923722
83	0.00414354364245416
84	0.00408192000043574
85	0.00403511387158948
86	0.00401295985320692
87	0.00399171513020825
88	0.00394342930628513
89	0.00391180896430083
90	0.00384514065998442
91	0.00379913782548881
92	0.00376885831890984
93	0.0037392859144731
94	0.0037196872468271
95	0.0036906113004834
96	0.00363868057565629
97	0.00358492752616334
98	0.0035698458533126
99	0.00353452781531396
100	0.00349908825049453
101	0.00342624207487523
102	0.00339009074805205
103	0.0033690851447026
104	0.00334508655040562
105	0.00330865037821342
106	0.00329984246972668
107	0.00328777872691519
108	0.00326046651944323
109	0.00316878884398892
110	0.00313959281291093
111	0.0031181797362898
112	0.00309910046497397
113	0.00308290975417977
114	0.00305632827481612
115	0.00304140197559204
116	0.00300136735270384
117	0.00296480095038351
118	0.002950119142728
119	0.00293769485346822
120	0.00287444935053749
121	0.00287278335381264
122	0.00281257564197112
123	0.00279520898852356
124	0.00278140387535946
125	0.00276982353165873
126	0.00273606703002816
127	0.00269764820377499
128	0.0026879476401868
129	0.00266149825121146
130	0.00264961846969485
131	0.00260687899069831
132	0.00255959312752779
133	0.00253447237498879
134	0.00252438596619527
135	0.00251219714974404
136	0.00247238300083343
137	0.00245093073094691
138	0.00243331751912421
139	0.00240281341469068
140	0.00234917296632671
141	0.00233983440491489
142	0.00228322959664711
143	0.00227057555107234
144	0.00226240537700693
145	0.00221707362850968
146	0.00218396765552625
147	0.00217406576229507
148	0.00216382574749158
149	0.00215087092994892
150	0.00214739921280153
151	0.0021118773333263
152	0.00208299765559555
153	0.00205795700629565
154	0.00203808625152645
155	0.00199540439770234
156	0.0019843805595443
157	0.00194331868781332
158	0.00192444854897179
159	0.00190220295022969
160	0.00188638605592763
161	0.00188060811882275
162	0.00184769937126319
163	0.00183939435756087
164	0.00178790678395492
165	0.0017575178466359
166	0.00174521778193142
167	0.00173381898415855
168	0.00170841343398905
169	0.00167249196116159
170	0.00166466483561365
171	0.00164030283864947
172	0.00163149866106696
173	0.00159808794397007
174	0.00158101688001529
175	0.00155718326548319
176	0.00153622838757879
177	0.00152050539033544
178	0.00149343765403626
179	0.00145159321317692
180	0.00144115817744543
181	0.00143059991818728
182	0.00140633955267913
183	0.0013940411044194
184	0.00136849163775418
185	0.00133595537644812
186	0.00130747621198766
187	0.00129538622671789
188	0.00125805547178645
189	0.00121795785660645
190	0.00119112912563303
191	0.00117545136217814
192	0.0011415552426173
193	0.00111691981639344
194	0.00108217611123773
195	0.00107599020379817
196	0.00105343638993177
197	0.000997755353845294
198	0.00097829107033882
199	0.000961895759128527
200	0.00092693988303862
201	0.000873387620255092
202	0.00085625216967256
203	0.000825538084381028
204	0.000710505992319198
