"Axis"	"Eigen"
1	0.0332037628514648
2	0.0273238953012753
3	0.025399022167606
4	0.024310079286652
5	0.0223164475189323
6	0.0204505311136935
7	0.0183987832221366
8	0.0172408901950536
9	0.0166335086048094
10	0.016459490468601
11	0.0157025668814722
12	0.0147743534152377
13	0.0143708708825353
14	0.0135357687329088
15	0.0131667660204436
16	0.0125873658785627
17	0.0123894082161876
18	0.0121149270007651
19	0.0118308884851147
20	0.0112424185800676
21	0.0111115964862059
22	0.0109252317840129
23	0.0104965683751231
24	0.0102339069321119
25	0.0100315509382219
26	0.00991822869525603
27	0.00957930773054852
28	0.00933623862176356
29	0.00922427093160102
30	0.00915667999728391
31	0.00876730846252876
32	0.00845513690067424
33	0.00837888318309834
34	0.00830825196691727
35	0.00806161490501972
36	0.00799752091108417
37	0.007850068623067
38	0.00772050074905096
39	0.00764315653122434
40	0.00759104280385955
41	0.00749008425168033
42	0.00738296118451518
43	0.00722707028026807
44	0.00712991634129762
45	0.00705027802495037
46	0.00692392568107546
47	0.00688996523059115
48	0.00679145446404435
49	0.00673782570563894
50	0.00666761846896414
51	0.00659542884897709
52	0.00653267759658871
53	0.00637603593118229
54	0.00631263662792946
55	0.00621081136342864
56	0.00609530054850371
57	0.00600867433054205
58	0.00589419392807867
59	0.00583238116052453
60	0.00578350291536348
61	0.00568179825122949
62	0.00564463660626955
63	0.00559470769186547
64	0.00554381382295273
65	0.00545114715958979
66	0.00533110443520703
67	0.00524804044542557
68	0.00523703287070636
69	0.00520934047091384
70	0.00506761673264614
71	0.00505031703106072
72	0.0049431279562934
73	0.00491064834595124
74	0.00489736356655792
75	0.00480672746229853
76	0.00476897213412357
77	0.00473391747542456
78	0.00466648807842437
79	0.00460011890785076
80	0.00453211195543796
81	0.00446426800116108
82	0.00443138334340927
83	0.00438298394181958
84	0.00433840121421522
85	0.0042574842128896
86	0.00417974100798872
87	0.00412680260298882
88	0.00410773678795897
89	0.00406494735324968
90	0.00401177695265346
91	0.0039689438052693
92	0.00394375841966245
93	0.00388677221693497
94	0.00384039662733466
95	0.00380837427718304
96	0.00371506721319368
97	0.00369898545974369
98	0.00364886846491354
99	0.00363282688443523
100	0.00360544286789861
101	0.00355610065909049
102	0.00353786076512093
103	0.00351952371662436
104	0.00347364290970913
105	0.00341641382827078
106	0.00336098505614314
107	0.00335430780573864
108	0.00330775789188821
109	0.00320746500117626
110	0.00318408917837489
111	0.00317521601635903
112	0.003128654505988
113	0.00306370169451761
114	0.00304310367387004
115	0.00299364312576292
116	0.00294786148518095
117	0.00289608421623046
118	0.00286848965001619
119	0.00282019622495375
120	0.0028171165125704
121	0.00276907187170724
122	0.00273324292201083
123	0.00272619425725203
124	0.00270943900629871
125	0.00267142213520201
126	0.00260100026730028
127	0.00258518619742584
128	0.0025607764892373
129	0.00243096801265227
130	0.00241866356512173
131	0.00237809859957153
132	0.0023680678072953
133	0.00232212800332143
134	0.002306412200462
135	0.00226453793836892
136	0.00223204850217531
137	0.00222428827965828
138	0.00217695027767557
139	0.00215161007483798
140	0.00211791432911379
141	0.00207160766354479
142	0.00201857240777916
143	0.00199719776096047
144	0.00197603546480227
145	0.00196250413899774
146	0.00192381311412381
147	0.00190086875546341
148	0.00183183873227931
149	0.00179261855688905
150	0.00174982310858251
151	0.00170868988138901
152	0.00164428137061014
153	0.00162378676997922
154	0.00158294332750572
155	0.00153840456055999
156	0.00149752539266564
157	0.00147811710813281
158	0.00145557675897302
159	0.00140337772266068
160	0.0013538470726094
161	0.00132247128089869
162	0.00127396213805625
163	0.00115960653663158
164	0.0011067494301812
