"Sample"	"X83755"	"X83820"	"X83894"	"X83944"	"X84042"	"X84108"	"X84109"	"X84226"	"X84239"	"X84265"	"X84302"	"X84424"	"X84443"	"X84481"	"X84551"	"X84575"	"X84609"	"X84804"	"X84817"	"X85054"	"X85061"	"X85109"	"X85120"	"X85215"	"X85491"	"X85562"	"X85571"	"X85598"	"X85669"	"X85681"	"X85684"	"X85735"	"X85740"	"X85875"	"X85900"	"X85918"	"X85928"	"X86334"	"X86335"	"X86433"	"X86435"	"X86451"	"X86480"	"X86500"	"X86505"	"X86515"	"X86558"	"X86565"	"X86573"	"X86581"	"X86657"	"X86662"	"X86674"	"X86699"	"X86732"	"X86806"	"X86831"	"X86859"	"X86875"	"X86878"	"X86913"	"X86949"	"X86982"	"X86987"	"X87064"	"X87114"	"X87175"	"X87186"	"X87198"	"X87215"	"X87228"	"X87256"	"X87417"	"X87688"	"X87987"	"X88002"	"X88019"	"X88021"	"X88054"	"X88173"	"X88191"	"X88253"	"X88303"	"X88320"	"X88329"	"X88441"	"X88516"	"X88544"	"X88692"	"X88719"	"X88764"	"X88838"	"X89079"	"X89103"	"X89144"	"X89173"	"X89184"	"X89237"	"X89320"	"X89352"	"X89371"	"X89490"	"X89551"	"X89633"	"X89649"	"X89650"	"X89803"	"X89822"	"X89902"	"X89909"	"X90021"	"X90046"	"X90088"	"X90158"	"X90171"	"X90341"	"X90367"	"X90432"	"X90481"	"X90511"	"X90594"	"X90694"	"X90739"	"X90772"	"X90824"	"X91004"	"X91099"	"X91166"	"X91220"	"X91343"	"X91440"	"X91461"	"X91538"	"X91584"	"X91733"	"X91747"	"X91950"	"X92019"	"X92024"	"X92048"	"X92103"	"X92105"	"X92135"	"X92139"	"X92185"	"X92188"	"X92283"	"X92286"	"X92491"	"X92561"	"X92883"	"X92954"	"X92989"	"X92990"	"X92993"	"X93051"	"X93107"	"X93109"	"X93143"	"X93146"	"X93220"	"X93304"	"X93337"	"X93435"	"X93565"
"X85598"	0.946428571428571	0.962962962962963	1	0.911111111111111	0.955555555555556	0.958333333333333	0.980392156862745	0.921875	0.984848484848485	0.975609756097561	0.977777777777778	0.946428571428571	1	0.976190476190476	0.981132075471698	0.875	0.971830985915493	0.96078431372549	0.931034482758621	0.962264150943396	0.833333333333333	0.923076923076923	0.943396226415094	1	0.975609756097561	0.981132075471698	0.956521739130435	0	0.951612903225806	0.895833333333333	0.945454545454545	0.972972972972973	0.977777777777778	0.934426229508197	0.951219512195122	0.96078431372549	0.945454545454545	0.880952380952381	0.979166666666667	0.96969696969697	0.955555555555556	0.941176470588235	0.982456140350877	0.978260869565217	0.928571428571429	0.94	1	0.930232558139535	0.95	0.949152542372881	0.962264150943396	0.981132075471698	1	0.978723404255319	0.977272727272727	0.941176470588235	0.978260869565217	0.953488372093023	0.976190476190476	0.958333333333333	0.958333333333333	1	0.963636363636364	0.945945945945946	0.976190476190476	0.91304347826087	0.930232558139535	1	0.907407407407407	1	0.954545454545455	0.976190476190476	0.930232558139535	0.981132075471698	0.978723404255319	1	0.927272727272727	0.976190476190476	0.934782608695652	1	0.968253968253968	1	1	0.895833333333333	0.976744186046512	0.975609756097561	0.973684210526316	0.972972972972973	0.934782608695652	0.981481481481482	0.978723404255319	0.951219512195122	0.958333333333333	0.955555555555556	0.942028985507246	0.909090909090909	0.983606557377049	0.982142857142857	0.982758620689655	0.888888888888889	0.92	1	0.980769230769231	0.981481481481482	0.981132075471698	0.941176470588235	0.963636363636364	0.982456140350877	1	0.975	0.981132075471698	0.981818181818182	0.911111111111111	0.954545454545455	0.975	0.975	0.982456140350877	1	0.981818181818182	0.901960784313726	0.9375	1	1	0.979166666666667	0.930232558139535	0.976190476190476	0.935483870967742	1	0.955555555555556	1	1	0.96	0.954545454545455	1	0.933333333333333	0.956521739130435	0.981818181818182	1	0.948717948717949	0.938775510204082	0.975609756097561	0.983050847457627	0.957446808510638	0.977272727272727	0.959183673469388	1	1	0.978723404255319	1	0.976190476190476	0.982142857142857	0.981818181818182	0.979166666666667	0.911764705882353	0.945454545454545	0.918367346938776	0.974358974358974	0.976190476190476	0.980769230769231	0.978260869565217	0.974358974358974	0.902439024390244	0.91304347826087	1	0.901639344262295
"X85669"	0.957746478873239	0.955882352941177	0.981818181818182	1	0.949152542372881	0.934426229508197	0.953125	0.909090909090909	0.906666666666667	0.963636363636364	0.929824561403509	0.972222222222222	0.947368421052632	0.982456140350877	0.887096774193548	0.921875	0.842105263157895	0.847457627118644	0.884057971014493	0.870967741935484	0.963636363636364	0.971014492753623	0.955882352941177	0.916666666666667	0.944444444444444	0.868852459016393	0.967213114754098	0.951612903225806	0	0.885245901639344	0.893939393939394	1	0.966101694915254	0.933333333333333	0.925925925925926	0.903225806451613	0.893939393939394	0.912280701754386	0.967741935483871	0.878378378378378	0.983606557377049	0.921875	0.942028985507246	0.966666666666667	0.96551724137931	0.96969696969697	0.96078431372549	0.929824561403509	0.96	0.867647058823529	0.970588235294118	0.970149253731343	0.929824561403509	0.95	0.947368421052632	0.959183673469388	0.983606557377049	1	0.945454545454545	0.951612903225806	0.934426229508197	0.953846153846154	0.8	0.92	1	0.934426229508197	0.849056603773585	0.896551724137931	0.911764705882353	0.962264150943396	0.966101694915254	0.982456140350877	0.910714285714286	0.954545454545455	0.967213114754098	0.971014492753623	0.927536231884058	1	0.967741935483871	0.933333333333333	0.974358974358974	0.92	0.922077922077922	0.885245901639344	0.843137254901961	0.963636363636364	0.961538461538462	0.94	0.984126984126984	0.955223880597015	0.967213114754098	0.964285714285714	0.879310344827586	0.983606557377049	0.886075949367089	0.884615384615385	0.915492957746479	0.909090909090909	0.986301369863014	0.943661971830986	0.954545454545455	0.953846153846154	0.903225806451613	0.939393939393939	0.830508474576271	0.9375	0.925373134328358	0.957142857142857	0.913793103448276	0.923076923076923	0.954545454545455	0.907692307692308	0.87719298245614	0.948275862068966	0.943396226415094	1	0.957142857142857	0.969230769230769	0.924242424242424	0.940298507462687	0.957446808510638	0.90625	0.983333333333333	0.896551724137931	0.929824561403509	0.982456140350877	0.905405405405405	0.909090909090909	0.966666666666667	0.948275862068966	0.963636363636364	0.931034482758621	0.948275862068966	0.897959183673469	0.932203389830508	0.932203389830508	0.890625	0.951612903225806	0.943396226415094	0.919354838709677	0.944444444444444	0.880597014925373	0.87719298245614	0.928571428571429	0.984615384615385	0.962962962962963	0.916666666666667	0.95	0.909090909090909	0.905660377358491	0.925373134328358	0.924242424242424	0.950819672131147	0.938775510204082	0.91044776119403	0.920634920634921	0.92156862745098	0.945454545454545	0.920634920634921	0.949152542372881	0.962264150943396	0.947368421052632	0.859649122807018	0.923076923076923	0.948717948717949
"X85681"	0.830188679245283	0.946428571428571	1	0.980392156862745	0.958333333333333	0.94	0.942307692307692	0.857142857142857	0.870967741935484	0.928571428571429	0.979166666666667	0.983606557377049	0.933333333333333	0.930232558139535	0.903846153846154	0.903846153846154	0.929577464788732	0.962962962962963	0.818181818181818	0.925925925925926	0.928571428571429	0.964912280701754	0.946428571428571	1	0.977272727272727	0.963636363636364	0.9375	0.895833333333333	0.885245901639344	0	0.849056603773585	0.975	0.979166666666667	0.953846153846154	0.82051282051282	0.981818181818182	0.966101694915254	0.91304347826087	0.916666666666667	0.907692307692308	0.91304347826087	0.963636363636364	0.910714285714286	0.936170212765957	1	0.962962962962963	0.948717948717949	0.979166666666667	0.952380952380952	0.879310344827586	0.964285714285714	0.944444444444444	0.957446808510638	0.98	0.933333333333333	0.885714285714286	0.979591836734694	0.978723404255319	0.954545454545455	0.895833333333333	0.96078431372549	0.901960784313726	0.888888888888889	0.95	1	0.94	0.911111111111111	0.916666666666667	0.931034482758621	0.976190476190476	0.957446808510638	0.930232558139535	0.979166666666667	0.944444444444444	0.98	0.964912280701754	0.912280701754386	0.930232558139535	0.893617021276596	0.980392156862745	0.920634920634921	1	0.940298507462687	0.901960784313726	0.853658536585366	0.902439024390244	0.923076923076923	0.975	0.938775510204082	1	0.9375	0.977777777777778	0.918367346938776	0.958333333333333	0.944444444444444	0.91304347826087	0.968253968253968	0.947368421052632	0.966666666666667	0.932203389830508	0.963636363636364	1	0.962962962962963	0.982456140350877	0.882352941176471	0.973684210526316	0.888888888888889	0.948275862068966	0.866666666666667	0.952380952380952	0.963636363636364	0.886792452830189	0.916666666666667	0.911111111111111	1	1	0.910714285714286	0.981481481481482	0.964912280701754	0.886792452830189	0.972222222222222	0.945454545454545	1	0.980392156862745	0.934782608695652	1	0.921875	0.867924528301887	0.888888888888889	0.979166666666667	1	0.92	0.979166666666667	0.923076923076923	0.9375	0.959183673469388	0.946428571428571	1	0.842105263157895	0.92156862745098	0.977272727272727	0.894736842105263	0.844444444444444	0.933333333333333	0.981132075471698	0.9	0.918918918918919	0.9375	0.867924528301887	0.878048780487805	0.947368421052632	0.982758620689655	0.980392156862745	0.888888888888889	0.983333333333333	0.857142857142857	0.951219512195122	0.878048780487805	0.943396226415094	0.863636363636364	1	0.933333333333333	0.895833333333333	0.945454545454545	0.955223880597015
"X85684"	0.883333333333333	0.896551724137931	1	0.982142857142857	0.854166666666667	0.905660377358491	0.909090909090909	0.867647058823529	0.897058823529412	0.80952380952381	0.8	0.969230769230769	0.94	0.891304347826087	0.872727272727273	0.912280701754386	0.905405405405405	0.910714285714286	0.833333333333333	0.854545454545454	0.958333333333333	0.984126984126984	0.933333333333333	0.902439024390244	0.888888888888889	0.949152542372881	0.88	0.945454545454545	0.893939393939394	0.849056603773585	0	0.954545454545455	0.92	0.926470588235294	0.785714285714286	0.948275862068966	0.952380952380952	0.962264150943396	0.787234042553192	0.865671641791045	0.92156862745098	0.966666666666667	0.862068965517241	0.9	0.94	0.929824561403509	0.904761904761905	0.92	0.971014492753623	0.888888888888889	0.932203389830508	0.966666666666667	0.92	0.981818181818182	0.918367346938776	0.9	0.942307692307692	0.94	0.959183673469388	0.884615384615385	0.964285714285714	0.910714285714286	0.879310344827586	0.931818181818182	0.959183673469388	0.982456140350877	0.897959183673469	0.8125	0.864406779661017	0.956521739130435	0.897959183673469	0.914893617021277	0.961538461538462	0.949152542372881	0.901960784313726	0.967741935483871	0.883333333333333	0.840909090909091	0.944444444444444	0.903846153846154	0.91044776119403	0.978260869565217	0.914285714285714	0.849056603773585	0.893617021276596	0.91304347826087	0.931818181818182	0.977777777777778	0.924528301886792	0.983870967741935	0.923076923076923	0.891304347826087	0.905660377358491	0.942307692307692	0.934210526315789	0.904109589041096	0.90625	0.916666666666667	0.953125	0.9375	0.983606557377049	0.983333333333333	0.87037037037037	0.913793103448276	0.872727272727273	0.952380952380952	0.934426229508197	0.984615384615385	0.923076923076923	0.911111111111111	0.966666666666667	0.933333333333333	0.924528301886792	0.941176470588235	0.979166666666667	1	0.918032786885246	0.983050847457627	0.933333333333333	0.857142857142857	0.975609756097561	0.913793103448276	1	0.903846153846154	0.897959183673469	0.98	0.911764705882353	0.934426229508197	0.962264150943396	0.875	0.958333333333333	0.883116883116883	0.851063829787234	0.906976744186046	0.923076923076923	0.923076923076923	0.967741935483871	0.982456140350877	0.833333333333333	0.909090909090909	0.936170212765957	0.847457627118644	0.787234042553192	0.94	0.946428571428571	0.957446808510638	0.815789473684211	0.962962962962963	0.879310344827586	0.891304347826087	0.968253968253968	0.967741935483871	0.924528301886792	0.953488372093023	0.9	0.87037037037037	0.956521739130435	0.813953488372093	0.910714285714286	0.9	0.956521739130435	0.895833333333333	0.925925925925926	0.932203389830508	0.943661971830986
"X85735"	0.955555555555556	1	1	0.972222222222222	0.970588235294118	0.972972972972973	1	0.982142857142857	1	0.928571428571429	0.96969696969697	0.978260869565217	1	0.931034482758621	1	0.95	1	0.861111111111111	0.958333333333333	0.976190476190476	0.96551724137931	0.976744186046512	0.952380952380952	0.958333333333333	0.888888888888889	0.95	0.971428571428571	0.972972972972973	1	0.975	0.954545454545455	0	0.9375	0.980769230769231	0.931034482758621	0.948717948717949	0.977777777777778	0.970588235294118	0.942857142857143	1	0.939393939393939	1	0.954545454545455	0.970588235294118	1	0.948717948717949	1	0.96969696969697	1	0.979591836734694	0.976190476190476	0.923076923076923	0.96969696969697	1	0.96875	0.956521739130435	0.939393939393939	0.935483870967742	0.966666666666667	1	0.972972972972973	0.948717948717949	0.953488372093023	1	1	0.944444444444444	1	0.972222222222222	0.978260869565217	1	0.96969696969697	0.931034482758621	0.866666666666667	1	0.941176470588235	1	0.955555555555556	0.966666666666667	0.972222222222222	0.972222222222222	0.96078431372549	0.961538461538462	0.923076923076923	0.975	0.933333333333333	0.96551724137931	1	1	0.878787878787879	1	1	0.931034482758621	0.972972972972973	0.970588235294118	1	0.983050847457627	0.979591836734694	0.977272727272727	0.978260869565217	0.978723404255319	0.95	1	0.975	0.925	0.975609756097561	0.909090909090909	0.953488372093023	0.904761904761905	1	1	0.975609756097561	0.976744186046512	0.972222222222222	0.96969696969697	0.964285714285714	1	0.930232558139535	1	1	0.952380952380952	0.952380952380952	1	0.96969696969697	1	0.96969696969697	0.851851851851852	0.961538461538462	0.977272727272727	0.970588235294118	0.96969696969697	1	0.984615384615385	0.96969696969697	0.961538461538462	0.971428571428571	0.909090909090909	1	1	0.964285714285714	0.974358974358974	1	0.933333333333333	0.942857142857143	0.96875	0.885714285714286	1	1	1	0.977272727272727	0.966666666666667	1	1	0.972222222222222	0.958333333333333	0.930232558139535	1	0.962962962962963	0.966666666666667	0.975	0.939393939393939	1	0.96875	1	0.976190476190476	0.981481481481482
"X85740"	0.962264150943396	0.916666666666667	0.972222222222222	0.977272727272727	0.868421052631579	0.756756756756757	0.956521739130435	0.916666666666667	0.95	0.972972972972973	0.8	0.981481481481482	0.921052631578947	0.945945945945946	0.863636363636364	0.888888888888889	0.970149253731343	0.886363636363636	0.884615384615385	0.9375	0.944444444444444	0.96	0.980392156862745	0.9	0.972972972972973	0.958333333333333	0.976744186046512	0.977777777777778	0.966101694915254	0.979166666666667	0.92	0.9375	0	0.966101694915254	0.945945945945946	0.979166666666667	0.875	0.976190476190476	0.783783783783784	0.933333333333333	0.951219512195122	0.958333333333333	0.875	0.976190476190476	0.921052631578947	0.957446808510638	0.903225806451613	0.95	0.982758620689655	0.964285714285714	0.959183673469388	0.979591836734694	0.894736842105263	0.976744186046512	0.975	0.967741935483871	0.951219512195122	1	1	0.82051282051282	0.954545454545455	0.934782608695652	0.96078431372549	0.970588235294118	0.973684210526316	0.930232558139535	0.95	0.815789473684211	0.9	0.971428571428571	1	0.945945945945946	0.95	0.91304347826087	0.976744186046512	0.96	0.981481481481482	0.945945945945946	0.928571428571429	0.928571428571429	0.849056603773585	0.939393939393939	0.87719298245614	0.911111111111111	1	0.914285714285714	0.939393939393939	0.96969696969697	0.928571428571429	0.891304347826087	0.976744186046512	0.916666666666667	0.930232558139535	0.897435897435897	0.887096774193548	0.953846153846154	0.905660377358491	0.96078431372549	1	0.943396226415094	0.958333333333333	0.957446808510638	0.934782608695652	0.959183673469388	0.958333333333333	0.933333333333333	0.96078431372549	0.961538461538462	0.926829268292683	0.84375	0.863636363636364	0.980392156862745	0.875	0.95	0.942857142857143	1	0.981132075471698	0.978723404255319	0.916666666666667	0.893617021276596	1	0.959183673469388	0.975609756097561	0.928571428571429	0.975609756097561	0.973684210526316	0.949152542372881	0.96078431372549	0.976190476190476	0.975609756097561	0.972972972972973	0.942857142857143	0.864864864864865	0.90625	0.952380952380952	0.926829268292683	0.938775510204082	0.904761904761905	0.942857142857143	0.978723404255319	0.944444444444444	0.923076923076923	0.902439024390244	0.921052631578947	0.978260869565217	0.972222222222222	0.862068965517241	0.952380952380952	0.94	0.973684210526316	0.96078431372549	0.96	0.928571428571429	0.96875	0.92	0.911111111111111	1	0.945945945945946	0.957446808510638	0.951219512195122	0.909090909090909	0.891891891891892	0.954545454545455	0.959183673469388	0.932203389830508
"X85875"	0.957746478873239	0.955882352941177	0.981818181818182	0.950819672131147	0.949152542372881	0.934426229508197	0.901639344262295	0.936708860759494	0.861111111111111	0.903846153846154	0.983333333333333	0.972222222222222	0.96551724137931	0.982456140350877	0.970149253731343	0.954545454545455	0.886075949367089	0.9375	0.884057971014493	0.970588235294118	0.963636363636364	0.940298507462687	0.971014492753623	0.980392156862745	0.944444444444444	0.887096774193548	0.932203389830508	0.934426229508197	0.933333333333333	0.953846153846154	0.926470588235294	0.980769230769231	0.966101694915254	0	0.925925925925926	0.920634920634921	0.91044776119403	0.966666666666667	0.915254237288136	0.949367088607595	0.966666666666667	0.954545454545455	0.926470588235294	0.966666666666667	0.96551724137931	0.9375	0.980769230769231	0.929824561403509	0.96	0.915492957746479	0.970588235294118	0.921875	0.929824561403509	0.983870967741935	0.96551724137931	0.959183673469388	0.966666666666667	0.947368421052632	0.982456140350877	0.934426229508197	0.934426229508197	0.920634920634921	0.956521739130435	0.981132075471698	1	0.951612903225806	0.966101694915254	0.933333333333333	0.942857142857143	0.962264150943396	0.929824561403509	0.982456140350877	0.929824561403509	0.954545454545455	0.983870967741935	0.955882352941177	0.927536231884058	0.964285714285714	0.967741935483871	0.967741935483871	0.918918918918919	0.92	0.9625	0.96969696969697	0.927272727272727	0.963636363636364	0.981132075471698	0.96078431372549	0.915254237288136	0.955223880597015	0.932203389830508	0.945454545454545	0.951612903225806	0.949152542372881	0.871794871794872	0.939024390243902	0.959459459459459	0.925373134328358	0.986301369863014	0.943661971830986	0.970149253731343	0.96969696969697	0.9375	0.888888888888889	0.868852459016393	0.959183673469388	0.971428571428571	0.986111111111111	0.967213114754098	0.962962962962963	0.970149253731343	0.971014492753623	0.950819672131147	0.966101694915254	0.943396226415094	0.943396226415094	0.942028985507246	0.969230769230769	0.940298507462687	0.940298507462687	0.957446808510638	0.939393939393939	0.983333333333333	0.915254237288136	0.948275862068966	0.982456140350877	0.961538461538462	0.909090909090909	0.983606557377049	0.983333333333333	0.982142857142857	0.918604651162791	0.966101694915254	0.941176470588235	0.932203389830508	0.932203389830508	0.985714285714286	0.934426229508197	0.943396226415094	0.936507936507937	0.924528301886792	0.972602739726027	0.950819672131147	0.947368421052632	0.952380952380952	0.962962962962963	0.938775510204082	0.95	0.941176470588235	0.945454545454545	0.971428571428571	0.971014492753623	0.950819672131147	0.980392156862745	0.926470588235294	0.9375	0.981481481481482	0.945454545454545	0.9375	0.983606557377049	0.942307692307692	0.947368421052632	0.916666666666667	0.955223880597015	0.935064935064935
"X85900"	0.790697674418605	0.934782608695652	1	1	0.823529411764706	0.925	0.928571428571429	0.872727272727273	0.909090909090909	0.793103448275862	0.852941176470588	0.96	0.848484848484849	0.875	0.931818181818182	0.853658536585366	0.96875	0.930232558139535	0.829787234042553	0.909090909090909	0.939393939393939	0.957446808510638	0.911111111111111	0.888888888888889	0.870967741935484	0.931818181818182	0.828571428571429	0.951219512195122	0.925925925925926	0.82051282051282	0.785714285714286	0.931034482758621	0.945945945945946	0.925925925925926	0	0.954545454545455	0.959183673469388	0.947368421052632	0.8	0.890909090909091	0.823529411764706	0.955555555555556	0.866666666666667	0.947368421052632	0.972972972972973	0.904761904761905	0.966666666666667	0.885714285714286	0.962962962962963	0.9	0.956521739130435	0.931818181818182	0.945945945945946	1	0.944444444444444	0.884615384615385	0.947368421052632	0.848484848484849	0.941176470588235	0.868421052631579	0.951219512195122	0.878048780487805	0.888888888888889	0.896551724137931	0.971428571428571	0.976190476190476	0.885714285714286	0.8	0.893617021276596	1	0.852941176470588	0.909090909090909	0.945945945945946	0.931818181818182	0.921052631578947	0.934782608695652	0.844444444444444	0.838709677419355	0.894736842105263	0.864864864864865	0.884615384615385	1	0.929824561403509	0.85	0.911764705882353	0.870967741935484	0.896551724137931	0.966666666666667	0.894736842105263	0.978723404255319	0.948717948717949	0.941176470588235	0.868421052631579	0.888888888888889	0.935483870967742	0.934426229508197	0.962264150943396	0.958333333333333	0.96	0.94	0.931818181818182	0.977777777777778	0.904761904761905	0.883720930232558	0.880952380952381	0.964285714285714	0.863636363636364	0.9375	0.921052631578947	0.9375	0.880952380952381	0.957446808510638	0.923076923076923	0.852941176470588	0.903225806451613	0.96969696969697	0.891304347826087	0.977272727272727	0.957446808510638	0.833333333333333	1	0.909090909090909	0.945945945945946	0.923076923076923	0.852941176470588	0.971428571428571	0.927272727272727	0.888888888888889	0.888888888888889	0.916666666666667	0.970588235294118	0.907692307692308	0.885714285714286	0.967741935483871	0.921052631578947	0.921052631578947	0.957446808510638	0.976190476190476	0.827586206896552	0.902439024390244	0.939393939393939	0.872340425531915	0.727272727272727	0.882352941176471	0.976744186046512	0.903225806451613	0.928571428571429	0.891891891891892	0.936170212765957	0.909090909090909	0.979591836734694	0.957446808510638	0.923076923076923	0.888888888888889	0.891304347826087	0.878048780487805	0.935483870967742	0.758620689655172	0.930232558139535	0.918918918918919	0.96875	0.944444444444444	0.951219512195122	0.956521739130435	0.947368421052632
"X85918"	0.983606557377049	0.982758620689655	0.976744186046512	0.980392156862745	1	0.96078431372549	0.981481481481482	0.971428571428571	0.985507246376812	0.977272727272727	1	0.931034482758621	0.978723404255319	0.977777777777778	0.982142857142857	0.963636363636364	0.929577464788732	0.88	0.934426229508197	0.982456140350877	0.928571428571429	0.964912280701754	0.964912280701754	0.974358974358974	0.977272727272727	0.882352941176471	0.959183673469388	0.96078431372549	0.903225806451613	0.981818181818182	0.948275862068966	0.948717948717949	0.979166666666667	0.920634920634921	0.954545454545455	0	0.890909090909091	0.979591836734694	0.96	0.985714285714286	0.979591836734694	0.982142857142857	0.983333333333333	0.979591836734694	0.956521739130435	0.962962962962963	0.975	0.957446808510638	0.96875	0.968253968253968	0.982456140350877	0.982142857142857	0.934782608695652	0.98	0.978723404255319	1	0.979591836734694	0.956521739130435	0.954545454545455	0.96078431372549	0.96078431372549	0.981818181818182	0.983050847457627	0.975609756097561	0.977777777777778	0.980769230769231	0.979166666666667	0.980392156862745	0.966666666666667	0.976190476190476	0.957446808510638	0.954545454545455	0.957446808510638	0.982142857142857	0.98	0.982758620689655	0.966666666666667	0.954545454545455	0.96	1	0.985074626865672	0.894736842105263	0.971014492753623	0.962962962962963	0.906976744186046	0.928571428571429	0.975609756097561	0.975	0.980392156862745	0.982456140350877	0.959183673469388	0.878048780487805	0.96078431372549	0.958333333333333	0.865671641791045	0.943661971830986	0.968253968253968	0.928571428571429	0.983606557377049	0.983870967741935	0.963636363636364	0.962962962962963	0.962962962962963	0.964285714285714	0.86	0.945945945945946	0.983050847457627	0.983333333333333	0.959183673469388	0.976744186046512	0.982142857142857	0.964912280701754	0.96	0.979166666666667	0.976744186046512	1	0.966101694915254	0.981481481481482	0.927272727272727	0.982758620689655	1	0.982456140350877	0.979166666666667	0.938775510204082	0.957446808510638	0.954545454545455	0.954545454545455	0.928571428571429	0.979591836734694	1	0.953488372093023	0.948051948051948	0.979166666666667	0.975609756097561	0.959183673469388	0.959183673469388	0.964912280701754	0.96078431372549	0.976744186046512	0.981481481481482	0.977272727272727	0.983870967741935	0.980392156862745	0.956521739130435	0.981132075471698	0.976744186046512	0.974358974358974	1	1	0.977777777777778	0.96551724137931	0.907407407407407	0.96	0.974358974358974	0.966101694915254	0.962962962962963	0.951219512195122	0.977777777777778	0.923076923076923	0.979591836734694	0.976190476190476	0.978723404255319	0.980769230769231	0.982456140350877	0.939393939393939
"X85928"	0.969230769230769	0.915254237288136	0.979166666666667	0.982142857142857	0.942307692307692	0.862745098039216	0.928571428571429	0.915492957746479	0.972602739726027	0.979591836734694	0.941176470588235	0.901639344262295	0.96078431372549	0.98	0.931034482758621	0.892857142857143	0.89041095890411	0.87037037037037	0.870967741935484	0.913793103448276	0.936170212765957	0.933333333333333	0.950819672131147	0.977272727272727	0.958333333333333	0.872727272727273	0.943396226415094	0.945454545454545	0.893939393939394	0.966101694915254	0.952380952380952	0.977777777777778	0.875	0.91044776119403	0.959183673469388	0.890909090909091	0	0.92156862745098	0.924528301886792	0.958904109589041	0.962264150943396	0.949152542372881	0.935483870967742	0.962264150943396	0.96078431372549	0.966101694915254	0.977777777777778	0.897959183673469	0.985714285714286	0.955223880597015	0.967213114754098	0.983606557377049	0.92	0.923076923076923	0.918367346938776	0.976744186046512	0.981481481481482	0.980769230769231	0.914893617021277	0.884615384615385	0.945454545454545	0.948275862068966	0.951612903225806	0.931818181818182	1	0.945454545454545	0.941176470588235	0.944444444444444	0.919354838709677	0.933333333333333	0.981132075471698	0.959183673469388	0.941176470588235	0.931034482758621	0.981818181818182	0.950819672131147	0.953125	0.98	0.924528301886792	0.963636363636364	0.926470588235294	0.906976744186046	0.958904109589041	0.910714285714286	0.916666666666667	0.958333333333333	0.955555555555556	0.977777777777778	0.963636363636364	0.932203389830508	0.943396226415094	0.9375	0.905660377358491	0.92156862745098	0.826086956521739	0.823529411764706	0.955223880597015	0.916666666666667	0.984848484848485	0.920634920634921	0.931034482758621	0.890909090909091	0.948275862068966	0.95	0.872727272727273	0.952380952380952	0.984375	0.984615384615385	0.962962962962963	0.934782608695652	0.912280701754386	0.950819672131147	0.882352941176471	0.92	0.957446808510638	1	0.96875	0.983050847457627	0.896551724137931	0.915254237288136	0.975609756097561	0.983870967741935	0.941176470588235	0.903846153846154	0.941176470588235	0.98	0.927536231884058	0.898305084745763	0.962264150943396	1	0.979591836734694	0.911392405063291	0.941176470588235	0.955555555555556	0.923076923076923	0.943396226415094	0.896551724137931	0.964285714285714	0.957446808510638	0.947368421052632	0.958333333333333	0.96969696969697	0.963636363636364	0.918367346938776	0.982758620689655	0.934782608695652	0.928571428571429	0.981818181818182	0.898305084745763	0.959183673469388	0.968253968253968	0.967741935483871	0.963636363636364	0.953488372093023	0.952380952380952	0.87037037037037	0.909090909090909	0.98	0.910714285714286	0.981481481481482	0.933333333333333	0.872340425531915	0.945454545454545	0.95	0.846153846153846
