"Axis"	"Eigen"
1	0.0424001269513399
2	0.0346842539565533
3	0.0296545479135018
4	0.0269405529613429
5	0.0267972851327603
6	0.0235275288899502
7	0.0231411007133698
8	0.0206964552108663
9	0.0196138143608827
10	0.0189784173340707
11	0.0186570536421249
12	0.0176987012035667
13	0.0173972273565208
14	0.0163370708218719
15	0.0162150123544971
16	0.0157168716953627
17	0.0154426693316741
18	0.0148522036125686
19	0.0142676189218811
20	0.0140304733519543
21	0.0136233769289429
22	0.0134334784701704
23	0.0130522992132952
24	0.0127584374149168
25	0.012643362843576
26	0.0121719433407041
27	0.01208451559849
28	0.0118601970258074
29	0.011521287144338
30	0.0111537100552063
31	0.010895098037167
32	0.0106218057115487
33	0.0105036135520612
34	0.0101881948311455
35	0.0100519034074935
36	0.00994202746561895
37	0.00983155544147846
38	0.00969090404311214
39	0.0094941128680926
40	0.00918053406864164
41	0.00907267596195388
42	0.00881866818007735
43	0.00863637346477111
44	0.00848396869772641
45	0.00837519738969577
46	0.00824143589518868
47	0.0080566217785107
48	0.00791866818171451
49	0.00781601682617133
50	0.00766405738513218
51	0.00750595334109872
52	0.0073151217747845
53	0.00715179089663226
54	0.00706321974336888
55	0.0069091686936429
56	0.00674651765337338
57	0.00666013099313004
58	0.00647938998839534
59	0.00645545010754985
60	0.00635744768863113
61	0.00612521269222232
62	0.00603894107725103
63	0.00594008146100988
64	0.00584303933194908
65	0.00561320879699972
66	0.00557290642827535
67	0.00544881802976748
68	0.00529390015391276
69	0.00513684167526466
70	0.00507064232528412
71	0.00495565692392901
72	0.00489160340620274
73	0.00477044857639234
74	0.00471454961599062
75	0.00466548953909707
76	0.00444990302465616
77	0.00439692161010981
78	0.00431218635081385
79	0.00429474036687421
80	0.00420636902365696
81	0.00408164919085112
82	0.00406616534817848
83	0.00398484097707973
84	0.00382378047498675
85	0.00369546045126794
86	0.00362541127505854
87	0.00354765119256919
88	0.00346618444263839
89	0.00341670531825383
90	0.00328710617175521
91	0.00315276210798453
92	0.00308951920170972
93	0.00304792555324975
94	0.00299188421749126
95	0.00291188145319242
96	0.00282268804306136
97	0.0026690980020012
98	0.00256897813522027
99	0.00248992264353829
100	0.00241384613328719
101	0.00229154021897039
102	0.00225280127610695
103	0.00222247990526664
104	0.00209376974292332
105	0.00200330602980528
106	0.0019462370401229
107	0.00189669343202146
108	0.00185290681473773
109	0.00182432708244918
110	0.00171031971485729
111	0.00159273375230003
112	0.00153927266128226
113	0.00137670788822165
114	0.00126532931182001
115	0.00120661876399478
116	0.00102475976464679
117	0.000965924588324936
118	0.000895942087283893
119	0.000767067378599264
120	0.000748620826405744
121	0.00064970031833388
122	0.000529579283879096
123	0.000426885456923526
124	0.000265070775275667
125	0.000188128974237549
126	5.13111017908062e-05
127	0
128	-2.25031489200432e-05
129	-0.000266714327977561
130	-0.000482977379607813
131	-0.00071516175087019
132	-0.00107766041335908
133	-0.00139715573289663
