PC	var_explained
1	0.10847
2	0.09732
3	0.08105
4	0.06951
5	0.06497
6	0.05367
7	0.04882
8	0.04468
9	0.04259
10	0.03941
11	0.03806
12	0.03361
13	0.03303
14	0.02894
15	0.02682
16	0.02548
17	0.02504
18	0.0233
19	0.01893
20	0.01834
21	0.01593
22	0.01549
23	0.01287
24	0.00973
25	0.00906
26	0.00606
27	0.00475
28	0.00407
29	0
30	0
