Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
PHOS	0.266613730586381	0.0176934944512606	-0.0511159064007802	0.0347444054914181	-0.0423135981382209	0.0783761024951461	-0.0747691841070054	0.139894911532055	-0.0227585888734506	0.0157175484094242	-0.0821256403971921	-0.017205040090831	0.036672828734353	0.0364261306485096	-0.0542000439924381	0.22799401385235	0.172459454140064	-0.0886034241384663	-0.0560360404585953	-0.020634180040573	-0.0452936462143573	0.0231601065644039	0.0442635940134841	0.151918572205168	-0.0676429521134386	-0.00139199642412914	-0.148499705051858	-0.121702598654565	0.0654490977886775	0.304939552318997	0.0454881538912091	-0.193108186226834	-0.0761145281848993	-0.0114754751666011	-0.285306775889013	-0.38891886493635	0.433516449810624	0.370761303303509	0.097018699091749	-0.077714425017581
CARB	0.222674348854381	-0.145596348160721	-0.0955395474562018	-0.0314602441371911	-0.0559590908842144	-0.0595372938576934	-0.169921457451049	-0.0751252269251673	-0.220480457895826	0.111183007848302	0.143584971073725	0.161556555884546	-0.0382266686925728	-0.0630394123041868	0.239828268979465	-0.117480732450162	0.120755054234997	0.00134092451367838	0.119769883840182	-0.154127033604283	0.0534394073182441	0.111710367803706	-0.0633053595773535	0.150951890946473	0.0290094759491482	-0.14319953559637	0.113046923735036	0.122762874358314	0.0855367278076656	0.170746375770778	0.0592723876628597	-0.00508293124023867	-0.151562874202615	-0.128776804476395	-0.249468671540322	0.312706007829691	0.255236376182665	-0.440819442989857	0.214614878169745	0.0658803191492983
SUGR	0.143245476417182	-0.170135713765904	0.0343081885826915	-0.102498497677881	-0.223995322787363	-0.0703939238294461	0.030382206638676	-0.143723575053759	-0.414108444454716	-0.129187442542451	0.199066878151093	0.264010408587131	-0.00644367927349809	-0.0410946557886833	0.275363424906414	-0.141194234930648	0.0953625032153381	-0.0150077801338677	0.0526045185859245	-0.0637253640861035	0.275810259591201	0.0205664011044993	-0.10659200607135	0.0762066453150603	0.0530676236958373	-0.0689841965394335	-0.0607236579271515	-0.261012175687481	0.00883436618474992	-0.0200089707066291	0.0099527434109702	-0.0232286427824696	0.0352038464428695	0.0258156610905083	0.323636331272023	-0.253348243902024	-0.196311736580822	0.244979024683414	-0.0816036475638305	-0.0280342823275534
FIBE	0.165626897123812	-0.1845324547481	-0.17780023616519	0.193359707163292	0.176773425208803	0.106272926551577	-0.116780175595492	0.141506245617565	-0.0854830057079876	0.133520163175884	0.0929733188172193	0.0195829543238704	-0.0964063039610226	-0.0760780107507194	-0.00570116521048926	0.234130371500487	0.229653948323048	-0.00391548030481434	0.190258552069721	0.154355057765965	0.109124860697871	0.14355258182473	0.137654307259826	-0.205896964261558	-0.0997025271049638	0.0521334500465251	0.103559253271652	0.401644594494277	-0.123834266066672	0.0900114234562489	0.337061341227174	0.111324592626431	0.0620264598225951	0.0969975876768052	0.0332181101884124	-0.121578703427807	-0.336911840546454	0.0708169960508024	0.02422598240583	-0.0135700532675257
TFAT	0.23068897221844	0.0630673291259616	-0.158094510681647	-0.281311716693669	0.0388356462267502	0.025485389490238	0.133152331172283	0.00205911154032917	-0.00114719048856803	-0.0370479317085643	-0.0767667934869145	-0.0175169229976247	-0.0914820318045457	0.045760019366218	0.014622932340304	-0.0893052469646209	0.0278400833515539	0.0989153452500722	0.0144941983878543	0.0560983283876808	0.0444249789170805	-0.0306886929473772	0.00574427347453231	0.00213889338814371	-0.0213549306018779	-0.0953226854494943	0.0633507950524364	0.151213616507691	-0.00436231794173816	-0.0473736696825534	-0.162414504158429	0.0284646222910756	-0.0120581590124976	0.0816693949774756	-0.0898026143475484	0.0838670419966802	-0.018008360365095	-0.00934216592222228	-0.180410060276872	-0.80928478881505
PFAT	0.19596343900898	0.118161454811432	-0.220643418403928	-0.21525696467148	0.140302262518945	-0.0555241782388965	0.153089589336082	0.0477364234342048	0.0013592676243205	-0.0249086985189843	-0.082600160935471	0.0357669618430516	-0.0686135432418151	0.0483840373900545	0.0794347256097323	-0.164895188063126	0.144364188581507	0.202450054900578	-0.0453198110576214	0.0637395606174385	-0.177415177782635	-0.0215089081012914	-0.0348048948221006	0.0601489676249006	-0.000622262798655182	-0.342873380715725	0.175810745712224	0.0755040508380794	-0.218713733363686	-0.148029287001007	-0.194208849030761	-0.164908955611378	0.0795166200093854	0.346664686520672	-0.167212654776787	-0.11226009185595	-0.0861497677960997	0.0779820426766082	0.0189334587609444	0.424726601678558
CHL	0.225629377329934	0.171892183105187	-0.0398521590047458	-0.0216667497615171	-0.0507554766236074	0.0348146056159079	-0.141090586688306	0.094460093905043	-0.0462935356187338	-0.0766814235695644	-0.132231549910999	-0.00628673646332597	0.082611907685895	0.210553614241793	-0.0734780471359284	0.0616441857032731	0.0744047832395367	-0.0337633531357811	-0.169952849339132	-0.103339642166548	-0.0274825706041594	0.0749709472501154	-0.421629150867772	-0.228240535596334	0.476305045823805	0.0975762290084094	0.0639567878180193	-0.0194887034788054	0.0211420971369646	0.322780651914765	0.0160404857947313	0.162046617894767	0.0455377942925861	-0.00489034846324631	-0.0353523958396143	0.170137123236368	-0.14070046854493	0.0444141258154894	-0.281318467175915	0.106174677675589
ATOC	0.172166374567227	0.0282541652671647	-0.159892400609919	0.000664111509930509	0.282104634653638	-0.0564170763234469	0.38433226005889	0.101147545605307	0.00711247245926335	0.235188817458251	-0.0423331183734252	-0.0602710856424143	0.137528358978233	0.00201982134286157	0.0116662382934217	-0.0433486168714041	0.129663388146854	0.0788791735972376	-0.178861538646191	-0.0924659592306082	-0.0479120573298556	-0.12381518782851	0.181771402694532	-0.102247338682331	-0.0432137915223202	-0.186808363877435	-0.169520435945973	-0.186932351494751	-0.113323866236883	0.250204859512318	0.046938814520164	0.0952113984881952	-0.21717489500572	-0.331747907006339	0.372556231606693	0.0666164293816822	-0.0281944863126573	-0.0733419090286287	0.0463130156231953	0.0305233751050021
ATOA	0.0515193038139843	-0.097082779671087	0.152874258677145	0.00607615246529636	0.22759503581965	0.100129159582065	0.381804466871303	-0.121927462249195	-0.168972947972815	0.354412546822071	0.0633951198298446	0.012832254938801	0.500174280360602	0.0456600291972791	0.160934517430813	0.171061378381942	-0.233826922090508	0.00840270292756659	0.0248835739806317	-0.0654122004342245	0.0267636294228577	0.136773354292355	-0.101229788369041	0.0378304300474791	0.0843034062105782	0.181713607352967	0.0303000706489324	-0.0379498809845455	0.0188609723063202	-0.120095916695623	0.0108527414528923	0.068864843868292	0.0640392944866559	0.224481825067398	-0.257930052231514	-0.0308325489525239	-0.0115953686363613	0.010326276324221	0.011985440082813	-0.0324991789590902
RET	0.164808894182387	-0.193743152098593	0.235180854253304	-0.0421838252952887	0.0359702629635473	0.242874556733227	-0.116737617856166	-0.0789391572118158	-0.0469935470025231	-0.217388879121771	-0.0951116264722919	0.0737776914219443	0.145659744266338	0.0280829845378933	0.0498393349108869	-0.12654845575354	-0.0404500818907515	0.121630098398309	-0.300241715197383	0.0342406958143279	-0.0396864924962831	-0.277904357232325	0.0102010166443408	-0.162983954532159	0.0583461883451441	-0.0238421791690134	-0.242985245883166	0.232503396632771	-0.24133110505081	-0.0425055020399079	0.190698198815115	0.0427494724551359	0.305688836161411	0.122940167234129	0.147564041235231	0.0356878549882905	0.260269433394876	-0.0685285686970527	0.242950653142851	-0.0448003819686266
