PC	var_explained
1	0.12009
2	0.08861
3	0.0824
4	0.07199
5	0.05729
6	0.05266
7	0.0462
8	0.04535
9	0.04194
10	0.04028
11	0.0355
12	0.03206
13	0.03101
14	0.02808
15	0.02592
16	0.02474
17	0.02251
18	0.02198
19	0.02059
20	0.01813
21	0.01617
22	0.01493
23	0.0135
24	0.01223
25	0.01102
26	0.00804
27	0.00757
28	0.00581
29	0.00342
30	0
31	0
32	0
