PC	var_explained
1	0.32376
2	0.07706
3	0.07341
4	0.05295
5	0.05005
6	0.04282
7	0.03866
8	0.0331
9	0.03091
10	0.02925
11	0.02513
12	0.02343
13	0.02187
14	0.02001
15	0.01797
16	0.01541
17	0.01321
18	0.0125
19	0.01147
20	0.01052
21	0.00887
22	0.00873
23	0.0081
24	0.00714
25	0.00647
26	0.00643
27	0.00543
28	0.00414
29	0.00374
30	0.00344
31	0.00268
32	0.00246
33	0.00207
34	0.00197
35	0.00147
36	0.00135
37	0.00088
38	0.00084
39	0.00032
