PC	var_explained
1	0.32077
2	0.09711
3	0.07761
4	0.07427
5	0.05571
6	0.04448
7	0.04051
8	0.0362
9	0.03115
10	0.02861
11	0.02597
12	0.02377
13	0.02085
14	0.0187
15	0.01617
16	0.01282
17	0.01181
18	0.01122
19	0.00897
20	0.00722
21	0.00658
22	0.00572
23	0.00417
24	0.00384
25	0.00335
26	0.00257
27	0.00227
28	0.00188
29	0.0018
30	0.00139
31	0.00114
32	0.00086
33	0.00037
34	0.00015
