Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
ACAR	0.0136395734411376	-0.329986855838435	-0.0342325047288619	-0.00810473421782622	0.205310207280132	0.356251763268858	0.0846537301341699	0.334728254524097	-0.140403251724384	0.0425131014438535	0.0576758629307806	0.0873054022373359	-0.122404626472084	-0.300699597788549	-0.20992065776642	0.131024401188406	-0.333742135884369	-0.0168821812821005	-0.0298845797372784	-0.220130787738208	-0.0604771215108392	-0.17513841436438	-0.0784918701858152	-0.301111131725078	0.118064686169091	-0.168412232159844	-0.00484982891864257	-0.0943128378297013	-0.149230232551962	-0.153942934400216	0.10745700885885	0.0369717925734717	-0.00131870944844844	-0.00428899633561492
BCAR	-0.0226422892504856	-0.410249974687772	-0.0709867645183566	0.13135842423375	0.236726609675638	0.281140632231763	-0.00702638698433981	0.166317995875372	-0.0387166037211951	-0.0167427036203651	-0.00694783160287309	-0.0529363140765806	0.0917853793623428	-0.203223472714005	0.00754173295100309	-0.086453947606728	0.182038342881911	0.165072142629521	0.0303034143029176	0.116944127289985	0.0966709938362171	0.189019507513571	0.16574516522443	0.357371315282184	0.132580781094764	0.471871748469427	-0.04295574172171	0.113285275409476	0.194944193459275	0.0912130958209514	-0.0777913781292111	-0.0391223786989785	-0.00473313219762826	-0.0111787703692094
CRYP	-0.0466051428910083	-0.303083875978697	-0.128958178347393	0.0776350267747441	-0.0100834543467403	-0.195292701435542	-0.207952727420989	-0.307333210680703	-0.117497174641148	-0.406574612189213	0.0847075734668921	-0.191091422915703	-0.0667699705077807	0.051549464050544	0.208344153084246	0.428702628869075	-0.173726960512472	0.0474832608427255	-0.287399187518337	-0.176305471461964	-0.180248374000044	0.0368847675885265	0.0624215145812385	-0.113717494301629	-0.0706931840255352	0.205566124499006	0.00401894472781098	-0.051733461745188	0.0263406452173545	-0.0298407372575562	-0.0343321063032968	-0.0197589528395048	0.0168728212284226	0.00904882347163655
LYCO	-0.178600456227962	-0.00910205586681899	-0.112701157812686	0.183948952683979	-0.0983674940530344	-0.198780698714421	0.29382932276061	0.0144945698381666	-0.227802353150159	0.152290550869102	-0.0237787052790636	0.0619722766051175	0.330001301920415	-0.225622079526005	0.0417249793670568	0.338405490837794	0.140485010189769	0.263058316861087	-0.243507811424395	0.231548875592146	0.116480308270965	0.178145289256212	-0.227460017988161	0.0788841705684133	0.170920147013535	-0.270724841874859	0.0925517161821898	-0.0699483595432271	-0.0614700935410457	-0.0580769991560913	0.0165896388472159	0.00388740368283254	-0.0403607852958335	0.00639766872694567
LZ	-0.049445022186402	-0.367185180826417	-0.162532502044137	0.114647924241352	0.216505724317309	-0.0698687297655761	-0.178461369248193	-0.0742553654885652	0.0404366144742758	-0.0287642034518231	-0.0775439884530641	-0.307468086221303	0.211356211591314	0.191063093666345	0.184921264260172	-0.103684932453252	0.279876844390073	-0.0438289038244566	0.454578431397326	-0.0755738868905657	0.0937537606550309	-0.0878086091613492	-0.105276893678458	-0.0683458759897755	0.0577016497564164	-0.337638905086732	0.0680528884952147	0.00594860321194305	-0.13985995596197	-0.154781570868277	0.118333375159491	0.00372097908235528	-0.0154418806864519	0.0169290458437905
NIAC	-0.243196406695679	0.0946680494994453	0.0400167803113798	0.00559897008243725	0.303302287915478	-0.109752480441642	0.163462504181146	-0.0346220333427213	-0.0692795097658067	-0.10199999634557	0.062775991211625	-0.0293181058416243	0.0222653095597112	-0.0591918439620111	0.0758472437657647	-0.0988258939201035	-0.172856160960419	0.074046842703885	0.10792432384159	0.0100466454874988	0.0759007209463242	-0.104601577714837	-0.120546459723073	0.12975849044004	-0.287205395268452	0.158657991578427	0.156569089799304	-0.311577653285297	-0.0155694074471385	0.313239986884697	0.434118444916438	0.365671546233559	-0.00127135750380609	-0.117506922111736
FDFE	-0.233282360789234	-0.0506939225622067	0.0305314030273352	0.170347138530335	-0.037129242731128	-0.163230574589379	0.167876626104447	0.0190484923265966	-0.172185119051193	0.258531248237766	-0.131495230007594	0.103024672734721	0.196295819266985	0.0965591430861576	-0.167394647495831	0.0416379221351158	0.00263964415590233	-0.0525722541576474	0.169835850403579	-0.209749842560096	-0.013285069809415	-0.203157572427669	-0.0400703058447667	-0.141637938120605	-0.39301019650971	0.328753828684127	0.0936631732393726	0.0244186080226279	0.24610284929534	-0.337209265644384	-0.166405063460399	-0.174482429521685	0.0480451860404591	-0.0955925519555013
VB12	-0.151066530420689	0.0649311993224533	0.281999947559799	-0.226678310275469	0.365816239615494	-0.099320193594831	0.037932229735279	-0.13328234575953	-0.111821839573044	0.0114179545586089	0.142102859888528	-0.027988977206226	0.00782585563962037	-0.139576302718217	0.00475983059130631	0.0941532965108121	0.132318914635087	0.0201976773129352	-0.0544225408739504	0.0950130352733679	0.0600663646575864	0.0299106457232336	0.261345492014035	-0.245538373370266	-0.0526229882846077	-0.15208265921393	-0.210232305903213	0.498385266741459	0.262332376990775	-0.115832674864338	0.206116015172832	0.101002394626265	-0.0207274577599718	0.0171010613282958
B12A	-0.0440932226507377	0.130659498694557	0.372327846157773	0.00526702669594262	0.462229151028845	-0.106008587751978	0.125342327272016	-0.148161450724841	-0.0185650287696067	-0.0946691337521572	0.155637890863267	0.0208953362965419	-0.0323309352050212	-0.124865947605698	0.139109477261827	0.00775244795625345	-0.0998540208445864	-0.0315367496453851	0.113849735567534	-0.0583153365443271	0.0645182302373043	-0.0571485435989835	-0.0323413626524133	0.17049053589155	0.127386909613876	-0.0438450557960172	0.0217670388655646	-0.221402116333521	-0.193894404687852	-0.0413856380811719	-0.476682074121438	-0.319639426077383	0.0197942997943178	0.0902790030561237
VC	-0.0811125772847311	-0.365188185584606	0.0319742130857441	0.086962594826723	-0.164836116181508	-0.192417671253824	0.0223142625768407	-0.2730768187275	0.027065321490553	-0.00718959941374038	0.0676437449714914	0.0880912494045758	-0.0958783885356257	-0.173852546829984	0.02394119311705	-0.594291696848389	-0.31419875190564	0.018394035514508	-0.190878618855244	0.165151584657065	0.178794267106892	0.0253837742313297	-0.19777964827021	-0.00817495731980237	-0.0969406881883976	-0.0670050831571899	-0.11204033795606	0.137052233639612	-0.0328272013402519	-0.136221743125723	-0.0321607948505509	-0.0189020229447782	-0.0585522201947199	0.040917657622662
VD	-0.0635121655723675	-0.174693846620011	0.300738401786331	-0.389691195614602	-0.162160697814847	-0.088290172085508	-0.0473628997683263	-0.0191670351463599	-0.0092707370500906	0.242379208984794	-0.0602268104417901	0.0699489088492187	0.0412215832762486	0.146571236136107	0.0516100269579482	0.121851880333931	-0.116826324675178	0.076550529891585	0.0531184130762263	-0.312737558286391	0.247175292973476	0.234102945286331	0.0314271365074832	0.12417795261587	0.145932203302103	0.20693625379842	0.253636708499188	0.159687483082421	-0.355162393346344	-0.0705612882178024	0.109187442681685	0.127111192034487	-0.077172860203309	0.0827595076883314
CALC	-0.213072400313701	-0.0893914008243505	0.251109142686703	-0.0669468417344712	-0.178534863222341	-0.16270780451436	-0.136346307808769	0.135113705183834	-0.0152488501694769	-0.0818734031107136	0.140590227332782	0.194905750488661	-0.0102731017702187	0.021905686257023	0.0113596368029442	-0.0644087422211308	0.246692494673125	0.0807955660916972	0.066247358066856	-0.282160293184748	-0.0817765324622803	0.0119469629611879	-0.230334196397674	-0.0122364505968535	0.286633389550187	0.0324260021746997	-0.504754097923435	-0.299760989452636	0.221764188479648	0.0194162121593537	0.0785095847934234	0.04521482703798	-0.0254460358309044	-0.129023601474224
COPP	-0.223063026247812	-0.0329156327581502	-0.0306795341754941	0.108396828763393	0.118476274405205	-0.113816009053957	0.0908685956408612	-0.0177738875141969	0.298796847343556	0.0885464421298314	-0.0822408220059713	0.00524396096515322	-0.254165801623034	-0.158397708927732	-0.0128699327053884	0.0498698317520853	0.127614907785269	-0.611863801156624	-0.0703956962664284	0.00493508999106217	-0.164085997220173	0.353833093435832	-0.113204419834808	0.00696816396988998	0.16019690955658	0.0572652566357455	0.202392593925958	-0.0556065292701842	0.0950896525101367	-0.176991645747945	0.0492361888610642	0.154263599268837	0.0665750144323921	0.00178147561423438
CAFF	-0.0818551573745772	0.0814887168998238	0.0615230131419805	0.164504086373586	0.398440763056287	0.0039688152125052	-0.209782487459508	0.0297316690817889	0.207252446001759	-0.0344002736498199	-0.438956302628753	0.163238753475157	0.298180285836785	0.340091985585202	-0.19192445651894	-0.110221829396366	-0.146691313272941	0.120193127651982	-0.377270314553269	-0.0317864193391484	-0.074276696168212	0.0802200652149897	-0.0238948182990658	-0.0427208416080243	0.103255289919861	0.00282089730451373	-0.122567137772985	-0.00265789101068206	-0.0923980421449394	-0.0556440382252739	0.0318387159452835	0.0506127733549108	-0.0218334554485609	0.00913284659598617
THEO	-0.0945867709989641	0.136143985067572	0.0375023176701711	0.0506014333150299	0.0255623581727847	0.408500761344394	-0.290704085040008	-0.438125472805158	-0.119254687927983	0.225974182733072	-0.0431695664368019	-0.131045613630983	-0.132044619214982	-0.205973390062596	-0.152270492668615	-0.00309290050350879	0.316331783809266	0.0421461469088099	-0.226795480103143	-0.269650600975652	0.109877834832871	-0.0498463435202994	-0.263495904486877	0.0926437433209853	-0.173163394112218	-0.0411081959650889	0.0147509448667484	-0.0295882389475375	-0.0565658284734437	0.0435712842024587	0.0101251992861981	-0.00940485719149994	0.0206113722664933	0.011829308813951
ALCO	-0.126553432398443	0.0918104767388634	-0.159341148707292	-0.0486908895812856	-0.0413327472841915	0.30964870987442	-0.165417188774819	-0.134453331388577	0.131180653960277	0.132313762735919	0.296665723961831	0.314708817864741	0.511710850802726	-0.101641619265802	0.420633153944802	-0.0392214056449147	-0.14797773433204	-0.198807425027891	0.0203131880736433	-0.0302632258420019	0.000688704738599489	0.104361483939599	0.111277146009903	-0.182942267357183	-0.0206460373474267	0.0405640873044771	-0.0170568071974844	-0.079081862690061	0.0199145663435039	0.023065669199656	-0.00545684391405908	-0.0246398429492474	0.0499855279296246	-0.0131574727610938
MOIS	-0.144892024798043	-0.0385275726400774	-0.090689956763001	0.0518651992510144	-0.0289312021125144	-0.145690762808501	-0.256753466521928	-0.0531059392564337	0.520778500751503	-0.109486953946415	-0.0810724398813608	0.393570895071934	-0.132945060283294	-0.321280931909959	-0.149618803889486	0.26916370878726	0.0336493420212729	0.25749940219057	0.248185865224841	0.0560411339371784	0.125282059630656	-0.154216205229571	0.0754988756694013	0.0500734426359996	-0.133525758382629	-0.0520751021801802	0.0582237363101486	0.0737206600899845	-0.0557099675720467	0.0172901112156574	-0.00531082371976593	-0.0403012619419856	-0.0322612837227513	0.00897692233606572
S140	-0.219809966688984	0.108361995717747	0.164873205538965	0.0346830558372754	-0.107405942179923	-0.022665479896075	-0.245805333241526	0.267347751346669	-0.0920186739032083	-0.129202645220755	0.058271587121717	-0.0928745111656983	-0.0543171900014887	-0.124121580268016	0.0770543984408121	-0.223199512331227	0.273240209209156	0.151511587449816	-0.155069000402077	0.226241303250945	-0.0309938050033078	-0.0420293116826686	0.241794315821959	-0.243003351014173	-0.0496164504741645	0.153245760204666	0.207996281790571	-0.21973931632761	-0.277753531246104	-0.296774432739357	0.0539173785381639	0.0117519417016914	0.218688701555592	0.172165005507747
S100	-0.0743997299779828	0.0462760250541848	0.263764081580054	0.0615397776228288	-0.214664247796126	0.0402997661899295	0.00652398128704528	0.0762060987807394	0.331344177844926	-0.205322368049133	0.199268799597375	-0.503794680037461	0.432809755107837	-0.160142906579719	-0.378484905795551	0.0398014748841845	-0.148934202298651	-0.0951515676080473	-0.0135649949609436	-0.0704440561282107	0.0845417995264502	-0.0160463171452907	-0.0449363092492906	0.0314265726969764	0.000370452454750947	-0.0142293897084817	0.0253943923426786	0.0540046041230489	0.060756782380875	0.0400048624945688	-0.0508512675276992	0.052496676164228	0.0277184677078249	0.0135027249337189
S120	-0.094901287142739	0.0427752483791519	0.287739826023219	0.112200475449828	-0.118655975334609	0.0256006547791949	-0.254935255725887	0.245591911997752	-0.0390353643115593	0.188307583495347	-0.44631617026965	-0.221145049320868	-0.0627666971246768	-0.219500627968384	0.472614087803768	0.105035322754112	-0.271439828337825	-0.0330282672191826	0.0568260933904413	0.0694814839323334	-0.0714036946640329	-0.0703829360597235	-0.0868363303508386	0.0892675065560946	-0.0838757418698867	-0.100193960834636	-0.090097070395291	0.0986742127931475	0.158890659322338	0.10771368933494	-0.0392239292781309	-0.00487074050672055	0.0199130910479497	0.00336276509577979
M201	-0.224243502383481	0.108926635241534	-0.133398770557878	-0.205201581084679	0.0118860638013783	0.185608080311602	0.0533040015900489	-0.00906289954748483	0.0633727130584426	-0.179274289069953	-0.125938583843466	-0.0908195936608805	-0.167442551378822	0.151329177102037	0.0470562757112636	-0.0415478316337739	-0.119756815344236	0.248626064399062	0.0783333169705022	0.0104330950474034	0.377940324883164	0.182307366465549	-0.203873961059665	-0.335436557070183	0.178668314977459	-0.00544462324610839	0.232537177995391	-0.0702506382634784	0.409217085781288	0.0235110414619723	-0.180767619566454	-0.0437944023377967	0.131581156564649	0.0430162439721843
M221	-0.108898630213859	0.0336439132885477	-0.0698145047162546	-0.242143198525777	-0.11150680056035	0.0620164117742374	-0.0225525782790325	-0.0313049126054121	-0.359587787852604	-0.50303158277468	-0.391039673037274	0.196532235408159	0.176323823728001	-0.158829224509145	-0.123072114896135	-0.00850201854808582	0.0434262506911386	-0.400728555209915	0.0670444777473761	0.0231033798357825	0.211010959934179	-0.0594850834267094	0.0542674841489712	0.163254565944414	-0.0117868672485387	-0.0488317254661741	-0.0686500949463981	0.0110851637896892	-0.0600496514317857	-0.0210408563822371	0.0049969923281137	-0.0333915527247959	0.00785899842824388	0.050475506198879
P226	-0.0331508242037308	-0.167704520853671	-0.058744771518652	-0.479677056520849	0.0327706277511003	0.0130767706634531	0.106849206389458	-0.179484828075466	0.172528638233505	0.229073867618999	-0.222388169547014	-0.229301661061337	0.0590916479041139	-0.0718561075633865	-0.0821484736909395	0.113251294923298	0.0309960686705128	-0.0204246175185713	0.0202881623540906	0.383924319431002	-0.0904846669760335	-0.035312064374484	-0.0369407478366618	-0.202722579670772	-0.0710791433035751	0.194299388898472	-0.307079758691317	-0.299304991360364	-0.161380395261959	0.0396538375016452	-0.0268474134004124	-0.1300624149208	-0.0359897856760527	-0.0744006946964067
P225	-0.17888768336778	-0.0600937453978591	-0.11097479006341	-0.418692490103988	0.00836689990934346	0.0195561473172599	0.0187953885198585	0.0146454152269156	0.0163418297067948	-0.0447124520172776	-0.0266373612973402	-0.0119916385905784	0.0897121984614944	-0.0846412129159157	-0.0347859720869025	-0.192220961290842	-0.0250849511088024	0.241904976164797	-0.0157489564892917	-0.148806408529069	-0.57820366328656	0.102455473374228	0.0456988976951447	0.302875148467746	-0.134492335521953	-0.283131898865875	0.215785358970136	-0.00215207733230953	0.156556356896987	-0.104109862729114	-0.120870841729232	0.00269443770681324	0.0652242648874865	-0.00641554842587736
