Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
F_CITMLB	-0.0518585914337841	0.0276582690802846	-0.232618563329564	0.230248005901619	-0.175018929183914	0.153791480686793	-0.228794277470553	0.0774909636618541	-0.161873180203643	-0.0177181873201381	-0.00291755844928177	-0.18875228940722	0.134149659377583	0.278601562509825	-0.0164219407296181	-0.211491071451957	-0.544628919945989	0.188507409569524	0.115810026653216	-0.108154712873106	-0.251084702045787	0.119737059168443	0.000739886197511979	0.0994603792822888	-0.0169894803346136	-0.0343322119847134	-0.0029646728652946	0.0125036474870173	-0.022772251441204	-0.0133523184095239	-0.102877871708959	-0.341419730231874	-2.07471246513719e-10
F_OTHER	0.155249772053599	-0.118501861640832	-0.336030653381305	-0.0218472855544106	0.0315854419250738	0.00575390164833706	0.334898433660664	-0.170111419273603	0.0830286303004101	0.109234745586518	0.0102144240457276	-0.00841802006021735	0.00504794287085801	-0.361902958148368	-0.0412333124236055	0.0493342701516235	-0.051426545767328	-0.00164081959027831	0.0900775277912324	-0.34756881708424	0.219484948769976	-0.290986366762235	-0.0153077862056572	-0.0384424176176668	-0.062240108247229	0.160804664732587	0.0297451160439476	-0.038934277154388	0.0129212784882767	-0.018850214949701	-0.145239150069463	-0.482003357352817	-2.92899221373726e-10
F_JUICE	-0.131965131495576	-0.00180440329418087	-0.193863610077824	-0.0287077805462293	0.136528196934255	-0.0485717426972726	0.0126345695651741	-0.309770264644599	-0.0160090978241556	-0.507209936955403	0.0871406810037947	0.190453546606734	-0.149098162834133	0.214106242828372	-0.18618139197162	-0.0797940012289746	0.0980077859221059	-0.0307874406259548	-0.284994391460411	0.347939128139023	0.0501195150538353	-0.013192540752534	-0.0396794487559464	-0.116452021126192	0.183199566895672	-0.0948116137832561	-0.0352346336877657	0.062704190856998	0.00262410094360527	-0.0139096747845947	-0.107172404087977	-0.355671783375594	-2.1613173674804e-10
F_TOTAL	0.0153592235710715	-0.0728339115550275	-0.467812562129664	0.0872345711095195	0.00607279244294964	0.0572897981551362	0.132352882026322	-0.249800083998546	-0.0315662328376518	-0.201689670638824	0.0526401712990608	-0.00114913785867888	-0.00722889027923416	-0.0047737231686131	-0.138231507810976	-0.11578234751428	-0.265118987699841	0.07931889828014	-0.0277470187544988	-0.121653744336965	0.0571211115955083	-0.156874018572344	-0.0320155622528139	-0.0391783366965386	0.0442554677402146	0.048335212489852	0.00119551200921043	0.011764878473634	-0.00092569442141876	0.0259437887842465	0.199894046805036	0.663385949680129	4.03120872015242e-10
V_DRKGR	0.310626246195822	-0.0205272056164202	0.0044011689880046	0.000775689967343644	-0.205044675354572	0.202536270707637	0.233355640849146	0.0935375185090988	0.114700356322525	-0.183930389866433	-0.0835501158196757	-0.190071096579069	0.0269854515623452	0.112104371342699	-0.137713472800782	0.326278895366178	0.0212787619654768	0.119714785118976	0.0837761316023934	0.384005035029833	-0.0636092746582141	-0.171768335525917	-0.164494982813731	0.35250535652039	-0.110354737809544	0.0796991403773732	0.0950062607329958	-0.0547442363642544	-0.00193041710324707	0.21144587678327	-0.302828340118035	0.0829801655809634	-1.1306543500043e-10
V_REDOR_TOMATO	0.06579098071658	0.208825350768535	-0.279997123505953	-0.0568715287431293	0.0977816565626963	-0.126292798739247	-0.193468312419054	0.302846904325231	-0.220679881761529	-0.065021572477612	0.228186674305107	-0.0643955942638488	-0.0245408638734243	-0.276866351501193	-0.0154148055107734	0.101438491663357	-0.100386712555632	-0.253650122946948	0.00553527486660688	0.190943800227122	0.0785955496663444	0.0798120957383487	-0.172161927110958	-0.109314562681784	-0.184162617214251	-0.0411051288877587	-0.134568734446101	-0.216491922299999	0.0103665850601214	0.0527891236092318	-0.0756034365729213	0.0207166440721489	-0.494146254910663
V_REDOR_OTHER	0.247092367041549	-0.0386057596956568	-0.227420898937159	-0.128812499676254	0.137084233563934	-0.0104889006077052	-0.129148300010967	-0.0953243910263395	0.321811877330732	0.224992785483447	0.098757637124427	0.127309113687207	-0.151648780051312	0.361724608570498	0.0777968320517645	-0.0787726936773292	0.183703598011854	0.141344295020185	0.0888376028440869	-0.0973030586980996	0.00398669318785673	0.100094347924214	0.258145641604624	0.190735503034961	0.0249692931392944	0.00903226556019495	0.0512944874021119	0.149721673565815	-0.00553588265173773	0.0543504059018689	-0.0778395701850671	0.0213293823166106	-0.508761779360336
V_REDOR_TOTAL	0.224437636821314	0.118514658510978	-0.360388447221576	-0.132825363121407	0.167470769306144	-0.0960942818863687	-0.228814911578994	0.143486158182942	0.0775600998617238	0.116796048050284	0.231218338382987	0.046738482701141	-0.126643741084265	0.0669805365946601	0.0453394374415918	0.0142544120391512	0.0622093556471266	-0.075790144869757	0.0679922515936598	0.0636199645013384	0.0579684900339357	0.12818018878623	0.0656220077799966	0.061026183770515	-0.111068534873305	-0.0222941429983544	-0.0573074505603666	-0.0436984019657127	0.00327129917944085	0.0762260130567232	-0.109169313551955	0.0299142711517775	0.704968744427632
V_STARCHY_TOTAL	0.0779027211737622	0.0974045286293415	0.123469778956649	0.0943492106974935	-0.157710473019296	-0.536549742176107	0.1802291905113	-0.0715071857748222	0.0371476184461458	0.0816175414795792	0.0284554570502846	-0.0295810446732857	-0.145679657200634	0.113614623165689	0.0977829570335711	-0.0753359506979671	-0.207287363137231	-0.209766236956839	-0.321489317431481	-0.214280046856097	-0.0202244776322194	0.026707566534408	-0.259052296770143	0.0859388381551111	-0.0710408136722439	-0.147818727051897	0.016766490452741	0.269790767025341	-0.00099900806801002	0.208268294399833	-0.298277473045462	0.0817331410998148	-1.11366178506995e-10
V_STARCHY_OTHER	0.0412693343920142	0.030377539173502	0.0548087110725019	0.0437000943324471	-0.230521939345402	-0.371230110747133	0.0405913547178001	-0.167823651163819	-0.191750229496199	0.298143462257545	-0.0729817391307064	0.0155137389375613	-0.252336576545882	0.0232432930650187	-0.465771056304789	0.0348780612675078	-0.0952486414767666	-0.0173763928862687	0.248519874242852	0.235246658040655	-0.0823827236179226	-0.102045644420487	0.380893631395611	-0.0924563915712347	0.0993920177360519	0.0304806823368392	-0.127028269063914	-0.183645773003289	-0.0110631130173831	-2.52379494683572e-08	1.58382939888235e-08	1.29148816571667e-08	1.00826576185429e-16
