PC	var_explained
1	0.11261
2	0.10699
3	0.09228
4	0.06852
5	0.05905
6	0.05355
7	0.04871
8	0.04693
9	0.04395
10	0.03989
11	0.03541
12	0.03015
13	0.02928
14	0.0286
15	0.02665
16	0.02362
17	0.02337
18	0.02194
19	0.02049
20	0.01608
21	0.01396
22	0.01224
23	0.01144
24	0.00971
25	0.00834
26	0.00688
27	0.00584
28	0.00336
29	0.00014
30	0
31	0
32	0
33	0
