"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"MOIS"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"
1	0.45948839045609	0.238236661767109	0.394130224064012	0.646787493774664	0.570090959198627	0.627793500536613	0.531263936236738	0.507591938667929	0.590904577168702	0.275764305791847	0.158459520164298	0.145466998837022	-0.0953119777035469	-0.0683804152700111	0.14231486016508	0.101382860447196	-0.0161935409462879	0.697374120313983	0.594801154086382	0.661488078109575	0.581235686853958	0.54291329116265	0.400713928530623	0.449697990254312	0.514768486912985	0.708533941850618	0.191297517438475	0.188041718880175	0.24602345240493	0.423339072029818	0.165609072812852	0.512770236864837	0.898744818022469	0.645637935323508	0.655715678859925	0.840922611296953	0.170745692839255	0.704115831625651	0.666718853324365	0.842189227475951	0.00905024998473359	0.154755329895557	0.18950301172653	0.324015936271186	0.218383341648238	0.220291972345929	0.213360505011045	0.29101407275585	0.163987672666989	0.368991019241583	0.599282116697496	0.591728134603078	0.559299475568564	0.620864831344251	0.462018654463204	0.199209825382007	0.522729840848927	0.462273876343657	0.181284847101906	0.489908942644827	0.111217624513684	0.347236791826908	0.153825400920486
0.45948839045609	1	0.822282379600313	0.662902513398261	0.500548273603021	0.457674414194658	0.43130638988336	0.45219348511687	0.105789483688188	0.48645343251911	0.0948015239262569	0.159215927343008	0.16965257428884	0.116161680390886	0.0575870852897823	0.216538966166721	0.313153578026584	-0.0843676683596832	0.681496469998703	0.436129250072673	0.360675509081018	0.285583636422459	0.586290017101345	0.421071806945939	0.500052047584555	0.552025967709825	0.337580405935975	0.112296401074045	0.142689600248551	0.432256762135578	0.296949882847244	0.0300484299536788	0.550399286441104	0.629152359211279	0.672644615059074	0.621055753242714	0.440266120329643	0.199249751977042	0.433550728135117	0.687553070516871	0.465707629902944	0.0412811877145248	0.242467928747159	0.0105112252506106	0.265505232036759	0.386650135352647	0.366758919880755	0.277120591894626	0.354267222582892	0.155794024980696	0.3785919700503	0.443298787956959	0.449429167271947	0.185786026101635	0.439346926731062	0.29536154478418	-0.00258837454213039	0.453502468999034	0.390287372438878	0.140888608605692	0.0802034308528559	-0.00393095316111287	0.0359725969767095	0.0176456704275139
0.238236661767109	0.822282379600313	1	0.393122886322618	0.229673995042436	0.269546215760751	0.164156733469451	0.148562125124182	0.078815678575128	0.257367124472517	0.0836074425788894	0.193384796982792	0.222601130444633	0.243849513465608	0.166983497224658	0.306410500155074	0.217083331012237	-0.0245238531031612	0.414207825364937	0.40485836677759	0.163957947997127	0.181926113730169	0.293272054391759	0.168296960251479	0.303775760362204	0.261555475569782	0.241914325759176	0.142534476225063	0.0817021421748456	0.450097919339243	0.232108155179271	-0.00317318678732865	0.434648177235771	0.38343166606319	0.467795177610173	0.314617882254868	0.285939614136977	0.203585886252076	0.0948012269204066	0.547482933859106	0.21655511244804	0.141544391178884	0.152161559957274	-0.0789524112119149	0.319221380058089	0.424554315540518	0.411609269740816	0.249030156229662	0.333077811157731	0.0956048019606263	0.31983859737736	0.219095021480273	0.25125030389999	0.0392439782951448	0.170400842233448	0.0364866237337205	-0.079235792727092	0.145802741870516	0.160275897363537	0.0731695560576547	0.0262153130593669	-0.0765657347729527	-0.100399756436635	-0.0471800383808484
0.394130224064012	0.662902513398261	0.393122886322618	1	0.401191106498265	0.27431017887525	0.421863136905653	0.400154480391392	0.0143363214332007	0.493808673298289	0.0488184429698805	0.102604431869408	0.129566400498571	0.0934501268851544	0.171978486470519	0.237986823148102	0.302289160047456	0.0587906022038942	0.554552363346378	0.312758171927177	0.25725541980037	0.249077159965871	0.568656588401169	0.262778962497302	0.671558104137267	0.484433047356914	0.244344513775749	0.0537609768811307	0.121534782172352	0.394480562432699	0.236591237281611	0.160611235519015	0.49259524193488	0.580198111838086	0.74854373331845	0.665515389716726	0.467394606739554	0.202495856014847	0.343053224456961	0.693333226802338	0.347107193818066	-0.0405745867953055	0.360597891193226	-0.0479957187087396	0.212041715117092	0.10428363530123	0.0665644206089681	0.106469249019689	0.113638087800164	0.0844448071916526	0.131010978071036	0.309332580615506	0.248114044419549	0.168941032238831	0.432516755235932	0.248215591337174	0.0389254233864785	0.405957835214175	0.333075487164159	0.0788430340219704	0.00978105392483392	-0.0315294963430005	-0.0334823345685773	0.0014057184111108
0.646787493774664	0.500548273603021	0.229673995042436	0.401191106498265	1	0.883457260925375	0.969337810817247	0.876232881595335	0.416661983930871	0.560853527160439	-0.00941636104718518	-0.0645302239052891	-0.0845658453529436	-0.188571589151823	-0.117787579989516	0.135172902297266	0.0924485755936342	-0.00104952347171216	0.566081366800832	0.380202899316596	0.509313681316858	0.342389114238069	0.44118989263368	0.233801847713083	0.482074286439828	0.386255086649284	0.494558799726838	-0.0174756638399268	0.153415231684566	0.0796893407512863	0.194381650914337	0.189254948449245	0.338942441493424	0.654639433374976	0.480953919015462	0.428066751814986	0.517614780594897	-0.030276634207605	0.730163276282794	0.503450729710468	0.596534856940041	0.0938909836835872	0.257153803675224	0.107029770277902	0.150111363012641	0.350835416658237	0.357575287222241	0.406368702662505	0.474391367010633	0.323706079413929	0.565069776554573	0.931952775958914	0.880047700220021	0.758659699846675	0.966092852280346	0.723899875458719	0.280907094662164	0.876198672487645	0.735001071311944	0.196726105382762	0.458392794462757	0.122030222658528	0.333108111519719	0.156815188351777
0.570090959198627	0.457674414194658	0.269546215760751	0.27431017887525	0.883457260925375	1	0.794522142795095	0.589791684093558	0.416177934231393	0.39581606380776	0.0135816974588368	-0.00142387053441233	-0.0271870813998733	-0.184624418490266	-0.150109566073128	0.0321528719054214	0.114734146608362	-0.0348860085316082	0.574784473799344	0.395087587655421	0.379948949366351	0.239641614163983	0.372621785207585	0.243540664893479	0.347947836772553	0.342167204465631	0.406387681745555	-0.00246844035378831	0.0986461430935181	0.0366772767223985	0.186482770317921	0.0661365313958188	0.482889801633086	0.595852335757622	0.3556788311951	0.371101350464918	0.507536292441186	-0.0378724901349548	0.680918924479491	0.399645985984639	0.531977051377125	0.102338323497426	0.212328045043966	0.056785738794557	0.104008361727841	0.604835697962125	0.635441057522379	0.677902316972247	0.77968175677019	0.52727489121999	0.85462287583405	0.968589643179248	0.950606384274745	0.747633095075126	0.783218126181335	0.52131142714869	0.153870152104555	0.587252703340687	0.50471898417751	0.201351327703067	0.411066165631123	-0.0296276162892906	0.230268758965553	-0.0026116470447887
0.627793500536613	0.43130638988336	0.164156733469451	0.421863136905653	0.969337810817247	0.794522142795095	1	0.852572196949158	0.388221733031135	0.545389260366822	-0.0524772358222687	-0.0932373871538328	-0.106217256194439	-0.19679105370539	-0.0713227203759115	0.191099533039873	0.0697809762473477	0.0555297197935647	0.503029401637458	0.319271994620312	0.475162851751265	0.29722942379028	0.400993567176455	0.159590424344443	0.505768562879029	0.33266085975445	0.480433859856189	-0.0405265291206409	0.0982241146908053	0.0655028035657598	0.156980027031996	0.248509079322285	0.25849160623769	0.602864725570001	0.491218836932938	0.383922605299982	0.499583742252544	-0.0309264937494338	0.682188536934718	0.505509474553565	0.564590820934637	0.0989574786425294	0.257900055069018	0.0951678927876405	0.129094402773436	0.241856258124688	0.235440812271757	0.289197847473126	0.34184223511842	0.233881493385898	0.431943443799288	0.867751290904896	0.802940986030347	0.755382232163192	0.99897216466363	0.757175685392351	0.307146573369387	0.856014328725872	0.680423293897318	0.19126741070008	0.439027671463785	0.123414717033618	0.319878867577733	0.159384500228828
0.531263936236738	0.45219348511687	0.148562125124182	0.400154480391392	0.876232881595335	0.589791684093558	0.852572196949158	1	0.291427660492077	0.607150971817452	0.0265385447803002	-0.0868253027872173	-0.104124633826169	-0.125777283785741	-0.10967033949249	0.0986453825298408	0.0358242255036988	-0.0445167874716326	0.448984414991977	0.302060738119354	0.531657332150828	0.400415974400148	0.433639500427382	0.243410499359575	0.457029978282198	0.384392505571636	0.430452469442863	-0.00333118113096612	0.24452848194192	0.115292016569297	0.196858405595297	0.198918061322206	0.154179487366592	0.558342918483798	0.451212484983171	0.408431145738618	0.366762727864155	-0.0118025472892305	0.599913036243115	0.449318946832928	0.513707381725561	0.0138124360203252	0.240408700638296	0.134463240284481	0.14367309575044	0.0601407190895066	0.0544022474766273	0.119225204378333	0.132235407190781	0.120099302877141	0.212005608294945	0.689318233632741	0.622597374501414	0.5482551032538	0.857423713370915	0.71241210912145	0.32860750915426	0.997816788968773	0.875846223401885	0.15808253593477	0.372650251730086	0.286127129915035	0.381902192329935	0.309025368844576
0.507591938667929	0.105789483688188	0.078815678575128	0.0143363214332007	0.416661983930871	0.416177934231393	0.388221733031135	0.291427660492077	1	0.176793419231174	-0.0867369526254391	0.145679905052807	0.123972820450849	-0.157697175238388	-0.120574151106739	0.173520476795353	-0.0837529862049622	0.104493030260269	0.174975118238251	0.241027066824721	0.102563862747316	0.0842632382961538	0.144638776437959	-0.0562252222232631	0.326805734636796	0.0809255809663653	0.837582114116373	0.149817090454379	-0.137236446224355	0.0939067636703069	0.256685483258788	0.0732775453077714	0.0941421834013958	0.376056283444827	0.0449091901032009	0.194006492158581	0.30586023292258	0.126471887878916	0.377925110728199	0.270798164962393	0.49447199197823	0.0137325337875269	-0.0435707938833513	-0.0356365176620767	0.167637524491296	0.144226843586267	0.205329114013884	0.205221446570965	0.22981806050012	0.125378612050578	0.245804943835067	0.461834316920085	0.409553905390194	0.467481043729678	0.378431767212357	0.250864549823911	0.21021758750346	0.270076786743612	0.281822105464291	0.0329045887614463	0.92379483693115	0.134877116196553	0.31968097591723	0.24329797175539
0.590904577168702	0.48645343251911	0.257367124472517	0.493808673298289	0.560853527160439	0.39581606380776	0.545389260366822	0.607150971817452	0.176793419231174	1	0.653306384591137	0.140920281076352	0.167210169526893	0.114625418374805	0.168427379669792	0.116464768047655	0.183055586269452	0.0730984218283947	0.607959277153131	0.492944510002027	0.538368770381023	0.607777465125964	0.739989635222048	0.622020884336499	0.51777172141512	0.728480996885628	0.402955137576556	0.0925579166423717	0.39748065653038	0.355119537961479	0.404334498818778	0.268180135327005	0.556004975069901	0.699181596593352	0.734430534389838	0.677369636807026	0.634200612983018	0.150264722019853	0.509102831153895	0.549486906886156	0.536495856196831	-0.0363636770707248	0.34943472443312	0.28584625326596	0.32556644154314	0.191188420885512	0.148277783599331	0.174085782236998	0.2357289437542	0.164019721563687	0.269738977275885	0.41642937940305	0.350739868200054	0.305489568447102	0.548254746543053	0.36736644219171	0.105217200382549	0.614120035234393	0.479701795802486	0.0867430030378589	0.171293831071932	0.0949691818394985	0.163114998198694	0.106693535705105
0.275764305791847	0.0948015239262569	0.0836074425788894	0.0488184429698805	-0.00941636104718518	0.0135816974588368	-0.0524772358222687	0.0265385447803002	-0.0867369526254391	0.653306384591137	1	0.212286622800133	0.231121557810378	0.241028184865592	0.107895451060173	-0.0740208909362932	-0.0578556799660452	-0.0917457006251295	0.35455889022348	0.400411941878614	0.359214617831443	0.558312338223762	0.460308297618053	0.638569166894928	0.00210837420952118	0.540598781322254	0.0600470683327372	0.129459006886516	0.457897947579831	0.212401501290253	0.349156179272464	-0.00577446212123571	0.470528077081214	0.34825485932731	0.386419429678406	0.448433885044587	0.477759403482659	0.108584937741789	0.107255522042711	0.138969770960386	0.191776244750935	0.00122394254787166	0.137867646430102	0.289200193557926	0.267640307169693	0.104140061502885	0.104191910987857	0.126291379410024	0.156503111198859	0.148499507183282	0.159120936447617	-0.0386932067030229	-0.0558861897946914	-0.0301314822371222	-0.0550106477285768	-0.0897967682828301	-0.100217441643699	0.034428675319228	-0.016192698273342	-0.00034657347898058	-0.130335835939664	-0.0388708216748849	-0.0080452182175417	-0.0723396486806689
0.158459520164298	0.159215927343008	0.193384796982792	0.102604431869408	-0.0645302239052891	-0.00142387053441233	-0.0932373871538328	-0.0868253027872173	0.145679905052807	0.140920281076352	0.212286622800133	1	0.986968314144706	-0.00209869465206512	-0.023699718523443	0.0707799595020478	-0.0509333942865151	0.0506798918451257	0.214720897760596	0.532000735348419	0.186024563113418	0.254036012874292	0.410442278686956	0.25916434355753	0.396901368071231	0.374122329501898	0.312971213123065	0.948597308599774	0.106314600259208	0.270338065138065	0.19519407044255	-0.00044489844234619	0.219210809537243	0.236698398645767	0.163117256594576	0.287832126864482	0.265992718139105	0.965687256681935	0.00432394125663454	0.190071992602482	0.108340038463217	-0.0141541895073428	0.0020892094664992	0.019468204024189	0.0905861637793491	0.0878817272259228	0.0872279355419277	0.0491607832284933	0.0829969927734261	0.0254470232038683	0.0708636408654778	-0.0489642202013881	0.0266877206207585	-0.100404937610637	-0.0929653366356774	-0.0926031820496544	-0.0691143379098553	-0.0960486039356269	-0.0919752479415792	0.00855520996724968	0.224082042370652	-0.0466222122619255	-0.073432898988788	-0.0580638260492007
0.145466998837022	0.16965257428884	0.222601130444633	0.129566400498571	-0.0845658453529436	-0.0271870813998733	-0.106217256194439	-0.104124633826169	0.123972820450849	0.167210169526893	0.231121557810378	0.986968314144706	1	0.110219052039611	0.136411282593007	0.0958975986073105	-0.0263094710593089	0.14490104127483	0.219200413827443	0.532998143465332	0.174441331043084	0.260630168869995	0.446305955003602	0.286664700149166	0.425607158477982	0.408495068676848	0.302796429797492	0.939225436048349	0.131079003377399	0.308934119456395	0.215587327584613	0.0963533204761866	0.235320321509965	0.232555949127054	0.187028121648593	0.305434528573059	0.268907002940983	0.956713784492815	0.00065833133858576	0.221264002173202	0.108601502313018	-0.00685411014314183	-0.00609140783874921	0.0160720528046641	0.122252954464397	0.0909382504962026	0.0783006739009383	0.036706000468737	0.0735393660346577	0.00924494283297231	0.0574292033632415	-0.0722379756776481	-0.0106189267009669	-0.120510444197416	-0.105159263731889	-0.102848806113699	-0.0412730808726769	-0.11303636565345	-0.112130498026748	0.0164786047210502	0.197586179238503	-0.0249483285193257	-0.0745426990479547	-0.0366632399241391
-0.0953119777035469	0.116161680390886	0.243849513465608	0.0934501268851544	-0.188571589151823	-0.184624418490266	-0.19679105370539	-0.125777283785741	-0.157697175238388	0.114625418374805	0.241028184865592	-0.00209869465206512	0.110219052039611	1	0.613442479654345	0.0695212248540954	-0.0553757915818784	-0.106740241753825	0.0341376673668971	0.0831303476591765	-0.0528494373181777	0.0958322345580656	0.168398949646756	0.283192886455761	-0.0616468332031579	0.215558601971714	-0.0625413154503731	0.0334935242671222	0.289192603773384	0.180528297671038	0.214841344536036	-0.0709059287186342	0.12593928239294	-0.0013256556670418	0.0799486271761718	0.126810290175721	0.0340090637126404	-0.00921828792104378	-0.0952236391516501	0.188016412383889	-0.0109282842170866	0.103392051095617	-0.126563598048709	0.000628404896841991	0.113559764462657	0.0707790982759206	0.0298069434320122	-0.010070036807009	-0.0142582867887018	-0.0416390031646274	-0.0401818950372594	-0.205322176176315	-0.264679775470047	-0.266172669556367	-0.187332626557985	-0.171531066535771	0.0598584679426436	-0.125857502161542	-0.124147931893379	-0.0567223075985579	-0.218850904423539	0.107233609141655	-0.0112938429862201	0.119709645532114
-0.0683804152700111	0.0575870852897823	0.166983497224658	0.171978486470519	-0.117787579989516	-0.150109566073128	-0.0713227203759115	-0.10967033949249	-0.120574151106739	0.168427379669792	0.107895451060173	-0.023699718523443	0.136411282593007	0.613442479654345	1	0.138177395624328	0.17445714860768	0.664404616167134	0.034677804808856	0.0257785027936131	-0.0617692168395631	0.044090553717641	0.242381481119276	0.163077843727523	0.222975857216265	0.224302681222914	-0.0472038990488991	-0.00774414428160236	0.132990954239518	0.241313068294618	0.117582751264921	0.670551876911448	0.107710467395221	-0.0161264831955976	0.159058212091892	0.117043048300698	0.0304213621656127	0.00169511223952749	-0.0186013633897171	0.188944702261928	0.00762516269596283	0.0288545977525044	-0.0390801123544785	-0.018983748244429	0.199531519651582	0.0182871083664935	-0.0586044325078181	-0.0804650182009768	-0.0551799015568354	-0.102762053211558	-0.0796021257509359	-0.134115500704672	-0.214832662217053	-0.10538472605072	-0.0676202891456909	-0.0575263537964945	0.176426500287457	-0.108205438882211	-0.128403571669573	0.0657061819166271	-0.139760347816413	0.127626260439014	-0.0122994952868672	0.121940933999743
0.14231486016508	0.216538966166721	0.306410500155074	0.237986823148102	0.135172902297266	0.0321528719054214	0.191099533039873	0.0986453825298408	0.173520476795353	0.116464768047655	-0.0740208909362932	0.0707799595020478	0.0958975986073105	0.0695212248540954	0.138177395624328	1	0.021955510683879	0.150716228659132	0.159118660269018	0.136389629071978	0.0513007649673907	0.0851544775555704	0.179505632478789	-0.0526593061183921	0.383992189539048	0.105662759546696	0.251102958170056	0.0556925335642004	-0.0594987577173316	0.475410453101204	0.114025070946252	0.215349511766405	0.0171045095125759	0.138782851166853	0.163308934972952	0.0882084809845983	0.0780643538963991	0.102504231999022	0.230102072365412	0.326865985817524	0.0642312885243933	0.144705234113745	0.136923707266754	-0.11364683647361	0.208796379292912	-0.0358213770217963	-0.0313524537461601	-0.0582265420416109	-0.0724444927144874	-0.0722890552325858	-0.0660099999083553	0.0729523306370704	0.0257148547200488	0.0453588322046815	0.197224916097466	0.226625318651191	0.0106115636355156	0.0989785955997345	0.0776687356923752	-0.0273206761135673	0.198099491910373	0.0347790356736652	0.00673402916919305	0.0710328216203209
0.101382860447196	0.313153578026584	0.217083331012237	0.302289160047456	0.0924485755936342	0.114734146608362	0.0697809762473477	0.0358242255036988	-0.0837529862049622	0.183055586269452	-0.0578556799660452	-0.0509333942865151	-0.0263094710593089	-0.0553757915818784	0.17445714860768	0.021955510683879	1	0.172101339549277	0.286664298441149	0.0759888910533645	0.112861834623064	0.0265804427549568	0.207136139606223	0.128502311963964	0.201651193266152	0.187217990241737	-0.0288999375666341	-0.0871215403357778	-0.0316558499686816	0.139376189458126	-0.0364502231525619	0.157826411578033	0.182289167161297	0.203439020229037	0.34671021396188	0.192013966863958	0.0982514447736042	0.00744859874691806	0.151570991989664	0.26186324350529	0.169471016679509	0.0659301122190461	0.0978378406157665	-0.0295567710709226	0.0707658420002653	0.109222101922285	0.0874168415016915	0.0844416595325994	0.126945641160853	0.0635103110139642	0.133458549010387	0.107111916385478	0.0926635850913869	-0.00111522947640327	0.0712800695284737	0.0305288444857299	-0.0972653301499227	0.0427044791883366	0.00749322921192671	0.0618214137152253	-0.0869995041173951	-0.0951280480320766	-0.104731597179536	-0.100811286699512
