PC	var_explained
1	0.30244
2	0.09801
3	0.0734
4	0.06031
5	0.04968
6	0.04457
7	0.03961
8	0.03482
9	0.03361
10	0.02842
11	0.02597
12	0.02292
13	0.02145
14	0.01835
15	0.01662
16	0.01561
17	0.01459
18	0.01345
19	0.01279
20	0.01086
21	0.00829
22	0.00825
23	0.00754
24	0.00662
25	0.00541
26	0.00454
27	0.00404
28	0.00312
29	0.00286
30	0.00258
31	0.00215
32	0.00184
33	0.00133
34	0.00105
35	0.00093
36	0.00076
37	0.00071
38	0.00034
39	0.00014
