PC	var_explained
1	0.11192
2	0.08814
3	0.07465
4	0.06404
5	0.05588
6	0.04868
7	0.04701
8	0.04418
9	0.04312
10	0.0411
11	0.03535
12	0.03365
13	0.03286
14	0.03097
15	0.02838
16	0.02582
17	0.02529
18	0.02352
19	0.02166
20	0.02056
21	0.01801
22	0.01752
23	0.01583
24	0.01434
25	0.01168
26	0.0108
27	0.00802
28	0.00699
29	0
30	0
31	0
