Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
GRMS	-0.18110770322426	-0.0379537008356596	0.0360789880560708	-0.0348420451098392	0.179376549704235	-0.0821949227558431	0.316883379989073	-0.114852265089838	0.127097179019167	-0.139052124400797	0.0936907962355098	0.0394287145782204	-0.0775039329692439	-0.000601824635466624	-0.0590796125527574	0.012725878124677	0.179978395724469	0.0327815193492802	0.25969828791447	-0.392532803064668	0.408695369628624	0.157708109082139	-0.34270892447572	-0.117663482431883	0.199595602445958	0.0196220334668735	0.277341494166083	-0.161296298926425	-0.0458585286387478	-0.0738285567527348	0.0480115107563828	0.0732220992639978	0.0384526153680898	0.0316046865600331	0.0188546052868898	0.107626219700731	-0.0563548811382494	0.03139803697689	0.00883125944501319	5.83918535224247e-06
KCAL	-0.258073652152432	-0.081414218606559	-0.182656261625128	-0.105782520136248	0.043623281475059	0.0135452181079642	-0.00161216710329307	0.0233677897180859	0.0385707197458397	0.0435701911200295	0.0184300200317158	-0.042170944019815	0.0510400344435577	0.130734709922978	0.0205462983363099	0.071368420841722	0.0185613306426705	-0.157769591489327	0.119656713570004	0.0375476030235585	-0.0221429404026266	0.0635108993978335	0.0374576161534289	0.0588227880780363	-0.0921860140468077	-0.0821550993426215	-0.101054121027609	0.0425003554522261	0.0370047497314482	-0.0347614187166051	-0.00235162845593769	0.0301316304261244	0.0174085611888506	0.0360429498685515	-0.0142511592032402	-0.122018324662286	0.0611649900347068	0.689212160679055	0.52182831469494	-0.00208942712033716
SODI	-0.234340171570145	-0.010850386241681	-0.131520540948797	-0.113528522963289	0.114637134593165	-0.0183129026405114	-0.12598426826239	0.128172582431952	0.00836189190383874	0.0801122165912462	0.0411942136567909	0.0438997570374263	-0.127126386655849	0.0268165802636275	0.0144197017459406	-0.0373917810298397	-0.0302242841883562	0.0252019897178373	-0.0341465199089496	-0.0823071867941041	0.139732516257803	0.126728554968199	-0.242337337103604	0.24304183861414	-0.357997351058808	0.202333205054661	0.0367769489111797	0.432348490447372	0.0808454014920508	0.259132213946443	-0.43191312645418	0.136665683157093	-0.0095475519425432	-0.0169939841264857	0.0473784800669415	0.0694241325542526	0.104368618892032	-0.137466746008286	-0.0633160604480976	0.000228977329152493
SUGR	-0.146579803058567	-0.11748237856527	-0.140044997524446	-0.00324885955817197	-0.167604000954667	0.142437623901478	0.283480465306446	-0.0775438990378212	0.00499714836476713	0.246567040868519	-0.146773233449486	-0.164930854163586	0.00443903585891005	0.288178914679468	-0.123324652607308	0.196989952883739	0.079780714220351	-0.245753134334514	0.368670986515945	0.161320668382826	-0.121051092812932	0.291583567577258	0.108373518751003	0.0309772604599426	0.164477224147409	-0.219309421416363	-0.0619633213993984	0.164229150977504	0.0608032379838786	-0.0212881782333914	-0.0931910049949606	-0.0918843647528816	0.0223941940964752	0.0016469690040485	0.0467333191479994	0.0226474290873438	4.78708653455923e-05	-0.257845761865317	-0.160265729808811	0.000657426376706108
FF	-0.194316613541637	-0.136601460543068	0.211136764323912	-0.123571944062895	0.15490901865423	-0.00319903464223825	0.0706509737133351	0.0415274605380831	-0.0378181978329521	-0.0660547949510464	0.023051672334875	-0.154444247841438	0.0516581958414706	-0.115769799411742	0.00389438055741809	0.125260889451436	-0.0605717639301836	0.110293255263005	0.00697909212571396	0.111183787793884	0.164464694771953	-0.459731455534431	-0.00766435758671752	-0.104016508136797	0.115874279000379	-0.416338271858204	-0.0896005342492157	0.333863027642211	-0.124569763647897	0.189751405602614	0.0494975522436106	0.0286259148059161	0.0168338684563417	0.107666904935997	0.144020514304109	0.0225604046595435	-0.0467952955793198	-0.00900782547672839	-0.0326241880903491	-0.340615937800396
TFAT	-0.233244944996842	-0.0626794857679431	-0.245800563256593	-0.168443947438926	-0.07909852769754	-0.0569197538947952	-0.171729688920069	-0.00709271204887502	0.0177955686547528	0.0641184558939051	-0.0324649680915034	0.0407435568092155	0.0212473083886808	-0.04921339069582	0.0449263090073407	-0.010125545583712	-0.00699617017023347	-0.102430599968256	-0.0366739562171075	-0.00876230720239756	-0.045626400954686	-0.0685323969678756	0.0295237472907459	-0.145521785190628	-0.00837905953923917	-0.00487967562928833	0.117715708462948	-0.100114393748382	-0.0296411216111932	-0.0418000384885066	0.0278936177590246	0.087200223332411	0.0403838770346749	0.011875052139018	0.00799558280270456	-0.0214236070227667	-0.0356675133968273	0.405996079251668	-0.746678592676413	0.00173412308666956
PFAT	-0.197138612281764	-0.0435630371542209	-0.144789905353623	-0.213728694957874	0.00571043487159631	0.00199749119319463	-0.248765426369118	-0.170415611282662	0.0902098950709448	0.181339154943326	-0.032033258735161	-0.0175134860213495	0.120163400377729	-0.111749062880176	0.153907882933031	0.159844123373396	-0.0664683078588928	-0.260233294211823	0.0244649212605475	-0.0314640590708335	0.0182623339182819	-0.0256644814232522	0.156175800017333	-0.0700298212983702	-0.139781400472327	0.120856328468989	0.326228803388075	-0.134693914920648	-0.168598720116004	0.30443651467717	0.342970824009987	0.0120146942627718	-0.0217511348718095	0.150646440761066	-0.0542505039381877	0.0679125702393265	-0.080140835247813	-0.309772950822867	0.219999360157529	-0.000397093476834862
CHL	-0.229429706187571	0.0652282896299206	-0.00393590190932869	-0.0772434752292503	0.133296093693035	-0.206228387087416	0.0238858454096211	0.0145642786299576	-0.0456166134221337	-0.1215704725616	-0.0471659812823787	-0.0515418155068097	-0.200307677974608	0.0867450069666534	0.0819691897319315	-0.054509582304881	-0.136054680402294	0.102346300393657	-0.120958247347536	0.22940515290719	0.0320933036143815	0.0402587143789591	0.113963263105743	0.413094631092211	0.167828219109681	-0.0998815079679551	0.419524830304582	0.0583365379813952	0.0367420453562883	-0.187856760415898	0.140668592237318	-0.0606979802322734	0.100190983629329	-0.301446547070399	-0.114510404424101	-0.33916208184258	-0.0309562987872604	-0.0822418076550087	0.00187419547931613	-8.33789625168956e-05
ATOC	-0.190084102836103	-0.0971242411713397	0.077397350832677	-0.0396631172390279	-0.0320953385918185	0.114578649681265	-0.286399034767036	-0.464860915289788	0.030968080959952	-0.0830796591516422	0.0460074121955026	0.0779280133951009	-0.024172279369491	-0.0730173160488314	-0.0543269733224327	-0.0234254897448457	-0.0447704944261915	-0.0593675881564799	-0.0220798011540172	-0.00186944421004706	0.0803391400090105	-0.055333153136938	0.140830814112378	-0.0761976793405024	-0.113442312405641	-0.192090491517701	-0.0230858390802959	-0.17013756760762	0.0122497491776419	-0.321922210625731	-0.391716739893088	-0.00939289695985485	-0.0141113407087286	-0.335435343399006	0.245222431394419	0.158620641676862	-0.106857991494399	-0.0997531436070772	0.109585751031438	-0.000110452692313786
ATOA	-0.0751645996608492	-0.0228253833337397	0.0910544100116727	0.221517792471802	-0.186178111598084	0.167227889972857	-0.237675477933065	-0.470406348399419	0.0378689189920968	-0.317335553555319	0.0418845121289453	0.215295158791014	-0.24727208218894	0.00773013309630794	0.0584785625392574	-0.129848452107224	0.110857324684713	0.0380580557787693	0.148077318709123	0.138419804467594	-0.107881201106592	0.113122816861704	-0.180457048757122	0.0658129754491357	0.0668747687020327	-0.0463309872009718	-0.059680460490887	0.252503446388246	0.00184859078556443	0.179467511844585	0.199193418314572	0.0272831610224552	-0.00119859816123418	0.230005501986426	-0.1795390127372	-0.0964710034097991	-0.0235714690159535	0.0656674185322176	-0.0479752570271221	0.000130546587758591
