"GRMS"	"KCAL"	"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"MOIS"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"	"NoOfItems"
1	0.519550584532213	0.510799623756864	0.461187823843183	0.326841519142809	0.431542309154197	0.362956985448267	0.3162096410073	0.357573647075862	0.297702478277273	0.275120935611307	0.34479437556894	0.118169983958829	0.15705199965015	0.221598654829151	0.117655234411291	0.179947406654586	0.0752735967049031	0.224258233610742	0.15091692236377	0.42155864064683	0.472290291255153	0.440349553757813	0.403543464944745	0.417842473890767	0.156387295444837	0.48445765874573	0.352943993335061	0.485700569412817	0.221167496054257	0.150463727464687	0.236661005193245	0.243512924976315	0.184776012047747	0.473086457328203	0.529964615508206	0.611905375463056	0.373776319878586	0.415869450413547	0.361758209116623	0.474749192951761	0.595098719246037	0.456497522314579	0.331067555463323	0.0801322608682131	0.244599376315324	0.994870034397711	0.21455733577749	0.221527575091207	0.173580591089435	0.220221178683174	0.0711705613446141	0.251594788591966	0.335787461228312	0.30303469820794	0.282118661079523	0.355406980842614	0.254342746896501	0.0701764933142809	0.288277165051553	0.289166687734577	0.0893568410352593	0.263693517351855	0.129968580457641	0.201127933878015	0.146806025066626	0.328254971951338
0.519550584532213	1	0.772813569017405	0.886325740457897	0.6515539050693	0.559938238338188	0.882505829390321	0.79948903389012	0.831256407136298	0.751779423395109	0.526853346052043	0.524545628293351	0.0734249677328576	0.189518316329002	0.211874916062062	0.0446188748183208	0.107151983380174	0.0535732463497856	0.244944026014254	0.107180264747741	0.69338933557564	0.624228373820703	0.634574658261537	0.47251248870158	0.579394666059937	0.37641951363653	0.507939552354637	0.542617872236604	0.659514238003429	0.228419305724231	0.151634248582541	0.250503464562003	0.238675538558803	0.179424215236897	0.635265089530338	0.838317757439664	0.672973780535201	0.631536813439429	0.569747166584987	0.337645992061703	0.806874286703808	0.720720315112031	0.733034565484221	0.206013088841514	0.232662038288088	0.200948012627566	0.431722351863995	0.513979069926175	0.522498246724255	0.447705221778678	0.548672901745579	0.289343399931941	0.61779442045859	0.833107416854748	0.786111366143206	0.650912967284306	0.828936769276219	0.522983753413105	0.106314849761068	0.748147810703732	0.647957827281473	0.0739638176144806	0.480031770448376	0.0717003325746622	0.213762004507851	0.0846734727133162	0.380276820603047
0.510799623756864	0.772813569017405	1	0.565853441031277	0.320055389873498	0.503063961533058	0.677712086811382	0.601740011113863	0.671612552363267	0.526662091345087	0.654017171097838	0.470317788999471	0.13459463916842	0.218586110654868	0.256946079519895	0.068983005886211	0.149912645052834	0.0507705545089971	0.216909546229963	0.140110203116721	0.655688954947409	0.644883117109403	0.718944299787461	0.517926621609718	0.547897762811615	0.306993619720999	0.530215455458489	0.496762734425931	0.811096935634757	0.350822054150379	0.131594900956454	0.254504909484618	0.399971100611469	0.212133396912556	0.588530950054287	0.894851668029894	0.675604266833436	0.583085486938023	0.685769869934854	0.376413021049731	0.792390440151626	0.751731670675849	0.905264526416791	0.123768844277939	0.080427216527643	0.0863639802023952	0.448272531756394	0.351113461327647	0.35975573098128	0.282315038779902	0.374869051767073	0.152104805896527	0.4525320458784	0.64288468913516	0.603551796106903	0.675432610899448	0.658898526902875	0.503499314909568	0.145102993297506	0.512694805624533	0.454396666198181	0.17325094862533	0.611924996226499	0.215549633904559	0.438148274281369	0.271707002557573	0.326103118035264
0.461187823843183	0.886325740457897	0.565853441031277	1	0.818627444965452	0.591352682547875	0.643379911418748	0.584705073063838	0.579220214377182	0.567239487345542	0.295424247751224	0.410892472736434	0.0504864537434457	0.157811074490015	0.201445983469601	0.0954192830037106	0.135915658931228	0.0896214179347115	0.245958465078143	0.0876632799653344	0.657920436453661	0.532608769224016	0.529000473604787	0.433608452132967	0.579470324447354	0.418442398161211	0.465035056128262	0.556883808724927	0.441236561929953	0.154028775615555	0.178578894609357	0.312979083661554	0.197011849185627	0.13665592564915	0.572362074388086	0.689002792665711	0.613659691609531	0.631343747785582	0.437411654698557	0.300210259458697	0.638064873789873	0.65562231423093	0.54374206353737	0.180626726367783	0.25480386200989	0.00311387113355164	0.376491414517745	0.407503270653089	0.417114562011072	0.360330260254969	0.422743916065422	0.227457312836043	0.461726424340472	0.605686461132014	0.564274890763211	0.379892827857398	0.584028182103622	0.316833641108953	0.0535647843871408	0.566716664230179	0.503258935092605	0.0182866571479519	0.251541923599784	-0.00433395389048404	0.0830136757364687	0.00199090723384744	0.339458544812356
0.326841519142809	0.6515539050693	0.320055389873498	0.818627444965452	1	0.257184846374818	0.453861195437448	0.454911698365254	0.381683892113207	0.375236103146247	0.213501630324056	0.234250146135581	0.0599680328100723	0.149051895830514	0.144293009887739	0.00657389243150476	0.036581538473485	0.068578696722213	0.110714242300479	0.0187664076518449	0.356818019670348	0.391146804688191	0.315476931455036	0.308242830047897	0.290358130009282	0.229352079878186	0.212857287884179	0.285531617525396	0.263762651340375	0.125354557437199	0.173493676238539	0.239871794509396	0.192710090796069	0.0505059922253642	0.415582123555503	0.436646580886572	0.333796363972658	0.359245367896458	0.262440484932469	0.136174861157588	0.332239313843493	0.44264163095297	0.272476291152887	0.239510962078065	0.346905219206785	-0.0929926124508411	0.262351037313927	0.385694860747948	0.398158661918698	0.356014254274149	0.38651309122868	0.224094313504816	0.400344976887364	0.449637740622028	0.43565441977396	0.26086345862977	0.385142599103191	0.17322279320254	0.0103469084845119	0.372591319382447	0.35457047848747	-0.019034978989548	0.178528462791424	-0.0412950501757871	0.0307183067513155	-0.028782633325331	0.231593837611666
0.431542309154197	0.559938238338188	0.503063961533058	0.591352682547875	0.257184846374818	1	0.431673115585685	0.29165888156192	0.456291999714669	0.435151814331886	0.118353523926575	0.574316206301398	0.0981731719533581	0.108360860799757	0.307792921582479	0.305913085896046	0.438340124793745	0.182569691831055	0.335002695005949	0.358426102738785	0.557673222130395	0.437394013462861	0.356105429685518	0.363371938355145	0.667501918995349	0.233018391800507	0.790998755704239	0.558301527122575	0.394061600785612	0.0795777635153875	0.111554284139528	0.49752823520016	0.14873059223347	0.422838124432559	0.506107118791039	0.636481507530666	0.82116917577167	0.602623648978373	0.404774325872305	0.444279337746227	0.461891053896713	0.748471760050956	0.417222364553076	0.013163096067492	0.0793629838390212	-0.0233051055135831	0.384262813592318	0.174594941732458	0.168604551719507	0.135034089157211	0.184418005196947	0.0769026532052409	0.196325554033339	0.324892610853627	0.257805711231994	0.217511105976045	0.46581637032232	0.220353239806885	0.088285831788742	0.433001885427924	0.423312066803084	-0.00725438619092917	0.0630873911999669	0.0202159398198664	0.047465976621634	0.0310284484737934	0.451055522532154
0.362956985448267	0.882505829390321	0.677712086811382	0.643379911418748	0.453861195437448	0.431673115585685	1	0.905887791135265	0.962667988745113	0.849991702983141	0.574407817095626	0.555315119053368	0.0747570774096261	0.180092434893759	0.174648754572959	-0.0168067191885127	0.0508984858269408	0.0231367175631989	0.170531102835031	0.106477821694862	0.547239773146149	0.529595812670806	0.49346660138773	0.330135413386478	0.41679525021386	0.251447365593768	0.385114128951946	0.383680845455127	0.595204037829593	0.178878761932591	0.079677883601917	0.132739380759577	0.172342283045438	0.18994094260453	0.562868926932909	0.735127289371226	0.537391426102005	0.482725644021532	0.496226293735996	0.280081344249547	0.758314598675362	0.574443577912985	0.642258569105153	0.191972838773345	0.237259430207088	0.0495384461416382	0.286048686432186	0.57338480844534	0.576035552466183	0.513131747384032	0.619749877912708	0.356410198182331	0.692749181547494	0.937698455084065	0.894202786945304	0.756887973897858	0.958535570175352	0.611014531057058	0.135387721564698	0.849498853113799	0.715654109568493	0.0639760349896481	0.52500937318005	0.0505127547342646	0.182661141501483	0.0603546711188063	0.360157589336595
0.3162096410073	0.79948903389012	0.601740011113863	0.584705073063838	0.454911698365254	0.29165888156192	0.905887791135265	1	0.815135107780943	0.600811531135088	0.559886944975544	0.338472467015642	0.053276707109711	0.241238357026469	0.19130663718014	-0.0583454730159577	-0.0219924545899316	0.00384150229259923	0.106190760505451	0.0227396703619955	0.499667675437641	0.524557660035162	0.407203418453335	0.270802191920484	0.354625358829067	0.273801774727064	0.266432795924954	0.34637980041213	0.519303784527756	0.202436378704033	0.079900592428788	0.0586819817198824	0.185609988536059	0.0756979170332588	0.617410176245921	0.678296802207196	0.387478684091998	0.429545948241903	0.463873750488023	0.181837324524972	0.687522073788723	0.458867397888281	0.567506169374075	0.202937544676734	0.278505871673752	0.0310205942456148	0.246133169970763	0.783918657232475	0.788085908957573	0.716747752037913	0.8378374697977	0.504382617579263	0.904196670050403	0.977199497002177	0.964252320425836	0.750206208929163	0.802028080288268	0.461979072002391	0.0767105017964845	0.597401058325744	0.5238809581257	0.0414105715922346	0.4759706805193	-0.01022011458773	0.148909542175534	-0.00467650991760147	0.310801891917585
0.357573647075862	0.831256407136298	0.671612552363267	0.579220214377182	0.381683892113207	0.456291999714669	0.962667988745113	0.815135107780943	1	0.800676507905254	0.550911077432195	0.613039661413043	0.0823791624364498	0.14085935259872	0.151251633158291	-0.00875544812789017	0.0716133646430696	0.0376809970002931	0.173192817651738	0.144505163268046	0.513716444990957	0.502259146404611	0.487436752665522	0.324294861969304	0.406244612171181	0.21195671325173	0.409465097250188	0.362979729191126	0.5976851571731	0.160149414314261	0.0678898176992716	0.154909531633517	0.139428521063235	0.219835411787816	0.491019379562007	0.697309029324669	0.56591667395741	0.460131905467949	0.500106761181239	0.303150044043211	0.718147647511768	0.58462423043946	0.625470996584362	0.175874661024912	0.211263597093835	0.0528805651446097	0.286540489336064	0.444681686781872	0.442095777834198	0.385049163962149	0.480463253940917	0.264230347062386	0.563573979180969	0.868724064157021	0.821535756278119	0.763079933384318	0.998459339034232	0.632738715332259	0.138822315987125	0.805058749682856	0.634158291396991	0.0678892261863216	0.516969270400621	0.0489295931871357	0.175279803185248	0.0552501797592741	0.335113140712985
0.297702478277273	0.751779423395109	0.526662091345087	0.567239487345542	0.375236103146247	0.435151814331886	0.849991702983141	0.600811531135088	0.800676507905254	1	0.412751656632339	0.593741267267815	0.0775760134762353	0.0938542456155929	0.130284083035148	0.0325461634206485	0.108444850140585	0.0310962950923233	0.174711091354907	0.148284565550074	0.457846721620273	0.379978647317394	0.423379393197373	0.292870990895458	0.370244313733163	0.186351926703973	0.379860556008251	0.328528608886331	0.476100883100907	0.0984045741024433	0.0551981417426026	0.157911929084875	0.123061304565594	0.257002593341119	0.38189617197122	0.591086998434173	0.516591571700026	0.407822696565966	0.344638407729978	0.290426028543661	0.641038196868012	0.51167448671166	0.51864840548475	0.13725686368497	0.150413499183575	0.0587472133339988	0.23123977075799	0.270322849336967	0.27228929652113	0.244360379397935	0.306570405493078	0.176867101485951	0.34470983351059	0.665686145160511	0.600021689133284	0.484212175139381	0.808076786044714	0.580867916461354	0.166589282496798	0.997181749746738	0.878104207405448	0.0694113368544151	0.414286245352616	0.105936361978893	0.155483554343001	0.122063377082359	0.357181578898506
