PC	var_explained
1	0.12816
2	0.09621
3	0.08511
4	0.06512
5	0.05262
6	0.05176
7	0.05075
8	0.04483
9	0.04219
10	0.03672
11	0.03417
12	0.0325
13	0.03137
14	0.02926
15	0.02687
16	0.02493
17	0.02376
18	0.02151
19	0.02014
20	0.01697
21	0.01491
22	0.01462
23	0.01323
24	0.01227
25	0.01067
26	0.00946
27	0.00556
28	0.00427
29	8e-05
30	0
31	0
32	0
