Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32
F_CITMLB	-0.147767070956236	0.140199533107571	-0.0783392894577926	0.424261554168363	-0.0773350420160159	0.162896017298417	-0.0674136336896477	-0.300941217518778	0.125670940288783	-0.039062571743657	-0.166384261020516	0.134305023092272	0.191901487577907	-0.0845554068429538	-0.0639880809679748	-0.0197699727798703	-0.0324000977276935	-0.015804289316719	0.233234506933667	0.0455545136103458	0.16330678927019	0.22930535838825	-0.30341401467227	-0.226218283002739	0.188838192719257	0.0401573456543952	-0.0602548870630652	0.0469533014537898	-0.00703801611620426	-0.0052036770378466	-0.0310266614637954	-0.456991636201308
F_OTHER	-0.234678454577516	0.146805649814504	-0.302078374221684	-0.11180057285293	0.128319105313339	-0.0842866242132239	0.120161618469968	0.0179796427145682	-0.0899245965843306	0.132265407073258	-0.0429092130416089	-0.195724646892969	0.0352454372838266	0.248072682093119	0.0194028510080473	0.196245123606424	-0.0452432956732851	0.32989406863333	0.0788497832177687	0.282427060672842	-0.307615015987245	-0.192570225636157	0.118522768020837	0.148877993569501	-0.0662245636584234	-0.102237347915925	0.0726630145490584	-0.0184024550558946	0.00430681206534875	-0.00543185087733557	-0.0323869578669855	-0.477027041102578
F_JUICE	0.0231534244544087	0.00175542578827015	-0.177647146636837	0.0692621436540087	-0.0826119555842649	-0.127592565872235	0.494729701924093	-0.0304119870412043	-0.104763203647774	-0.0102373653168464	0.0542169527612435	-0.196783712524395	0.108856671278347	-0.107745692273757	0.319540354895036	-0.368680148534316	0.104421696992659	-0.409575028225116	-0.142485207888009	-0.119509937929536	0.0310806781495482	0.180634562113802	0.208339555019404	0.127327074694888	0.0119400328741135	-0.047537976214949	0.0877678485956063	0.0121205185573139	-0.00752739439486405	-0.00285862583490139	-0.0170443521200971	-0.25104610862561
F_TOTAL	-0.24661998419546	0.191061743977503	-0.318809221472664	0.224290834922723	0.00728625818163303	0.00312918406817236	0.214027434439047	-0.193965403499904	-0.0167093191454966	0.0605997565975121	-0.117718013433045	-0.115584080612615	0.187223898300764	0.0747642331299808	0.0855369783895228	-0.0113270112845381	-0.0144483840346865	0.0672045065679939	0.153980597956388	0.1782806801722	-0.0913240832912762	0.0827592666280669	-0.0423421139326403	-0.000562434565475165	0.0819456196932625	-0.0601450140632401	0.0414101564063258	0.0223262883660969	-0.00433342312521813	0.00801832561004803	0.0478088113348549	0.704175324869501
V_DRKGR	-0.282290502905181	0.155240102120502	0.025468083048422	-0.00387246589116681	0.265968807888895	-0.220801466925063	-0.1975917171987	0.0570646213290936	-0.00865865233897045	-0.0211903971883756	-0.183392053437721	-0.166167784676289	0.0199927956860758	-0.0869601796684975	0.0603783241795952	-0.169161305411642	-0.0967937548205435	-0.101137770097392	-0.00255684320320452	-0.421369652352936	-0.271045240863907	0.00414358105911425	-0.268646108863003	-0.0453447394403105	-0.347559289789582	-0.0209492052265352	-0.251927906011209	-0.00205538339293829	0.00923773502287089	-0.129440643109556	-0.291375209181288	0.0212563438900352
V_REDOR_TOTAL	-0.326783427142714	0.0584167849012072	-0.142781343073391	-0.204187201326651	-0.115594378129788	0.0452852980024686	0.0887493595216467	0.0606826773739218	-0.153477680736583	-0.0678653215677144	0.128889252670242	0.244957367308544	-0.131128506190359	-0.224092080555591	-0.0715877288395947	-0.163353049864002	0.00773513453085915	-0.0201165583039299	0.155062603027118	-0.0278065072587229	0.187072802302354	-0.38910418068647	-0.0660700602687514	-0.146195078597183	0.0186176403634503	0.0561943030516698	0.366031417551949	0.368313695371726	-0.00850171961628933	-0.118877728958128	-0.26759767479096	0.0195217376152697
V_REDOR_OTHER	-0.195018467256571	0.177442775840458	-0.0146246384075874	-0.159072209076144	-0.0850241587241492	-0.110810979388058	0.0635505212878252	-0.163001206392075	-0.355770430815727	-0.270826207936291	0.213625676425258	0.132446239112056	-0.0858834749474699	-0.398486018895904	-0.0953671803360975	0.103732510826088	0.0839243053369177	0.187627769535203	0.0555425749304875	0.054441221869438	0.149869570457341	0.179735914909007	0.104432163749875	0.152288377287708	-0.0113563072036139	-0.141643986813596	-0.386437711071425	-0.314709008756868	0.000360552518230205	2.89843323929458e-08	7.83422814901874e-09	-1.38570269148097e-09
V_STARCHY_TOTAL	-0.0310832760966878	-0.190473599189681	0.0810918318146905	-0.109382921528807	0.4367775334235	0.311031532360358	-0.0286379279530916	-0.157848798477288	0.164626256072717	-0.125734875342887	0.0515648717730584	0.10049311802947	0.0962152956331927	-0.148591412718939	0.368483191240433	-0.020353472295108	-0.0178311674425346	-0.0408950158338161	-0.100902168961244	0.393891006613523	0.0121999123783272	0.0186489128313266	-0.00508973392552197	0.0417419276988137	-0.0590382812771679	0.105731666390485	0.089892687715449	-0.244920665688537	0.000649812858371917	-0.159709363672956	-0.359511077237462	0.0262269999183187
V_STARCHY_OTHER	-0.0128763183269593	-0.0600343486836549	0.0524107000540078	0.0448280702642057	0.358281376360926	0.33581369939437	0.0131244533444627	-0.198917346871143	-0.0536474531487414	0.3661016530029	0.289912835059123	-0.136990946309846	0.0659241104394382	-0.189231654096241	-0.0857962746489581	0.182522606383239	-0.0733065452779928	-0.0117215028359809	0.146668449189321	-0.395612708058835	-0.0371129081530213	-0.019077502084706	0.278791159577747	-0.022222458070161	0.192526188217979	-0.259265473739872	-0.017784253695824	0.147859122598882	-0.0093200687499922	-4.33208900414532e-09	3.30996951982548e-09	-2.35978152990368e-09
V_OTHER	-0.334640344624429	0.0805806426892556	0.0376075074134698	-0.0177077877593282	-0.112276558257163	0.00458279713806024	-0.0803678534180264	0.243924468376005	0.104633068862142	0.186444863518081	-0.02931054133892	0.222694789782674	-0.000563992332914032	0.223327242415259	-0.223662758555732	-0.144099690942776	0.00737094926834204	-0.070032251379638	-0.197787931640152	-0.0171495066178448	-0.107347171897058	0.23804811512602	0.378086096319375	-0.187354603057742	0.337865642351117	-0.00906361480386007	-0.00691173960565592	-0.27874558701755	-0.00106632360172458	-0.129236903943581	-0.29091656977576	0.0212228917523689
