"F_CITMLB"	"F_OTHER"	"F_JUICE"	"F_TOTAL"	"V_DRKGR"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_REDOR_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_STARCHY_TOTAL"	"V_OTHER"	"V_TOTAL"	"V_LEGUMES"	"G_WHOLE"	"G_REFINED"	"G_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_ORGAN"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_MPS_TOTAL"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"PF_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"D_TOTAL"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.029569462777629	0.000249906623097613	0.525454406467641	0.0301210806691088	0.178321644028525	0.00542289536395809	0.147568141830838	-0.10937667024322	-0.0199647028933338	-0.110514091676741	0.130821307033701	0.0694788721797265	0.0454081389996865	0.00742838118607624	0.0639080161366686	0.0628142594191614	-0.0413370768367447	0.0117039212200719	-0.0451484151818232	-0.0892720617060759	0.42799819444662	-0.036332026666206	0.0614937678986787	0.0405910677041681	0.0294240745067591	0.230045998028881	0.0455957592190702	0.143472930176807	-0.00846152984820591	0.0509107538375819	-0.11592493651607	-0.0678301737620598	-0.00167167528855848	-0.188619791539268	-0.160223488970912	-0.0808810283360341
0.029569462777629	1	0.115581864499273	0.730955986955774	0.137604772309545	0.15967404747857	0.0579126568074318	0.160904710122581	-0.0332698442566749	-0.00524062675713925	-0.0333168419783313	0.122545549506533	0.153338327890471	0.134871305332458	0.156935998996123	0.0715889538624112	0.143044203219734	-0.164695141782027	-0.0439860681238954	-0.0573599024501152	-0.00692455428386282	0.0423584715884298	-0.020371690986257	-0.112665566123546	0.159664682238819	0.107788427881848	0.19459426557252	0.13483683007326	-0.00152914707251373	0.107045029653048	0.0183225114209285	0.0461326277989126	0.113708599776677	0.0177792238404033	-0.037344092084586	-0.111051118718822	-0.109752674430931
0.000249906623097613	0.115581864499273	1	0.539830618526339	-0.0540430623991229	0.110933185834378	0.0348079940341858	0.108845754506182	0.0866025873594889	-0.0251658196180088	0.0727823771435086	0.163838501033569	0.159540440202279	-0.0148369201844542	-0.0164233109020539	0.142152905905483	0.123607439117712	0.185600747157286	-0.00264266883768148	-0.0342012237711285	-0.0464267649052238	-0.0613830114560131	0.00896313445622884	0.0508377036853732	0.118232455303552	-0.06586354522625	-0.0392952186280212	-0.0152810763585126	0.0496800389222692	-0.00974230483437829	0.013235946971918	0.0389985805893177	0.013260161912692	0.0982875789218189	0.128507426564073	0.0209937624724701	-0.106404503642526
0.525454406467641	0.730955986955774	0.539830618526339	1	0.0813637288329376	0.247342589672121	0.0572288850602435	0.231637530808023	-0.0372488882089634	-0.0252240690028111	-0.0442558904606299	0.223225022627546	0.210609852636054	0.105442030843747	0.100116291508103	0.145583012869487	0.183777849722131	-0.0440538971040827	-0.0244441630488724	-0.0766728564554727	-0.0712384803465311	0.216092655043302	-0.0277194361631086	-0.0199925469265614	0.181059725427979	0.0557842720722156	0.227059843893187	0.105308376777628	0.0945569250755721	0.0621228434145212	0.0440162629755743	-0.0100058755627928	0.0471648280405121	0.0564531507102983	-0.0606175695079144	-0.144878228913249	-0.162893157752726
0.0301210806691088	0.137604772309545	-0.0540430623991229	0.0813637288329376	1	-0.123612804662591	0.0844523076126138	-0.0544649132166001	0.0188591088989477	-0.153155771146657	-0.037206710851125	0.0652963378646677	0.317309364909001	0.0177660358849523	0.100508124900397	-0.149110860923606	-0.0889288893934728	-0.0351809255661264	-0.139550964870338	-0.0279110864684227	0.0164531414173069	-0.0423726705957527	-0.0138184071483	-0.0810903228224854	-0.0551304157405312	0.0869839943482592	-0.0115318229468381	0.01703890380211	-0.0811499316824486	0.0859170333547497	0.10088216244264	-0.062856456498288	0.0460244475778268	-0.0382349186680445	-0.150255899781034	-0.0209386826079219	0.0250719689149864
0.178321644028525	0.15967404747857	0.110933185834378	0.247342589672121	-0.123612804662591	1	0.0548039530804077	0.84076549388818	-0.109476919614235	0.0553334629694507	-0.0835559954743238	0.284953178811078	0.388801118764837	0.0867636935322082	-0.00517379512312787	0.270710834693561	0.248158850664554	0.00342528067217509	-0.0657156588788157	-0.0445006839759771	0.0966355776361731	0.134317474367057	-0.0754875104627738	0.033601324296467	-0.0389284640527465	0.0367116431322253	-0.0665799353750566	0.085716331043955	0.00584894618660995	-0.0140035082530234	-0.100892487666275	0.249182371699802	0.122937272213264	0.0340303588920638	0.0334297079649498	0.0723072188265792	-0.120731403384172
0.00542289536395809	0.0579126568074318	0.0348079940341858	0.0572288850602435	0.0844523076126138	0.0548039530804077	1	0.58666309016858	-0.0759464534365562	0.0860160530757066	-0.0408522292822665	0.196177569070513	0.336372585703387	-0.0586949659967059	0.0315602147525473	0.0105431240718519	0.0251979610446954	0.0959185851462372	-0.115442392132765	-0.0507222112063689	0.0971342392978026	-0.0403338384685705	0.0382381563808442	0.0793935966033194	0.0859026195353851	0.223525532021262	0.161423948091386	-0.0584556252609529	0.164484930478756	0.177320485529274	-0.061824037734723	-0.0784352713780737	0.0801384648711599	0.0883167743012993	0.0482945445651951	-0.020510075899284	-0.0937943704038273
0.147568141830838	0.160904710122581	0.108845754506182	0.231637530808023	-0.0544649132166001	0.84076549388818	0.58666309016858	1	-0.12997051255085	0.0915173431595931	-0.0899187551920095	0.337481568815567	0.497723189920127	0.0385444415527644	0.0129161945740587	0.225276656778051	0.214931932843802	0.0547865066057044	-0.115893206319565	-0.0635945904002724	0.131043863489531	0.0870686024233596	-0.0404908688260149	0.0703007011021639	0.0150047015378294	0.150973727988045	0.0335267232036863	0.0378247521820006	0.0939298764717806	0.0847881652692937	-0.115350732619054	0.159570634472083	0.143160500315082	0.075486944552765	0.0532991595827003	0.0475239128051687	-0.148775858248584
-0.10937667024322	-0.0332698442566749	0.0866025873594889	-0.0372488882089634	0.0188591088989477	-0.109476919614235	-0.0759464534365562	-0.12997051255085	1	-0.0320573681484258	0.933302471321379	-0.0856332470410572	0.491646959896915	-0.0762588573459824	-0.0076859635150394	-0.00102142365036494	-0.00470471965649972	0.0792965402743553	0.143521349023617	0.109881227291962	0.051553233972448	0.0424324301089916	0.0659813658879923	0.193668356107959	0.0936524536548655	-0.0218860266596252	-0.0454933433423688	-0.0754676739080785	0.180693781224487	-0.0915586088268364	-0.107462500106767	0.0476368368543883	-0.0712945032642239	0.306693526367195	0.240435673408836	0.179060653663627	0.0688718970785496
-0.0199647028933338	-0.00524062675713925	-0.0251658196180088	-0.0252240690028111	-0.153155771146657	0.0553334629694507	0.0860160530757066	0.0915173431595931	-0.0320573681484258	1	0.32898742704747	0.0680689104827397	0.228105245455906	0.0755968723532261	0.0969273898122569	0.120595240893849	0.159078628390732	-0.0514003279000411	0.058492465018024	-0.0509533958237917	-0.0457046342589177	-0.060466538841527	-0.0308377223657523	-0.0888551665600658	-0.0232889480381249	0.111454954872216	0.096600878823117	0.0760305661079073	-0.0445857745020357	0.0797272654475106	0.145778000614194	-0.00717682439113497	0.0813381079215134	0.0447586379128187	0.0526782232356828	-0.0469895093085965	-0.0869303936666443
-0.110514091676741	-0.0333168419783313	0.0727823771435086	-0.0442558904606299	-0.037206710851125	-0.0835559954743238	-0.0408522292822665	-0.0899187551920095	0.933302471321379	0.32898742704747	1	-0.056452479954883	0.546470546193914	-0.0448907549006367	0.0275618206285224	0.0423618982951385	0.0527079992918923	0.056454052692256	0.15661675914148	0.0855116458381518	0.0322879497972351	0.0183668366477782	0.0512612587519761	0.151058201817109	0.0801175458461768	0.019364721774083	-0.00827665209771725	-0.0439874133363929	0.154704489344399	-0.0578623141596205	-0.049158192162459	0.0424297721081954	-0.0381376469387195	0.305850848424764	0.246094425633734	0.152297874003215	0.0338395470721608
0.130821307033701	0.122545549506533	0.163838501033569	0.223225022627546	0.0652963378646677	0.284953178811078	0.196177569070513	0.337481568815567	-0.0856332470410572	0.0680689104827397	-0.056452479954883	1	0.66346845827875	-0.0348838572368668	-0.0345025676596027	0.116294680734689	0.0908199765309231	0.114976783395024	-0.139840683245382	-0.0859322287182172	0.184940471825765	0.127688717412813	0.0194339861770572	0.181872421341398	-0.0117544883871215	0.0437227826396813	0.124471158581971	-0.0352637690887567	0.212850050255591	0.0228475803349159	0.0291043373878427	0.00855419775858581	0.0253464788171737	0.161809627467019	0.0256589301032205	-0.0189497087718202	-0.0369688790118297
