PC	var_explained
1	0.10903
2	0.09787
3	0.08591
4	0.06671
5	0.06473
6	0.05392
7	0.04811
8	0.04326
9	0.04191
10	0.04012
11	0.03536
12	0.03414
13	0.03342
14	0.03115
15	0.02633
16	0.02456
17	0.02217
18	0.02019
19	0.01907
20	0.0175
21	0.01636
22	0.01502
23	0.0129
24	0.01188
25	0.00917
26	0.00692
27	0.00617
28	0.00599
29	1e-04
30	0
31	0
