Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
VB12	0.11215895024058	0.254315110875283	0.104036939518924	-0.311597869218888	0.0908263061403226	-0.0487400005837363	0.00790261935264279	0.0589453791266367	-0.0318481680038165	0.0757021544390624	0.122996165264845	-0.232175022442586	-0.041453337264752	-0.18646011865868	0.142482689197771	-0.0569035368713633	0.151959827041342	-0.265582783139299	-0.129387846877909	0.24340779086191	0.195118060698435	0.398395582789404	0.0253983604397392	-0.0186909567107426	0.00767203211402137	0.122475265194237	-0.0252827929263866	0.0696941273486354	0.0569064106171969	-0.198830758385548	-0.279314550582514	0.189755921735398	-0.0154322870803098	0.326545134255693	-0.111945887288001	-0.00807901540441322	0.0117481247565479	0.00192322690064636	-0.0216375094608283	0.00585232865815617
B12A	0.0696824097582621	0.160786849469598	-0.23393469730824	-0.343341456466366	-0.0768911466915772	0.162617067955327	-0.176999967438923	-0.0023913829325911	-0.122389867200373	0.276004667029984	-0.0954298523892107	-0.0421518301528638	0.0269350351083237	-0.138207031984871	0.0779082531968004	0.0376869618226456	0.0670327196600762	-0.164732368266746	-0.103364960485	0.12235693851754	-0.0190007770704052	-0.160703299622502	0.189222730652187	-0.216894779557933	-0.259504677124894	-0.0856891840453613	-0.0333030453332294	-0.0894878933788632	-0.431654771473458	0.0494818321616261	0.119241084125773	-0.147648408322653	0.186690392390607	-0.270386733029196	0.0207667063469542	-0.0448001468154669	-0.107789323725448	0.0305846862234486	0.0758649857733602	0.00274703939152846
VC	0.148653931783991	0.0742825409032162	-0.253083830222197	0.149474745942865	-0.0653236255131201	-0.0441119306851447	0.161472376210526	-0.169794846383139	0.00709144633619763	-0.0765526742981976	-0.173698580143857	-0.230322532654744	0.357157609608232	-0.023044386615123	0.00347075338275871	0.00970099920984899	-0.251189809966898	0.148831473910647	-0.0188436905116116	-0.271772654490451	0.269005822580541	0.216371473742606	0.217368406294126	0.126970014357679	-0.0730690298048748	0.275678693620977	-0.256988884755014	-0.00237640212164612	-0.265293973042288	0.101743999431102	0.0619347915274825	0.0373941915863611	-0.00599519871638499	0.138772856837322	0.0587295187772876	-0.0418534475130286	0.0860133186421983	-0.0105331511291688	0.0127807114583442	0.00308636492881731
VD	0.108604077119794	0.223317267268983	-0.0275215564140624	-0.0756940467507917	0.368807576851895	-0.00519794000818991	0.0211160024767723	-0.145405048944464	0.17666912261352	0.000800892953836545	-0.204914240907606	0.257440462754226	0.0514658032505277	0.243728723015707	-0.0501945060056851	-0.23865319375653	0.151402355995634	0.0602019644751326	0.127250386703542	-0.162312431938217	-0.0867934647259593	-0.0184923798547735	0.0315094720368616	-0.361053953001215	0.0827369119119049	0.123072597014682	0.211656221732864	0.292007909251366	-0.117861293619654	0.215050713885216	-0.0666371721589394	0.100622539784693	0.146160424799718	0.184153350298556	-0.0616392860674095	0.0622342560971418	-0.120662882818029	0.00730930505350176	-0.0225867465175012	0.00782002460157415
CALC	0.204370189830044	-0.149030791679972	-0.0705635174105088	-0.0689671670018414	0.191213938895576	-0.149399660381708	-0.121158391339209	0.033381484835429	0.0718152994499158	0.00255759186683113	-0.0178700528560285	-0.036029578758251	-0.0162046157677636	0.133848794940451	0.398679892599743	-0.289921536451725	-0.209409352486727	-0.0612359970841945	0.0255587266838901	0.0350392050194791	0.00544847041103389	-0.125047309100369	0.188222207705339	0.0172678794529438	0.06862541883132	-0.145610707119792	-0.0881569894161351	-0.034535705132714	-0.063467444202074	-0.0880346695710101	-0.0149616990205372	0.062847761609262	-0.489392464299209	-0.128580527535367	-0.00495824853952104	0.38687374308214	-0.0161705412940227	0.153064702819542	-0.0501194850320879	0.00329861698642101
POTA	0.241547267087384	0.0402387721801803	-0.0886730010593441	0.0386676335467238	-0.0700368562683363	-0.0185070287175307	-0.0174119586123946	-0.0870855908235854	0.208112784304872	-0.180886406680157	-0.0288099886505607	-0.107099981999702	0.0690899778386523	-0.0190109814966947	0.0340496109212055	-0.0756345089699672	-0.184102148965462	0.0918846543496666	0.0645328829806569	0.202448773785801	0.110179475712618	0.12390595312733	-0.370486251662953	-0.21950586506542	0.025569565897611	0.110063769316895	0.142459202601679	0.236434210373663	0.0286808315747844	-0.447998936903679	0.158515270246637	-0.0647219672926596	0.0295287250064643	-0.359546017869146	0.0986689883337483	-0.136617207935797	-0.165388737528206	-0.0943008367277869	0.0463572509751166	-0.00547288266811957
IRON	0.20170725706253	0.0166148195121639	-0.172155583998703	-0.0843300427261047	-0.0612319560741219	-0.0586585247454355	0.0965634245061549	0.148001632647637	0.025075887563218	-0.0634074243438865	0.187031244555484	0.253998713510871	-0.0245268508337711	0.292197618277348	-0.1402816787641	0.173387187641182	0.178995173925272	-0.237163400393216	-0.249455240509489	0.102542488628662	0.198396403532187	-0.057420207554071	-0.115847565485064	0.237687736346297	0.30951568033967	0.184696443331097	0.024233498249786	-0.00864844586702653	-0.204458698503642	0.0388650633921971	0.288236135361784	0.184720025103061	0.0621026638106742	-0.0645390847579548	0.0823904917297097	0.230844897106023	0.0827170973000858	-0.0643879389430087	-0.014798444158612	0.00133635190658451
ZINC	0.100245561240387	0.13116940769285	0.131732283697728	-0.1222070424558	-0.0674287629760179	-0.21308328195794	0.249985136161943	0.288823790910846	0.00147033836253918	-0.10505788351294	0.432584270004505	-0.186076524871647	-0.0689505305946413	-0.0786553508977841	-0.313436106845858	-0.2400072565723	-0.216190238298012	-0.0292475260888203	0.0584762156850909	-0.10887544337624	0.112433020481554	-0.241358451340229	0.261499459178061	-0.231086159194452	0.0642457758795901	0.0535149185804377	0.0207527690765629	0.0166926548074261	0.0397495728020327	0.169989308216128	-0.00901346633573592	-0.0739833072958102	-0.0302013640231658	-0.121241053393961	-0.0241532935066694	-0.105949057649028	-0.0846416223055712	-0.105599046918426	0.00130963430265893	-0.00112187354024361
SODI	0.220470325958102	-0.0728262714389529	0.125045619979926	0.090932914535971	-0.137601324951567	0.0710546780245048	0.136862865644229	0.142147620603949	-0.122910513519805	0.0345909695036571	-0.0683200933565661	0.0507414237393968	-0.259094556414516	0.0396187419832106	0.229295948736768	0.0436813741986747	-0.0589009459120476	-0.112394420748704	0.116275428305246	0.124025317839804	0.175529270925774	-0.0274941344228614	-0.0923740728584388	0.166459879010514	-0.26201845602097	0.0558578116069752	0.0381764809596483	0.494445118854425	-0.039514250154404	0.311681193545163	-0.0264847293932981	-0.338772651762848	-0.0320154232099845	0.135179415514764	0.193223878408741	-0.0142784264452601	-0.0318320390133178	0.055810684551058	-0.0828597300078005	-0.00271633996411311
CAFF	0.0606452515536076	-0.0984483932835346	0.123570828766775	-0.0412671389088112	-0.0241540542648862	0.00708444833081242	-0.528021721592109	0.0396566622516862	0.121795611955225	-0.514089768360234	-0.089654128434049	-0.0645454909837299	-0.168215765150024	-0.198900024094324	-0.192501670460524	0.101062125973168	0.0764769705896329	-0.13196553761501	0.0662102647149379	-0.17842702650904	0.20906746146898	-0.040742866105003	0.00141935077834571	-0.0477784577718723	-0.0597352675016811	-0.0875510638093208	-0.096665641121535	0.0509676534044862	-0.114259274182188	0.0555542257650251	0.186366283213292	0.095878186391058	-0.0270613802884245	0.163102637396153	-0.0798806915243365	-0.00397386239687268	-0.132396751766384	0.201132059868076	0.00965245994275667	0.00151178861507116
THEO	0.0586873827406216	-0.142481814006967	-0.0245488431810122	-0.0459425171398355	0.259128433775446	0.366320505757871	0.0428247245145361	-0.0359947474878952	0.194174630156279	-0.0109470221125156	0.41300304019732	-0.0742363655337296	0.25972866850046	0.205979172436614	-0.182567949983922	0.363304133844035	-0.116842430291586	-0.0386440573287992	0.166396521084072	0.204017923524855	-0.192922228444951	0.0209311939151208	0.0293824040208947	-0.0520488443235513	-0.117673535503806	-0.0908847643043331	-0.125237153232927	0.104003067413385	-0.144136998986859	-0.0240942759482689	-0.0435966575594423	-0.0337056801270339	-0.182046882254369	0.157136334385286	0.00318287603062825	-0.0795816242768706	-0.0614115078675765	0.101939610342604	-0.0540211227067969	-0.00392776321086119
ALCO	0.0228520417493252	0.0677437828051914	0.243777682791113	-0.0270578373754634	-0.0541167145017862	-0.330423391857578	-0.11750118576563	-0.0992827042403747	0.192631415382166	0.16230316828711	0.348104876925552	0.0469105489026487	0.234209930740418	-0.118288354677174	0.434009979572869	0.343478248115331	0.20444864580048	0.150909636572605	0.153158284499208	-0.241613827099001	0.0956081395395878	-0.152384593816789	0.00886104853649397	0.0207807725036334	-0.0822691230344205	0.0929660567022768	0.140136006687131	0.0254699021021327	-0.0206452498363031	0.00213287176796195	0.0811052599817157	0.0465199203758097	0.0552207476570541	-0.0234371461808233	0.0345470990352812	0.0140743460457471	-0.0653314169726791	-0.0293232114004521	0.0516537687609618	0.002199478071331
S140	0.170006285906533	-0.231466543561733	0.105058768159733	-0.0152787076196464	0.283389971228228	-0.064763426803566	-0.150796003506825	0.156623824802487	-0.129192015242028	0.167671094813653	-0.0598015292870341	-0.0369884275665713	0.0357908201507615	-0.0451832171983546	-0.0314467387887646	0.00281108236873642	-0.175083084275909	-0.123239585717449	0.190355558569778	-0.144046400117895	0.0531821250247471	-0.0263589117899784	-0.0690568937404	0.0762803006311312	0.0528595591264081	-0.207528245864428	-0.0553681469303997	0.11185002210779	-0.114869014391199	-0.048737003849483	-0.146229124105502	0.347302249289295	0.304743547556337	-0.160407608632298	0.20583642819955	-0.198467259690455	0.304495742194318	-0.198597603061963	-0.227902692820737	0.00221404099242727
S120	0.0901823224986809	-0.187192895199752	-0.0140457698805525	0.0416113968551793	0.292123963853926	-0.160274134642311	0.0251462325169945	0.205305542288539	0.0598595837334675	0.308700174763226	-0.146243413921066	0.180145008219696	-0.152477646540381	-0.473093092686024	-0.206809590323164	0.244523286100305	-0.0747649885737483	0.214083360796257	0.0239266886382969	0.105346513439865	-0.00794212128463082	0.184786506562228	0.0721842021576868	-0.0887419946948715	0.215280079070598	0.210879618590663	0.0114592632621725	-0.0460940012049142	-0.0740483019674441	-0.00485484739554068	0.123213482798329	-0.1722044109859	-0.13095443282772	0.0283602843725668	0.0109893277642961	0.0965336965562003	-0.105849140595707	0.0703265647888981	-0.0372090268672705	-0.00391019767362814
M161	0.180257947397007	-0.114366424109864	0.220622265573289	0.0324791938735387	-0.129331984524825	0.0417955228818633	0.0311668511840736	0.0260048455982525	-0.275226255373984	0.113962519164803	-0.0543758957968002	-0.0607186377832826	0.235878501045285	0.0363492275125716	0.0341751789752133	0.0394405233383147	-0.149175202873068	-0.3811536251663	-0.0346066748006859	-0.228349382668417	-0.216119355525834	0.172335380416278	-0.267068867503176	-0.26102076051907	-0.0199974402541161	0.193015425820659	0.157440207534677	-0.184478768186644	0.0946303404429592	0.162923828282125	0.213911822980171	0.0505565673383361	-0.106335022159465	-0.0282084198775892	-0.178721527488699	0.0135058952611069	-0.0625153595732182	0.187562688205181	-0.170800758580646	-0.000805743572471925
M201	0.176107036909959	0.0721632215838996	0.24883712641669	0.0631133242866621	-0.0881706903204143	0.18634596457907	-0.127023522695318	0.112290584765025	0.160851900928969	0.0769248995482081	-0.116622568896551	0.251481981928113	0.177968498813055	0.0366069823280189	0.0368523818644356	-0.0746254760732422	0.228006446734402	-0.00521578963422385	-0.056752944133934	0.105073925188666	0.0666981111703927	-0.0453226506027667	0.127223728395041	-0.199111878444875	0.0289934205052469	0.152637643111729	-0.577206534076785	-0.0275207344168677	0.302534532722165	0.0589675605190947	0.0402300719932665	-0.0151401802502293	-0.114888955322369	-0.130235326308562	0.109835290857101	-0.158470338717761	0.0807176138906538	-0.133098355860521	-0.0539996035792551	-0.00697178630148507
M221	0.07929972768228	0.252786721606584	-0.0264925843690281	0.303106168399555	0.0649527339666213	0.171459484613675	-0.0512762993754813	0.20790470498157	-0.191210455188151	-0.173770706098623	-0.0124312029054406	0.0386187916198051	0.0748683850089825	-0.0528708296422894	0.226460003779048	0.310861064564221	-0.161899181672389	-0.0557913181671032	-0.307951835480132	-0.142468563682763	-0.104947002281289	-0.0339491437382883	0.268780365960899	-0.0715294105645646	0.315842476272929	-0.171940087543483	0.0357649710430686	0.23525608026016	0.0774212919856248	-0.137637214176318	-0.129169771769366	-0.091638698157753	0.152210266783045	-0.0506756184957027	-0.133310873892957	0.041482767410072	-0.132217613355666	-0.0188735433537031	0.00524040284549319	0.00113266735492649
