PC	var_explained
1	0.29814
2	0.10537
3	0.08949
4	0.0629
5	0.05383
6	0.04777
7	0.03531
8	0.03102
9	0.0295
10	0.02827
11	0.02489
12	0.02233
13	0.01897
14	0.01759
15	0.0154
16	0.01459
17	0.01309
18	0.01172
19	0.01032
20	0.00904
21	0.00847
22	0.00727
23	0.00644
24	0.00554
25	0.005
26	0.00465
27	0.00385
28	0.0035
29	0.00299
30	0.00242
31	0.0023
32	0.00184
33	0.00146
34	0.00132
35	0.00108
36	0.00089
37	0.00071
38	0.00051
39	0.00021
40	0
