PC	var_explained
1	0.29689
2	0.09646
3	0.08039
4	0.06055
5	0.05027
6	0.04566
7	0.03613
8	0.03179
9	0.02917
10	0.02693
11	0.0252
12	0.0234
13	0.02175
14	0.01908
15	0.01727
16	0.01622
17	0.01513
18	0.01372
19	0.01144
20	0.01083
21	0.00961
22	0.00899
23	0.00717
24	0.0066
25	0.00584
26	0.00521
27	0.00422
28	0.00382
29	0.00352
30	0.00328
31	0.00258
32	0.00226
33	0.00211
34	0.00162
35	0.00141
36	0.00131
37	0.00119
38	0.00069
39	0.00029
