Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39
BMXWT	0.0276633219249698	0.0973345325985801	-0.109927125955857	0.08982296842399	-0.0471619198491984	0.0185431553331173	-0.298408440898766	0.345386139084619	-0.0719745109880739	0.106544278625516	-0.558512322151411	-0.256538034501507	0.411635385408579	-0.1603449803888	-0.182453742410222	0.0698780419653075	0.0557127758428941	0.0837170069734145	-0.112193418424562	-0.210331503000056	0.164073528005329	0.0108173875136769	0.113834132055117	0.0418232022081883	-0.0607752179202306	-0.0482420399904714	-0.0729297335015593	0.0473199192351223	0.0468009223231105	0.0254150400230705	0.00366095134527654	0.00555308580678173	0.0430778489875542	-0.0423690620446864	-0.00702113928826723	-0.0251264076971757	-0.0338077408193511	0.0192780767434651	0.0102915302521468
PHOS	0.264742165307201	-0.0581014212837718	-0.0318827438977224	-0.00324963999054301	-0.06593716235032	-0.100981932759104	-0.0551462425720523	0.0040808521499463	0.0917786894952838	-0.0174304707612494	-0.00521497399551327	-0.0436647017842396	-0.0150518600643533	0.0143444275013819	0.0405470637882186	-0.0509253538638645	0.163066978188389	0.00537875751390351	0.138452055150495	-0.0948124916851468	-0.348601809490552	-0.00499393265924502	-0.0432219307010539	0.0239086274848378	-0.157751069479088	-0.198894845103537	-0.173135631416081	0.173971778228346	-0.227323133551967	0.0450436991783395	-0.023058143314229	0.103052783202941	-0.00249547732350484	0.219682729508983	0.366357049764554	-0.244413948729759	-0.0320470697416236	0.526704304921678	0.0599942113024976
CARB	0.20192778477746	0.117024832516007	0.0106174730258029	-0.216375134027237	-0.00185980657257747	0.154993902223889	0.0913333111126945	0.0773268832849039	0.0754956203570442	-0.113633532700909	-0.0286007566613812	0.0245495293801979	0.0253864144222406	-0.227700214552969	-0.137124400305415	0.128168800084632	-0.154906173955002	0.316043935014853	0.0779300540223295	0.135747693217623	-0.264176508075891	-0.142420729524162	0.17410440699695	-0.0397514062613264	0.622156060808108	-0.150077855910182	-0.125069515067128	0.0550378882577454	-0.0150326493561916	-0.0662427591490163	-0.0383572354929927	0.144982749675593	0.0136246890511267	0.0902635637255936	-0.0295295641997282	0.0785397230678629	-0.0544375861723851	-0.0897011378563462	-0.0197268111221815
FF	0.170861051667192	-0.231164756853223	0.166693208534522	-0.0712627188455415	-0.0513308743169906	0.121811340104404	0.0378815113460411	0.163542263216631	0.160647689969965	0.122027350325654	-0.0326180786067919	0.105181023014119	-0.134774832482903	0.022664163063008	0.355630900331819	-0.0943378744122841	0.138792816696375	-0.0624019777782105	0.0140538038888465	-0.178889261171874	0.269718906871855	-0.193502768497278	0.316385601288655	-0.0556089915611787	0.109781530962033	-0.00402105876353652	-0.0580963839614873	0.0988100578656471	0.338762680318432	-0.197673192152255	-0.0298935240969259	-0.182297999151225	0.159675425327126	0.155094641176198	-0.196413375811338	-0.0202507471947401	0.0865320852872415	0.230814692756448	0.0276425933459258
TFAT	0.22388808457393	0.125116132655474	-0.160171127175561	-0.258863851721769	-0.144277808889793	0.0319930186125547	-0.0678726460748389	-0.0583064337833537	-0.131606761890542	0.00596938783682202	-0.0600832032680697	0.038374980648904	-0.111363486608574	0.056437609676704	-0.0414863003431739	0.071556886731277	-0.00334604694329965	-0.0329914213456204	0.0381967274716766	0.00765250049064208	0.0220311748461437	-0.10603317142828	-0.028411023393482	-0.0328955800427871	-0.0435107853344473	0.000388748204711395	0.129170724456022	-0.11381625945176	0.143779705905534	0.0858372587077016	0.13304664301158	-0.0520432626057123	0.00836732638327245	-0.0627380436990978	0.113879817578116	-0.0439778802806972	0.206458925147182	-0.103127426806721	0.773598340002164
PFAT	0.18808531454195	-0.00954078671421554	-0.17162957875585	-0.296438167939353	-0.0200725575051926	0.103008412752482	-0.183496927858912	-0.0373775256428107	-0.233546702935576	-0.00888788433871067	-0.0911740592719839	0.0893026509347009	-0.180969037380255	-0.115918484406958	-0.104963457421197	-0.0651662279660189	0.0977256039559498	0.179631660332711	-0.0252503621794191	0.151737485784066	-0.0651028988978583	-0.149647964347934	0.0136780675224958	-0.105676095994677	-0.225451655863673	-0.0182385913753265	0.302003655619439	-0.111739916146647	-0.0987933479393135	0.104705949555086	0.287235954990636	-0.204254415472566	-0.00502793214155764	0.0480178611820176	-0.224540926629939	0.175550174087516	0.021702913508399	0.223387231137415	-0.362696529098876
CHL	0.187205535783921	-0.186019741250771	-0.122708624872967	-0.00219681832883156	-0.0613861486847381	-0.257830337359619	-0.132808234921003	0.142051462196946	-0.0465303611669936	-0.134804801128392	0.184045068804419	-0.0169253866023905	0.0916690515621171	0.238198750632528	-0.064651714418945	-0.165204549689951	0.0900910017762262	-0.120604541814649	0.090063864455325	0.0504933216956369	0.0865741659049553	0.0995823505167276	0.409051397554314	0.177507894722336	0.107755277208725	-0.202424416180751	0.20276664733213	0.00677875999372501	-0.18122321537832	-0.122694925437963	0.23935240082756	-0.0209625685437171	0.170819358345467	-0.0101289679244512	0.192032483464499	-0.0797196294852595	-0.0165572409789853	-0.349192780050565	-0.111599153079475
ATOC	0.185746653982516	-0.0929453085571422	0.128106700023402	-0.0365190398785954	0.206074284178007	0.267247716164869	-0.0534541746653501	-0.0637367945370235	-0.389921294890439	0.00141558050609027	-0.0273613126278543	-0.0892748024284983	-0.0462045473014779	0.181179778423277	0.0715645657496166	-0.0600569707069605	0.121718024969076	0.073788498179255	0.032306140791785	-0.129600880696053	-0.0174781032651617	-0.172801420529568	-0.0483992095589099	0.159437453611164	0.058952921430834	0.127468474026231	0.0825292126740948	-0.146607332832217	0.296275469345346	0.170735255202346	-0.114058960538198	0.236357187885954	-0.169818669654971	0.0285269774592774	0.174843264119788	-0.345337966362437	-0.222748204979048	-0.161488560041205	-0.169768090171491
ATOA	0.0576764651278868	0.109010241723182	0.214073451904462	0.242226744304949	0.196539300417726	0.234190030198312	0.035915060535728	-0.0140889901328654	-0.489074267013193	0.0507435289941782	-0.105733031680695	-0.0696989442820034	0.0974597122052539	0.346278270753276	0.129618253368703	-0.0486699963440134	-0.0504308523951737	-0.0307979548648202	0.216490795369468	0.0600327984934645	-0.100781446133965	0.0644472519299666	-0.0439640725728812	-0.0252564655054527	0.0793665880309604	-0.145488070222542	-0.10203327891025	0.135854801485934	-0.198111040791674	-0.135430572495783	0.070900979253386	-0.0646358206969842	0.154696317059937	-0.0235408026987441	-0.104387442112453	0.289445557371722	0.227059144611465	0.0848499112586475	0.0840054186795786
RET	0.182943641599403	0.182748964932914	0.110568192438076	0.243815542318999	-0.225446390217863	-0.00828308877670511	0.0744330748684996	0.0161151232805609	-0.129079179373595	-0.165819276586104	0.0253421718560257	-0.0252288626250856	-0.148820264755347	0.0113321950755179	-0.194819505706663	0.0280414600666819	0.0381828159597318	-0.00423571657995814	-0.111621024058501	0.193887725388426	0.0605262934704261	0.159021957573253	0.161265827205218	0.116412909763371	-0.0783132969826337	-0.184104843181606	0.267174733048203	0.25476521781951	0.179561589143821	-0.144584301678807	-0.315000163529936	-0.137545584323707	-0.347320857220889	-0.0348091487945419	-0.0827652762533533	0.0720214958205176	-0.264552310116302	0.135540769575287	0.0918248818337006
