Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
PF_EGGS	-0.0954178833431479	-0.242518380821263	0.105556185150307	0.145536899229069	0.188492059154827	0.129679947668969	-0.10233070802892	-0.23323169711056	-0.168521654096143	-0.0263485251917264	0.107587334657126	-0.0512577925046345	-0.514533858648568	0.0238771474885965	0.148887778675262	0.253526262132437	-0.00446181920632108	-0.0326124743725796	-0.109610995495044	0.421588955953039	-0.169041100332761	-0.210415646747157	0.00214756067332926	-0.142925005945689	0.109895296821794	0.172000397139305	-0.191743673111804	0.0678760951686889	-0.142607387382758	-1.86482773667507e-16
PF_SOY	-0.105208294208293	0.12049894921626	0.148267549360084	-0.00370634992762685	-0.332986565953531	-0.098527087202084	0.088064616662496	0.0281392040275478	-0.0213190057151918	-0.00884588561633089	0.302145748240254	0.154973581522212	-0.301693923046826	0.466399138852251	0.0230793381556042	-0.240764925858175	0.0468213654257252	-0.0421346869144442	0.365359726775517	-0.178794685469831	-0.285871151567977	-0.244619458645291	-0.0688415080867133	0.058354521255047	-0.122633185621963	-0.0692824733109695	-0.00288253608384876	0.0223600213335647	-0.0302407910139144	3.29597460435593e-17
PF_NUTSDS	-0.26627895325517	0.0523328242023671	-0.0763236912866485	0.183766255274156	-0.142143908840633	-0.207398726213694	-0.0351717234474586	0.144489384987474	-0.199981480684656	0.314588475270072	-0.229645692568464	0.116474979578466	0.296941192505285	-0.0928954761254371	0.299337458922304	-0.0279109360141208	-0.0486331627076328	-0.134822789774652	-0.0440810016070157	0.256388191902273	-0.185175890654112	-0.144932637263608	0.045828871701202	0.246050569084001	-0.319163831893355	0.157922298790743	0.0105964994100773	0.0252752154098405	-0.274348631911336	7.80625564189563e-17
D_MILK	-0.175396023193575	0.0150298369093351	-0.371431841123662	-0.246912132662619	0.0304462218372113	-0.167487574731175	0.0200883342712548	-0.220242970412867	-0.0749838265668728	0.300993661832407	0.0537228450346572	-0.150528930761585	-0.0189170081423888	-0.0419494950638147	-0.255125099422064	0.107113229242269	0.0789218897760441	-0.151498660885485	0.0996259362615717	-0.0491628467809267	-0.162408623649767	-0.143758956295869	-0.00217144399016743	-0.223523064521936	0.182519800393432	0.196619012894786	0.529157789875718	-0.0351460734097572	-1.45798442499777e-16	8.67361737988404e-19
D_YOGURT	-0.167967912619576	0.112681066482837	0.109783526026937	0.0385892367873158	-0.255324351799572	-0.311682747511353	-0.0218195346082365	0.0321662178301679	0.116591862577609	-0.00445843647572827	0.330314624379355	-0.125856196291601	-0.0552929739538637	-0.102676778112778	0.150451077795428	-0.343152868687099	0.367088410608342	0.162614537066843	-0.329899503531475	0.249689112511317	0.236344621769848	0.114978304393827	0.170358154288935	-0.147299004973952	0.156406620271195	0.0677825620834785	0.0887332891845335	0.00677846401108488	4.76520279524088e-17	5.42101086242752e-18
D_TOTAL	-0.277256319134266	-0.0826813650101845	-0.407462188510581	-0.125696025482138	-0.0105332366982013	-0.174237209807085	-0.051994076028256	-0.168744350701655	-0.043439389040079	0.0652933255826919	0.169876761752149	-0.136748107357082	0.030285973041136	-0.0938012621528456	-0.130893391805104	-0.0607374197543314	0.0335172648748364	-0.0205018212316552	0.0997876331186738	-0.151022613624085	0.167461840573375	0.0199888194699385	-0.125025614121183	-0.0893290363319189	-0.192780796310898	0.0185748989491826	-0.681069858067592	-0.0290683202149843	3.65243641051452e-17	4.90059381963448e-17
OILS	-0.368209136678151	-0.0886378960683284	0.161841273841149	0.0870323625793636	0.0395691098821958	-0.229920056576307	-0.0928933656414089	0.149573741254435	-0.177115323639573	0.0457073040675193	-0.243842841614336	0.0295905616469294	0.0538132176854972	0.137067373659965	0.138668636434986	0.00485278825778662	-0.168529129835153	-0.110979242329035	-0.0285599012841044	-0.115965090703392	0.0821776195534191	0.0106226005622851	-0.246478621321839	-0.341531369323383	0.408040686024505	-0.443320377612257	-0.019085966289942	-0.000224018734041126	6.58742655952895e-17	-1.00180280737661e-16
SOLID_FATS	-0.238745500813046	-0.377364811537573	-0.189398359721575	0.0832343745724437	0.063783886005083	-0.0265965721474433	0.0432011836862406	0.00645714587413652	0.144626292715764	-0.0026824886510177	0.216603340558096	-0.147419518177307	-0.0828250784777317	-0.0161215019208369	-0.0381525985941786	0.132413418378748	-0.0527538443889478	0.209078326827911	-0.103910622172511	0.0136910697537045	-0.0670874113774154	0.0271635099354641	0.144525750647422	0.313385874676309	-0.228793935310216	-0.56283838440336	0.242143999680127	0.160762532477245	-2.66045285433008e-17	4.9439619065339e-17
ADD_SUGARS	-0.0891977622831436	-0.299620549885476	-0.182356140280709	0.0705180371020425	-0.0068553100061606	0.177053188838234	0.0262007626841042	0.14463056808501	0.0802909018608385	-0.150083165690355	-0.047898507059248	0.0166962938195707	0.193896461175012	0.219596459992303	0.337046764603388	0.167313399432133	0.478371459937745	0.129358177371463	-0.0326707109164931	-0.260801969728219	-0.303013290442641	0.214637221610901	-0.0467564529947227	-0.234158600291478	-0.0185225214970532	0.204971904171047	0.0036963417447694	0.0125457190210533	1.36897875889896e-18	-9.8879238130678e-17
A_DRINKS	0.0623973182844906	-0.03911966604945	0.19063153270096	0.0520415470497019	-0.170055590768386	-0.0659362310322098	-0.0742876337483705	-0.0508678283301378	-0.0669918942264478	-0.0153122383366845	0.611566916186273	0.0428846544317332	0.346976984271175	-0.137135359477607	0.128095652143083	0.411887296858777	-0.247364273399735	0.0256953558517068	0.0937730454761141	0.0108904252768811	0.0285300774261962	0.087010792454876	-0.328753929104332	-0.017940378822621	0.0291666078702587	0.0952695233398418	0.0809568959730218	-0.0655159795714518	-1.08097207494829e-16	2.51534904016637e-17
