"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"VB6",-0.433111894013119,-0.614745630488968,-0.198746483951339,-0.0439679203529157,-0.0722649584685282,0.00961916974428506,0.148542294819429,0.031417315864142,-0.0061948007365238,0.142138003918106,0.196847910084923,-0.164637478915916,-0.0210172292511945,0.0735355286521058,0.210064920580327,-0.128188086847203,-0.0105976477165911,-0.0650674359216046,0.039306249106152,0.251919570864095,0.0344609557615211,-0.106088420474992,-0.250778199147819,0.0276160440244844,-0.109692285511729,0.114804734592723,-0.0167845230162328,-0.0536474921597667,-0.0712383427722789,0.0201493875326469,0.0117196264440941,0.0419938046060246,0.0188074585812879,-0.0615156428146281,-0.118701427041993,-0.0292226207779249,0.0177890819819042,0.0162782439700814,0.0213587525904655,0.00792714304250199,0.011015766425152,-0.0252765087022462,-0.0342141639833261,0.0304901942916591,-0.0490125272536601,-0.0377331490647088,-0.00962862328149915,0.0434376431511559,0.0335916749907124,-0.020003950522432,-0.0173384344982969,-0.00825264102194847,-0.00129484605832779,-0.0127598741512511,-0.00227947854289319,-0.00824587350709766,-0.00138954022124965,0.000521410347144799,-0.00275685828738192,-0.000163287767960698,-0.000257741718786337,-0.000755628771705086,-0.000149316010137482,1.98633672005039e-06
"FOLA",-0.672683227584327,-0.268802379482513,-0.382004956832539,0.137791817677535,0.124420763973397,0.342363908424365,-0.114950029371624,0.096500535733671,-0.150713065168391,-0.105742309061284,-0.155067039705416,0.0881294544438555,0.0818163521878018,0.0239267619021925,-0.148420160774197,0.0806515849527847,0.0277464623599316,-0.0454352675809761,-0.0617410724055107,0.0644760592731711,0.0980551741056186,-0.0537592280596923,-0.0970809701784891,-0.0223495713867791,0.0332256433107317,-0.0272121683717135,0.0148784674841402,0.0138186002311638,-0.0134471530282271,0.0535807530789653,-0.0824445440349826,0.0642366387290737,-0.0492619262712687,0.0173207694979205,0.0132237049821974,0.00961592539188874,0.00159038776883295,-0.00363480901299918,-0.0229043939492263,-0.00622606696209379,-0.0125887009990853,-0.0112669344526953,0.00746938090465966,0.00767219198033265,0.00268109274796535,-0.00261414711390614,-0.00142059954392045,-0.00538670237332736,0.00578052709082913,-0.000991779855458344,0.00121286259527009,-0.00102377376788666,0.000105792993674654,0.00233339544874023,-0.00150654137964792,0.000984593153899561,0.000932984362255537,-0.000258554813740806,-0.00612197025370298,-0.000515635048947873,0.000488430481291499,0.00489477342587933,0.00163491714973849,-0.00260747050409397
"FA",-0.272297887750397,-0.445328684189444,-0.474764068840703,-0.340226657907764,0.164520907056797,0.398851774613966,-0.110755267926982,0.108028372651535,-0.0261318971661827,-0.206395383001986,-0.190913892639511,0.0873652499054064,0.0421784923821075,0.0676350803145014,-0.0505508578604164,0.135470708020544,-0.130446052774256,0.031219987153098,0.0528360616880602,0.00644426859782003,-0.0384705203146602,0.00194595911776525,0.016721702569515,0.023691163777828,0.0271475994154772,0.0648176503296296,-0.0542659826015068,-0.0470565447966124,0.0138744112028173,-0.00167298778608828,-0.0637922780543481,0.00532376909535963,0.00960420364170603,-0.0850935728529228,0.0575264964778705,-0.0252299134848467,0.0912475204117703,0.0336131447235628,-0.00895266268043108,-0.0165700685105984,0.0390182559913564,-0.0158943839277006,0.00783379311268125,-0.00757673447949272,0.00960069602757773,0.0176456203950272,0.00774805543996267,0.00804019433743394,0.00341009999670286,-0.00494661485462368,-0.00298126463040761,0.00810232908623462,-0.00412705695897587,-0.007717100051609,-0.00346240778520107,-0.0055554297562273,-0.00121301120611289,-0.00298919665210341,0.0147408691848129,0.00113603237020912,-0.00114864132924019,-0.011851393439445,-0.00431874173356067,3.04086264696339e-05
"FF",-0.625032145470906,0.199262156865158,0.0460126502959976,0.556654345395548,0.0410361703524132,0.119791120862719,-0.0445989787552682,-0.00770560957760649,-0.18607172212756,0.057991678581448,-0.0242397251817767,0.0127013801530514,0.0595489609105051,-0.0213847130322178,-0.121518203083094,-0.0385311927224917,0.143961373356552,-0.0970605810086593,-0.156620300296509,0.0701813881778741,0.188392443718844,-0.0515600825018017,-0.13719617056199,-0.0652367754670965,0.014296267499451,-0.0860691624150331,0.0561154945643409,0.0661601343495324,-0.0340371572734122,0.0675199856289505,-0.0371572909578914,0.0753689257053975,-0.0709507294851479,0.110524939828898,-0.031390672630764,0.0341217365634688,-0.0783160878770806,-0.0313163587591531,-0.0256099548499351,0.00573126634547921,-0.06078365454532,-0.00272019630205465,0.00381422468881796,0.0120770264661574,-0.00515732326906719,-0.0157510502114381,-0.00514991635988118,-0.0154201176529894,0.00216463934483113,-0.00182956711348065,0.00210909506632034,-0.000128293486955442,0.00104404590976661,0.00174778412717618,-0.00179487946598187,-0.000473383801368303,0.000922969531786741,-0.0014189003665546,0.0105899305805048,0.000873214027219142,-0.000749961517203297,-0.00886371578203697,-0.00321477135598479,0.00084575591361646
"FDFE",-0.559346877569697,-0.395453141751843,-0.469789035221,-0.0468533033152505,0.130237032876404,0.356526728572368,-0.117852456886939,0.117305531747905,-0.107733666497432,-0.145834782761812,-0.173266909276797,0.0996066562118415,0.0748015852595605,0.0362075149692525,-0.129693438881639,0.110303462041391,-0.0204777481840927,-0.0170607352455448,-0.0127605325510863,0.0498143382921406,0.0438741836441414,-0.0440914388381588,-0.0631825885604242,-0.00110667224432442,0.0346291258782013,-0.00103243871863448,-0.00277523895506217,-0.00884922398425078,-0.00355410262333701,0.03825343418107,-0.0832547589539762,0.0474377486185068,-0.0320955377459453,-0.0211003732091201,0.0268696678589465,-0.00112231543238065,0.0313178583373526,0.00727046048067493,-0.0178076921328879,-0.00917269180028165,0.00800705241329983,-0.0123628598272868,0.00762597019510602,0.0049297252857567,0.0051628196990463,0.00297452996773076,0.000468620356511874,-0.000369445123842067,0.00641262273795461,-0.000304638225437565,0.00100724322233239,-0.00178710632188148,3.9445405597656e-05,0.00241340317844501,-0.000815330245496649,0.00168504929050029,0.00153483688956085,-6.32915630775315e-05,-0.0110489960879461,-0.000892640232198124,0.000787469426416496,0.00950709752729957,0.00346558381198733,0.00217640220646622
"VB12",-0.448874417132963,-0.541045806275344,0.216368194440283,-0.313009182507447,-0.222803602222834,-0.0428494302375053,-0.0232251804670967,-0.256098701667529,0.0314185124164088,-0.121374304543431,-0.0264562289130424,-0.0703890164488212,-0.2959834488305,0.0699625473312347,0.117617629904338,-0.0860021810071806,-0.132608520921544,0.0254880454486374,-0.0876830907613258,-0.0747066985062841,0.141375324688528,-0.0371492268901768,-0.0316749686641709,-0.0447914284256757,-0.0296727436317138,-0.0147849743212524,0.0715554656574678,0.0885285336934631,0.0892249532046813,-0.0145590534144886,0.0291334504997875,0.0431249439167815,-0.0134728543462908,0.0836799508157879,0.0836194966249305,-0.00527408000856873,0.0192765449546546,0.00741808482655577,0.0104157401543328,0.0333051412326715,0.00552048224993556,-0.0308482253817792,0.0262100810798707,-0.0371706416278549,-0.0277273932401088,0.0196953748011588,0.026018268942383,0.0205885355862456,-0.00496779926094904,-0.0451012555500109,0.00363879602949898,-0.0144036537431015,-0.0459557954270306,0.0131268497095062,-0.040142046279959,-0.00335058045737527,0.00612479671564515,-0.00857731619856125,-0.00320856339122652,-5.37938973478145e-05,0.000226503373934711,1.64543934561576e-05,0.00015839665057885,3.10719282368377e-06
"VARA",-0.302810158046422,-0.361320734755605,-0.361755330739029,0.158824614931395,-0.627024669532989,-0.148583279804428,0.135919537320945,0.188807481583371,0.0905624240681811,-0.0629687574712278,0.0786414485308373,0.178454406703168,0.0525532542468445,-0.0280437666457551,0.0871210377783918,0.185148115872293,0.0238835087496377,0.0167546763399503,0.0730615595757773,-0.0277150520834455,-0.0377853226018389,0.00539013837784964,-0.00278159252067165,0.0864534863544235,-0.122169613368713,0.0245441117810665,-0.0842187183798855,0.0771463043143451,0.0532933696371207,0.0559898021329723,-0.014617197877823,-0.0014725321243991,0.00872446281386424,0.0200431859035603,-0.0227942906123762,0.0239021586726936,-0.0350392303435116,-0.00459359799251874,0.0193391214505666,0.00869086710887456,-0.0133042467953143,-0.00593958350038975,0.0300643161990003,0.00798994332653691,-0.0121435119463704,0.00178072120600527,0.00107758355220449,-0.00367199340328827,-0.00461761341579258,0.000294577025354053,0.00709935799683813,-0.00093486090791996,-0.00496955765605024,0.00615480065714787,-0.00346847541425306,0.00571865223956355,-0.00158503852121907,-0.00628766276198806,0.0339384141048174,-0.00232323294051088,4.6423168292178e-05,0.00575555859175628,0.00166718958991378,-2.04962101634588e-05
"RET",-0.256582935328005,-0.468927442851152,-0.444692184349495,-0.442305609293986,-0.308149887046774,-0.261391869658404,0.068459731358801,0.0715244818199595,0.137824006958949,0.0364816891736074,-0.044739458662593,0.149532002124463,0.102189702969136,-0.0124504062404658,-0.123577559002017,0.0915511379940896,0.0806507820935352,0.0581473707823195,0.0273895906012721,-0.0600443179569666,-0.107308190878163,-0.0431448707925091,-0.0669004481619832,0.0409886518425017,-0.0117426946515639,-0.0172983496237129,0.0208316000125585,0.00484314009449882,-0.0280162044017348,-0.00962326272367993,0.0201677042549177,-0.0074266121791109,0.011351733249795,0.00087632414632827,-0.00395833460047754,0.0586340557302488,-0.0515946105608397,-0.00662272900574719,0.0675125637534754,0.0662866416619603,-0.0564965085527147,0.000764300203881932,0.0812764196531688,0.0236643300258865,-0.0437156594963888,0.03525970262017,0.0361929931059499,-0.00815015398986565,-0.0159345208006252,-0.0107147578096194,0.00457524083131687,0.0318836823696512,0.00885428968494014,-0.0189050619316863,0.0108361087448973,-0.018121147058133,-0.00796406270818338,0.00637577186756377,-0.0178522292324216,0.00127377918972989,-0.000658535546708396,-0.00358149140636649,-0.000964330513140758,1.05549477729141e-05
"BCAR",-0.217247085588577,0.0856525113607119,0.00386759311762473,0.623264299700232,-0.530612342654179,0.105174834473481,0.122636200453676,0.156614901936419,-0.016411160056925,-0.115140113447184,0.0775719363790398,0.0593195301449507,-0.00991141005005672,-0.0302732227874737,0.203467289835861,0.164396634541159,-0.0441621626763759,-0.0298801988156251,0.0398724761250674,-0.014899695441575,0.0728839158629885,0.0874581285727911,0.08463596118045,0.0709558083597656,-0.155316523587907,0.0471100119698395,-0.177947038545519,0.118190909613157,0.114883516876999,0.0911275028536922,-0.0356551133022277,-0.0166647496122174,-0.00760329716130437,0.047011857940084,0.00786725618423376,-0.0115433238429529,0.00726884235845161,0.0101940314997797,-0.0384190126687605,-0.0336508962635275,0.0152540347703299,-0.00508804983267978,-0.0196416431725491,-0.0165818203220126,0.0190235901418987,-0.0106452564120953,0.00046001289355303,-0.00207947787446571,0.00609465845790189,0.00110456000607392,-0.0062532093187444,0.000935405930901162,0.00686620880348386,-0.000301313577188062,0.00702587348083045,-0.00520991981169279,0.00273241766846195,0.00447372537209879,-0.0243191121573102,0.00166282637335485,-2.8502452250894e-05,-0.00418358913618685,-0.00124100862020616,1.54249835626748e-05
"ACAR",-0.129134167309581,0.0637913664244727,0.0271733065541483,0.411469158137781,-0.220446671537165,0.0662820796744311,0.0222786591277378,0.048166125367391,-0.0634485046140637,-0.238980886896341,0.338865872875183,0.515568423845402,-0.053212917968476,0.0626382446863018,0.370098683712343,0.19901616457128,-0.0948083364054111,-0.0620784565062433,-0.0868220087867289,-0.0192807397516814,0.0174549871470114,0.0339153036828567,-0.000582053493427952,-0.0771044151062285,0.203171316578124,0.014787943563634,0.172759425959755,-0.107269071942416,-0.0857422207424461,-0.0926031148100343,0.00155021167232224,0.0112289199918269,0.0207094336796418,-0.0160351745437794,-0.0107136680009589,0.0022541221677852,-0.00634746985265123,-0.0108481315290794,0.0101027303294172,-0.000697822792824231,-0.00249259228944537,0.00536167436018394,-0.00661611216371085,0.00567356119494756,-0.00152333404582194,0.00236955406358035,0.00433306201123178,-0.000181588283015593,0.000430938769566557,0.000466874485145809,-0.000721972680512201,-0.00199287202469586,0.000882430086104384,-0.000878769200523471,-0.00358587649137444,-0.00148994795859989,0.000256194360206363,0.000201171159966582,-0.00236606392034781,0.000189208389805097,-7.1008720867109e-05,-0.000398008459612837,-0.000107450263926341,-2.13881190620334e-07
"CRYP",-0.116464511686276,0.0876462938230939,-0.0284652786119487,0.373995057007023,-0.0138795923161771,0.104645182588921,-0.26499368584654,0.0186788972618119,0.152931522509141,-0.0661735748193072,0.42500857870681,0.194653451035763,-0.0152503147797517,0.357843949200336,-0.299507721395366,-0.245893619805937,-0.217464025717399,0.122966813280237,0.23829717879567,-0.0712953790542363,-0.159177495392197,-0.0720799173439389,0.00289930979743695,-0.219583305020624,-0.0934523090142563,-0.0687534370777297,-0.0674319667375052,0.0577460897158838,-0.0516847170012814,0.042723789447941,0.0200422233437545,0.027686967689707,-0.023936846046911,-0.000265811540049928,0.0113353960347551,-0.0163755002160494,0.00915067412871998,0.00276540186493323,-0.0112555307862496,0.00783362518063226,-0.00726943051045869,-0.00278285370894871,-0.00579844011629295,0.00898431313661772,-0.00825377661853472,0.00408828536485864,0.000392445468501505,-0.00258426018299344,0.00397434540651621,-0.00185521515204473,-0.00384924204791755,-0.00210767475641705,-0.00292078376298851,-0.000471945841232681,0.00230578745495189,-0.000275735146333933,-0.00104983562756503,-0.00040495977624528,-0.000518493961427965,1.25626165134602e-05,2.1566932505484e-05,-9.88464311091713e-05,-2.59450861505887e-05,3.1676181260016e-07
"LYCO",-0.296225597278748,0.117505983503137,0.0129561927295501,0.062776122617227,0.116954489890142,0.143673288305754,-0.192953173771296,-0.0858784747515059,0.223669441867994,-0.292353992297271,0.250161051085313,-0.266012780170162,0.143968548685311,-0.481072826213599,-0.0911909841635158,0.179358448371305,-0.288793089321089,0.0150223318176895,-0.223538513839289,0.00726166415959031,-0.26380997824189,-0.0366706141936088,-0.141223492196215,-0.0698779944309577,-0.0781258777674876,0.0230187647959706,0.0938097867723864,-0.00287399720689937,0.0763247064993849,0.0145843769785328,-0.00422784690586248,-0.0300653201423601,0.014967504974748,0.0180799843100861,-0.0103998502467528,0.00450514122083686,-0.0276735872219792,-0.00376016331614516,-0.000777221764678553,-0.00610185517073838,-0.00157324439094625,-0.0103029101760246,-0.000118460170031356,-0.0087942523756028,0.00114966462390231,-0.0155723460159997,0.00550161221488177,-0.00478782335774735,0.00952292973752558,0.00497705697501494,-0.00101371960665064,0.000587655359198603,-0.000953007917705176,-0.00067502117218719,0.000608945231169624,-0.00167653748046601,0.000421310483842116,0.00128334934941808,-1.20307510267785e-05,-3.18054565099253e-05,1.6651791706662e-05,-8.43053712233152e-05,9.49538828129185e-06,1.71383230795653e-06
"LZ",-0.14229622797148,0.0456416332460324,0.0386970458990415,0.571727554334518,-0.498064456718085,0.123879021651394,0.307218596856947,0.139332304083811,0.129208354712314,-0.0516342285420812,-0.263696724937859,-0.315632016658483,-0.0437206586622196,0.0609555083540955,-0.080565812195229,0.0540275918495602,-0.0601174371048324,0.0960951544538738,0.0920325098694483,-0.0478422331680793,0.00520319629089887,-0.036262788914964,0.0453826300084212,-0.113641683378903,-0.00965723350255627,-0.0224735905105601,0.0824621494768898,-0.0891237382724765,-0.044099175549991,-0.0512601485636409,-0.00240572604645288,-0.00297974057161945,0.0125860222058191,-0.00899589685540086,-0.0128060353667243,0.00363945546992716,0.0162206913776151,0.011186062025989,-0.000591981791878438,0.00580041147810454,-0.00372491471166995,3.96186635167504e-05,-0.00464258093488808,0.00357046427688559,-0.00679164138596434,0.00300620868383759,0.006616085066054,0.00193775679625981,-0.000618124474744166,-0.0119890151379078,0.0259633496354665,-0.00407318937763672,0.0619457684891052,-0.00609708502380983,-0.0545272606290045,-0.00100418601069409,-0.000613624709089586,-0.0022778275758505,-2.58447478601227e-05,0.000133594790665996,-2.83878556944301e-05,0.000119699800679911,-3.04819663682589e-05,-1.78837327871754e-06
"ATOC",-0.573538945919103,-0.266489685168074,-0.13477491666705,0.241162602812514,0.0539262937097143,-0.285517538730665,-0.184237448588821,0.203602184081367,-0.0276729437476438,0.109049241623303,0.118421643502352,-0.214674928480315,0.019661026071619,-0.0855722064056916,-0.0171623002887102,0.0089677933468321,-0.205073500784919,-0.116831950271808,-0.239757388750692,-0.0703437161029722,0.0739706797583771,0.227838873853146,0.10856806503869,0.0113513567409714,0.0877017089781772,-0.00580993533209361,-0.187980576050838,-0.0335270189400661,-0.160155791303011,0.0234466088713522,0.0259903896082239,0.0501542988440779,-0.00291830372392354,-0.00708375701159838,0.0729466347302379,-0.0342920478795286,0.0359778089661883,-0.0544655867771866,0.0449008511675491,0.0626259487589002,-0.0150373136970355,-0.0321513002282867,-0.00605630134109476,0.0177343351514619,-0.0427965980468773,0.0292253971219509,-0.0174178546017905,-0.00900371800248967,0.0156479395489878,0.0101820289387606,0.00176136584728146,-0.0113973592772963,0.00615124008185812,0.00285048164816203,-0.000641316015012785,0.00612663614493926,-0.00264246467392888,-0.00403983296175097,0.000214985530845897,0.000207349819646101,0.000138783566701213,0.000274279121794982,0.000105556229241527,-2.0721454885324e-06
"VK",-0.168019375950561,0.0348440930564139,0.0266951125142865,0.581768888588633,-0.493705161914135,0.112628439992838,0.290864353316109,0.190613838090857,0.147181502644342,-0.0419236777678949,-0.289860291259101,-0.287426542197255,-0.0522221560964566,0.0735456313865487,-0.0588380195286463,0.0500754747543407,-0.0518604810169916,0.0702505043306546,0.0635856726884333,-0.00913922570574625,-0.0200775381060152,-0.0384587275283516,0.0339146675354517,-0.0662875991135943,0.0347161510301407,-0.0152173529557367,0.0849589518770911,-0.085215672000927,-0.0482197628740653,-0.0532637460737428,0.00842384917043525,0.0165843610273733,-0.00788622561296552,-0.00466621490524923,0.0128925468669383,-0.0105092403587292,-0.00384774063060436,-0.00494414588896758,0.0237534229081557,0.00916663562584697,-0.00348847656360359,-0.00285010278000842,-0.0045405446985036,-0.00202143770193064,0.000353984659189611,0.000496493553151833,-0.00356237380554118,0.000905412904080316,0.00579074495786342,0.0141726055640345,-0.0259729921502859,0.00269524301348601,-0.0637763638180498,0.00585539031778604,0.0559073551241716,0.00142640575901472,-8.74371212597946e-05,0.00288828355602354,0.000155470832114617,-0.000128289665528382,-1.95529643629604e-05,-0.000126236017012937,5.27593258466654e-05,5.75658647531372e-07
"CHOLE",-0.599051325492556,0.15821529363439,0.387485381043491,-0.0484345110744078,0.128028981278309,-0.111759732777043,0.438583912051679,-0.120584196463412,-0.184850381773331,-0.00115165041915989,0.0320363530726412,0.0422636140600285,0.172195214122957,0.201040825566672,-0.101252203408911,0.116381615635161,-0.0999530885220127,0.0251381438016915,-0.18447204597235,-0.0977552939370243,-0.0201836928339933,-0.00574882494608316,-0.0474453104609895,0.0614162097198988,-0.0909557904379332,-0.0469400963885009,-0.0183981879295558,-0.0012466516439145,-0.0468540637084847,0.000729710457568535,-0.0122154580670483,-0.0243099418656573,0.0598147473076827,-0.0143345628506083,-0.0169134324691112,0.00747301430896409,0.0428380877503623,-0.0270975475635449,-0.00366360889541357,-0.00675476691535015,-0.0279954918122779,-0.0109732831212697,-0.046081317526196,0.00781942435139703,0.0409042391889547,-0.00265686804902283,0.0461892424332873,0.0388214634130512,0.0168202711645728,-0.0410807770921965,0.0516496414305424,0.0316595157900843,-0.00958337555819538,-0.00960836513378645,0.0149599913565216,0.035608784501456,0.00305601695039178,-0.00858030660379688,-0.00055877516644068,0.000246440043984217,0.000362847297381927,0.00035849579936186,-0.000147167649367768,-3.78952058472895e-06
"SFAT",-0.792289673455037,0.504218300341214,-0.0189736258756814,-0.287922794785061,-0.0870457958857404,-0.0622780926718728,-0.0176930275059049,0.016587201685447,0.0113304731780152,0.00643962536580421,-0.0286227848922652,0.0119438529001912,0.00505659006822101,0.00619820376606011,0.00136985502020754,0.0246438981716802,-0.0680429139477503,-0.00262631040435548,0.0475887578817721,0.0526807449435998,0.0263786640413456,-0.0220712492292743,0.0171848813070613,-0.00659378062206132,0.00966442536975912,-0.000223443895198258,0.0181520782313763,0.0189591380045432,0.0182001933289051,-0.0172523025693144,-0.00171177036197383,0.00223699604572557,0.0193656765889154,0.0380924206742013,-0.0349546226664598,-0.0132363876152265,0.0110476386414024,0.0123836823863732,-0.0192559993083323,0.0137583511793013,0.0190139545975113,-0.0112840491920933,0.00652988447159403,0.0335431576881797,-0.00068494466937974,0.0277160903606435,-0.021495488631953,0.000837959712239355,0.00559649119495045,0.00833758769541332,0.0214622750731795,-0.0142262692061931,0.00137905014981051,-0.00296636054978249,0.00863652923247706,-0.00383845967247319,0.0141873075119848,-0.00191457067628746,0.000734543634895163,0.00108602044996891,-0.00233786959642936,-0.00698237527628359,0.0156111657494643,-2.21019932002613e-05
"S040",-0.574924956495219,0.566045774831632,-0.0398512288597518,-0.393550195945095,-0.263926979475808,0.0566186751770029,0.0390727494340387,0.061258383698336,0.158894449168393,-0.0963816519563926,-0.0100715762691051,0.072769136045292,0.00126363578899594,-0.0170956052044876,-0.022199612147629,-0.0783970679339419,0.0712699379986182,0.00776505195387317,-0.0486834587800345,0.0541044640628619,0.00734036014078244,0.0760251632188928,-0.0889954442885933,0.0281656176183125,-0.0622629069007618,-0.0642222071307566,-0.0573120372548125,-0.0353428307991249,-0.0946775408754771,-0.0613931361729233,-0.00782753974737037,-0.0232497028427396,0.00471929397837279,-0.00527137172486502,0.0111688589436266,0.00852317932325031,0.0287692572022949,-0.00471833611717496,-0.00227778956605785,0.0385635491901623,0.0132479767954567,0.0188256151950289,-0.0332135029498628,-0.000660512995477635,0.015684549482309,-0.0470925067798146,-0.00902549197948802,-0.0437922091119933,0.0129522047599291,0.00675030673146208,-0.0182624097607635,0.0552748353532945,-0.00768674136683003,0.0388668437621744,-0.0190591301400731,-0.0282398395433021,0.0351445530207067,-0.0215530343557662,-0.00125782749364843,-0.000270767979463839,0.000185952769839476,0.000544187471299068,-0.000624208035490915,-8.27797135192025e-07
"S060",-0.588885694692626,0.564082581814752,-0.0502992217829324,-0.376972561020671,-0.290016832406977,0.0246034234800489,0.0229002440343717,0.0412898906171414,0.0795626122467252,-0.0656644296940343,-0.021089015182773,0.0815811965075243,0.0206740094248355,0.0180266390765976,0.000845646175019923,-0.0658589907263507,0.0671866029846085,-0.0013958342383055,-0.0846261104882181,0.0635538897642506,-0.011719350429386,0.0716919884941425,-0.0990773457609497,0.00459578665171925,-0.0727532328584245,-0.0760800852002449,-0.0693857283918796,-0.0834811541840356,-0.0171297992801463,-0.0650992119793257,-0.00560595987300542,-0.00633355930728499,-0.0195122649950357,0.0115486513258792,0.00789914767122636,-0.000998425066890513,0.0529265428867247,0.0195167345062585,-0.00217727740029299,0.0425109499508023,-0.0224536874568008,-0.00991752553497077,0.00557190441325458,-0.0285132917241227,0.0309002732824924,-0.0401330763931406,0.0447154851902377,-0.0452951414622235,-0.0305308890198535,-0.00269359172821519,-0.0385146809637618,-0.0580313088852754,-0.00127590204952048,-0.0407587718577794,-0.00601747258778829,0.0306709480694052,-0.0119282788699778,0.0101410638839113,0.000260910865827724,0.000173335315179491,0.000205343278620202,-5.99357911006092e-05,0.000196264604356843,1.5223411086177e-06
"S080",-0.503240652347987,0.479552996820241,-0.130694689092778,-0.254342629685287,-0.336609252911951,0.0612872723669793,-0.193921219382826,0.0993917280260648,-0.448590955480316,0.144743155080538,0.0632984935713946,-0.115799853037255,0.00287169024492375,0.031664774484498,0.0567006705150665,-0.00400442997966104,-0.0111169122981757,0.0647079712024475,0.00243212661557847,-0.0353481034585297,-0.0944634339078317,-0.024184943979637,0.0106053749927492,-0.0038129856014675,0.00738004417383398,0.00203000049148953,0.0430237818512964,0.00107683383671444,0.0212948194411776,0.0013728870370115,0.00672854887946449,-0.00846899393264081,-0.0123787394854795,-0.0239192700230524,0.0232449581390299,0.00475017548762575,-0.0120802563838597,0.0175658776084614,0.00715048322018556,-0.00980045750156576,-0.013997830899145,-0.00288489762877915,0.00181348754621797,-0.0208284942238356,0.0101472387123962,-0.0139591932992111,0.00260173419601961,0.00605318631834299,0.00484535636063053,-0.00301064009829736,0.00533030732587335,-0.0156533612586235,0.00743508040014232,0.00914569975296321,0.0143025056021911,-0.0227553902349945,-0.0542049655513881,-0.0441353963057797,-0.00241715669048255,0.000172686384170943,0.00120122258012509,9.61809933561568e-05,-0.000112805949550942,3.32331375918266e-06
"S100",-0.576484360484674,0.536629850934457,-0.0642575945050919,-0.326337527872805,-0.339236852875982,0.061447275317118,-0.0625846495747561,0.111240247770365,-0.175589981945172,0.042766647321052,0.0499474917684102,0.00270224526325515,-0.0205901710822989,0.00988831892422782,0.00418181442128184,-0.0179277044769627,0.0241514593848604,0.00378417056216555,-0.0533074826060009,0.0412430269090763,-0.0616250619395228,0.0150855837071376,-0.072357060117552,0.01660375428707,-0.0736818702610135,-0.076581799451149,-0.0230605734438007,-0.07488898361139,-0.0404818956636058,-0.0518265959998211,0.0373304132218663,-0.00244073286538294,-0.116669829188273,-0.00901379449186858,0.118347011616105,-0.0104902220477281,-0.0993763617669644,-0.00127484464965309,0.0271703053296316,-0.0906149821294136,0.0504975872513069,0.00374420670313002,0.00916931383648044,-0.0381936598145839,-0.0337999620594537,0.0335609214210712,-0.0275494194106589,0.070902606424903,0.00110766716035242,-0.00680624716719477,-0.00684975807187748,0.0145614507149606,0.0123401714783903,-0.00652789270226563,0.000965064552252874,0.0155532790232767,0.0172926032568443,0.0147976699905574,0.00131633341069028,8.82678109889142e-06,0.000135897364648976,0.00026136709023696,-0.0005052880804688,1.51336575814795e-07
"S120",-0.310305952168531,0.307848709230663,-0.155885537439264,-0.139181425788387,-0.254778127500126,0.0828553448984088,-0.2579630149223,0.141796814639688,-0.620571594276998,0.249091886229921,0.0909970878948568,-0.216382559390398,-0.0167763062076727,0.0226184208926307,0.0953951089221535,0.0498698144797002,-0.0847711357951718,0.0809683285626085,0.0721367758419931,-0.101272226140081,-0.106542161034648,-0.0940826588512414,0.066721105210874,-0.0221678865909702,0.0943891823615304,0.0558869833427165,0.0550037222081938,0.0673904380242163,0.0489027818933984,0.0617448777878312,0.000854993094198868,0.0165462964482261,0.0413243651549421,-0.0192414478013607,-0.0428908614240301,0.0143960033719363,0.0307264349246878,-0.0076966071983284,0.0100472147060277,0.0377612133866374,-0.0127406752151628,0.0100044870086448,0.00575812158618902,0.0071434247431729,0.000670714830164242,-0.0092701621008923,0.0177778291415694,-0.0309322453953651,-0.00116124073780829,0.00136472556400885,-0.0200581214954259,0.018250745796392,-0.00756010501532103,-0.0140250426719683,-0.0126500766819186,0.0144572853631677,0.0426028411569294,0.0153035700744906,0.00124308700873917,-4.8657227055036e-05,0.000579250683817726,0.000782730231869447,-0.00130419011148145,-1.7036721241467e-06
